,mission_range,cruise_speed,mission_time,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
0,10.0,319.99999999999994,0.12013888888888889,1726.2617597032565,22.995293304215288,5.7434448143499415,1.5077058977230198,1.8226752540424904,502.87836794138576,0.18465381306580317,0.030721051128918528,2.9093534162197665,5.765757621715209,1.0893532757105027,6.411904341005562,-0.0038872153732931736,2.984427130083322e-05,600.0,297.8923511751176,345.61009817628303,400.77477548555515,81.98999785735884,299.39894684468624,237.1877055653813,269.2276222312654,296.1595060526852,242.62919727780684,296.1595060526852,111.41173933949399,0.025483766748897088,2532.278855918407
1,20.0,319.99999999999994,0.15138888888888888,1752.190502294138,21.718971997865204,5.857717635208785,1.474641006953629,1.8225051125912326,502.3495498048359,0.1984415634193807,0.02999649028147104,2.9126879532222,5.614752846338128,1.0888495578201713,6.224713561150838,6.021849685566849e-13,6.049599209465576e-05,600.0,314.2473616820195,349.6483084746658,405.02351275936843,83.2790972950351,312.06903495973023,231.12736553397312,281.4893384379585,314.2396648825847,236.36462317099793,314.2396648825847,117.52851326907528,0.026051940134175423,2466.436048556662
2,30.0,319.99999999999994,0.18263888888888888,1781.654503666089,20.847172708518453,5.919172028594016,1.447585184950328,1.816303422588188,508.6266658816374,0.2102165523057763,0.0292161239867787,2.8865640976039937,5.480878566217582,1.0874856483701028,6.059769580178687,2.2222224060897133e-12,3.8792219540882094e-05,600.0,332.93388921780434,355.4293167194129,408.55119135641445,84.74633471248836,325.06731943445146,227.93586704518572,294.013572643723,331.57938736793693,234.40136658632076,331.57938736793693,124.51727456745883,0.026520407965698885,2429.3316855186195
3,40.0,319.99999999999994,0.21388888888888888,1810.0354155353996,19.97731297005426,6.054864730380364,1.4301230877316922,1.779005061905206,516.0588982164256,0.22286433940009912,0.030345750811486074,2.904639758318465,5.382821233353,1.088933457064472,5.939550887940334,1.4484413668469642e-11,3.826908361650558e-05,600.0,349.7585244919008,360.1160627412162,414.0050080587654,86.16200644458226,336.2614764763264,224.0090537026205,304.7428079470615,345.1378035691675,240.44363432269097,345.1378035691675,130.8096881599709,0.027024353152152382,2390.658397937104
4,50.0,319.99999999999994,0.24513888888888888,1843.0917441741503,19.437031213866057,6.022448254452062,1.4018099131575557,1.7674863151768665,530.9659603816691,0.23324245561535403,0.029285004465961387,2.841489087268266,5.243431553066541,1.086351604938985,5.769515917363315,8.066436407716537e-12,3.741733873033819e-05,600.0,371.36451015352895,368.3101045765842,415.6094479889157,87.81379842649059,351.5048733870181,223.50859709130594,319.45344645421284,365.7808749212755,242.4673474637914,365.7808749212755,138.89032679741985,0.02741638502327977,2379.661881784126
5,60.0,319.99999999999994,0.2763888888888889,1878.911386588673,19.03144198075272,5.930491981429041,1.3708516346846245,1.7604412607294402,546.6240104232961,0.2428427747106203,0.028091055451097142,2.771140140692965,5.093771230288656,1.0832140267382555,5.588059619304611,-6.085620896101318e-11,3.4334800695229615e-05,600.0,395.14632666949177,378.13715597174104,416.02659713094414,89.60716640698463,368.8645016910581,224.2740855332221,336.23681825042667,389.9219503378066,244.54063200574103,389.9219503378066,147.7847261743899,0.02776576621032311,2380.9154913382213
6,70.0,319.99999999999994,0.3076388888888889,1915.0431208519417,18.55598216586412,5.8731212651477165,1.341653340545325,1.7483006162400212,559.7658845459856,0.2538546916915271,0.027512710454455403,2.7248725579240523,4.95198866004113,1.0812260249361196,5.417198674436673,-8.070344392763218e-10,3.353108070842516e-05,600.0,418.33085960457714,387.93164350297985,417.3666017685506,91.41980657862723,386.722032767344,224.46877239560342,353.5117015162979,414.90648129465023,247.70851689763046,414.90648129465023,156.45574149211183,0.028171496650761674,2378.608864547321
7,80.0,319.99999999999994,0.3388888888888889,1950.609986981692,18.11459804963095,5.843619165154306,1.3177695016285955,1.7246166342767206,567.8597434297453,0.2648697277104822,0.02822532704560336,2.722921240732409,4.830867431558484,1.0819407253695212,5.272031011277998,-3.258609382328359e-09,3.0200966077434988e-05,600.0,440.7277168562556,397.2218616365732,419.4582545114476,93.20764951797835,403.78048344671856,224.25891134360126,369.99213070046846,438.07032369894,254.48885927998637,438.07032369894,164.83216610423958,0.028574232581856786,2377.9558606158776
8,90.0,319.99999999999994,0.3701388888888889,1986.7661086186624,17.607676929364594,5.837718628163009,1.294003293150918,1.7021404686746597,574.7437616924036,0.2775461870287078,0.028996322683545635,2.725831894952419,4.71146054626963,1.082796943318428,5.129626402258762,-6.1668803397196825e-09,2.6728687632909217e-05,600.0,462.81939029202556,406.7571736736661,422.1660375719102,95.02867706052214,421.6879434959324,223.7627408902021,387.3120482504957,462.73065763553285,260.88237413894944,462.73065763553285,173.09445196921754,0.02904212622414641,2374.5723434870656
9,100.0,319.99999999999994,0.4013888888888889,2023.5136910012268,17.019342414176375,5.86325150944307,1.2704043790325903,1.681263140483734,580.6075539537399,0.2924515682519558,0.02976379372005643,2.731809170842312,4.593929917440599,1.0836758738755647,4.990138900671279,-2.376670593662311e-08,2.319497253948437e-05,600.0,484.4460534505325,416.521710814106,425.6676033481518,96.88313950435503,440.4755247395198,222.92499257994214,405.50247824344564,488.9612888338114,266.61680542418037,488.9612888338114,181.18282399049914,0.02959785208795919,2367.602427661565
