,mission_range,cruise_speed,mission_time,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub,Aero|Cruise|f_total,Aero|Cruise|total_drag
0,10.0,178.44279196005854,0.14492925841100626,1223.3942337076376,2.2261523465372326,640.5270540097204,0.14000342181536998,0.33060918476101825,6.971503017360413,11.999986474736627,7.952073680328709,6.862513290045025e-05,600.0,199.46418525005637,219.75916598141526,146.77944754302882,57.39971896192146,175.48500383075864,102.36377397157845,153.84593791352634,192.54797488769967,193.31165053722114,192.54797488769967,54.25425838801532,0.6302766233350965,0.8731625190587157,1081.815440028474
1,20.0,181.19099944711272,0.1992696476518965,1262.9378812563364,2.2948191886961333,612.4513801821654,0.14000003032112746,0.3405714461513786,7.059661392294703,11.999999920213488,8.068005874958773,2.8464053747497166e-05,600.0,226.28580775923498,229.34310953248556,148.0107628969976,59.303536239006974,178.89496550567927,105.67637923633039,156.53655944602173,187.05414421867715,187.8031920398264,187.05414421867715,61.54973971051191,0.6302766233350965,0.8783685718515476,1122.0445494372307
2,30.0,183.60123627313283,0.2522864814594027,1304.2638566536925,2.3560481303298295,590.462790152285,0.14000006255394423,0.3486497885235694,7.1225423382227335,11.999999925322884,8.150986174567164,5.0665111602201144e-05,600.0,254.42678212876388,239.2185405779748,149.32677375542508,61.2988781344621,183.11774008761336,109.13463488884294,160.01301299262136,183.26495859432504,183.99934369673335,183.26495859432504,69.20408473902377,0.6302766233350965,0.883751536572519,1159.1548462972546
3,40.0,186.1094822578282,0.3038161430767528,1347.5550939752163,2.423559775414505,567.2087974351367,0.1400015670180546,0.3576510877734059,7.196406493815276,12.00000024298847,8.248770083757487,9.265271848453244e-05,600.0,283.5964203594845,249.90344901153586,150.66956862831665,63.395281604091764,187.2538877748679,112.75775312246834,163.36436587421247,178.9457336325754,179.663950008905,178.9457336325754,77.13822633777978,0.6302766233350965,0.8893298643929439,1198.560468331302
4,50.0,188.15638655384967,0.35462528463801846,1392.9632199428256,2.4758085819388413,552.5931067307897,0.1400008979801625,0.3633298271000576,7.226058293890805,12.000000727578298,8.288118797082117,5.5668407911106344e-05,600.0,314.65431432130777,260.5740460128492,152.14143930098214,65.60088143413708,192.7694412762338,116.55278171563101,168.0674775599533,177.25063974521765,177.95513917046222,177.25063974521765,85.5859734953957,0.6302766233350965,0.8951171501202563,1233.0420212017038
5,60.0,190.1610116506581,0.4044109797695636,1440.6699746946615,2.527217563258972,539.3339097332733,0.14000020415065131,0.3685920372365453,7.249271519019522,12.000000272812025,8.318961351310485,3.1471529977074634e-05,600.0,347.2714275101705,271.7968478017021,153.68191923591561,67.9253900960689,198.733068683502,120.53892192353088,173.1790681378407,175.93876244708704,176.62982704655886,175.93876244708704,94.45782828276637,0.6302766233350965,0.9011300577638828,1267.9160675451674
6,70.0,192.14877247056876,0.45318994114110567,1490.8550623658905,2.5785532807677476,527.0055156978386,0.14000007689617316,0.3735886757953869,7.267994495378927,12.000000137183976,8.343862248313862,3.735016420682458e-05,600.0,381.54750154999675,283.6426286314778,155.29249074876958,70.3785529137169,205.12605827010367,124.73137078318221,178.67685467448416,174.89020828046193,175.56804530136125,174.89020828046193,103.7809204215991,0.6302766233350965,0.9073841314869338,1303.5463552751728
7,80.0,194.13517437371559,0.5009728930271486,1543.7157733322697,2.6303118267356496,515.3553228675917,0.14000005829664133,0.3784093319253524,7.283388362921515,12.000000121600179,8.364351880555908,8.744312073178789e-05,600.0,417.5973553557432,296.18037982663117,156.97627201082125,72.97111724172191,211.95022102501946,129.1467141409289,184.5589228402562,174.0344224308533,174.6991866687679,174.0344224308533,113.58648065676215,0.6302766233350965,0.9138962218621451,1340.1870380063456
8,90.0,196.08637470179988,0.547870295102698,1599.483772678131,2.6807968083035942,504.99400680536485,0.14000000048673147,0.3827331032881628,7.291353388951293,12.000000002451614,8.3749593284141,6.4928907547479e-05,600.0,455.65169365404955,309.3765890637271,158.74786575564977,75.71568205227985,219.36719938740796,133.8038907979853,190.98406451378105,173.5938490718607,174.2460492076133,173.5938490718607,123.93726067390146,0.6302766233350965,0.9206864019274058,1377.4207921985148
9,100.0,198.06988495353792,0.5937611970818149,1658.383784512313,2.7329318590360887,494.7607188512602,0.1399999999963503,0.38709786207772023,7.298773353891954,11.999999999533605,8.384844448196683,6.345829227439687e-05,600.0,495.7338346704177,323.4338315215818,160.59939215875,78.6246922328834,227.21404051106842,138.7223186561126,197.78348838289773,173.18478138189707,173.82439454632893,173.18478138189707,134.8396030303536,0.6302766233350965,0.9277727884948919,1416.2456867648657
