,success,mission_range,cruise_speed,mission_time,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub,Aero|Cruise|f_total,Aero|Cruise|total_drag
0,True,10.0,193.04875326627098,0.14068927522035127,1258.555302108615,2.9974096884387946,358.5775554804407,0.1399999999900974,0.47392148553849756,8.867699201840562,11.999999999257113,10.556469152769857,9.753139184449526e-05,600.0,191.03472925313315,263.0559889522195,145.38218639134004,59.092273310211326,141.92579985656164,105.43658547185748,119.2212361818335,109.2602978574116,109.83003262472849,109.2602978574116,51.961446356852214,0.6302766233350965,0.8777942958313141,1272.8781391785226
1,True,20.0,194.3023780469605,0.19182123691792968,1296.697028354678,3.01507982376,359.69575966086046,0.14000000044090952,0.4727848340621643,8.80148369690011,12.00000000407235,10.461363307995265,5.017153835024471e-05,600.0,217.58787483761157,271.48180552397173,146.7013352209321,60.93309595918184,147.32709540908152,108.61919932458424,123.95105591674238,111.25593208459158,111.82295415968929,111.25593208459158,59.18390195583034,0.6302766233350965,0.8827702113511343,1296.7730388357195
2,True,30.0,195.60561359883403,0.24225872039856505,1336.9096300634794,3.035663824819861,360.273525510778,0.13999999999433277,0.4720248628329876,8.739878820933422,11.999999999548908,10.37316718574952,6.976282697925661e-05,600.0,245.4317539123129,280.53278205702077,148.0742582726818,62.879188235904074,152.9666094295684,111.9747500502343,128.88152732177144,113.15584471671285,113.7194483285714,113.15584471671285,66.7574370641491,0.6302766233350965,0.8879637430372656,1321.9588381757403
3,True,40.0,196.9500330463182,0.2919860876113329,1379.272280185834,3.0582944512712573,360.5208480919464,0.13999999999894816,0.47148226765939116,8.680739398509763,11.999999999804526,10.288759620465537,2.753520007436777e-05,600.0,274.6574263647247,290.18042796692924,149.504513576759,64.93515967678402,158.88880161782257,115.5097534456997,134.05622553784826,115.02009038018326,115.57983134436002,115.02009038018326,74.7068199712051,0.6302766233350965,0.8933789460861619,1348.366333781703
4,True,50.0,198.3336473597224,0.3409893300677566,1423.8998790207863,3.0827621352045806,360.4950069391828,0.13999999999889726,0.4711128428858135,8.623466475935171,11.9999999998349,10.207256244710353,2.919493040106995e-05,600.0,305.35802067992756,300.44465948334033,150.99517418197345,67.10742790887338,165.11919922160672,119.23376933087248,139.49878839954525,116.86425937032539,117.41977248979012,116.86425937032539,83.05738162494029,0.6302766233350965,0.8990240486154114,1376.0181976518102
5,True,60.0,199.75946539637374,0.3892501252435452,1470.9727830126135,3.109252270558679,360.16858287813886,0.14000001022179806,0.4709357108446391,8.568250191524925,12.000000093551478,10.128902008967767,5.539010109419343e-05,600.0,337.6383932620165,311.385794591364,152.5503364646102,69.40570114724903,171.67715112562774,123.16185596009979,145.22529507248336,118.67930841057598,119.23020783055111,118.67930841057598,91.8376429672685,0.6302766233350965,0.9049149229667053,1405.020158713882
6,True,70.0,201.21783284214595,0.4367705801449244,1520.589119114046,3.1368678887851593,359.75343927693325,0.14000001253590333,0.47079217334805484,8.513032385634077,12.00000011488481,10.05076265267865,5.962804891472079e-05,600.0,371.6144058124228,322.9720939826015,154.1745529766817,71.83578826236783,178.61897502939993,127.30209751215807,151.2909190735681,120.53181920153396,121.07796129280568,120.53181920153396,101.079118380979,0.6302766233350965,0.9110564677908544,1435.2855123138825
7,True,80.0,202.71155586451985,0.48353831900557726,1572.9530272908905,3.1658024361034873,359.2179078121564,0.13999999999553556,0.4707043502828021,8.458072846841569,11.99999999967458,9.97320302794228,5.398652713873071e-05,600.0,407.4107925858424,335.26811266313854,155.87266540539608,74.4088041889726,185.9706171575793,131.67153413382897,157.71793904966054,122.41381297581125,122.95502171444427,122.41381297581125,110.81573558334912,0.6302766233350965,0.9174660935758282,1466.9222913121584
8,True,90.0,204.2442760824343,0.529537712573306,1628.2937643385746,3.196317257246498,358.5178455705617,0.1400000000262733,0.4707039638720096,8.403743442697735,11.999999999744448,9.896741523460362,6.842586014104117e-05,600.0,445.1638031840286,348.351064065251,157.6499026574164,77.13726642439192,193.7581478351113,136.28930476155196,164.52827028761757,124.31264026383714,124.84869581243915,124.31264026383714,121.08455446605578,0.6302766233350965,0.9241632676105631,1500.0597650171696
9,True,100.0,205.816883277644,0.5747576786960955,1686.8494197906048,3.228417494405875,357.6675678965168,0.1400000007438657,0.4707790192120558,8.3498538183077,12.000000007329161,9.821102915385781,4.8509350022209614e-05,600.0,485.02651099592777,362.2831326437826,159.51242242077302,80.03431859552009,202.0214313323734,141.17525958894666,171.75763601336257,126.23483653581152,126.76553810010294,126.23483653581152,131.92721099089232,0.6302766233350965,0.9311674084510362,1534.7930806415416
