,mission_range,cruise_speed,duration,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission
31,20,540,0.12592592592592594,1734.321876183697,1.8393073566894866,1500,0.080312494,0.4999999999861951,5.035909879340436,2.0156208673992975,5.518209504158026,2.460077324417295e-06,600,364.8873914976754,453.6337519492796,212.81416108701796,102.98814011308801,344.39096761811885,893.4452126510483,314.2906906446499,399.8557782833496,415.1536907921407,399.8557782833496,62.03085655460482
32,20,576,0.12361111111111112,1927.8529751199023,1.9458625284651856,1500,0.071856624,0.5000000000000264,5.051588376141813,1.7270970785713113,5.537119902793213,2.2846598798655831e-07,600,427.3004058701063,564.3339800880397,221.13896392628652,115.0791472543113,381.63302937051924,1168.624822450025,348.1689053089481,397.1292632803821,415.72705958619395,397.1292632803821,72.64106899791807
33,30,36,0.9222222222222223,2262.0244963165396,4.5679483787885005,352.93693392741886,0.04789902,0.059231248,9.845693451205994,11.99999904881746,12.000000484831375,2.809789761005024e-08,600,1030.6849049660216,278.43456316268424,216.64714140138162,136.2580544107273,229.74760564371067,188.50301380440422,188.50203374373663,84.55459601265724,84.54693769,84.55459601265724,175.21643384422367
34,30,72,0.5055555555555555,1380.6285681770883,3.568707941028589,507.9661762,0.037888064430370086,0.10534707474694775,9.845694251899028,12.00000058582486,12.000001697614492,1.4429464775952904e-07,600,347.10683688286997,166.93857285816978,185.33218612171308,81.25135217568877,140.22663439003236,115.06114277631362,115.0523644052106,84.55457892159609,84.55293411866515,84.55457892159609,59.008162270087894
35,30,108,0.36666666666666664,1235.272801583121,3.1098928165691944,606.0456165,0.041305183666313576,0.15195465095630362,9.211396086362713,12.00001333887768,11.055355428548904,5.485982300305349e-05,600,231.06041871747738,151.41381913917394,180.3273538272127,72.46380315753049,134.10266912872387,102.96960678798759,111.73524085830859,99.62178676771478,99.64159888546236,99.62178676771478,39.28027118197115
36,30,144,0.2972222222222222,1155.0067920828924,3.2641120891752653,512.0277594590754,0.04461923,0.22829378490531943,9.845698182348517,11.999977521869361,12.000007650936414,1.6424642332724703e-05,600,172.5409701851253,138.50587098478783,176.31390875347165,67.65009489220702,117.31080627208361,96.35690009694218,96.25050463970014,84.55449502489901,84.63965247776619,84.55449502489901,29.33196493
37,30,180,0.25555555555555554,1118.7471504935043,3.2124656234761755,435.78629662406684,0.063689066,0.34017421053795094,9.845693129644248,12.000000005104486,12,2.0330245744246091e-07,600,144.38559089130334,134.07166953252656,174.8045616217625,65.48487755717407,113.6280743023653,93.47137644029048,93.22892922509764,84.55460287650175,84.76638324667285,84.55460287650175,24.545550451521567
38,30,216,0.22777777777777777,1114.3511628463036,2.9116572354344674,391.9420997473499,0.1163894967314307,0.5000000140197085,9.103494357812558,11.484980070281281,10.897777599299204,1.325381590642054e-07,600,137.01619575775393,136.70646584864525,175.40608974437214,65.22277555343847,122.40916718863838,97.42766132777425,102.25490038610839,102.52360408441842,102.9373005,102.52360408441842,23.292753278818168
39,30,252,0.20793650793650792,1148.2676348183466,2.703794686500572,491.4756444107071,0.10277182263914719,0.5000000199491502,8.455241405523642,8.552005082641722,9.969213027237183,2.445650628914069e-07,600,158.8650260596886,144.48682434917146,177.66806334170374,67.24722653258391,135.8054229023202,135.0824295067269,115.18137205826883,122.51182049991876,123.24239795017357,122.51182049991876,27.00705443014706
40,30,288,0.19305555555555556,1193.835748062394,2.2463508360686224,705.9494053,0.10876962578656432,0.4785152069145713,7.101320975708112,7.254130214,8.122954564,1.4603608428707651e-05,600,182.5137181260444,159.45008687187004,181.90054747460414,69.97521705666566,168.1146017967946,165.6813768457329,146.97062980187005,184.5320039831991,185.75675597721585,184.5320039831991,31.02733208142755
41,30,324,0.18148148148148147,1240.8774385974414,1.9611831539344624,869.3201923632843,0.12851351149689164,0.5000000002336815,6.1991693730000135,6.221106916100887,6.956045882621332,1.5699562702015717e-07,600,207.0758960485483,174.87021225133526,186.13075379539717,72.80097273,200.1683393,201.09773938323002,178.38833434057602,251.6372150854678,253.6759483255532,251.6372150854678,35.20290232825321
42,30,360,0.17222222222222222,1307.5762782270044,1.8660215608099722,1012.469881111417,0.12213633203045464,0.5000000000517972,5.794367465910314,5.046560893815635,6.447507693,6.777540295156461e-08,600,238.91709588890012,201.45182208168663,190.38379296441815,76.82382763,225.6633335596675,261.9232932155035,202.80336846097856,292.89773154971584,296.0581852366259,292.89773154971584,40.615906301113014
43,30,396,0.16464646464646465,1387.0233277349068,1.7947689107174138,1154.2486307757454,0.11685384320286554,0.5000001398963444,5.44937683,4.1621826385824425,6.021093668,1.6249706582103346e-06,600,275.7891743057228,234.33481072062756,195.25809440586883,81.63997355931812,254.52879677260188,337.9470558532262,230.36069596664214,335.85280459925644,340.5598702216461,335.85280459925644,46.88415963197287
44,30,432,0.15833333333333333,1491.0802423760535,1.8687278473608293,1203.2650186623105,0.098849646,0.5000005176747171,5.470077682738098,3.340648680748938,6.0465030691440775,0.000743824,600,319.8752562422346,283.32356953776434,199.86717061722476,87.98697285084766,272.58849487301603,454.9304806,246.60208145517834,333.0360069451926,339.4098747535254,333.0360069451926,54.37879356117988
45,30,468,0.15299145299145298,1595.1674903174846,1.670375484349863,1454.7958146308129,0.11360055128038607,0.5000000040836681,4.7918332018716105,2.997533117118385,5.225401797834416,3.702410270700122e-08,600,370.0556672884392,322.7520857791706,207.9808954848039,94.37864934858841,332.89294996629656,543.7144514438387,305.2717383338017,445.92350540411013,455.56190317667085,445.92350540411013,62.90946343903467
46,30,504,0.14841269841269839,1741.782895251438,1.7347279829204216,1499.9999998014193,0.10087854855049434,0.4999999999518481,4.764920532339359,2.513893097263308,5.1932962982448565,3.93008626161152e-07,600,430.56465193497587,392.9487550638438,214.81833243145888,103.45178272516019,365.54290537061735,711.9573635380721,335.3906257650072,451.45403917032826,463.8512917323341,451.45403917032826,73.19599083
47,30,540,0.14444444444444443,1935.6046617656034,1.8461518940352413,1499.9999997619814,0.087984152,0.5000000013267962,4.80645079,2.1219472401675605,5.242854780321013,1.5761125800730415e-06,600,507.9986823400053,488.9052565,223.1357916904532,115.56618667448393,402.7097636356327,943.6610383507863,369.18906642825016,442.9595700991063,458.2014851,442.9595700991063,86.35977599780088
48,30,576,0.14097222222222222,2185.0044740613753,1.9557859654139165,1499.9999995721619,0.079396138,0.5000000002313041,4.793690287864381,1.8307514164876681,5.227618522701854,6.566218115433055e-07,600,606.8409756,612.8232443958987,233.9968077169195,131.34425669658793,455.8084362673352,1243.1734532510568,417.97320607320694,445.5454058396524,464.0440439532434,445.5454058396524,103.16296584758187
