,mission_range,cruise_speed,endurance,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
0,10.0,232.10129975522585,0.45555555555555555,1473.6337171854723,2.482564842825671,564.8655221358583,0.13999999991648165,0.4379009123021759,7.068806709157395,12.000000001616053,8.080059409004884,3.200804018821966e-07,600.0,373.09554870632434,275.8838087755821,155.11909597640312,69.5358294836491,208.469940941578,123.12131327420394,182.37906958247984,186.49647956055566,186.96229516621463,186.49647956055566,63.42624328007513,0.02564621356141955,1040.8533507684112
1,20.0,232.47791191781218,0.4888888888888889,1548.6163867423188,2.604441442221935,526.0477611669014,0.14005568854436964,0.448901696475803,7.211633323307849,12.000624939701657,8.268969691694547,1.4171420594908098e-06,600.0,422.4921096008895,295.6352531862974,157.27830336842612,73.21191102446535,214.7386475872564,129.38965192861318,187.28045264185306,178.07253688726107,178.53154355483238,178.07253688726107,71.82365863215121,0.02478225612093218,1110.5634384975774
2,30.0,233.68646157720465,0.5222222222222223,1629.505047807612,2.553207239125861,561.519230698114,0.14000997713803287,0.4313015396609568,6.933729979093149,12.000088521120722,7.9025443185800555,2.5136585505135723e-05,600.0,483.1776453206944,308.6478858370941,160.48743979693046,77.19709049283878,235.01132186008957,136.1262824568579,206.20005179552155,194.9691354393453,195.43171665501907,194.9691354393453,82.14019970451805,0.025802055675913878,1122.802811037819
3,40.0,234.176565273909,0.5555555555555556,1721.4490189004,2.6963346359345386,517.5199574552686,0.1400110478789077,0.44401741152995167,7.098791343525309,12.000109253772568,8.119614973921019,0.00014184566069978295,600.0,543.3409236140898,333.34007976170165,163.02898597834934,81.75093944385326,242.49888968359457,143.82036442389744,212.01116363638366,184.6838308640008,185.13935695898786,184.6838308640008,92.36795701439526,0.024798086367279877,1208.5442504031357
4,50.0,235.3458286302487,0.5888888888888889,1821.1046274974349,2.645251025515679,553.0095846155405,0.14000000006804236,0.42575122268379306,6.812962212694207,11.999999984009138,7.744763681314888,9.623773053610468e-07,600.0,617.6233471141198,349.8955415652088,166.86998062713437,86.71477718266131,267.2999747605048,152.11554055712028,235.1401156230311,202.9940951722559,203.4519209610381,202.9940951722559,104.99596900940037,0.02584922466583959,1224.6282057625058
5,60.0,236.22267168294724,0.6222222222222222,1934.4075959728757,2.7064149735092107,544.469909612675,0.14000000155802853,0.42425103163631567,6.769565262653759,12.000000816058796,7.688278754129032,6.484406323587306e-07,600.0,696.4663519381779,375.0336547670592,170.51562545820178,92.39276906755215,285.7506384707727,161.57196015460636,251.604768483972,205.98780212721508,206.442562548448,205.98780212721508,118.39927982949024,0.02577051506640672,1287.552574951866
6,70.0,237.13724652444185,0.6555555555555556,2062.586961231684,2.751834585780911,543.791769582017,0.1400000174590025,0.41942026117324427,6.6788050145931255,12.00000041014503,7.570506187287319,4.89625198956339e-07,600.0,786.4827208328949,402.521799092764,174.72418316804442,98.85895787021465,308.82574902620325,172.26430646693376,272.45033690022717,212.44666045989965,212.89852795706344,212.44666045989965,133.70206254159214,0.02590707571835105,1348.5670156566985
7,80.0,238.11836712611682,0.6888888888888889,2208.6066107243905,2.8335616014686607,530.7092242920161,0.1400000009417309,0.41910707514728257,6.650013560581476,12.000000013632999,7.5332469218092015,9.142150384567014e-08,600.0,887.1337573124305,435.95554831299563,179.23918205758935,106.27842540126633,332.1206175903302,184.45252765422416,293.1812316320526,214.55337003891566,215.0013997364797,214.55337003891566,150.81273874311316,0.025721242926993064,1431.3736023630522
8,90.0,239.15503237977654,0.7222222222222222,2376.856974184494,2.914003070703292,520.5620072493798,0.14000000752910746,0.4173131333890199,6.59941002137066,11.999999391710741,7.467877899416329,3.1573944128724716e-06,600.0,1003.2343680527347,474.29361715081126,184.4355673181098,114.89519856869194,360.16203971076106,198.49323236597004,318.2774285008414,218.32593509863275,218.7699487106642,218.32593509863275,170.5498425689649,0.025621063031302696,1521.0593025401986
9,100.0,240.28609203486516,0.7555555555555555,2573.022841363645,3.0158110842695587,505.656366287085,0.14000000045474864,0.4170922345168551,6.568736977831672,12.000000003357622,7.428327460488533,6.126652511071527e-08,600.0,1137.313686602917,520.3675577653139,190.31241287527192,125.0294316408992,391.7073936811815,214.86624499851362,346.3798351714596,220.65697767925536,221.09652727160758,220.65697767925536,193.34332672249587,0.025398644342898985,1630.3693976399545
10,110.0,241.45836199256266,0.7888888888888889,2804.827141336362,3.1049155586090937,498.0567198398592,0.13999999999873433,0.41334235064539093,6.488373394186114,12.00000000013907,7.324963601848984,5.264978239703108e-08,600.0,1296.7470017037294,573.6012108983182,197.3580297189694,137.12112847074874,432.28509996813966,234.2057126907196,382.9134578400309,226.9283754512946,227.36305181673862,226.9283754512946,220.446990289634,0.0253884837728743,1744.33862003572
11,120.0,242.75413114852492,0.8222222222222222,3083.7941431674158,3.2201426574660466,485.5161061048855,0.14000000042548352,0.41106685125225245,6.426039640460441,12.000000002147853,7.245046054297039,2.993603976997208e-08,600.0,1486.7740873288446,639.5860557670422,205.60211332609526,151.83171372508866,479.89030813797694,257.4829249566081,425.64175852801054,231.9623207369225,232.39148067152047,231.9623207369225,252.7515948459036,0.025254356233210817,1886.3823699326563
12,130.0,244.17948346050838,0.8555555555555555,3426.995952293582,3.354974027297372,471.49231996183937,0.14000000113491654,0.4086956461093058,6.359876989850387,11.999999998706262,7.160462831103792,1.329208378687621e-07,600.0,1719.1280183542715,722.133065542731,215.5811064200341,170.15412655964684,538.8462634989108,286.11893568894055,478.59978232235403,237.47481424515715,237.89771415034426,237.47481424515715,292.25176312022614,0.025093891423622172,2058.6125897971683
13,140.0,245.76937181165448,0.8888888888888888,3861.8232035921706,3.515510656761615,455.8260993579321,0.13999999773034455,0.40609480104642637,6.287383345985029,12.000000021502593,7.0680718069385255,1.0879663238131625e-07,600.0,2011.4418963853448,828.6566292923062,228.02354499100645,193.70146276685836,614.2178695145473,322.3983014842669,546.375773913492,243.7237434922252,244.13941603918937,243.7237434922252,341.94512238550857,0.02490622602861952,2272.742457636503
14,150.0,247.5809305642268,0.9222222222222223,4435.7920180721685,3.7126687195187777,438.0007964373484,0.1400000043677078,0.4031619996213573,6.206083880816273,12.00000002530134,6.964811060177847,1.971801971690468e-08,600.0,2393.9824176801544,972.315492323126,244.18141716427073,225.31283132548373,714.748962994799,370.2843103914222,636.8861954395788,251.0042454457014,251.41136540227637,251.0042454457014,406.9770110056263,0.024682565072851277,2549.218222155131
15,160.0,249.71363383640562,0.9555555555555556,5242.1478195910495,3.966468285946591,417.1454990347089,0.14000000341006208,0.39968313549600804,6.111194549432595,12.000000113948687,6.844757758368135,2.2240809732613476e-08,600.0,2925.5779045688846,1179.4103118662106,266.5072552448276,270.65249704465657,857.7942949104387,437.5541193921229,765.8631619478722,259.88641643133553,260.28299877616195,259.88641643133553,497.3482437767103,0.024408762951585707,2927.171681455386
16,170.0,252.4486966660622,0.9888888888888889,6507.050955484528,4.332778343843273,389.47230711955035,0.13999988366757266,0.39622559421571296,6.0049538424832205,12.000007137511433,6.710935986233082,1.5479502774266062e-06,600.0,3745.419366499063,1517.1222300851402,300.78059670566006,343.7300063611633,1083.6138172202295,543.0741571197784,969.618987401041,270.35446944773435,270.73751869009055,270.35446944773435,636.7212923048407,0.023993422175610728,3508.983686130538
17,180.0,256.3071238942096,1.0222222222222221,9128.609529400675,4.9479933212968135,353.6896623588383,0.14000000547079772,0.38797130133434604,5.812796839327269,12.000000037046535,6.470465373166108,0.00018310500782136622,600.0,5409.337115044857,2246.6287240245897,371.004676227865,501.65254573326683,1570.433266760645,761.7314189893622,1410.8118972799466,290.8229739799662,291.1827572776326,290.8229739799662,919.5873095576255,0.023503050834676992,4620.763571295922
18,190.0,257.0554289358438,1.0555555555555556,9734.529747052427,4.999999999922267,355.4677237070278,0.1417391028862348,0.38315677181890284,5.701188601659795,12.000722377146433,6.3317133337119245,23880.384434416817,600.0,5961.045833017964,2400.145531379704,388.6300088640096,539.2411678327165,1707.4561862798928,812.1879958433071,1537.4242695453213,303.7087175253001,304.0637824492257,303.7087175253001,1013.3777916130537,0.023770439347209155,4799.9943054840005
