Unnamed: 0,mission_range,cruise_speed,endurance,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
1,10,80.0,0.5472222222222223,1619.328305160665,2.574302604865858,777.4330545653669,0.070063965,0.106027413,7.002540354954868,11.999998890465118,7.992835421026753,1.6930480560017269e-07,600,475.3860861,307.24472017612464,160.0033008139734,76.69460955916678,231.2486930567788,134.9496640866744,202.59747884970804,190.58907616145436,190.57879143474443,190.58907616145436,80.81563463326884,0.027952836,144.9222223
2,10,90.0,0.5333333333333333,1606.5810333106915,2.945884810034588,690.3625396,0.051407857,0.1173762308970435,7.889269985235988,12.000003373515144,9.182758679990837,0.000907455,600,447.1532946331014,325.5559307818157,157.83628084808456,76.06565104237748,203.64127939812607,133.8935078561153,174.95625108949235,144.39541504423278,144.39432098211472,144.39541504423278,76.01606008762724,0.024321908,208.98933723216004
3,10,100.0,0.5222222222222223,1570.946951675098,2.5488322252644156,830.6996155,0.061952411,0.1252679587492574,7.034364978247538,12.000000000163288,8.034691707457469,2.836924566214864e-07,600,441.41613290708216,296.84933905295344,158.37193752602644,74.31007481691424,223.32462937777015,130.92539584800284,195.5205014545872,188.60852171939283,188.6094245669196,188.60852171939283,75.04074259420396,0.027479973,218.22712973147412
4,10,110.0,0.5131313131313131,1554.127166472413,2.539997742831802,843.4811863964511,0.060279821,0.1361724950204412,7.046033532037954,11.999999999999424,8.050053797361182,2.0493160942173925e-07,600,429.5859735539682,293.2576217205334,157.80124928018387,73.48277461145331,220.5676653972588,129.52951716128766,193.0579851505909,187.8893572181817,187.8988310841779,187.8893572181817,73.02961550417459,0.02728434,260.36069435838203
5,10,120.0,0.5055555555555555,1540.417047363114,2.5326458396735996,849.8638177811754,0.059543879,0.14785536,7.0554024184598685,11.999999999944109,8.062394283642208,4.75861213233117e-07,600,419.94099864149536,290.3321706316717,157.33549299267236,72.80907492421889,218.3315643814649,128.39447109950984,191.0619839677732,187.31462185618017,187.33520049236347,187.31462185618017,71.38996977,0.027110977,306.10225635355914
6,10,130.0,0.4991452991452991,1529.0392855005928,2.526399913,850.8869925,0.059551773,0.1603674139022993,7.0629792739720045,11.999999999969884,8.072378256162663,2.791903038864206e-07,600,411.9346290019995,287.9059921,156.94876415672582,72.25042857984272,216.48644660976157,127.45577649365828,189.41620882709313,186.8515643842609,186.88623751427605,186.8515643842609,70.02888693033992,0.026955986,355.43162172381955
7,10,140.0,0.4936507936507936,1519.4549186321913,2.5209863900138796,847.1510512123563,0.060221754,0.1738210451515521,7.069099779988541,11.999999999990235,8.080445760873484,1.0716159014629929e-06,600,405.18949062822776,285.8632293029807,156.6230826,71.78015130696886,214.94319869886664,126.6688355486699,188.04097739131913,186.4786460045984,186.53089288615956,186.4786460045984,68.88221340679871,0.026816519,408.3282493346601
8,10,150.0,0.4888888888888889,1511.2880639514358,2.5169578278856015,838.5972199,0.061525702,0.1884156407223466,7.0758165534220945,12.0,8.089301840992915,5.5076604144640016e-14,600,399.41043096642625,284.1558382,156.34214066095169,71.37965432064789,213.5849696697589,126.00269609419618,186.82552507719677,186.0705599036284,186.1443904685424,186.0705599036284,67.89977326429246,0.026682051,464.90428776117915
9,10,160.0,0.4847222222222222,1504.2785775407222,2.4951258001729273,834.5880572900272,0.064031214,0.2036820491532059,7.036724251153621,12.000013677282029,8.037797111345862,2.7014936927384428e-06,600,395.1433864619659,281.90770686099677,156.19304689871552,71.03608094116984,213.77540512463688,125.43479527432244,187.15060316928597,188.46281202184832,188.5626267998797,188.46281202184832,67.17437569853419,0.026766038,521.4574752433365
10,10,170.0,0.4810457516339869,1498.173459078513,2.524338546216131,801.2716485504391,0.066049686,0.2227603602418481,7.120627052066323,12.00001188,8.148455112,1.099824897235808e-06,600,389.5727205450994,282.04322641103556,155.82159922278132,70.73696162496428,210.39909099631336,124.94904432978926,183.85981617758617,183.37882731090724,183.51018118766245,183.37882731090724,66.22736249,0.026290458,591.8356598843368
