,success,mission_range,cruise_speed,mission_time,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub,Aero|Cruise|f_total,Aero|Cruise|total_drag
0,True,10.0,201.62486400585132,0.13848594652018278,1523.3992212286262,3.1734101160595665,351.8447698136891,0.14000000301505008,0.4767826387552113,8.589100888026554,12.00000002964454,10.158464453745127,5.35266343479597e-05,600.0,371.07374657275903,326.2053632603451,154.15377550688112,71.97365207852002,177.36422485760843,127.54038290491273,149.9635331860608,117.98956922906851,118.52700403063632,117.98956922906851,63.08253691736903,0.6302766233350965,0.911402288675371,1441.6451019751235
1,True,20.0,204.1246239150023,0.18686824883288086,1613.0534053943918,3.2192869237657464,351.7718684644628,0.1399999999958303,0.4760026088871677,8.487596414489566,11.999999999751015,10.01484058021906,3.3977137397657274e-05,600.0,432.46698938892007,347.15162869560436,157.05567602358667,76.3849402773939,190.04831599210752,135.02110411124852,161.0663087918179,121.39803726440564,121.92823216295565,121.39803726440564,73.51938819611641,0.6302766233350965,0.9223265989873602,1495.325018559724
2,True,30.0,206.74506660720527,0.233995132497579,1711.8521769581478,3.2701215083745794,351.1732670893897,0.13999999999541857,0.4755153639113214,8.388306813324903,11.999999999667464,9.875054210527942,5.107572591930077e-05,600.0,499.8626514146471,370.52073868595687,160.20148505672086,81.27444852915971,204.0760090270965,143.26468793661775,173.35116754428716,124.85926360794701,125.38147395956312,124.85926360794701,84.97665074049,0.6302766233350965,0.9341333463153236,1553.6001585666668
3,True,40.0,209.4896486295821,0.27982911081234857,1821.1077327808189,3.325811877305382,350.14587112410277,0.1399999999975304,0.47523641586843013,8.289979323956835,11.999999999832607,9.737300857013587,2.5886483602055644e-05,600.0,574.1283323375216,396.64400215771553,163.6255538593186,86.71493230240183,219.6757870695868,152.3805162677304,187.02387443118906,128.41701436047265,128.93062080927086,128.41701436047265,97.60181649737866,0.6302766233350965,0.9469282833465069,1616.9712425804885
4,True,50.0,212.36300170086187,0.32433479801401444,1942.3719849465147,3.3864115744075125,348.7579634174234,0.13999999999406398,0.47510226019113383,8.191672100155696,11.999999999609473,9.60024386516698,6.162694782401771e-05,600.0,656.2918281888698,425.926738055437,167.36803061098175,92.79323837452192,237.11544617485322,162.49796512106818,202.32527550618948,132.10985498693483,132.61432536890646,132.10985498693483,111.56961079210785,0.6302766233350965,0.9608335640604483,1686.0325210986612
5,True,60.0,215.37306293819353,0.3674752598187504,2077.591908272545,3.4521641597383863,347.0530517998957,0.140000000412131,0.47506579450131786,8.092613812275912,12.000000004222816,9.462808360147262,4.2770850741985247e-05,600.0,747.611715210542,458.8886612505178,171.47927459807914,99.61879715612302,256.7269310591576,173.77936096879728,219.55341682944248,135.97518435441754,136.47003731837307,135.97518435441754,127.09399158579212,0.6302766233350965,0.9760021977713007,1761.5445678735
6,True,70.0,218.5290955818717,0.40921236715896925,2229.1166334036748,3.523461814587765,345.0542829663524,0.14000000003201882,0.4750932728301886,7.99222673331225,11.999999999827821,9.324206883619254,6.673068203555288e-05,600.0,849.6095951054807,496.17069996218794,176.01950826578658,107.32499895521295,278.9105849703357,186.42056653875346,239.0676935021446,140.04768816113474,140.53246956956013,140.04768816113474,144.4336311679317,0.6302766233350965,0.992614057947034,1844.4166300089887
7,True,80.0,221.8425105696933,0.4495050746440869,2399.893647547164,3.6007995318661896,342.78364952539374,0.13999999999155419,0.4751477630415322,7.889864041108799,11.999999999484025,9.183572807608934,8.658160049504144e-05,600.0,964.1774929916425,538.5804307942295,181.06454296250973,116.080485722237,304.1742715771685,200.66732998433383,261.3246170987791,144.3698147496482,144.84408955568338,144.3698147496482,163.9101738085792,0.6302766233350965,1.0108917177942174,1935.7722167675345
8,True,90.0,225.01661508359547,0.4888593531435586,2590.001147871173,3.6601493284385618,344.6148397910227,0.14000004181810105,0.4716994837333167,7.74506214816309,12.000000576577655,8.98581667562226,3.0570313437919615e-05,600.0,1093.7465034527804,583.6227199454432,186.7265841147538,125.91086940091911,334.4067611498054,216.52297116342555,288.2321375304285,150.79420012233206,151.26149320158785,150.79420012233206,185.9369055869727,0.6302766233350965,1.0307355519944514,2030.6566682257767
9,True,100.0,228.5842262208814,0.5263643947594024,2809.966930346941,3.7438207156131704,343.0550209038132,0.1400000210239207,0.47068220576517883,7.62593781898059,12.000000498546978,8.82415578427132,2.6844177070591512e-05,600.0,1241.258160906907,638.218941108276,193.1043894707703,137.39061999764573,368.47493345055466,234.87050467233092,318.4403130501829,156.36999157189126,156.82684518511363,156.36999157189126,211.0138873541742,0.6302766233350965,1.0530998304623527,2141.0269296006186
