,mission_range,cruise_speed,mission_time,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
0,10,319.99999999999994,0.12013888888888889,2699.9547127987967,23.049788364941406,5.190366037608784,1.4205730922687958,1.8677635672452497,514.0274905291761,0.28812445475407067,0.032875839,2.7775410520829036,4.458885596055909,1.0872794676333835,4.830688908939476,2.0157564506462222e-10,3.8367688316369376e-05,600,929.7382556982819,565.3838319,473.19103782349725,131.63539318523883,605.5223114912461,292.9933043262659,558.9171159,521.7730041101505,284.8759729,521.7730041101505,158.0555034687079,0.028304319292161623,3122.119297233235
1,20,319.99999999999994,0.15138888888888888,2699.200727082928,22.81495848614384,7.882704129814503,1.7949908463760564,1.8237974902974818,506.1044671662821,0.29100877365877026,0.035426538,2.889029309773112,5.517467841212256,1.0916352257431694,6.104756880078436,-0.102571853,2.1002230283534215e-05,600,885.7182783998978,512.0024648,569.8885231732405,131.59604351572418,489.21005156051444,277.1403188884033,442.14712888750586,326.71043064732646,283.74274416315546,326.71043064732646,150.57210732798265,0.028415617,2965.0216223990415
2,30,319.9999999974505,0.1826388888896358,2842.609792365304,18.86329860531638,7.080012711604469,1.4977756853993447,1.801755515519226,495.63846816211594,0.37067235012751193,0.037944064095373604,2.986124192509857,4.571650423531543,1.0950040118906375,4.963772607285308,-0.124477689,8.077332746782935e-05,600,988.2192969317114,571.8108339,543.4671367384923,139.10353740944745,621.7907164847095,270.3356596,572.6712356229248,494.1695599,284.4644928229766,494.1695599,167.9972804783909,0.031218856,2901.1464867928935
3,40,319.99999999999994,0.21388888888888888,2941.426612090778,21.484471656652197,8.011210090257197,1.7659708658304036,1.7890911345187712,520.4996004250168,0.33676265337539685,0.036926991053633694,2.863623173,5.2302177003869295,1.0915406742074005,5.753448787906873,-1.03E-11,1.6522969281851978e-05,600,1040.2488124084084,561.6818684578111,595.1967670958185,144.30322897428198,562.3908564787221,282.96739848782636,511.2458145579289,367.8266930156972,301.03163446463276,367.8266930156972,176.8422981094294,0.029801279,3027.1011749203035
4,50,319.99999999999994,0.24513888888888888,3091.119746455207,20.68636876049879,8.148252185,1.7443832206369052,1.790282036,535.4097426464658,0.3675548439474744,0.035316541,2.7820248740900153,5.057126021388528,1.0886588030127957,5.543802010914391,-1.55E-10,7.226321465805004e-05,600,1131.1237306042224,594.3746814725976,613.4095712476845,152.22026390799977,611.2404028259677,287.87667286341195,557.5811943445217,396.1724970025277,305.03950942860996,396.1724970025277,192.29103420271778,0.030721186357945015,3071.4883643677285
5,60,319.99999999999994,0.2763888888888889,3246.3873955816252,19.74710938048204,8.394616702693538,1.7273098100532052,1.763604504475763,542.0967292795876,0.40437788379013806,0.037092436,2.789271221,4.901548794228762,1.0895311719494956,5.356656449618299,8.72439898103039e-11,4.225268707173817e-05,600,1221.4645224620378,627.902594,636.5447620793473,160.4820172300377,662.3186939205877,291.6525740610203,606.0473405594182,424.3382282254239,318.71596127596706,424.3382282254239,207.64896881854642,0.031827348,3114.2687290630997
6,70,319.99999999999994,0.3076388888888889,3390.231792665201,19.499235328644964,8.910509252633624,1.775725005266766,1.6792027326189107,532.6700345491724,0.42766370594018965,0.04753169,2.9813113522562587,4.928266131180611,1.0957835279862904,5.388709106278761,-0.000406181,2.063234793121392e-05,600,1298.1315310644522,650.3878043637936,673.5370031370501,168.17999638434458,687.9157298782159,294.8827049,629.1361670859177,419.30521693403364,357.49382375468554,419.30521693403364,220.68236028095689,0.032443886106765574,3166.829489504927
7,80,319.9999999999998,0.3388888888888891,3568.8311982033083,20.53236527537989,9.301765051504109,1.8768819389311489,1.6429027746938036,542.5586218539827,0.42754084214885285,0.051993381,2.991645982849044,5.063369840188155,1.0955025853689782,5.5513380889853785,1.582023401169863e-11,5.261396240049835e-05,600,1400.7520401436436,675.9920216498447,714.2991989462333,177.79519101184945,704.8332061145054,306.71653969455997,642.8776523779668,395.0975993,388.35385002075674,395.0975993,238.1278468244194,0.032182477,3293.071905870472
8,90,319.99999999999994,0.3701388888888889,3768.270855092145,20.807099318783795,9.475266263814044,1.9119207980526807,1.6076624550206533,554.0832433819231,0.44547276193329743,0.056367991,2.993634990883402,5.023534750287634,1.0946422944000478,5.503292139371846,2.3145929617385264e-12,8.914971377541213e-05,600,1521.3426708606798,714.1769036126407,744.1556529901699,188.60506954126697,750.1233777424121,318.23767234119214,684.7302959137949,402.02643487134037,420.4698045072983,402.02643487134037,258.6282540463156,0.032528371744377824,3414.0857476626184
9,100,319.99999999999994,0.4013888888888889,3986.518725062062,21.672800850877337,9.633776390633662,1.976598051317053,1.5747246658113534,565.1173009232483,0.45244870702550244,0.061501822006889556,2.996577393368331,5.0469539643262005,1.0933136493121876,5.531528885113002,1.0725464960614772e-10,9.282385690765168e-05,600,1655.0547616646554,753.0596364815021,777.8945591691423,200.5194022606008,789.8860883694006,332.8899531735246,720.6902120299825,397.93246937267287,457.8644619264528,397.93246937267287,281.3593094829914,0.032479244766144826,3566.942177
