,battery_energy_density,mission_range,cruise_speed,mission_time,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub_non_wing,Aero|Cruise|Cd0_wing,Aero|Cruise|f_total,Aero|Cruise|total_drag
10,500,96.56064,241.4016,0.4888888888888889,1744.4785928509998,20.79634285354527,9.990547111015672,1.9709869485911935,1.502429345875592,445.8538868,0.3625675461356514,0.043838803,3.0031172142455254,7.263772325403089,1.4533747745098975,8.338245008715372,3.9034830470185966e-05,4.184258996805423e-05,600,256.3065212204987,257.0813431152051,548.2017180892962,82.89547901,240.16151865748265,92.06703625409446,209.21412012091523,175.1259248155161,184.92447902443658,175.1259248155161,87.14421721496956,0.2729121403446563,0.009153409,0.5783517214242928,1311.3915836655947
11,525,96.56064,241.4016,0.4888888888888889,1719.061109698119,20.390243985540177,9.937263230668725,1.942557825843834,1.4798388512651834,453.1295190952176,0.364400651,0.044749286225531044,3.0000059636293757,7.218819016105518,1.4533087346379512,8.278507067529041,2.8424540058580305e-05,7.05813575919152e-06,600,242.23279588710403,254.03700510623224,541.1616129157435,81.63235250425907,238.13605880169797,91.36763590108062,207.65351719524742,177.66247106385887,189.15688783913004,177.66247106385887,86.47710813169613,0.2729121403446563,0.009153409,0.5739321101275731,1301.3702751038802
12,550,96.56064,241.4016,0.4888888888888889,1697.571361350701,20.32002142863042,9.896758255559249,1.9340786665538863,1.4329561392212784,468.2818107736463,0.3610888930093007,0.047426394,2.9979108347598045,7.230771474314162,1.4531442810145807,8.294378322720432,5.179436612934296e-08,5.807948193334861e-05,600,229.62522065535757,250.88883307834908,536.4990312213927,80.56589738516556,234.77043457686034,90.93253278098848,204.66529199670302,176.98320890827685,200.75342728728486,176.98320890827685,85.87983252510374,0.2729121403446563,0.009153409,0.5711343440737588,1295.026441896292
13,575,96.56064,241.4016,0.4888888888888889,1676.4968957597523,20.046509816892232,9.839805712,1.9124899335170427,1.4641537310264485,457.98469503451093,0.3614716438707963,0.04522289,3.0000000000546287,7.1997344111094685,1.4533133098385935,8.253183608871732,3.3217872896784684e-13,2.3502833746330984e-05,600,218.23878212939314,248.29086986081037,530.4507127057409,79.52137903593508,232.85538049471003,90.38772446,203.13335740617808,178.75439648254962,191.15958778699823,178.75439648254962,85.33136381259271,0.2729121403446563,0.009153409,0.5677785162453449,1287.4172238246742
14,600,96.56064,241.4016,0.4888888888888889,1659.690259259004,19.86381660584392,9.827133337,1.900907862112819,1.4605271639993984,459.12188872449116,0.36113917347628727,0.045223926,3.0000000444307964,7.193285721073352,1.4533133112357703,8.244631897748262,4.263434050244541e-11,3.394558533502648e-05,600,207.9226791316456,245.97590594635722,527.1081642,78.68933623079761,230.7276985254177,89.94257380557042,201.3055621940249,179.12541335167055,191.1639622402201,179.12541335167055,84.83245308571139,0.2729121403446563,0.009153409,0.5649822634056579,1281.0768217753196
15,625,96.56064,241.4016,0.4888888888888889,1644.3845178630704,19.697764937285633,9.815305229422808,1.890316042651226,1.4573447751640978,460.12447118259655,0.36082504978890767,0.045217074057780894,3.0000000268293645,7.187348591491462,1.453313310416451,8.236760845168492,4.66017446854039e-09,4.483319380723141e-05,600,198.53694726791065,243.86732501997926,524.0546073411816,77.93233399338882,228.78875247677956,89.53747640805926,199.63970652706655,179.4679215843568,191.13500079085514,179.4679215843568,84.37820258886202,0.2729121403446563,0.009153409,0.5624376078173122,1275.3069073819358
16,650,96.56064,241.4016,0.4888888888888889,1630.389684680638,19.546140304088183,9.804375498176086,1.8806049340492461,1.4544109586402563,461.05261833332906,0.36052937743898683,0.045211901593937086,3.000000086731492,7.181900857710156,1.4533133109378162,8.229540514523954,5.160712746032914e-09,9.939004349319613e-05,600,189.96086973566145,241.93850160432282,521.2594981771845,77.24078461899582,227.0136718652037,89.16713434083859,198.11430319873088,179.78297834500194,191.11312887630297,179.78297834500194,83.96270442316235,0.2729121403446563,0.009153409,0.560111271,1270.0320238965717
17,675,96.56064,241.4016,0.4888888888888889,1617.5936154947344,19.405744032432338,9.794836848751686,1.8716562378959274,1.451488250976853,461.98100347574695,0.36028765124934237,0.045220905,3.0000000057285994,7.176747770240478,1.4533133100805766,8.222712387302455,8.937901085914746e-09,2.4382637095747436e-06,600,182.0954706,240.17524158818168,518.7154749358617,76.60898984420419,225.39368350136849,88.82681341515325,196.7226311,180.0816853120524,191.15119714119888,180.0816853120524,83.58182101483246,0.2729121403446563,0.009153409,0.5579735150008155,1265.1847385849987
18,700,96.56064,241.4016,0.4888888888888889,1605.8125731054172,19.276293214398294,9.786486129,1.8634356046176228,1.4489498013805509,462.7903350418175,0.3600655586274487,0.045219047,3.000000160881898,7.172112982453338,1.4533133151876676,8.216572434032445,2.9849847038576627e-09,5.3268239466270244e-05,600,174.8531896103542,238.5493167404627,516.3896147396812,76.02775052,223.89672012056383,88.51274820314235,195.4358202276972,180.3509231880937,191.1433251683447,180.3509231880937,83.23011825452859,0.2729121403446563,0.009153409,0.5560006884409734,1260.7114258052984
19,725,96.56064,241.4016,0.4888888888888889,1594.542657995611,19.190030304070778,9.76914033,1.8566406881039434,1.440493836255647,465.50027778263416,0.35914575138130034,0.045614222,3.000043482550528,7.171296469524913,1.4533115356091144,8.215490892459648,1.6044470037002156e-06,8.539415627309982e-05,600,168.1688854467791,236.96524804497443,513.9456410729167,75.47212432679959,222.3506816057274,88.24473637876099,194.08976029163588,180.39841149109867,192.8081824,180.39841149109867,82.90726052526209,0.2729121403446563,0.009153409,0.5543164696046659,1256.892520586956
20,750,96.56064,241.4016,0.4888888888888889,1584.5263029412988,19.05637340188035,9.764024159072505,1.848511863784538,1.4398179640672673,465.72414583192034,0.3593928645696237,0.045509494,3.0000089859401107,7.163626665878515,1.453311865,8.205333582464391,1.5164559385993925e-08,5.690523444000618e-07,600,161.97340665753072,235.61914164557783,511.95588227750153,74.97862671627097,221.19051938994085,87.96153423540034,193.10930957488287,180.84531513065832,192.36992595306336,180.84531513065832,82.60643739534066,0.2729121403446563,0.009153409,0.552537638,1252.8590835930004
21,775,96.56064,241.4016,0.4888888888888889,1575.4194948320478,18.944118244595128,9.76300916,1.8420292795712594,1.4422822754639546,464.92979311650805,0.35944468898135845,0.045221700754003225,3.000000000236834,7.159716480346982,1.4533133098955737,8.200156621175296,8.194209755174597e-10,2.395024502252375e-05,600,156.21469149654823,234.35784301905892,510.32164540159044,74.53020881360507,220.0393687594314,87.70517296777791,192.12065910592926,181.07373143325134,191.15456147315678,181.07373143325134,82.32514241868091,0.2729121403446563,0.009153409,0.5509278308750813,1249.2089049851616
22,800,96.56064,241.4016,0.4888888888888889,1567.717392356904,18.868590889318035,9.775673369,1.839125968310235,1.4381909104740096,466.25213715490383,0.35911914617931595,0.045364961,3.0000018537714395,7.165126080519999,1.4533129364582675,8.207319009387948,2.71360885761851e-07,1.90395901449153e-05,600,150.84646538345305,233.18362980796044,509.5317762029982,74.15115752461088,218.7982981372924,87.48447383793078,191.01455549171044,180.7578293809622,191.75989474882385,180.7578293809622,82.06047716859845,0.2729121403446563,0.009153409,0.549541348,1246.0651063839018
23,825,96.56064,241.4016,0.4888888888888889,1560.2200823855962,18.700411599886614,9.787051539,1.8307670996682153,1.4386867854384515,466.0917211188399,0.360615965,0.045194604,3.000000000107646,7.151757949761315,1.4533132948031788,8.189622685424512,3.0629594167663754e-06,6.691902388507382e-05,600,145.83683162261693,232.2380812,508.3546285145202,73.78236061,218.15896082412405,87.21614467865552,190.51183947245818,181.53984466927574,191.0400226052155,181.53984466927574,81.81446254028808,0.2729121403446563,0.009153409,0.5478559505693416,1242.2435276382168
24,850,96.56064,241.4016,0.4888888888888889,1553.0731144599358,18.863087404128642,9.769610563621889,1.8344384847787383,1.4547643430041137,460.87674464696977,0.3558683593042936,0.044195225,3.000415883377718,7.178403174399979,1.4533043877227882,8.224905711314914,-0.022241868,1.547899913011918e-05,600,141.23644106641584,230.9757327424635,507.42604731709946,73.43095899803717,216.35356453627344,87.18076898005161,188.8256435965448,179.98565385967686,186.76380916292317,179.98565385967686,81.63466293638835,0.2729121403446563,0.009153409,0.5476303786371868,1241.732051451009
25,875,96.56064,241.4016,0.4888888888888889,1545.1539141632204,18.622079846083587,9.765962475287363,1.8239715056827912,1.4155931523811465,473.65999135766305,0.3586359433849066,0.046506089,3.000224424792133,7.158771699864449,1.4532870446482697,8.198905902994571,3.2241441161318107e-07,1.2481276545112815e-05,600,136.7643440753848,230.03095085815406,505.3133131574389,73.04177318722543,215.84064682387873,86.87751419915982,188.4585495241344,181.12898014191038,196.55433208496464,181.12898014191038,81.37478472485397,0.2729121403446563,0.009153409,0.5457189560614237,1237.3979699814995
26,900,96.56064,241.4016,0.4888888888888889,1537.7712299469067,18.532629238422462,9.748548919962294,1.8169371609578198,1.417833874606437,473.311767,0.35864513631310685,0.046180373,2.9976867506060603,7.149675969290648,1.453217201992274,8.186867612361203,2.8537429130892633e-07,7.074578344621549e-06,600,132.64639690691365,229.08887730323886,503.3594858420473,72.67912970265947,215.0826466195049,86.69312314712252,187.83389481284073,181.6620500637412,195.50830963322016,181.6620500637412,81.17959490703116,0.2729121403446563,0.009153409,0.5445345375114046,1234.712343812345
