,coeff_type,mission_range,cruise_speed,mission_time,weighted_sum_of_takeoff_weight,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,value_1,Point_1|Weight|takeoff,Point_1|Energy|entire_mission,Point_1|Aero|Cruise|CL,Point_1|Propeller|Cruise|CT/sigma,Point_1|Propeller|Cruise|J,Point_1|LiftRotor|HoverClimb|T_to_P,Point_1|Propeller|Cruise|T_to_P,Point_1|LiftRotor|HoverDescent|T_to_P,Point_1|LiftRotor|clearance_constraint,Point_1|Weight|residual,value_2,Point_2|Weight|takeoff,Point_2|Energy|entire_mission,Point_2|Aero|Cruise|CL,Point_2|Propeller|Cruise|CT/sigma,Point_2|Propeller|Cruise|J,Point_2|LiftRotor|HoverClimb|T_to_P,Point_2|Propeller|Cruise|T_to_P,Point_2|LiftRotor|HoverDescent|T_to_P,Point_2|LiftRotor|clearance_constraint,Point_2|Weight|residual,value_3,Point_3|Weight|takeoff,Point_3|Energy|entire_mission,Point_3|Aero|Cruise|CL,Point_3|Propeller|Cruise|CT/sigma,Point_3|Propeller|Cruise|J,Point_3|LiftRotor|HoverClimb|T_to_P,Point_3|Propeller|Cruise|T_to_P,Point_3|LiftRotor|HoverDescent|T_to_P,Point_3|LiftRotor|clearance_constraint,Point_3|Weight|residual,value_4,Point_4|Weight|takeoff,Point_4|Energy|entire_mission,Point_4|Aero|Cruise|CL,Point_4|Propeller|Cruise|CT/sigma,Point_4|Propeller|Cruise|J,Point_4|LiftRotor|HoverClimb|T_to_P,Point_4|Propeller|Cruise|T_to_P,Point_4|LiftRotor|HoverDescent|T_to_P,Point_4|LiftRotor|clearance_constraint,Point_4|Weight|residual
0,uniform,96.56064,241.4016,0.4888888888888889,1897.63964349967,29.999999999999996,6.256637151769976,1.857964182438569,1.6411331894660468,408.595676206293,250.0,2186.1836012431972,113.39964845506233,0.3149746696593568,0.1256400458515833,3.000000334223061,6.250597914596507,1.4533049228402508,7.021303518361453,1.8940724544336263e-08,7.519989965936016e-05,400.0,1897.353654404698,102.87566310498566,0.27336145975262593,0.11810417488149717,3.000000334223061,6.652759800401542,1.4532133920405974,7.536798759557573,1.8940724544336263e-08,1.470541214843242e-06,550.0,1783.972423211818,99.04917795938815,0.25702604500509957,0.11543731519003726,3.000000334223061,6.834326380582922,1.4530951559202603,7.7726121116245475,1.8940724544336263e-08,2.1942094864266244e-07,700.0,1723.0488951389666,97.06480188481686,0.24824848024872834,0.11407217213972654,3.000000334223061,6.9385276274565975,1.4530155068005697,7.9088304013895945,1.8940724544336263e-08,1.8261027164547033e-05
1,linear,96.56064,241.4016,0.4888888888888889,1821.8552723671432,29.999999999999993,6.13418650226866,1.8366320459583703,1.6414785752281793,408.5097372507247,250.0,2188.3712037706064,114.12528825814753,0.315289848760977,0.12612463334913823,3.0000000829046307,6.184310217378482,1.4532996403838636,6.937218728823443,5.894200683087547e-10,1.5231366692062908e-05,400.0,1897.0668083605747,103.36500254260892,0.27332013237374553,0.11840548527426635,3.0000000829046307,6.586192739294032,1.4532237442643914,7.450828563706217,5.894200683087547e-10,2.1456426471981405e-06,550.0,1782.9979552577565,99.46498866825738,0.25688564841546746,0.11568274481040655,3.0000000829046307,6.76740547678518,1.4531080666305818,7.685470520062458,5.894200683087547e-10,1.1963228963762695e-06,700.0,1721.763509351601,97.44493828155525,0.24806328813424625,0.11429074887730076,3.0000000829046307,6.8713545946909536,1.4530291494033354,7.820943238976085,5.894200683087547e-10,6.911659195461608e-06
