,mission_range,cruise_speed,mission_time,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
0,10.0,319.9999999999999,0.12013888888888889,1519.8435415796162,2.5189829209561365,559.0045567299326,0.13999999999691998,0.5973428027660826,7.063444785331867,6.273332356530528,8.072991771456989,3.633990392762892e-05,600.0,392.5263253745058,298.8765213194546,156.64750882060414,71.79921432383232,215.17030114481292,244.48670011431764,188.26273884648336,186.82316551063084,188.51409902003246,186.82316551063084,106.76716050186558,0.025424154614461854,2019.3279998090654
1,20.0,319.9999999999999,0.15138888888888888,1551.7626951573463,2.4465001100951227,598.6088619252595,0.13999999999601712,0.5747336097902607,6.824373754417258,6.419406243806811,7.759635373161637,5.388832924446503e-05,600.0,423.47376712256255,296.71797101517467,158.21175233223337,73.36654555443928,227.38536179278378,243.77789904193958,199.97881608257654,202.21674608589493,203.9104381955797,202.21674608589493,115.18486465733702,0.026479129294695748,1983.828293251026
2,30.0,319.9999999999999,0.18263888888888893,1593.2546975522232,2.4078427109592737,626.0407471631936,0.1399999999935956,0.5586422100234001,6.65285799796163,6.529801758275971,7.5369257711324,9.484563564852824e-05,600.0,458.69953594035536,299.17835192213096,159.9778981991145,75.40865036302363,239.48424842982982,245.94591220179484,211.39317885478414,214.3439698380487,216.035003652581,214.3439698380487,124.76627377577665,0.027246340462670098,1977.3079255470939
3,40.0,319.99999999999983,0.21388888888888896,1652.7328048101735,2.4350193914373146,623.4025395807893,0.13999999999542825,0.5548578533596946,6.6115815509101505,6.582889239234433,7.483587285292154,9.754384721520793e-05,600.0,502.0905467832334,310.28241197203806,162.02458017725735,78.34514230651436,249.97540937578822,253.01847306828748,220.8476686118657,217.41028692495087,219.0809811625239,217.41028692495087,136.56862872503947,0.027277973175798595,2024.5422596258009
4,50.0,319.9999999999999,0.24513888888888893,1686.6801682476744,2.2595143441337524,731.0308476610143,0.13999999999835172,0.5104427343058888,6.134318135248365,6.811940724851302,6.873967294440224,2.5210242491316934e-05,600.0,532.4967461875095,309.68486590553937,164.47764705805025,80.02593007680734,274.95805255939575,249.27739946960023,245.37215497255693,257.68243937512386,259.39661662813774,257.68243937512386,144.83911496300257,0.03010204639415131,1923.6946029404319
5,60.0,319.9999999999999,0.27638888888888896,1748.6002114667858,2.219423148335209,773.0542567802437,0.1393623972152259,0.49163113767970695,5.941555420749821,6.908792915602934,6.63137482370059,2.6608650837342096e-05,600.0,577.6178264133803,320.73789326225506,167.1491684819993,83.100481666529,294.3000759296315,254.69343002643828,263.6859260642716,276.88064234087216,278.59957004782154,276.88064234087216,157.11204878443942,0.031258839909000545,1927.3606117857566
6,70.0,319.99999999999983,0.307638888888889,1815.0483901848133,2.177521126272825,816.9558967720302,0.1397315108752634,0.47436329705633884,5.744896729186464,7.006652218876377,6.3859718713471825,2.8980646233583593e-05,600.0,625.6542939346594,332.9327735172569,170.05440672497187,86.41229937548023,315.9409952425451,260.5700151083625,284.2243008192129,298.56970813955644,300.29699906824544,298.56970813955644,170.17796795022738,0.03255354934741929,1932.1151320306572
7,80.0,319.9999999999999,0.33888888888888896,1890.7282921678534,2.1403174441065045,863.7340002053099,0.1394567201401566,0.4566501674097392,5.554175945691457,7.0868742261952145,6.149960943648882,2.8453109523838685e-05,600.0,679.8177485682371,347.3905267863599,173.32576070346911,90.19959025540996,340.4156279266862,268.25722601450775,307.43744708174523,321.92524185011126,323.6611101363507,321.92524185011126,184.91042761056048,0.03390340976364889,1944.0599851095835
8,90.0,319.9999999999999,0.37013888888888896,1974.5758328485997,2.1032754360020003,912.0977472299005,0.13999999999833374,0.44021600791994037,5.361779014697805,7.16362559903336,5.913818195419274,3.1507234309262715e-05,600.0,739.3191626798642,363.87727037519653,176.97070670152493,94.41430622254066,368.26878307290485,277.0489019485837,333.8918728306641,348.14792233124933,349.895019343757,348.14792233124933,201.09481224892303,0.035390704690277074,1959.7082014426173
9,100.0,319.9999999999998,0.40138888888888913,2072.171283851974,2.0719863969101975,962.631504823226,0.13999999999773347,0.42355308603340114,5.175486500383915,7.2218417300233275,5.686994423718426,3.665991919309331e-05,600.0,808.0196745269969,383.6572521948005,181.15618018237157,99.3442316913331,400.381931959104,288.29806188120966,364.3701979396509,376.4732656617339,378.23057818230467,376.4732656617339,219.78135147134316,0.03693236459186155,1984.6814668614334
