,mission_range,cruise_speed,mission_time,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
0,10,114.22323511696149,0.17643675066815187,1398.5630957328733,29.999999999468155,8.338093347200314,2.1929312255614546,2.1,151.0889353408671,0.8999998492952194,0.071252995,2.999999999980721,8.731465625,3.053821063616986,10.361143899347045,1.0057763661919239e-05,4.2211402758465415e-06,600,95.49986433636364,172.89495659223246,464.2928682421713,65.87335202,160.17506748933374,31.215032256745374,134.9815338266859,113.41861387069046,67.43254071373292,113.41861387069046,25.975963099490908,0.022748173404179225,934.2389836294865
1,20,115.77045728246895,0.26164453371805196,1427.5739845291616,29.999999999999986,8.398144144895053,2.2019341094325187,1.3884081527523364,397.90562785752354,0.8942777240831662,0.054686133,1.7463016556664528,8.686820460596378,2.838185703120899,10.297427250555101,1.914888285270422e-05,7.008707660422522e-05,600,112.01537839107218,177.98126497105906,470.2824144192707,67.28655494528918,164.33791753895122,34.16071430056962,138.6340442,114.82654067283735,156.90405922201654,114.82654067283735,30.46818292237163,0.022823398,950.2072994365014
2,30,118.57211537244449,0.34189947156903766,1447.827453949399,30,8.403330070728222,2.2027069949395512,1.3712337135871318,410.08453004327714,0.8646113991732053,0.054487649280871166,1.7571808155761597,8.638577881540076,2.7745999567759827,10.22873796191572,1.4387605098420408e-06,6.154831890167574e-05,600,125.29611233110627,181.2303999981793,473.01832419370686,68.27477215273991,167.60020848376976,35.18456190802797,141.54507226014013,116.3739137,161.96840170409865,116.3739137,34.080542554060905,0.022875612213098497,956.7602731616608
3,40,116.85211150967011,0.43120191586991863,1463.6800187399854,29.99999999997491,8.443411079340828,2.2087014833606577,1.5623406207569803,217.27104872812046,0.8999995671157031,0.1173721530317481,2.8686511192328403,8.618979491145497,2.910816302365657,10.200880891870694,3.89471595045876e-05,2.4505595121381344e-05,600,135.0105255912643,183.02745196839916,476.58791401439544,69.04917685329785,169.82057101350134,34.17579617477601,143.4856493527362,117.0103808115839,127.14015271562829,117.0103808115839,36.72286296082389,0.022916311355136984,974.9538319
4,50,120.83620315568346,0.502672165,1477.7363056210647,29.99999999999999,8.427336164,2.206345432477323,2.099999999999999,159.83572346855678,0.8497126569795247,0.066319426,3.0000098368223287,8.577081812584519,2.8914427113906096,10.141419837905547,0.000302255,4.706401868668266e-05,600,145.20166271986687,185.09956479877974,477.69171425752984,69.73650352283418,172.2889367165522,34.340988976290966,145.71296024031423,118.38651106222953,70.24081451479266,118.38651106222953,39.494852259803785,0.022952276066621344,973.1459984606955
5,60,120.26353736904679,0.5877932227592702,1494.030927810314,29.999999999999964,8.355238155387056,2.1955031467861614,2.0999999999941865,159.0787531347679,0.8672831835543664,0.068277411,2.9999999999874074,8.502866812827468,2.9033702917486335,10.036400788071601,2.1851609854905973e-06,4.2587739590356207e-05,600,158.6504004685123,188.02020379834815,476.8197317086824,70.53406590651618,175.7090826774343,34.87690178806046,148.8612261863825,120.87702267836188,71.63124111013487,120.87702267836188,43.152908927435334,0.022993825432408174,992.4095574950195
6,70,120.76412293899683,0.6685312387559931,1514.0056238802615,30,8.342180552,2.1935464564059926,2.0999999999999943,159.80636229135058,0.8716074034937018,0.068742323,2.9987711578196863,8.449475046,2.8907869080402344,9.961088951375894,1.9355490577410706e-05,4.803043381417102e-05,600,172.4636824326102,191.28104130797252,478.7410713642351,71.51289837619014,179.18339490917728,35.59058970511065,151.99197911701577,122.71173864150602,72.78022805,122.71173864150602,46.91012162166997,0.023044553,1008.3281092280174
7,80,125.49114311880905,0.726384078,1549.066122553432,29.999999999999996,8.624751922,2.235611973303446,2.1000000000000005,165.99357555398018,0.8258726628303765,0.063727188,3.0000000000000004,8.502984270464918,2.7864044761099387,10.036566689837708,3.2438052244287974e-11,7.714814952714383e-05,600,185.66832073659435,195.6051322726732,494.56744022065095,73.23401272544713,182.17911186006862,36.93193680388633,154.3422338,120.87302658160445,72.79614674081121,120.87302658160445,50.50178324035366,0.023133057,1008.5486535646451
8,90,126.99635615549066,0.797570639,1573.5917120973913,29.999999999999964,8.680422585,2.243818466726402,2.099999999999965,167.9845980892728,0.8191790267173309,0.063040221,3.000000000000061,8.473249988242593,2.7539349839893834,9.994599918129243,7.639945387438729e-08,1.2701454194329868e-05,600,199.94302978433888,199.29103034229192,499.92097610344285,74.44023977727639,185.71288635185948,37.85662568,157.4441923626225,121.89023600342192,73.74927117432867,121.89023600342192,54.38450410134017,0.023194570148084827,1021.7536432122934
9,100,127.57918117615282,0.8727158352456512,1604.0452504227808,30,8.736170318037852,2.2520151916767763,1.859287507867738,230.53922924393342,0.827420506,0.05554107,2.480316921442537,8.431252840083522,2.700387561971602,9.935431510815596,3.134505344526417e-05,8.21112384974068e-07,600,217.97619802377656,204.0973468,506.0302065998444,75.94059286,190.24992855117495,39.36640660799675,161.44696369519895,123.34634308098927,95.93111858,123.34634308098927,59.28952586246723,0.023270508882460555,1041.843493768592
