,mission_range,cruise_speed,mission_time,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub,Aero|Cruise|f_total,Aero|Cruise|total_drag
0,10.0,319.99999999999994,0.12013888888888889,1681.4085584814854,2.735141611579733,502.60575298779503,0.13999999999728147,0.6024052047660653,7.260558264901307,4.298822985104921,8.33396971644896,5.6763505623207405e-05,600.0,441.4248695057518,398.8202254023448,161.40629884828496,79.76469888103694,231.58116733387868,400.90969923143354,201.75361990611128,175.30564866410896,179.67069141657475,175.30564866410896,165.09290119515117,0.6302766233350965,0.9305200531528115,3707.5393104116474
1,20.0,319.99999999999994,0.15138888888888888,1738.9685275392658,2.7849694642861045,492.70438125861784,0.13999999999840385,0.6042646283175128,7.26822811820038,4.387936769051279,8.344173096064916,3.5048941762930715e-05,600.0,481.6764335466907,411.4865832932259,163.1899361942023,82.62149471981884,239.25618448665807,405.7104426816222,208.40513583776897,174.87717805813168,179.0096397432962,174.87717805813168,180.14698614646232,0.6302766233350965,0.9373337334154179,3734.6875565312193
2,30.0,319.99999999999994,0.18263888888888888,1799.3546539989875,2.8499319613094882,478.31341874555284,0.13999999999876206,0.608980700449209,7.3058735109709625,4.480974118006896,8.394306725808809,2.9232509131104532e-05,600.0,522.6632338171065,426.0946367738678,164.9732236464817,85.62896647117144,246.28877728268395,410.59401018826435,214.35417036486908,172.79456479149943,176.66755891853762,172.79456479149943,195.47604944759786,0.6302766233350965,0.9444016398766433,3762.848734743895
3,40.0,319.9999999999999,0.21388888888888893,1861.5840159893849,2.9162552106355983,464.3762056718387,0.13999999999891338,0.6136800968123007,7.343773914453596,4.574981117520665,8.444869352905652,2.744148680294904e-05,600.0,564.6505746803887,441.41017531622833,166.78931249562694,88.73919195939646,253.49146606018488,415.59916878575285,220.43964662980417,170.7315864134476,174.3627330292728,170.7315864134476,211.17931493046535,0.6302766233350965,0.9516030449937078,3791.5418214444467
4,50.0,319.99999999999994,0.24513888888888888,1926.0793299195252,2.9735309250064335,456.25576555969474,0.13867344522487807,0.613222975724012,7.35909459599102,4.6639645680304405,8.465334086884218,3.0299500839907137e-05,600.0,608.6855235781334,456.7197396959133,168.70538065765476,91.97419048606068,261.72775805447407,421.3456788337866,227.52549517256506,169.90710549837414,173.33633700585236,169.90710549837414,227.6483858182219,0.6302766233350965,0.9589824913831202,3820.9442910474627
5,60.0,319.99999999999994,0.2763888888888889,1988.755966810333,2.9819141753352247,464.6929347869587,0.13635871757708531,0.6009656216504317,7.2758818924232385,4.738744723183286,8.354358733089498,3.262842342100575e-05,600.0,655.4577723756929,467.3791260497794,170.79577927845122,95.12900123590902,273.3353834235998,427.7856415353668,238.05010418494174,174.45101737362754,177.80336885818352,174.45101737362754,245.14120686850913,0.6302766233350965,0.9660753208155205,3849.2047716825327
6,70.0,319.99999999999994,0.3076388888888889,2050.822158014888,2.9803181948332833,473.8593614480639,0.13539951549038254,0.5901661183925287,7.176637188280091,4.8146932281544075,8.222565878001753,3.526410705977276e-05,600.0,702.8791773913687,476.77155479289775,172.9137474485109,98.26361674106404,285.76366677195443,433.802317496004,249.41389201898116,180.0881027436004,183.39013383853703,180.0881027436004,262.87681234437184,0.6302766233350965,0.9730260030725684,3876.8988848989775
7,80.0,319.99999999999994,0.3388888888888889,2113.690437961997,2.975361520416927,483.16655816163825,0.13501310337560674,0.5802312262680557,7.0732284283259945,4.891326229942075,8.085889066624835,3.847314716397786e-05,600.0,751.3327272625081,485.83809948162366,175.07656956835572,101.44924432209172,298.829658815676,439.7399330456141,261.40482766285106,186.22766095747465,189.48891023781158,186.22766095747465,280.998439996178,0.6302766233350965,0.9799953850287988,3904.667504698678
8,90.0,319.99999999999994,0.3701388888888889,2178.107205078244,2.9698408445504896,492.4204080131616,0.13484314577887782,0.5708228022339703,6.970413191260533,4.968311716434851,7.9506434557187635,4.225469896560752e-05,600.0,801.0786267348561,495.0153081794185,177.29565342129797,104.7241171041203,312.4789227429363,445.77811395921077,273.95357585951973,192.6172552228564,195.84025855341736,192.6172552228564,299.60340639883617,0.6302766233350965,0.9870651207080174,3932.835971198796
9,100.0,319.9999999999999,0.40138888888888896,2244.512700125389,2.9646036394262123,501.7133153217633,0.13470427393977114,0.5616497507064168,6.869358711636963,5.045295897701088,7.8183360221838685,4.659334245918583e-05,600.0,852.3422077045359,504.48444069422357,179.58155127626068,108.11132638198734,326.74268361078555,452.02915791185205,287.08317137518446,199.19162850883,202.37672509896817,199.19162850883,318.7759856814964,0.6302766233350965,0.9942805384975272,3961.584889618135
10,110.0,319.9999999999999,0.43263888888888896,2313.209167856687,2.960005697030459,511.09531631330384,0.13451616791108045,0.552582246621469,6.770446185928439,5.122100666707419,7.689424242676234,5.150992977253516e-05,600.0,905.3035178341178,514.343142726954,181.94249325890746,111.62719107856175,341.66273600466917,458.55800475825316,300.8299574652674,205.9264349596359,209.07304372229058,205.9264349596359,338.58351566996004,0.6302766233350965,1.0016703925133084,3991.028827090392
