,mission_range,cruise_speed,endurance,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
0,10,118.65508499351527,0.45555555555555555,1299.2317786461947,29.999999999124807,4.811504017929617,1.591020332198117,1.9175396711432755,213.0313385,0.7747885795080716,0.06010978,2.4205678180052184,6.8547877322611575,2.8901904155243394,7.799309203,8.35111215735651e-08,8.6921529782752e-07,600,116.29203052442016,181.1103486441259,340.77472696835247,61.05560482646205,189.5363984112201,38.45429505562411,166.58292996270578,200.16469061462328,94.29384253058552,200.16469061462328,31.63143230264228,0.022486565465893484,1089.235837483478
1,20,120.46937702794358,0.4888888888888889,1319.0559237573398,29.999999999999506,4.915507923943403,1.6114699405758073,2.1,159.3510276655525,0.763095979,0.074660637,3.0000000028086613,6.885913516331887,2.891967213911341,7.839968728711678,3.3161798995706704e-07,2.1481322498619898e-07,600,128.37120744979646,183.36832616834906,345.3023667,62.014486931019604,191.55859576638983,38.41908260262618,168.24760013731546,198.09389221993044,78.59637285759203,198.09389221993044,34.91696842634464,0.022539294270079627,1088.9074431758295
2,30,123.83045395593814,0.5222222222222223,1341.2254752555293,30,5.014132589180413,1.630662861042648,2.099999994083203,163.7968977066203,0.7343720664673166,0.070421886,2.999999991245166,6.906967724952151,2.817703558913888,7.867504664425199,5.1704676096164803e-08,5.130354443271573e-07,600,141.7766912123109,186.37369345013008,349.9874313675882,63.08837549042622,194.1844132860518,39.297291600494376,170.47660375979194,196.70967821508893,78.32854717188076,196.70967821508893,38.56326000974857,0.022597949582002605,1085.1968665592678
3,40,124.9691996146165,0.5555555555555556,1363.7164229029938,29.99999984187383,5.135304849,1.6539866828084193,2.1,165.30316274088386,0.7331407873887839,0.069492039,3.000000206,6.942439732929474,2.792912085,7.913957233697562,-2.57E-06,3.868011963356936e-08,600,154.98701003500344,189.19326052605214,355.35684550840153,64.17950350615716,196.43187054755344,39.84547802,172.31789136998378,194.40720121508616,78.72242349038484,194.40720121508616,42.156466729520936,0.022657125945397205,1090.653802037883
4,50,126.76991113281053,0.5888888888888889,1386.6703917977716,29.999999988736594,5.244742088,1.6748170905791893,2.099999956644388,167.68507088169318,0.7244529017969873,0.067827643,3.000000004,6.9676544323156175,2.7547640703470653,7.947023340898691,-2.14E-07,9.507194039925124e-08,600,168.58646544438008,192.24591679952928,360.54350139491874,65.29481649632427,199.0153796041415,40.574203654627865,174.48928137172928,192.79278142188474,79.06724043619671,192.79278142188474,45.85551860087138,0.022717186,1095.4309968389155
5,60,128.3964241,0.6222222222222222,1410.1243210153993,29.99999999927742,5.352798877,1.6951722221468808,2.1,169.83653978460472,0.71815937,0.066514424,3.0000000000288516,6.990058160188222,2.721019951482316,7.976435386953197,2.3882495980842577e-09,1.6664222624506573e-07,600,182.46350726898422,195.40967346301954,365.81534385131226,66.43620465043938,201.73284523535764,41.32237765104047,176.78627765504064,191.3736072137239,79.53882620116214,191.3736072137239,49.630073977163704,0.022778212994575588,1101.964591023083
6,70,129.84129267571072,0.6555555555555556,1434.1292454289676,29.99999977294686,5.4596266731166825,1.715095263525148,2.0999997544341538,171.74774008733195,0.7142198557350766,0.065521797,3.000000377834185,7.009782681386877,2.6915809937640756,8.002355253,2.7044386943231302e-06,6.985377820703899e-08,600,196.6571995202852,198.6861497632137,371.17990258488817,67.60625785923392,204.58968710071719,42.08226753307623,179.21339406935164,190.13588539541863,80.12514647007488,190.13588539541863,53.49075826951757,0.022840324333294155,1110.0874607765522
7,80,131.20838614087387,0.6888888888888889,1458.7311173230732,30,5.568524537073402,1.7352039043565788,2.099999999481483,173.5560664983099,0.7114122599709829,0.064680418,2.9999999977261056,7.028988781913206,2.664226511671781,8.027616527568805,2.7871299579373954e-07,6.670494060578929e-08,600,211.13634538346125,202.05232988147105,376.7353657685482,68.80733456258899,207.5307220686763,42.856845072777354,181.71410060675328,188.94113035171804,80.77063400309711,188.94113035171804,57.429085944301455,0.022903621620990453,1119.0305775551406
8,90,132.53153691259251,0.7222222222222222,1483.9739814640284,29.99999943611991,5.674818812804474,1.754643673882057,2.0999998960220116,175.3062824370871,0.7093443458845995,0.063966093,2.999999863,7.044636439143057,2.638196234474967,8.048214035699893,2.0427887346130547e-06,2.754965826844157e-07,600,226.01830096824028,205.5613062340185,382.35318348944855,70.04171565000459,210.65302578546496,43.669329963370856,184.38550153878683,187.97526724577762,81.49778708324227,187.97526724577762,61.47697786336136,0.022968199463904167,1129.1047530923415
9,100,133.72912260406414,0.7555555555555555,1509.903562874886,30,5.780991618734331,1.7738796763170903,2.099999948317851,176.8903767,0.7088698495223944,0.063447002,3.0000000256983856,7.058351407597945,2.614973069674974,8.066279731503531,-2.56E-07,9.55121242707857e-08,600,241.29335430505265,209.19015057863993,388.10858695604054,71.31178009,213.91731236979135,44.49294806,187.18710646468546,187.1342100842717,82.30393007316025,187.1342100842717,65.63179237097432,0.023034153787669615,1140.273455244681
