,mission_range,cruise_speed,endurance,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
10,110,134.90433068156267,0.7888888888888889,1536.563335475323,29.999999839450886,5.887355823394515,1.7929745184568446,2.1,178.44488160576992,0.7088722420947902,0.062998698,3.0000000041718593,7.070331856256174,2.5925330254442396,8.082070049981967,5.052433618146779e-07,4.548406088456507e-08,600,256.9793498549015,212.9481771709493,394.0162086348303,72.61981308456667,217.32549004976292,45.347608888391214,190.12002197119676,186.40369867187198,83.16504725933473,186.40369867187198,69.89838316,0.023101573,1152.203793638699
11,120,136.04877818803078,0.8222222222222222,1563.9993210571647,30,5.993013909087131,1.8117718983034012,2.1,179.95869178529918,0.7094414413814076,0.062631501,3.0000001587300913,7.080025668918446,2.570997483393465,8.094852972,-2.83E-06,9.51731167388371e-08,600,273.12696988200975,216.85057798121218,400.0538399,73.96824180306763,220.9030580105345,46.23552078010252,193.2091078769216,185.8154477130017,84.08907093670953,185.8154477130017,74.29053580790665,0.023170549440469403,1165.005609083633
12,130,137.1758343559526,0.8555555555555555,1592.2602170598884,29.999999946087513,6.100119855858832,1.830659511609841,2.0999999917266394,181.44951899202127,0.7104411516114972,0.062318638,2.9999999680355263,7.088725475848579,2.5501020661428035,8.106330013695166,-3.27E-08,2.5021464120887307e-08,600,289.7201321045601,220.88566478357058,406.29493504491785,75.35964330858386,224.6186881527221,47.15317653011474,196.42183508071577,185.28966058022283,85.06103646926877,185.28966058022283,78.80387593244033,0.023241179,1178.4716220129353
13,140,138.29342265766326,0.8888888888888888,1621.3959709447583,30,6.207343316294538,1.8494019243661668,2.1,182.9278064306262,0.7117956415194108,0.062056916,3.000000021608617,7.095606079769151,2.5296817062100936,8.115410384047372,-6.02E-07,3.249685722563134e-08,600,306.8196270578943,225.0749068547367,412.70494127720565,76.79667602376877,228.50704403780952,48.108596811405754,199.79223406027245,184.87524963041238,86.08960575496275,184.87524963041238,83.45493855974725,0.023313559508161386,1192.7218658869253
14,150,139.38758457311562,0.9222222222222223,1651.460139441698,29.999996040504065,6.314384929187183,1.867953261320311,2.099999319473829,184.37521983065812,0.7136565461262113,0.061860584665113336,2.999999216,7.100494522234296,2.5099629128726866,8.121863446705888,8.655541577695658e-06,5.528595688393326e-08,600,324.46882336557775,229.4287771122491,419.2805764127743,78.28219768075658,232.58381993963383,49.10098257750693,203.33512749608053,184.58158854239528,87.18061288918534,184.58158854239528,88.25551995543715,0.023387793881907672,1207.836358054133
15,160,140.46859503208358,0.9555555555555556,1682.5111140390663,29.999997107228033,6.423189967791351,1.8866458767219856,2.1,185.80492167777783,0.7159270828101862,0.061710183,3.0000015856296445,7.104454111,2.490751886535916,8.127091433967731,-6.42E-06,7.52190790974934e-08,600,342.6573596089937,233.93995587561443,426.0947443443655,79.81932847106167,236.8248267426518,50.12792461915775,207.02500122084228,184.34419000380512,88.32270090635609,184.34419000380512,93.20280181364629,0.023463992474313085,1223.6601120586402
16,170,141.5811523981229,0.9888888888888889,1714.6070477702733,29.999998538787924,6.530630374925863,1.9049534611496093,2.099999716656744,187.27669502603416,0.718162998,0.061574861,2.999999789407003,7.105738856,2.471272370996226,8.128787934912191,3.536871394871355e-06,8.793773576618107e-07,600,361.4961373868354,238.6511776896861,433.04946811230036,81.41120233267507,241.29891098015315,51.214035022151236,210.93022250048338,184.26725172959206,89.53067813419264,184.26725172959206,98.32694936921922,0.023542264238326022,1240.3956055533426
17,180,142.68570673974497,1.0222222222222221,1747.8200411530413,30,6.639680236888438,1.923381110729948,2.0999996877397336,188.73779085354406,0.7207838691872952,0.061482002,2.999999118437081,7.105950353064128,2.452204975,8.129067225076692,8.591680524361323e-06,3.2954922418227416e-08,600,380.9586832709057,243.54404197455236,440.25582398939144,83.06167345309873,245.9656983670553,52.34167731727338,215.00868337776012,184.2545902161494,90.79599306065342,184.2545902161494,103.62076184968633,0.023622747676999935,1257.9257751610494
18,190,143.79867283734353,1.0555555555555556,1782.2160516534263,29.999997578847577,6.751016933364633,1.9420365777886501,2.1,190.2098455609315,0.7236355855247079,0.061413824351487754,3.0000006173899556,7.105386813,2.4332715240026355,8.128323053177139,-4.36E-06,1.7822418379216212e-07,600,401.0670951349653,248.6253562,447.7496995943729,84.77432287483708,250.8260420566498,53.51561029499642,219.25999249707561,184.28832986065953,92.11560421660191,184.28832986065953,109.09024987671057,0.023705563157720915,1276.2086012014693
19,200,144.91656989055502,1.0888888888888888,1817.8706134843337,30,6.859123248375981,1.9600081586071547,2.09999956,191.68868120213673,0.7267686121940997,0.061395394182091494,2.9999991151537135,7.101124010572664,2.4145132880742874,8.122694518557228,6.297682766387425e-06,2.7719127021365313e-06,600,422.01821879648554,253.9591726077445,455.3416451496912,86.55324183662668,255.99758725206846,54.756753999325085,223.80142566376216,184.54381961864982,93.52541108494033,184.54381961864982,114.78895551264407,0.023790847382037995,1295.7401199226008
20,210,146.07015444978924,1.1222222222222222,1854.8785018238382,29.99999930539003,6.966648830818948,1.9777403258731001,2.099999934338687,193.2144861703785,0.7298973488366487,0.061389175,3.0000001534646477,7.094541157165694,2.3954489251389286,8.114004810633384,-4.91E-08,4.530393996793396e-07,600,443.79913407736706,259.5411915278405,463.13532756196025,88.40352173868592,261.4515104969624,56.06904089510102,228.60209540337272,184.9393063444529,95.01063456754459,184.9393063444529,120.71336446904384,0.023878781748147823,1316.3174957096633
21,220,147.25391175021954,1.1555555555555554,1893.320731184155,30,7.081250052513407,1.9964920962674337,2.099999865173419,194.78041311822196,0.7330942187541691,0.061374037,2.9999985512176903,7.089502772004543,2.3762020158887207,8.107355671,9.407472006728312e-06,4.826332699710214e-07,600,466.24551350565105,265.3136124311928,471.4326891761947,90.32961078923907,267.0597349451099,57.42892862907045,233.53122868758487,185.24278176460635,96.53310576586028,185.24278176460635,126.81877967353708,0.023969506905490087,1337.4103671969585
