,mission_range,cruise_speed,mission_time,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
0,10,112.1630388740941,0.1780448185104575,1348.567706,30,8.211719994345074,2.1738802533169506,2.1000000000000005,148.36380596397856,0.8999999933691558,0.071592897,3.000000041867437,8.800386439105141,3.109544565861545,10.459790010093679,3.1011659018531645e-07,1.6535247336580985e-05,600,66.36085695535293,165.61667269017272,453.14984992215045,63.44439277508886,153.2396009332924,29.70079072,128.92875523178427,111.28940348094811,65.33214932005359,111.28940348094811,24.81896050130199,0.022617303966818183,905.1392715
1,20,113.50611492701583,0.2650908495749713,1360.4422935180244,29.999999999999996,8.194844430133882,2.171341904374961,1.8973502687332127,174.53619230061506,0.8865656331371023,0.078123579,2.8563077789007396,8.759956496465927,3.050616341228643,10.401880910287984,9.939103078160372e-05,0.000307626,600,74.77626394,167.6602996729264,454.00271127960735,64.0205579,155.30240293623314,30.46613314877195,130.78810507938792,112.53198807356212,80.53981731815557,112.53198807356212,27.96632271387906,0.022648531644044022,910.8681975182213
2,30,113.97784118788728,0.3520979450294274,1381.2059981398006,30,8.381333495570333,2.1994143936702075,2.1000000000000005,150.76434019562447,0.8926616704390736,0.070310309,2.9999999999998725,8.798347302733392,3.0613920690394782,10.456866437430318,4.2360933605323225e-07,6.71489634097105e-05,600,82.41057127631667,169.97462948794197,463.78345350557896,65.02914942285484,156.9847098114324,30.59399870446586,132.08603231229753,111.35164165579411,66.25479974147507,111.35164165579411,30.821553657342434,0.022702918444066248,917.9220613060055
3,40,116.74110216420816,0.43152742200583644,1400.373475261646,29.999999999999993,8.513014032383776,2.2190663488762845,2.099999999999989,154.7704421097002,0.8627114916326205,0.066714694,2.993196476062975,8.812976542563472,2.9919138509402945,10.477847553374554,3.669243781345699e-05,2.375625267692867e-05,600,90.59278050335074,172.4369254379327,471.3774345637401,65.96146071798123,158.8990358136495,31.303102862112123,133.65087324740034,110.9061412652832,66.25194330521735,110.9061412652832,33.881699908253175,0.022752882772763102,917.8824870280881
4,50,117.8445281049953,0.5131767264663092,1420.949922607963,30,8.666320859737453,2.2417421961406165,2.0999999999871446,155.87900543334828,0.8590713087753933,0.066235946,2.9999999999517692,8.833980508573157,2.9649242003991083,10.507998596807541,1.2862066967045394e-10,5.4887033954477486e-05,600,98.86589285546863,174.9897531037574,480.1232304962718,66.96363757406206,160.85047066030614,31.812245708285044,135.2255531362238,110.27059903459072,66.72215611138085,110.27059903459072,36.97584392794526,0.022806266867278015,924.3970144166099
5,60,119.40188587896307,0.5913935148277255,1435.9771899450107,30,8.708917222706237,2.2480088495238255,2.099999999999997,157.93900248540203,0.8456574011572613,0.064917432,2.999999999999983,8.815934768,2.9274542190969703,10.48209211198081,8.854806239355639e-07,9.084596089015914e-06,600,107.3170678555716,177.19372661376192,483.77300159051475,67.69640795153342,162.88428031588543,32.41820251718937,136.99337637986594,110.81634004994594,67.13379405966575,110.81634004994594,40.136583377983776,0.022845091311643348,930.1000209342584
6,70,121.52949781245177,0.6648807366296428,1449.3009295988636,29.999999622401866,8.706163945,2.2426069268433935,2.0997792204880557,162.07473915355678,0.8238809383721452,0.062016789367668926,2.975853123589923,8.764740204264363,2.876759372403476,10.408726562222425,-0.029983069,9.272370796827497e-05,600,116.07742828331833,179.49852381223602,485.3878886579238,68.34671816041654,165.35583437986287,33.17360645,139.23902419139114,112.38401579429147,67.52268383937022,112.38401579429147,43.41295817796105,0.022879401,935.2911735366381
7,80,122.49355004045016,0.7419845006462603,1465.8575913747557,29.999999987470574,8.776641716884914,2.2579559256510384,2.0999999998743926,162.02858372605718,0.8202280618271821,0.062538014,2.999998548925385,8.773044108084404,2.8555825138311284,10.420613688073871,9.297854365186708e-05,2.2126112695129786e-05,600,124.65959420317058,181.67902981208886,490.3680562329191,69.15561496678428,167.08654069389218,33.695474042818304,140.66902730041636,112.12776198535357,68.06571853,112.12776198535357,46.62268823,0.02292189,943.0112971605831
8,90,124.38968560030753,0.8124215480933711,1477.6574242063148,30,8.730104751855949,2.2511287818527133,1.9203006892989354,179.91014384128803,0.801815238,0.073097348,3.0003936350171636,8.721943289329161,2.802439309091747,10.347541729545375,5.287605527470873e-05,2.33099677320271e-05,600,134.0727770929773,183.8870777953353,489.96009666578954,69.73264461247261,169.41837101992522,34.595165039733025,142.80275091688242,113.71699454400861,82.01888965344428,113.71699454400861,50.143218632773504,0.022952075,950.1720123038003
9,100,124.45737404228993,0.892376836,1493.3408801886594,29.999999999999996,8.783493926744907,2.2589432346030525,2.1000000000000005,164.62615614059595,0.8094443062039902,0.061662438,2.9999999999999845,8.708810394990218,2.8112200344554323,10.32879283,4.392491224081141e-07,7.968146294572966e-05,600,142.6563919636144,186.03617334436055,494.15696777870374,70.50027355,171.4747265,34.838741360001436,144.58038857308256,114.13020916441474,69.28184502315759,114.13020916441474,53.35349059439178,0.022992068965229852,959.8600289018724
