,mission_range,cruise_speed,mission_time,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
0,10.0,319.9999999999999,0.12013888888888889,2092.074217554206,2.6164394369357082,607.1280375786858,0.13999999999726437,0.5308596281556545,6.349419495090388,6.922652259693653,7.147116658597398,6.766607436846466e-05,600.0,812.6447861643848,402.3554460161751,176.72947385859487,100.3527374541689,329.4906281073218,304.19547950014606,292.71583457891535,238.3625397882061,239.90795374744692,238.3625397882061,138.1496136479454,0.027493436543672346,2355.9187103694044
1,20.0,319.9999999999999,0.15138888888888888,2235.373933722854,2.575302668851541,647.5749745251417,0.13999999999896026,0.5059825428067586,6.080102566005263,7.101066138795934,6.805529404510623,3.234300352147167e-05,600.0,916.7486908024389,428.7976975940147,182.1887255418436,107.64450687551096,367.6539843622301,316.6588396423076,328.4643707866834,262.89111993289276,264.42308322975595,262.89111993289276,155.84727743641463,0.028766291913154142,2388.088072128706
2,30.0,319.99999999999983,0.18263888888888896,2402.6163318859935,2.515742227468029,703.2929680475148,0.13999999999911708,0.4772454686174596,5.766299217960889,7.279093848383638,6.412577918292131,3.5711976399580746e-05,600.0,1037.7174988700012,459.90364826275373,188.7805009663254,116.22065973674557,416.6652199390409,331.80409188990706,374.672458175118,296.09729212187693,297.62370870177017,296.09729212187693,176.41197480790018,0.030500679895925982,2416.304706990689
3,40.0,319.99999999999983,0.21388888888888896,2613.290299855405,2.468040956392307,761.8742438575224,0.13999999999881166,0.44933772323328497,5.458331471263691,7.431569879342483,6.0320823549768825,3.863973247955193e-05,600.0,1187.9226891189094,501.25622030444987,196.99657112118757,127.121035397447,478.77090528736005,353.2786689267474,433.23186688577965,334.6302682682948,336.1506872314969,334.6302682682948,201.94685715021456,0.032395563451832345,2470.01825586809
4,50.0,319.9999999999999,0.24513888888888893,2895.6596195723564,2.425502433786227,830.1092291044417,0.13999999999721824,0.4198847687569927,5.129820251361484,7.556446928690168,5.6316633790868735,4.826535309187463e-05,600.0,1386.7625326039752,559.0027241274686,208.0089798120701,141.89233035588913,564.475844705052,384.75268113093006,514.1748404788112,383.9073000418457,385.42209608902203,383.9073000418457,235.74963054267573,0.03468359314771457,2554.097152912166
5,60.0,319.99999999999983,0.27638888888888896,3167.0903543411523,2.9521140092789566,586.2792113390369,0.14000000000079227,0.48806565983667605,5.879793258910916,7.5075575599072835,6.554078322591992,5.456155271016812e-05,600.0,1562.2493793679241,637.5224401630041,211.06953523085937,156.25638615859393,538.6397471614123,423.90132103559887,483.22436786026054,283.4500200925839,284.7986564602878,283.4500200925839,265.5823944925471,0.028069093689413203,3061.9954563542933
6,70.0,319.99999999999983,0.307638888888889,3552.202716084938,3.1819133793840417,534.436635040574,0.13999999999992155,0.49678014211686056,5.97262973192112,7.579337602143397,6.670343663237095,3.43668542871061e-05,600.0,1819.9471304385718,733.8445248049711,221.5195838976585,176.89733926872645,594.7468494656471,470.908520491643,532.5366870769393,273.6549614640143,274.93614699374166,273.6549614640143,309.39101217455715,0.026885106114869918,3407.2057566339317
7,80.0,319.9999999999999,0.33888888888888896,3892.9210750132142,3.1342707664897373,576.4448183140669,0.13999999999969512,0.4678608782821837,5.656508852721786,7.775430417351438,6.2763541423163245,5.615388794529361e-05,600.0,2062.7919554898003,801.1589421646482,233.5785329936106,195.3991379549454,688.2197440811972,502.7580532166108,620.2519785756559,309.08993618012585,310.3496058169848,309.08993618012585,350.674632433266,0.028369718851612484,3488.493806527532
8,90.0,319.9999999999999,0.37013888888888896,4380.0345203926145,3.081185949558276,632.4968014377821,0.13999999999813617,0.43402015773618413,5.282317189551145,7.956617226296748,5.8168500729509445,8.64045349160953e-05,600.0,2405.824919400468,900.9140544320028,251.08797672700794,222.21686523710315,829.1880936375195,552.4357612776672,752.9907880487249,359.85207040760974,361.0897657689267,359.85207040760974,408.99023629807954,0.03040206108721693,3612.840138060747
9,100.0,319.9999999999999,0.40138888888888896,5074.574318418388,3.1719346208193144,642.3777465670773,0.1399514580956102,0.4152929309356925,5.073284299358046,8.097850094115012,5.563308541281466,2.7637489225204947e-05,600.0,2882.3085128098774,1057.486717225553,273.638691834587,261.14565368535085,1000.2542769110152,628.6074017904401,912.1504372377482,393.39918231130065,394.5858581028274,393.39918231130065,489.9924471776791,0.03118124103505851,3926.9172626234413
