Unnamed: 0,mission_range,cruise_speed,mission_time,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub,Aero|Cruise|f_total,Aero|Cruise|total_drag
11,10.0,180.0,0.1444444444444444,1495.1090795441885,2.508376867846444,628.346730705085,0.110207214895443,0.301959231376445,7.0878880130532185,11.999999999204626,8.10522500698763,4.6044486584154115e-05,600.0,387.5785520926864,281.16317716563077,155.78726875368005,70.58686714097608,210.9385866129319,124.99497705292126,184.4623780654125,185.34018608060177,185.92122836884383,185.34018608060177,65.88835385575669,0.6574483524664938,0.93508274402924,1178.8407059587205
12,10.0,190.0,0.1415204678362573,1491.1582425170654,2.554913684440243,536.8605280754977,0.1400000000338987,0.3659811208292924,7.209792626986615,11.999999998789624,8.266527099138557,9.111142055640168e-05,600.0,382.7515162394788,282.60766215517214,155.41521195590994,70.39339739675619,206.82401279276544,124.75805060992032,180.38509093769943,178.17778614334608,178.87024764892095,178.17778614334608,65.06775776071139,0.6523039704102016,0.9294490456607662,1305.548044947204
13,10.0,200.0,0.1388888888888889,1517.3536184484367,2.9619961121175225,403.0719386512556,0.1399999999978034,0.4422762520677449,8.119881259905041,11.778316373970595,9.5005732305434,3.8993955000740046e-05,600.0,380.6909278650869,310.3298168595718,154.66203324627625,71.6770849914941,186.8689417837844,129.43204024564398,159.71179650195165,134.89632751426697,135.5179400213075,134.89632751426697,64.71745773706475,0.6474826308414224,0.927864039437567,1444.123734422553
14,10.0,210.0,0.1365079365079365,1569.7945173843846,2.9698578703936427,407.9438626318575,0.1400000000964683,0.4573297951227233,8.02206142770802,10.885951187924311,9.36532794645018,4.862530300369147e-05,600.0,418.0249401557303,321.06045216194303,156.46273508856348,74.25336316271463,195.68467924744996,144.97697550646546,167.61767728373007,138.8205519041056,139.5516043649317,138.8205519041056,71.06423982647415,0.6429491768761383,0.9297540649043928,1595.3895618293054
15,10.0,220.0,0.1343434343434343,1628.5616319891894,2.9817254830154374,412.346738742195,0.1400000000806931,0.4717890270466836,7.92483683233734,10.092982156068224,9.231542759317062,3.330679400786941e-05,600.0,459.6428947833776,333.31811717147355,158.4558954829841,77.15049575521539,205.5009669528885,162.32977946977624,176.41272693510965,142.8733325412974,143.72196195997023,142.8733325412974,78.13929211317418,0.6386737386238545,0.9325926131878226,1756.2947530139631
16,10.0,230.0,0.1323671497584541,1694.141866784534,2.9974317559778627,416.31169491477215,0.1399999999958858,0.4856486556469004,7.827900031371552,9.389652611473398,9.09877958587672,5.139400034889498e-05,600.0,505.8916461073988,347.2074621367706,160.65409671184543,80.39583078941651,216.42354398944693,181.6380627668991,186.19440671078675,147.07317125751888,148.04662975360924,147.07317125751888,86.0015798382578,0.6346307383008328,0.936388090450064,1927.3989785556969
17,10.0,240.0,0.1305555555555555,1767.1074457147226,3.017031060510498,419.8167026850412,0.1400000006043065,0.4989339813898992,7.731381138521564,8.766513269655167,8.967203609048042,4.591849850966259e-05,600.0,557.1520512323798,362.8691107998766,163.07144883705718,84.02161116435892,228.5629713570994,203.06431328836453,197.06337926036215,151.42085154262915,152.52522903156392,151.42085154262915,94.71584870950456,0.6307981169307495,0.9411587635210336,2109.334446328462
18,10.0,250.0,0.1288888888888889,1848.0886840519831,3.040286203503311,422.92417995677994,0.1400000015098703,0.51162275744189,7.634780073371353,8.21438647828988,8.836123817635661,6.787645817367759e-05,600.0,613.8685770818221,380.4398268808876,165.72475799581323,88.06376081048275,242.06181007070023,226.79304237052975,209.15151509799557,155.94668969566837,157.1870157166002,155.94668969566837,104.35765810390976,0.6271567262511659,0.9469283204032204,2302.8051594985113
19,10.0,260.0,0.1273504273504273,1937.8132524234632,3.0673735811021956,425.58828712784714,0.1400000004468503,0.5237569961913737,7.538452892938903,7.725110597789201,8.7060155787619,6.50456017960383e-05,600.0,676.515703699657,400.1098767202246,168.63174455104377,92.5639925378938,257.0571548226519,253.02490367928553,222.5832511890639,160.64265237290522,162.02251736619047,160.64265237290522,115.00766962894168,0.6236898454379385,0.9537293738587964,2508.6029324620977
20,10.0,270.0,0.1259259259259259,2039.3984187776427,2.972675632703897,464.99629858515294,0.1400000000489794,0.5133654917220238,7.178035618845482,7.244602212281358,8.224418704821566,2.6286306028139775e-05,600.0,755.7348844377282,413.4140957067694,172.56867675606975,97.68588889433975,284.116508620176,284.11652110290703,247.96870052129583,180.00697008407963,181.6589221733307,180.00697008407963,128.47493035441377,0.6203827932843766,0.9618581722082812,2728.340931854599
21,10.0,280.0,0.1246031746031746,2158.776266120204,2.9415551721469613,488.7088972450537,0.1400000017096258,0.5116545785939635,6.939495579175667,6.85435186826259,7.9100988208119265,9.504372922103804e-05,600.0,840.5795434601014,437.6508820596037,176.81536994050697,103.74021969734056,311.08547321484747,318.0270371151209,272.9139439371275,194.5969045831696,196.47947474187137,194.5969045831696,142.89852238821723,0.6172226141958989,0.9718969520451788,2964.8064981113075
22,10.0,290.0,0.1233716475095785,2291.496147929429,2.9778104909147904,491.428728766221,0.140000000114086,0.5203519180034045,6.834041257014376,6.534069004604772,7.772240270984243,9.65117149490577e-05,600.0,928.6265810302336,471.2786661326355,181.0860840773392,110.51464072682988,335.3061624521897,354.280735097699,294.83084259298687,201.56137403532315,203.60005434222708,201.56137403532315,157.8665187751397,0.6141978218534709,0.9832638727626584,3217.556259480177
23,10.0,300.0,0.1222222222222222,2438.332448993,3.0182857262895744,493.5183015599913,0.1400000015621403,0.5286272713823812,6.730091458516274,6.249260476274939,7.636996979801049,8.105649296930733e-05,600.0,1025.8586600521128,508.660729245701,185.76092884048225,118.0611339926553,362.30301832043136,394.31314080644415,319.27895944467446,208.76347068827585,210.955049215046,208.76347068827585,174.39597220885915,0.6112981883586321,0.9959666868753304,3487.7664266265447
24,10.0,310.0,0.1211469534050179,2600.791004960239,3.0625254642214808,495.15421250290143,0.1400000005927616,0.5364065882312309,6.626623362397597,5.995528947591286,7.503013178911805,5.368394901885174e-05,600.0,1133.299057517768,550.1435712220159,190.88432169468564,126.4713814588947,392.4760564661457,438.5248770672283,346.6328717467938,216.28595949513297,218.62663471975785,216.28595949513297,192.66083977802057,0.6085145695635368,1.01008492631072,3776.9509843776145
25,10.0,320.0,0.1201388888888888,2780.5745422361515,3.1108450280646105,496.26580975869285,0.14000000010089,0.5437465376082364,6.524114929708792,5.769287918531244,7.370888361541555,7.095827804254334e-05,600.0,1252.0257113272214,596.2057285767878,196.50122244848563,135.85030355732331,426.1995032574119,487.3511016248657,377.2373702936697,224.10940321803335,226.59387124807233,224.10940321803335,212.84437092562763,0.6058387594244574,1.025708301656987,4086.8048319043983
26,20.0,80.0,0.3388888888888889,1917.69231830262,2.720007556205551,720.8682953142234,0.0774348443223658,0.1082154145021715,6.825032518834056,12.000000404167936,7.760494121341408,4.5956773363156025e-05,600.0,684.2636244571123,372.0408585273995,169.84176107108735,91.5528533895451,280.979220686589,159.82377090327248,247.10956394244977,202.17199541616057,202.1730020591445,202.17199541616057,116.3248161577091,0.7430318383620341,1.070782790884679,266.6499016239691
27,20.0,90.0,0.3111111111111111,1841.9160882797971,2.6810318115523977,759.3570070757949,0.0710147923160205,0.1172440059102807,6.8591863005444536,11.999999807210026,7.805051527173172,5.917628266712427e-05,600.0,631.4696760951103,355.3020047437125,167.39710128798836,87.75499876519966,268.53273953699056,153.51873116542583,235.99025347458547,199.87026903249665,199.88464086814795,199.87026903249665,107.34984493616876,0.7295437652903939,1.048602940102404,330.48835465999514
28,20.0,100.0,0.2888888888888888,1785.752005553269,2.6545958690594538,782.020276619052,0.067547839762033,0.1277434198776704,6.892575682323546,11.999999992950803,7.84867902901618,7.774993207499125e-05,600.0,592.1402084253258,343.1173406949151,165.5526944623051,84.95057956291595,259.08340914310816,148.85170558904002,227.522618640848,197.65445525350847,197.687395493927,197.65445525350847,100.66383543230538,0.7178013163190394,1.0303411963841125,400.9046888899675
29,20.0,110.0,0.2707070707070707,1742.4966185655242,2.633974473786902,793.606792414587,0.0660375521273044,0.1395322809963969,6.919399955813398,12.000000049922548,7.883776755691279,3.0494384828844087e-05,600.0,561.8043531817507,333.77776820238364,164.123102893236,82.79691646026532,251.8277061151162,145.26488029943272,221.02307974507525,195.89849985860775,195.9564223599399,195.89849985860775,95.50674004089764,0.7074332496076273,1.0149055327945,477.8274127539208
30,20.0,120.0,0.2555555555555555,1708.1688339847271,2.617097934508706,796.3744354442848,0.0659730013591182,0.1526402127587442,6.940626975872652,12.000000012219756,7.911581492639164,8.716711495454771e-05,600.0,537.7191470678825,326.3828180613186,162.98456554517756,81.09163964340564,246.1116034506317,142.4273608525145,215.9073802847112,194.5239744583979,194.6146238335071,194.5239744583979,91.41225500154005,0.698172701799541,1.0015934018231358,561.1952907331212
31,20.0,130.0,0.2427350427350427,1680.3273615909534,2.603517360249377,791.1717953778983,0.0671514677386262,0.1672791957824568,6.958842163544387,12.000000057692878,7.935462730977562,6.0335236599070784e-05,600.0,518.143632552374,320.4244612746338,162.05590425381394,79.71113108611124,241.46651441438968,140.13663287559447,211.74913405257155,193.35492271312756,193.48741287619112,193.35492271312756,88.08441753390358,0.6898218409330498,0.9899365465088732,650.9597459171978
32,20.0,140.0,0.2317460317460317,1657.3292309268218,2.592269365782566,778.4349963738058,0.0696319489318002,0.1838381110709207,6.974350627811686,11.999999999610816,7.955811057809858,3.463623473259099e-05,600.0,501.945798741557,315.5310624460561,161.28573804209157,78.57251695282379,237.63204911406,138.2567781403191,208.3168163351362,192.36711201093044,192.55206033443773,192.36711201093044,85.3307857860647,0.6822302202470819,0.9796002550104193,747.0764249992668
33,20.0,150.0,0.2222222222222222,1639.4828722346742,2.696824737945172,718.110697938935,0.0691234858096905,0.2051680235961757,7.251273199237654,12.000183238519968,8.321622475523561,6.187107355925422e-05,600.0,484.27980322568817,317.4180642479049,160.10281675490515,77.69005382295236,226.095863055751,136.81236546162032,197.01481015954465,175.82625553116904,176.0550673951907,175.82625553116904,82.32756654836699,0.6752809437688733,0.9705123800976252,849.6570569417102
34,20.0,160.0,0.2138888888888888,1621.7140405546363,2.574184954959423,729.1976901024086,0.079913225060849,0.2256919035167534,6.997787025195344,11.9999999996023,7.986589031480013,5.1783668409518376e-05,600.0,476.81552173172867,308.00264980802626,160.09068701464523,76.812378087257,231.7466985942411,135.38822149494868,203.0546500092184,190.88731591229768,191.2156265688853,190.88731591229768,81.05863869439386,0.6688815025623904,0.9619759074888092,958.217794608337
35,20.0,170.0,0.2065359477124183,1607.7424727966554,2.566405896467817,690.3613157088622,0.0895103565355835,0.253928252037166,7.005691170556498,12.000002648566452,7.996976687850816,6.820839195577817e-05,600.0,466.9438771867576,305.0604611451895,159.62345655871917,76.12293674319275,229.49091440879835,134.28890431944637,201.04378636481127,190.3917326195247,190.81456889855937,190.3917326195247,79.38045912174879,0.6629575173633668,0.9543660965542552,1073.180855260633
36,20.0,180.0,0.2,1595.7189463677655,2.5606301863907106,637.879044267444,0.1050657675996615,0.2914696428829895,7.014823621813734,11.999999922947092,8.008983302207355,5.786472204270045e-05,600.0,458.37861383542406,302.602279511777,159.21556066832133,75.53009923873121,227.4781280894388,133.3638179507468,199.24113787676015,189.8213114978788,190.3558764763333,189.8213114978788,77.9243643520221,0.6574483524664938,0.947402245746702,1194.3716631862
37,20.0,190.0,0.1941520467836257,1585.3158894706355,2.555227466967299,564.826035418051,0.1343507579637793,0.3479463655237243,7.021880586127837,11.999999998718538,8.018264697068947,6.313693453036772e-05,600.0,450.9517049060919,300.4905461963573,158.8640664064331,75.0175178370688,225.76799334960575,132.58685526391542,197.7130899719665,189.3821174981058,190.04801097324616,189.3821174981058,76.66178983403562,0.6523039704102016,0.9409962823436048,1321.7678391857412
38,20.0,200.0,0.1888888888888888,1594.6453646623777,2.9898744737226832,405.46847071529146,0.1400000009901672,0.435717493690045,8.014350926633378,11.99999986604077,9.354694863946571,6.615656881154835e-05,600.0,434.926248751047,326.98437374048876,157.2494223112606,75.47718619074026,198.97373839259205,133.46479054711824,170.46471187512643,139.13631405510037,139.72778891638822,139.13631405510037,73.93746228767799,0.6474826308414224,0.9373064577288024,1458.8198750047272
39,20.0,210.0,0.1841269841269841,1652.430428765245,3.060421302394378,394.05723649892354,0.1400000000991434,0.4596268684821751,8.051894325733228,11.183057255677426,9.4065063380035,5.724467337271883e-05,600.0,471.9990006158234,343.1398233205922,158.9689841695036,78.33018668029946,205.2225677483379,148.49262318298366,175.66887953811425,137.6077966849768,138.27502392268738,137.6077966849768,80.23983010468997,0.6429491768761383,0.9397329368292268,1612.5125717828555
40,20.0,220.0,0.1797979797979798,1717.7744648618798,3.072012744463354,398.8670356355499,0.1400000000529359,0.4736267847626197,7.946140509602307,10.380209976286457,9.26080351283994,7.099842912090664e-05,600.0,518.2737350253004,356.78522220550474,161.1554708287348,81.56846285889796,216.17720738591015,166.4041497686732,185.48870651236865,141.97190388917124,142.746349971908,141.97190388917124,88.10653495430107,0.6386737386238545,0.9432308690381646,1776.3291310124227
41,20.0,230.0,0.1758454106280193,1790.7333687201449,3.0879702515902085,403.17307992772777,0.1400000000909254,0.4870410616019139,7.841451904465107,9.668542589711608,9.11730267548129,2.907413329832413e-05,600.0,569.6836697223226,372.2889206980627,163.56722362965337,85.19894671362377,228.36757663468663,186.353012369834,196.4104332672727,146.47617842368865,147.36419072568378,146.47617842368865,96.84622385279484,0.6346307383008328,0.9477515694049032,1950.788808001167
42,20.0,240.0,0.1722222222222222,1871.9163810909188,3.1081118308125575,407.0068155273487,0.1400000000737564,0.4998692163538869,7.737533305740969,9.03801337509433,8.97557214528353,6.471253985476072e-05,600.0,626.6604590719663,389.78753853073835,166.2197616930666,89.25666620562029,241.9267623316109,208.51575630457216,208.55677507695935,151.13862326176832,152.14557695812553,151.13862326176832,106.53227804223428,0.6307981169307495,0.9533124152222746,2136.5733322377823
43,20.0,250.0,0.1688888888888889,1962.056035329903,3.1324856968835944,410.35057655437095,0.1400000002953789,0.5121388483970548,7.634484439512121,8.479444149181566,8.835723594265692,8.809318454347134e-05,600.0,689.685684283607,409.46477120913784,169.13121520126043,93.783750432856,256.9991531026406,233.08860741738792,222.05946286088675,155.9608175534635,157.09088447461173,155.9608175534635,117.24656632821318,0.6271567262511659,0.959943160567884,2334.455539401051
44,20.0,260.0,0.1658119658119658,2061.978431146707,3.1610577854076825,413.2140602785969,0.1400000007106996,0.5238620648907273,7.532202254530458,7.984370069775792,8.697593456450472,2.5911397000293062e-05,600.0,759.3090430959272,431.52376552353553,172.32255783986045,98.8281550112438,273.7550534979954,260.29223546370247,237.0745932735525,160.95391252184265,162.21004632370617,160.95391252184265,129.08253732630763,0.6236898454379385,0.9676811164437222,2545.300326210068
45,20.0,270.0,0.1629629629629629,2172.589450651487,3.1937038957125945,415.63371976695873,0.1400000006338893,0.5350357477881849,7.430421354882884,7.545115123201677,8.560803781692647,2.5869336510535975e-05,600.0,836.1503199675146,456.1837671779496,175.81727153265638,104.44317816413258,292.3911507688289,290.37299181994086,253.78334862639747,166.1386435394682,167.52265249824657,166.1386435394682,142.14555439447747,0.6203827932843766,0.9765684726256404,2770.067161259518
46,20.0,280.0,0.1603174603174603,2298.323637840039,3.0886567526787325,457.1705167071383,0.1400000000429395,0.5213546709221564,7.045667585590395,7.10832105074344,8.049571889334866,6.940058678149593e-05,600.0,933.9464733243706,472.92190313344065,180.59924596170904,110.86434612197652,326.20381389273984,326.2044873618943,285.5212264002712,187.91185483691524,189.56511491397904,187.91185483691524,158.77090046514297,0.6172226141958989,0.987021387293724,3010.94413010078
47,20.0,290.0,0.1578544061302682,2444.019370090704,3.0751682742577646,475.673733088548,0.1400000006180531,0.5210478822874093,6.833754097881107,6.761177285437895,7.771865780580515,8.167291942427235e-05,600.0,1036.256259840576,503.8658944641872,185.5517822689683,118.35447082406162,357.6393494826663,364.8324907771831,314.4700949670993,201.5807991311891,203.43178416265545,201.5807991311891,176.16356417289794,0.6141978218534709,0.9994641961664392,3270.5689383930944
48,20.0,300.0,0.1555555555555555,2605.8038390447564,3.117723019378597,477.9267452010002,0.140000000032111,0.5289787863457924,6.725388698621186,6.471733512105696,7.630893595235334,6.116292320905244e-05,600.0,1144.0675964266852,544.3761573138169,190.63602499899412,126.7318809780707,387.45773007573354,406.5126919717037,341.4808248239496,209.09755300338333,211.08648270993152,209.09755300338333,194.4914913925365,0.6112981883586321,1.013384377780737,3548.7612755203604
49,20.0,310.0,0.1534050179211469,2784.9666028267006,3.164585775853752,479.6241615761334,0.1400000001710919,0.5364646390469995,6.618335171950989,6.2138187299962055,7.492307682312262,7.978656592144877e-05,600.0,1263.243437603895,589.4384985971158,196.2132512070598,136.08034775124372,420.79564278182863,452.6191880749919,371.7101220230733,216.90448797365977,219.02744887741673,216.90448797365977,214.75138439266215,0.6085145695635368,1.0288261325149135,3847.0288712736096
50,20.0,320.0,0.1513888888888888,2983.465589603648,3.2158239530411756,480.7820537173413,0.1400000006938654,0.5435154194260874,6.51251776789961,5.983737476693755,7.355978939907108,8.986223831919858e-05,600.0,1395.046720435026,639.5692856197975,202.33730972771409,146.52175339063203,458.11246831590034,503.6339262508612,405.5837590042534,225.01879347082897,227.27084408781383,225.01879347082897,237.1579424739544,0.6058387594244574,1.045892143962058,4167.224795480305
51,30.0,80.0,0.4638888888888889,2362.2822544162427,2.9094973211321076,664.5863173118983,0.0857224806504146,0.1097382469674349,6.608258352666508,11.999981558808653,7.479297287982263,6.703512463951751e-05,600.0,993.6072315286276,470.5660131858503,183.97122575003152,114.14597144980289,357.47425847281454,196.87143261018767,315.8428076140199,217.6597641144603,217.6547272158478,217.6597641144603,168.9132293598667,0.7430318383620341,1.1196597786204807,278.82141211365445
52,30.0,90.0,0.4222222222222222,2191.47758520184,2.828139704777116,718.6017455827657,0.0761935962380905,0.1174537645381793,6.661541527964928,11.999999164972891,7.5481595329344096,4.823135958177226e-05,600.0,875.6452127001779,431.748881922883,178.6852331267197,105.40520233215796,328.9745438052275,182.64640985197104,290.33270635575525,213.70643765928432,213.71321856732592,213.70643765928432,148.85968615903022,0.7295437652903939,1.0877908779082557,342.8392232229893
53,30.0,100.0,0.3888888888888889,2072.7816797984933,2.78190173123924,749.9660399191195,0.0706804511792721,0.1271146188536225,6.72807459941406,11.999999930017635,7.6343792791459455,4.475696373355294e-05,600.0,792.7792966836632,405.7536585183864,174.88026909632083,99.37514556467664,308.0794734319696,172.76760658060326,271.5062487739507,208.9066582202175,208.9299680515536,208.9066582202175,134.77248043622274,0.7178013163190394,1.0629930479007292,413.6094903866851
54,30.0,110.0,0.3616161616161616,1985.464416157157,2.745296079708793,768.0440234225154,0.0680733959720436,0.1383400900464346,6.776889660635773,11.999999998316184,7.697804265734869,2.567736064915408e-05,600.0,731.782248099745,386.6582081007965,172.0659727559977,94.96305448397776,292.9757625669961,165.50803039756755,257.92607185337613,205.4783256258847,205.52406621822684,205.4783256258847,124.40298217695664,0.7074332496076273,1.0428613289536006,490.989273950399
55,30.0,120.0,0.3388888888888889,1918.7736034856248,2.752637298901854,764.3971201245413,0.0657201628219072,0.1512095571146412,6.8946391099237045,12.000010648579757,7.851377350722824,2.2544425118745927e-05,600.0,683.3582651363892,374.12163786200534,169.68178958221378,91.6071628080168,278.2993530036785,159.97236199153352,244.38687860404215,197.51862082950535,197.5919990089211,197.51862082950535,116.17090507318616,0.698172701799541,1.0260468436888364,574.8966154346097
56,30.0,130.0,0.3196581196581196,1865.641504849577,2.6914382859462185,775.6053611605387,0.0679207083610551,0.1650820193698668,6.844103991537774,11.999999999192983,7.785366402791934,7.683073425100424e-05,600.0,647.9912291802141,360.540373593596,168.17630068658465,88.9423667034519,272.5910516783941,155.57298381658532,239.6343869160138,200.8822818301444,200.99595731933695,200.8822818301444,110.15850896063638,0.6898218409330498,1.0116149995950068,665.2150033502063
57,30.0,140.0,0.3031746031746032,1822.8470895805376,2.671667290470218,767.1293166806533,0.0698850542689328,0.1810303246014381,6.8693814505772,11.999999999535223,7.818365724660594,2.6600954810534964e-05,600.0,617.9948452041913,351.28070054023186,166.77487788099677,86.80182356646507,265.3582571728307,152.04201844294496,233.14937594066947,199.1901150279621,199.35212656567455,199.1901150279621,105.05912368471252,0.6822302202470819,0.9990834727914254,761.9349885948443
58,30.0,150.0,0.2888888888888888,1787.5418750708452,2.654945056326369,750.8649089492276,0.0733745207631249,0.1993489995409456,6.890358936219426,11.999999999579552,7.84578049863164,3.9167200128579656e-05,600.0,593.2242749000172,343.6694767579322,165.61456885442198,85.03981292887897,259.4265250355196,149.14328755455116,227.83480564904988,197.80052441035429,198.02254115335109,197.80052441035429,100.84812673300291,0.6752809437688733,0.9880296293100992,864.9929297412804
59,30.0,160.0,0.2763888888888889,1757.9884603094367,2.6407896156122272,726.2040429617647,0.0788429616734982,0.2209545946854293,6.908317862597006,11.99999999972498,7.869271360996896,2.5450580270563193e-05,600.0,572.4531335848446,337.33329053121633,164.63945827214422,83.56762277804522,254.47417088717543,146.73311418620668,223.39914074163167,196.62136322699007,196.91668720030825,196.62136322699007,97.31703270942356,0.6688815025623904,0.978173504853882,974.3521134663116
60,30.0,170.0,0.265359477124183,1732.936420230058,2.6294272702089243,691.6431756811132,0.0872112317459171,0.2474468883932483,6.925562047850231,11.999995900120828,7.891845533209477,4.07873603230244e-05,600.0,554.7820376907848,332.03332580773355,163.8057892065893,82.3216540232337,250.22321773407265,144.70851212547194,219.58569930667448,195.49812370951585,195.88157953448027,195.49812370951585,94.31294640743342,0.6629575173633668,0.9693041396353266,1089.9786249085123
61,30.0,180.0,0.2555555555555555,1711.4926287219157,2.617995168813385,645.442744657529,0.1006979895588224,0.2818281264575181,6.936829416148702,11.9999999990026,7.906605174377129,7.98582291939584e-05,600.0,539.694147193421,327.45162195582884,163.0991939742474,81.25660194158517,246.72548884330632,142.99612726554804,216.46365171595212,194.7689134209081,195.25788788967895,194.7689134209081,91.74800502288156,0.6574483524664938,0.9612625270012172,1211.845051336274
62,30.0,190.0,0.2467836257309941,1693.0071253661924,2.6086781401016044,581.2968982662312,0.1246517525462887,0.3312778932302767,6.94808843853355,11.999999997210711,7.921361514580981,6.764655879766192e-05,600.0,526.622845840655,323.5679059887105,162.48503097889866,80.33956731073899,243.6651663753887,141.54321699412884,213.7267844990847,194.04393720313595,194.65701400803673,194.04393720313595,89.52588379291134,0.6523039704102016,0.9539265621795032,1339.9303211842853
