,mission_range,cruise_speed,mission_time,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub_non_wing,Aero|Cruise|Cd0_wing,Aero|Cruise|f_total,Aero|Cruise|total_drag
0,10.0,114.26827545277993,0.17640224253298398,1388.681035355342,29.999999999999996,8.312650207368549,2.1891234032045994,2.032880346465433,157.29388072227775,0.8929362289268071,0.06879412922840258,2.9779731817518127,8.744580928339246,3.0532107822112886,10.379889196144191,0.00010469955737768544,1.079118971941677e-06,600.0,91.17658977042447,170.04656253043728,462.06424995920804,65.39259428875886,158.80475539484516,28.689782968083616,133.78572825914117,113.00933285002289,66.1243101577162,113.00933285002289,24.800032417555453,0.2729121403446563,0.009153409031417752,1.689753070692161,858.4888548266681
1,20.0,118.21750306222619,0.2580685744847908,1410.023139209005,29.999999999999993,8.42308258070304,2.2056655209570857,2.099999999999995,156.37235864093478,0.8470946927364619,0.06062777196850393,2.9999999982154875,8.743871207962854,2.9604432433573664,10.37887449560241,3.536451353092218e-05,2.916040031858527e-05,600.0,101.72933457403914,172.81053343049558,469.0573944645179,66.43127677701864,161.258452426075,29.347679710304625,135.8551102825687,113.03143086012203,61.46001458183646,113.03143086012203,27.670379004138645,0.2729121403446563,0.009153409031417752,1.5658764256697777,851.4930766221977
2,30.0,120.74908792954355,0.33733797048778963,1438.9148152909972,29.999999999999996,8.669720693425688,2.2422450445899638,2.0999999999999996,159.72101577981957,0.8285842073545288,0.05816307910641733,3.0,8.78974649904621,2.900204870797968,10.444538538096744,1.2731039044311387e-05,3.4254475510422746e-06,600.0,112.33226763394984,176.18369337592094,482.5609654257153,67.83973965187508,163.70379002934115,29.983461326725774,137.76719862179797,111.61465795957292,61.51380525495697,111.61465795957292,30.554376796434354,0.2729121403446563,0.009153409031417752,1.502219054925334,852.2383153934674
3,40.0,123.85798441149251,0.4118394050793371,1457.4661465993017,29.999999999999993,8.709881353281277,2.2481522486892542,2.099999999999423,163.8333128532045,0.7976635457756661,0.05534497626445823,2.99999999744475,8.762272233064618,2.829203597214406,10.405194602050575,1.132535770409504e-05,8.857873838648524e-06,600.0,123.24059257593586,178.9218769580912,486.56112259321486,68.74553069010277,166.33426899241078,30.77211579600104,140.07101282969526,112.46032445573915,61.58624261564195,112.46032445573915,33.521441180654556,0.2729121403446563,0.009153409031417752,1.429433918522895,853.2418932725635
4,50.0,125.71948802695995,0.48659970353425025,1480.3613699252805,29.99999998062078,8.825419426025885,2.2650081572705503,2.099991834032129,166.48669590862323,0.7863788451425096,0.05395856850203298,2.996568551524069,8.759918787026999,2.787856052239989,10.40182695337875,-0.0003705280244226117,1.2513389843049557e-05,600.0,134.27784581894326,181.98322494534858,494.2389026001123,69.86493398788528,168.9925906753407,31.43991152599403,142.3174387115165,112.53315554040078,62.003640196909146,112.53315554040078,36.523574062752566,0.2729121403446563,0.009153409031417752,1.396808899831252,859.018015455991
5,60.0,127.79034433533967,0.558407930504049,1492.1359029720493,29.999999999999268,8.727491141571495,2.250739186967882,2.09987286380547,169.8495105083187,0.7671522884078339,0.05224605260247351,2.9857916104269284,8.685423015013109,2.7427406627173,10.29543516832032,1.6843148713974188e-05,1.2105938757846913e-05,600.0,145.69385528039382,184.31512050011247,491.6891383937728,70.44126815672811,171.79772365638743,32.19816275739358,144.93179536144737,114.87098095885739,62.47849684028013,114.87098095885739,39.62872863626712,0.2729121403446563,0.009153409031417752,1.3621040866524132,865.498755346431
6,70.0,129.1767641546121,0.6307820107526381,1507.931910515049,29.999999999999996,8.699608643557461,2.246640605385415,2.1,170.86873565424935,0.7587211915370596,0.05211782203684969,2.9999999999999907,8.634345653951124,2.7143131416069664,10.222719961150526,6.892927295609752e-08,1.0892630852495683e-07,600.0,157.24693666511556,186.93745832657092,492.53205393206684,71.21513155143666,174.64344965446352,32.85416612125714,147.50789576997641,116.51097004019313,63.083030271768166,116.51097004019313,42.77116677291143,0.2729121403446563,0.009153409031417752,1.346083917285688,873.979023503745
7,80.0,130.6684364023065,0.7011254947796429,1529.0234773297138,29.999999999999996,8.763500620708214,2.256016542317962,2.0999999999999313,172.84184709299808,0.7518687776803947,0.05140689323978296,3.0000000000000977,8.614371884093472,2.6836144359559446,10.194335651921618,1.4192032899984497e-06,4.7982034274562113e-05,600.0,168.97715212973978,189.9654087635976,497.83819066092457,72.24965268199628,177.496803934489,33.53806207116935,149.9875548085858,117.16068131264399,63.6678570475845,117.16068131264399,45.96178537928922,0.2729121403446563,0.009153409031417752,1.3277222555224697,882.0814613898323
8,90.0,132.27955584451118,0.769266135587472,1548.8864958202803,29.999999999999996,8.795988087449373,2.2607705286681106,2.1,174.9729574662847,0.7431961011275527,0.050637930575500006,2.9999999999999996,8.583205074377158,2.6512080655905956,10.150102134406398,9.543829193603415e-08,6.873344894874979e-07,600.0,181.002293961924,192.96429233245001,501.69555346207363,73.22518512021765,180.45549213825296,34.26990728860305,152.59811924157185,118.18406439447791,64.27156732526329,118.18406439447791,49.23262395764333,0.2729121403446563,0.009153409031417752,1.3078617119517206,890.4455193099327
9,100.0,133.67726826608882,0.8369592324640347,1567.9975896262429,29.999999999999993,8.807356843657328,2.2624599464107096,2.0999999999999996,176.822535086206,0.7367150670581846,0.0501002683670577,2.9999872471211915,8.54473238821424,2.623661960548291,10.095595233266511,0.00016684401020405915,2.7867657137503222e-05,600.0,193.32336124838787,195.9451431578419,504.5694202529742,74.1649439496243,183.50458719912444,34.99019209444435,155.315021392642,119.46367931186354,64.94060859574354,119.46367931186354,52.583954259561494,0.2729121403446563,0.009153409031417752,1.2939861304814737,899.7147004786075
