,mission_range,cruise_speed,mission_time,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub,Aero|Cruise|f_total,Aero|Cruise|total_drag
0,10.0,319.99999999999994,0.12013888888888889,1973.388832997671,2.842009049458426,502.9760875613253,0.13999999999832297,0.5824253652808716,7.002918189990808,4.717187678389412,7.99333199585086,3.964811191213098e-05,600.0,656.6518680058782,451.3337652833186,171.0549914377251,94.35450494542005,281.7952144319226,426.5159678298108,246.87937821449282,190.56539672532531,194.27113811016798,190.56539672532531,178.60930809759887,0.6302766233350965,0.9643432725411913,3842.3036446806505
1,20.0,319.99999999999994,0.15138888888888888,2057.889410465244,2.814158940788954,523.5384639562111,0.13999999999842574,0.5657571475547155,6.817592106533773,4.820962295800375,7.750796494410028,4.2575396680156304e-05,600.0,723.8122416571282,461.3090351941965,174.15345791934985,98.62120067707372,301.84988751278115,434.69024171580577,265.5068304205148,202.67821825705127,206.3750199682206,202.67821825705127,196.87692973073885,0.6302766233350965,0.9738129743795985,3880.034472409525
2,30.0,319.9999999999999,0.18263888888888893,2154.9471716851067,2.90051613372809,506.56993617296706,0.13858868010590047,0.5679879915194201,6.860424198570064,4.9479971527600535,7.806667809606995,3.0585571397266273e-05,600.0,790.4048719785604,484.0572574906515,176.94512936905193,103.54544326919533,314.11281712496265,442.9678381776552,276.03930694133015,199.78751583454806,203.18507909595652,199.78751583454806,214.99012517816843,0.6302766233350965,0.9845314385283662,3922.7408354203462
3,40.0,319.99999999999994,0.21388888888888888,2254.043366466059,3.0183645894820854,475.7409129280308,0.1399999999968473,0.581820726455083,6.964793312176089,5.092277994453322,7.943269390381727,9.248655454534901e-05,600.0,855.4123878713098,510.48502340642466,179.55718135697282,108.59839082436136,323.63392069732544,449.7152713203062,283.7677102070105,192.9750503448249,196.04108274073064,192.9750503448249,232.67216950099623,0.6302766233350965,0.9953102347063765,3965.6875837612192
4,50.0,319.99999999999994,0.24513888888888888,2352.3056906733286,3.046975658124518,476.68382214783145,0.139999999999169,0.5757772599592403,6.893049248491574,5.21110850700415,7.849298283756803,2.6553426895225717e-05,600.0,927.7122904241645,528.2915638880406,182.67357017994954,113.63341918291034,341.2576358986686,458.17205419581535,299.6835647768856,197.6232693752796,200.56792898914685,197.6232693752796,252.33774299537274,0.6302766233350965,1.0058434139603836,4007.65570257341
5,60.0,319.9999999999999,0.27638888888888896,2452.2835497517785,3.045702110017254,486.8995037733281,0.13999999999914992,0.5644331076248746,6.766593614381585,5.322323478245827,7.684414977708727,2.861561425504485e-05,600.0,1004.2966818555166,543.1768950817059,186.03443747678995,118.78088469419987,362.4103484713111,467.24971150948465,319.1242998804028,206.19499835613078,209.0817887814536,206.19499835613078,273.1686974647005,0.6302766233350965,1.0164109991936727,4049.7609076528643
6,70.0,319.99999999999994,0.3076388888888889,2557.015919257691,3.0470637829804703,496.53666959666714,0.1399999999991105,0.5536924945424346,6.646545235721567,5.434049181774918,7.5287618089254975,3.142337586368795e-05,600.0,1084.26523925219,559.0216653726397,189.53557601801447,124.19904427055025,384.71353591563945,476.79008756406995,339.6329946613928,214.80907814688544,217.63484938947346,214.80907814688544,294.92014507659565,0.6302766233350965,1.027328236356023,4093.2592565636264
7,80.0,319.99999999999994,0.3388888888888889,2666.7280849644635,3.0483811482928393,506.4403409125818,0.13999999999901944,0.5430557708765433,6.527663335486819,5.54554580529718,7.375451778386694,3.621023671411409e-05,600.0,1168.0554111766864,575.5721357139458,193.20398712355367,129.90256844449974,408.5272091878777,486.8680826447108,361.5680998388662,223.8321623744198,226.59890878688773,223.8321623744198,317.71107184005865,0.6302766233350965,1.038605881757857,4138.193606462388
8,90.0,319.99999999999994,0.3701388888888889,2781.9022892735616,3.048658199803404,516.9763102413103,0.1399999999988842,0.5323327372033673,6.407889516348642,5.656466172516333,7.221817815434401,4.267832666265781e-05,600.0,1256.136261669956,592.7864910098795,197.06622668743384,135.91984277141128,434.13705591771054,497.56862039513584,385.20804046428674,233.45688662858927,236.16821781528725,233.45688662858927,341.669063174228,0.6302766233350965,1.0502798156879702,4184.7069178159645
9,100.0,319.9999999999999,0.40138888888888896,2903.198619393471,3.0498078411670035,527.5447582460553,0.13999999999870916,0.5218351637327776,6.29047772196068,5.767292258156815,7.072009418490255,5.068616913597386e-05,600.0,1348.8053275768834,610.980375822331,201.13088281747255,142.2891525987503,461.52275673087865,508.9305470742815,410.51962003937075,243.45241403007492,246.10830679021714,243.45241403007492,366.87504910091224,0.6302766233350965,1.0624014077714432,4233.00386639002
