,mission_range,cruise_speed,mission_time,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub,Aero|Cruise|f_total,Aero|Cruise|total_drag
10,110.0,319.99999999999994,0.4326388888888889,3031.2179046879887,3.053335538039815,537.6286766023214,0.13999999999850254,0.5117927508586384,6.177872520895065,5.878448175287119,6.929065741051313,5.990162309912208e-05,600.0,1446.347949307804,630.4267300188698,205.40456262994064,149.04640234526008,490.65724396799607,520.9814199972443,437.4641572137944,253.60066173909087,256.19851663701826,253.60066173909087,393.4066422117226,0.6302766233350965,1.0750131314283606,4283.253682148041
11,120.0,319.99999999999994,0.4638888888888889,3166.5408395307463,3.059672777900084,547.0541277430664,0.13999999999826948,0.5022456623272662,6.070529684087134,5.990072364069415,6.793462209131331,6.998351072279614e-05,600.0,1549.142090354886,651.2792110503098,209.90075513689243,156.22714860344263,521.6251306424375,533.7653869072202,466.1159129250013,263.825893964987,266.3626080383336,263.825893964987,421.366648576529,0.6302766233350965,1.08815282612528,4335.607131652514
12,130.0,319.99999999999994,0.4951388888888889,3317.8431915310684,3.070848945001418,556.0217070725266,0.13985330555522069,0.49265234891689014,5.965180603395567,6.107769071527288,6.660997242219261,8.563919308872422e-05,600.0,1660.3554662338374,678.3085058465289,214.8876486072277,164.30082498811825,556.2016327959037,548.1524366697981,498.1000698366383,274.42346167895266,276.8903348164207,274.42346167895266,451.61668681560377,0.6302766233350965,1.1026244423793645,4393.267453926514
13,140.0,319.99999999999994,0.5263888888888889,3497.2255010404633,3.0982494293715903,563.5109859625046,0.13842238275499794,0.48211784818547826,5.873175497970177,6.233918317719187,6.545808386432051,9.509625989868177e-05,600.0,1785.3454458567112,717.3217203378756,220.63541175337417,173.93267482362552,595.4573470942826,565.7302656803045,534.2694583436637,284.16669073185034,286.53554956358346,284.16669073185034,485.6139612730254,0.6302766233350965,1.1194998876792925,4460.50552861195
14,150.0,319.99999999999994,0.5576388888888889,3698.317781539881,3.186429250968893,558.3820800658082,0.13316883356632314,0.47338093145725896,5.873749802040557,6.357698466768777,6.5465259757003675,4.764554752393465e-05,600.0,1921.2770824682523,765.8876706760149,226.35498844614614,184.80494252489441,629.6348850703642,586.2416184290477,564.9282986529697,284.1043969923933,286.29170146810674,284.1043969923933,522.5873664313646,0.6302766233350965,1.1380783351128596,4534.528999630102
15,160.0,319.99999999999983,0.5888888888888891,3900.360362610236,3.2358583931721907,558.4471718564387,0.13195346647444492,0.4663532964933612,5.815312124995823,6.48956943264458,6.473600114744202,6.296273796712937e-05,600.0,2059.9426114906423,812.1121778152053,232.50798682470113,195.80552138598563,670.705248278146,605.3702239986709,602.5025169112341,290.5413890427444,292.6164050213776,290.5413890427444,560.3043903254547,0.6302766233350965,1.1564083601016222,4607.56266287723
16,170.0,319.9999999999999,0.620138888888889,4055.535473562178,3.232487144704041,553.8900544655824,0.13999999999915047,0.47085846551871824,5.7094248252318955,6.651175639306852,6.341929825989858,6.886399185447599e-05,600.0,2169.1049596169196,844.3823639169107,237.75135278159428,204.30509567984996,710.3229480558854,613.9286360866995,639.479714351646,302.730990365323,304.77787860081463,302.730990365323,589.9965490158021,0.6302766233350965,1.1702721305185282,4662.801100390797
17,180.0,319.99999999999994,0.6513888888888889,4261.1791761755685,3.3403919066135686,535.7360316312231,0.1378218527762332,0.4712994973030953,5.750985127504132,6.796025622929297,6.393538030426548,7.315240760247645e-05,600.0,2305.222982948745,897.1598893685192,243.1698156064664,215.6350411699131,740.9476953429153,631.0276542929895,666.4821818368509,297.8634671745283,299.7431737492085,297.8634671745283,627.0206513620586,0.6302766233350965,1.188375575942453,4734.931986055946
18,190.0,319.99999999999994,0.6826388888888889,4492.092650361906,3.4398765558300273,523.2832867070055,0.13536026840349985,0.46876757732121294,5.7662348468129965,6.937728812636712,6.412497859778666,9.005805949324292e-05,600.0,2458.6005832830733,955.600703389076,249.45658143758612,228.44427214466143,779.0339397717541,651.3478104614123,700.5215048160586,296.10468557682776,297.84156767350976,296.10468557682776,668.7393586529959,0.6302766233350965,1.208359998918083,4814.557388568228
19,200.0,319.99999999999994,0.7138888888888889,4681.468242715044,3.5123881210904,506.06849804007976,0.13870789738455036,0.4748598272209485,5.767338494217586,7.1010550874110265,6.413870498890068,8.851422295728787e-05,600.0,2584.4251348905805,1003.3609124251018,254.67560307106945,239.01600052806444,811.720735207193,662.9806080045419,729.8975312216205,295.97795979378714,297.6181789473334,295.97795979378714,702.9636366902379,0.6302766233350965,1.2244949808273535,4878.845180646125
20,210.0,319.9999999999999,0.745138888888889,4893.145035514031,3.6099493417395845,487.4514747763201,0.1400000000033111,0.4798276791641595,5.79465268258541,7.262707581585462,6.4478628506639435,9.300208875137085e-05,600.0,2722.672355796971,1059.3674490943972,260.21311863001205,250.90175575170844,844.4242137616519,677.3148486096953,758.8785848647786,292.86546593126343,294.39314095315564,292.86546593126343,740.566880776776,0.6302766233350965,1.242274716857111,4949.6862872248785
21,220.0,319.99999999999994,0.7763888888888889,5121.854247278591,3.7340022189911424,466.05389618512095,0.14000000000143095,0.4853363726096206,5.851574077484169,7.427375762171011,6.518830546955947,2.611021225128076e-05,600.0,2868.7610205733718,1123.4209479093004,265.85379264273615,263.82359596846834,875.2951222110627,693.0381218781057,785.7013938903979,286.5235755757328,287.92814826632224,286.5235755757328,780.3029975959571,0.6302766233350965,1.2611993242903916,5025.088988924072
