Unnamed: 0,mission_range,cruise_speed,endurance,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
1,10,80.0,0.5472222222222223,686.0460039887496,30.0,4.014598881085357,1.5898207548759826,2.1,100.0000572847086,0.9000000848844967,0.1212912169419347,3.174601356042038,8.984452684138972,4.299908055589608,10.724949815593067,0.9807533447564776,133373.95241302458,600,80.44669300511131,79.16086404448721,259.54102470421054,32.101409635166696,76.35924280617401,16.531399056648944,63.96729269458243,105.85447161935078,50.28412851848649,105.85447161935078,13.675937810868922,0.0244818984673649,696.6576169691639
2,10,90.0,0.5333333333333333,868.2769015209094,29.999999999992028,4.469331048803588,1.6374322960682943,2.099999999993853,118.94512617393676,0.9000000099666801,0.1018033138816024,3.0025850459954344,8.348203394936567,3.828725569412416,9.818789601184156,0.691800256,75292.48234,600,106.9303337275812,106.80911797199884,288.37665667511686,40.55554955,104.00763618763112,22.046512914667616,88.43013617647885,126.29432558733927,59.71126812652372,126.29432558733927,18.17815673,0.024671457,827.2652024523809
3,10,100.0,0.5222222222222223,1071.9467807799165,30.0,4.964025727042686,1.6635918805930583,2.0999999999996057,125.06293683659736,0.9000000005451843,0.1072292022125659,3.173005583132506,7.739383220430651,3.4593618692287538,8.978088989845949,0.2559378419668778,31378.430969367248,600,138.6008457,139.13301168688878,321.19330505587817,50.15919880463984,138.50545324466682,28.41274897667581,119.39587388722347,151.0538971904414,69.52986680382082,151.0538971904414,23.562143769560823,0.024932836,963.2962277134231
4,10,110.0,0.5131313131313131,1297.0559309631117,29.999999999999996,5.419265567919193,1.7156717888356363,2.099999999999999,137.7171608485776,0.9000002269020736,0.1022712715128838,3.1695972660072824,7.323200959144064,3.1506904660047206,8.417411986777987,0.04848546,4972.637131401674,600,175.1239669704539,175.3013971160282,356.1970538302822,60.95044102397326,177.1159822322712,36.07970401,154.09200987197943,171.8472465443906,80.41384967717623,171.8472465443906,29.77107438497716,0.0252539424218408,1114.0875369217654
5,10,120.0,0.5055555555555555,1459.4587560074224,29.999999999814843,5.600993515050272,1.7411622120972492,1.601682810732467,339.5313327291412,0.850939374433457,0.0540842129304733,1.838838665294594,7.048402251809344,2.7633598198830747,8.053173317139867,4.648347594837787e-06,2.5477033951366687e-06,600,209.4984075671438,203.37262980221348,377.7464269785455,68.84288781220499,207.06235312162775,44.74665747826712,181.2277841954801,187.7438217824438,150.3646497426971,187.7438217824438,35.614729286414445,0.0254120616633519,1211.8493916880493
6,10,130.0,0.4991452991452991,1452.4318053823226,30.0,5.554451995923957,1.7326164373406865,2.0999999989988565,171.95767199864142,0.7215697716864918,0.068468401,3.0000000007154464,7.033086849113337,2.685750213647452,8.033009505,4.669529491962976e-07,1.6730152284918405e-07,600,206.1942352313199,202.03624940752155,375.7021159275219,68.49961384104756,206.51412907910145,44.1780563,180.8079281394632,188.68752346290736,83.93331430731185,188.68752346290736,35.05301998932438,0.02515351,1162.8476896523462
7,10,140.0,0.4936507936507936,1473.2365201472478,29.999999999999996,5.562365089472377,1.7340719006087066,1.514281600980463,363.8833928576594,0.6310818500971368,0.0565325743603995,2.1172781156632015,6.9948939365083636,2.414153776331783,7.982787869687772,1.0132193466461104e-06,0.000392869,600,218.58439918202475,207.1539290348456,378.0016090371073,69.51640382611122,210.61599125299136,49.12998531780109,184.55163085836452,191.0691487097006,161.3611616989106,191.0691487097006,37.15934786094421,0.0249881143605527,1162.417596645736
8,10,150.0,0.4888888888888889,1480.0828700491693,29.999983106074776,5.4625402629372815,1.71563565350862,2.0999421916641676,198.449516886972,0.5522974576591055,0.052104866,2.999525978241185,6.9162316926452085,2.3374854354588583,7.8796290509601326,4.703394909100211e-06,1.2897984071545405e-06,600,224.38632291449545,210.0333498147167,375.8130255832033,69.85130743,214.00134290224895,51.442322864999944,187.83661774900705,196.10478951521324,85.06590836229192,196.10478951521324,38.14567489546422,0.0248053294308073,1178.4742443320615
9,10,160.0,0.4847222222222222,1508.508169,29.99999997477219,5.615710600052474,1.7438793155519148,1.4921546484203008,355.81889438031055,0.4947399568500848,0.065194416,2.5112843751372083,6.957366480270414,2.147007510558519,7.933527274435987,0.000139193,0.000524946,600,238.37829665115163,215.8536946915343,383.0557117919946,71.24337795258326,216.82172035474815,57.43173547726728,190.14344026414577,193.44927562463488,172.76611593047744,193.44927562463488,40.52431043069578,0.02469318,1208.4706710462465
10,10,170.0,0.4810457516339869,1533.66392823287,29.99999999999727,5.491908539965124,1.7210796943039095,1.5338765254655289,357.8499408359636,0.4455553324110161,0.060569609,2.5809305870797288,6.828737585869012,2.0307994665970495,7.765324431694623,1.780612612911625e-05,2.280673677817317e-06,600,255.54856569066817,223.7209565966482,381.9184669957129,72.47744913978849,224.58967106988325,63.71078915787874,197.50159078648815,201.92055717542047,171.55364957142464,201.92055717542047,43.44325616741358,0.024585994,1268.0332343237767
