,mission_range,cruise_speed,mission_time,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub_non_wing,Aero|Cruise|Cd0_wing,Aero|Cruise|f_total,Aero|Cruise|total_drag
0,10.0,122.25458841168552,0.17068540982048414,1233.9515426383937,29.999999999999996,4.365563950404999,1.5007239257791363,2.099999999999999,161.71241853396575,0.6931656848762248,0.06534395255649361,3.0000000000001834,6.66200372751762,2.858769087098822,7.548757597822885,5.051461346994301e-07,3.412081584350825e-05,600.0,79.67330442630751,172.3766352674852,323.999974455709,57.907469791473076,185.22228343126216,35.030956528988916,163.46418952362095,213.67257639082,70.8423928847507,213.67257639082,29.797815855439005,0.2729121403446563,0.009153409031417752,1.687684561453336,981.4805200280939
1,20.0,125.0243844465126,0.24885768288488183,1247.150434918415,29.999999999999996,4.440383543153924,1.5161853063171902,2.099999999999999,165.37616990279014,0.6698825700703719,0.06184524399114535,3.0000000000000795,6.690817099041346,2.7983275606584996,7.58606549871621,3.0682321749964103e-07,2.365020535996071e-05,600.0,87.75700017314132,173.9023220328302,326.9531673013004,58.542808558823225,186.39732882507064,35.423587677729195,164.40016700745207,211.5760816665435,70.12183021979406,211.5760816665435,32.82111806475485,0.2729121403446563,0.009153409031417752,1.5973209363626948,971.4975396357603
2,30.0,127.26941926199088,0.3246093013333223,1260.3545328561536,29.999999999999996,4.513713104518339,1.5312128951326986,2.1,168.34579267459114,0.6533018502769551,0.0593325091231576,2.9999999999999996,6.71777661718063,2.7508187548045933,7.621017167164915,1.9879024470981221e-07,2.979478741480185e-05,600.0,95.79498663976952,175.48077928211148,329.9052278346166,59.17899755982485,187.61483220993276,35.82401017682333,165.37878149473013,209.63986252710558,69.71052045659094,209.63986252710558,35.8273250032738,0.2729121403446563,0.009153409031417752,1.532422752555143,965.7990799445705
3,40.0,129.11742965322043,0.3986843991265907,1273.609108766061,29.99999999999999,4.586817408602479,1.5460733937830398,2.1,170.79025086404673,0.6414099576497869,0.05746801919539279,3.0000000000000258,6.743829111602947,2.7126866985739597,7.65483359433041,6.715872675755463e-07,8.228768422947299e-05,600.0,103.82241319647238,177.08912490727792,332.8884229012894,59.818219016955794,188.85548368578625,36.21526529275276,166.37972505494642,207.79171989362595,69.49498375328193,207.79171989362595,38.829582535480675,0.2729121403446563,0.009153409031417752,1.4842672501258174,962.8129431550776
4,50.0,130.73808272378864,0.47133292476813143,1286.9657133453622,29.999999999999996,4.660192081835606,1.560870062146165,2.1,172.9339718568617,0.6321673163925263,0.05596866735425031,3.000000000000028,6.769263940929491,2.6799635993559927,7.687886947821393,6.015350528798535e-08,2.100754763893326e-05,600.0,111.86345691020229,178.7244725539536,335.9194007214149,60.46296655892732,190.11900327358907,36.60291145285064,167.401747980967,206.0087986317959,69.39156389471782,206.0087986317959,41.83693288441565,0.2729121403446563,0.009153409031417752,1.4455424277744984,961.3801206256373
5,60.0,132.16567868412537,0.5428645397339119,1300.4190563100703,29.999999999999996,4.731533625796485,1.575145548575313,2.1,174.822326301734,0.6250506763528181,0.054764902584561244,3.0000000000003277,6.792382987348928,2.6516768509143143,7.717964090404109,5.9087867043672304e-08,6.042773373111791e-05,600.0,119.96530616794574,180.40617002953806,338.9423581676279,61.11299547271189,191.45255188527364,36.99256451674191,168.49249893853565,204.4062820529734,69.39004770679179,204.4062820529734,44.8670245068117,0.2729121403446563,0.009153409031417752,1.4144519421524677,961.3591147158493
6,70.0,133.4301554665508,0.6135079283799137,1314.0081818699155,29.999999999999996,4.803273110380258,1.5893925420340222,2.0999999999999974,176.49491463829494,0.6196684297124805,0.053781512555156,3.0,6.814983975340023,2.627042212721372,7.747397908089851,3.2005209149588154e-08,4.309769039389954e-05,600.0,128.1142283990677,182.11171518526592,342.01859793432646,61.77020523437645,192.81163193114554,37.37397422405226,169.6063888105999,202.856076813412,69.45419498769512,202.856076813412,47.91472142125133,0.2729121403446563,0.009153409031417752,1.3890532310925614,962.2478383184194
7,80.0,134.5882584910768,0.6832943808457076,1327.7393906744715,29.999999999999996,4.87331169215542,1.603199467440514,2.0999999999999925,178.02679694587022,0.615414575696497,0.0529544705513604,2.9999999999999867,6.835532341055154,2.604819454022859,7.774184904744186,5.334477748419886e-09,2.7905381133063987e-05,600.0,136.34910613855058,183.8637343213923,345.0969161120327,62.43491665690951,194.24081760243965,37.76023491400037,170.7882442909507,201.46054956699516,69.57840408097046,201.46054956699516,50.99456569581791,0.2729121403446563,0.009153409031417752,1.367692631268541,963.9686837119131
8,90.0,135.6644580179501,0.752290352432803,1341.6185454213783,29.999999999999996,4.943202464766209,1.6168787076058988,2.1,179.45034129358513,0.6120207827792506,0.052239636367987,2.999999999999995,6.855207389017584,2.584460608596107,7.799857014002207,1.3911208185390933e-08,5.07001454267053e-05,600.0,144.65687353700739,185.6459159360993,348.21544582998916,63.107430521741925,195.70794423677455,38.14676668419959,172.00553074407918,200.1365750584992,69.74126157271145,200.1365750584992,54.10167070284076,0.2729121403446563,0.009153409031417752,1.3492301023262434,966.2249803893126
9,100.0,136.66690073747213,0.8205949527594175,1355.6693751481278,29.999999999999996,5.012612030065309,1.6303684276404753,2.1,180.77632372681478,0.6093914815010464,0.0516236155372278,3.000000000000004,6.873746063332092,2.5657463513547123,7.824067521866118,2.723554679562312e-07,2.3252248350965976e-05,600.0,153.05247659375127,187.46489697775837,351.3679079339151,63.78891570122099,197.22424463422183,38.535120926001944,173.26913032887364,198.8999008135217,69.94112200966516,198.8999008135217,57.24162624606297,0.2729121403446563,0.009153409031417752,1.3333196958550733,968.9939315442164
10,110.0,137.60546189554913,0.8882757626708079,1369.8858175060516,29.999999999999996,5.080409446015443,1.6434548926248669,2.0999999999999996,182.0178067401444,0.6074105206928802,0.05109580426753695,3.0,6.8904028204483705,2.5484388754795018,7.845837877074309,1.5859781932192618e-07,4.366239482269812e-05,600.0,161.55924657388465,189.33034412957508,354.52373600394776,64.47909855127438,198.8107013773849,38.92939905990816,174.60032172075398,197.7976312981777,70.18011411963221,197.7976312981777,60.42315821863286,0.2729121403446563,0.009153409031417752,1.3196875402175927,972.3050294733142
11,120.0,138.50632045634268,0.9552753440674746,1384.2898729827555,29.999999999999996,5.149182992164005,1.656640854690141,2.1,183.20941859304554,0.6058388829779856,0.05061682602146436,3.0000000000000053,6.906989368449827,2.532025845794322,7.8675329847439,3.051390251584962e-10,2.8195252232063903e-05,600.0,170.14379242557263,191.2202481974162,357.7520735252586,65.17906875467993,200.4187062030239,39.32432666814811,175.94967516082377,196.70826204797197,70.43549621038568,196.70826204797197,63.63377836716416,0.2729121403446563,0.009153409031417752,1.3073166296812253,975.8432011390621
