,coeff_type,mission_range,cruise_speed,mission_time,weighted_sum_of_takeoff_weight,LiftRotor|radius,LiftRotor|Cruise|RPM,value_1,Point_1|Weight|takeoff,Point_1|Energy|entire_mission,Point_1|LiftRotor|Cruise|CT/sigma,Point_1|LiftRotor|Cruise|mu,Point_1|LiftRotor|HoverClimb|T_to_P,Point_1|LiftRotor|Cruise|T_to_P,Point_1|LiftRotor|HoverDescent|T_to_P,Point_1|Weight|residual,value_2,Point_2|Weight|takeoff,Point_2|Energy|entire_mission,Point_2|LiftRotor|Cruise|CT/sigma,Point_2|LiftRotor|Cruise|mu,Point_2|LiftRotor|HoverClimb|T_to_P,Point_2|LiftRotor|Cruise|T_to_P,Point_2|LiftRotor|HoverDescent|T_to_P,Point_2|Weight|residual,value_3,Point_3|Weight|takeoff,Point_3|Energy|entire_mission,Point_3|LiftRotor|Cruise|CT/sigma,Point_3|LiftRotor|Cruise|mu,Point_3|LiftRotor|HoverClimb|T_to_P,Point_3|LiftRotor|Cruise|T_to_P,Point_3|LiftRotor|HoverDescent|T_to_P,Point_3|Weight|residual,value_4,Point_4|Weight|takeoff,Point_4|Energy|entire_mission,Point_4|LiftRotor|Cruise|CT/sigma,Point_4|LiftRotor|Cruise|mu,Point_4|LiftRotor|HoverClimb|T_to_P,Point_4|LiftRotor|Cruise|T_to_P,Point_4|LiftRotor|HoverDescent|T_to_P,Point_4|Weight|residual
0,uniform,96.56064,241.4016,0.4888888888888889,2096.126773582473,3.534619899132998,398.7727241396273,250.0,3015.614265116065,239.6706049717371,0.14000000339484284,0.45276508660214326,7.039909634933009,10.847394659872402,8.041990424262037,2.3032028836794053e-05,400.0,2040.5121943153058,193.8801809745057,0.0949826846021816,0.45156465532765666,8.317983221771714,8.646564359389965,9.776464979399774,9.83831032070145e-06,550.0,1740.3433376146809,181.51875784616846,0.08114583336372966,0.4508103701969127,8.888249344797252,7.754344774453919,10.586050919842547,6.1513302551493175e-06,700.0,1588.037297283842,175.5318971486076,0.07413199166546659,0.45027747030678916,9.229632648331835,7.260201078286601,11.08207530747371,4.590962854327461e-06
1,linear,96.56064,241.4016,0.4888888888888889,1862.1508943739593,3.3653766615050804,443.95751755308453,250.0,3071.922292811062,249.1989919824402,0.14000000193843148,0.4271738523430956,6.691096251056951,10.691448091336037,7.586427186415715,2.8192796372472216e-05,400.0,2037.3912638006275,197.40890823810975,0.09310864772636834,0.42599735032762953,7.985888722411072,8.504193757919772,9.315478908606293,1.2905527925356677e-05,550.0,1727.4104870864817,184.00509082510504,0.07908061263301297,0.425253605211293,8.559732328535388,7.608707018529594,10.1168341566509,8.111105228260954e-06,700.0,1573.1431655169574,177.66547515090895,0.07210657884023165,0.42473283323804406,8.898820029643545,7.118583280123341,10.601279452047054,5.913598744282942e-06
