Unnamed: 0,mission_range,cruise_speed,mission_time,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
1,10.0,80.0,0.2138888888888888,686.0459394312865,30.0,4.0,1.5381843915061388,2.1000000000000005,101.63792904844,0.900000000193788,0.1176821307222311,3.1234433880389063,8.74228778607873,4.297966735578622,10.376610779311893,0.6899086924386761,104094.94145701338,600.0,37.129686706841056,80.02514726916984,259.4271756236619,32.10140666437928,78.47441724850903,16.57669762681633,66.11464514011391,113.0807531305017,50.39915028974125,113.0807531305017,13.886502828358555,0.024481898254383,698.251177311618
2,10.0,90.0,0.2,868.2769262436947,30.0,4.0,1.514190447634035,2.1000000000000005,100.00001071358176,0.9000000355924904,0.1541725382703853,3.571428188800692,7.813986851796808,3.829018912202948,9.07977523435696,0.5459450292060541,46005.451233883374,600.0,52.15022500424383,110.6681708113839,279.39179349572214,40.5555507056588,111.11829885457723,23.597094514559828,95.62757929934452,147.68947622794528,63.915794589948,147.68947622794528,19.50418415158719,0.0246714567609267,885.5164931287151
3,10.0,100.0,0.1888888888888888,1071.9468091174508,30.0,4.167058879908956,1.5095582088228052,2.1000000000000005,100.17738941450338,0.9000000243372058,0.1854294304560139,3.961227170568946,7.119373343410981,3.4546581728139487,8.146798450466145,0.3030574087575743,9460.377135387364,600.0,69.54138562224233,145.93753308928729,303.57316031080416,50.15920015169712,150.56757911278015,31.56835343583353,131.5789037417657,183.4534155297363,77.14702106203976,183.4534155297363,26.008478222718622,0.0249328365476958,1068.8275094514495
4,10.0,110.0,0.1797979797979798,1246.258914281141,29.99999999999994,4.485807627511886,1.525508616039554,2.1000000000000005,145.50264550264427,0.8647532298772242,0.09633576211583,3.0000000000000253,6.728894355260189,3.139716189163556,7.635443219142829,1.7733583490553426e-09,2.82553480396334e-05,600.0,83.93631613437829,175.93081976753191,327.89721832825944,58.49987562695505,185.2100580694808,38.069559549429414,163.22024517930325,208.84844322011304,84.55326714984413,208.84844322011304,31.392182234257476,0.0251175128866826,1171.4367800549985
5,10.0,120.0,0.1722222222222222,1245.9160484318254,30.0,4.4022772055337835,1.5083270493145833,2.1000000000000005,158.73015873015848,0.7264330139366041,0.0770093364255858,3.0000000000000044,6.663338737042893,2.900753824785983,7.550485108803765,1.4327841135752808e-07,7.883784356503167e-05,600.0,84.84889017322415,176.61648183536568,325.9761905159881,58.48336497496683,186.98074607936675,39.20038537016157,165.01139072231317,213.5748132696,80.43838805366667,213.5748132696,31.73348492478583,0.0248499785519259,1114.427501984179
6,10.0,130.0,0.1658119658119658,1248.7171942482605,30.0,4.351042104801149,1.49770859492931,2.099999999999998,171.9576719576734,0.6203641213416651,0.0640520204255007,2.9999999999999782,6.6157092568634654,2.6895016524917397,7.48891673749327,5.974455870472184e-06,3.057210162171074e-05,600.0,86.86294195386617,178.1377355507543,325.10378038420055,58.61826556386859,188.75031319624256,41.270816345558394,166.74203199463497,217.10095902372512,78.5194093036767,217.10095902372512,32.48674029074595,0.0246170386637966,1087.8411574979436
7,10.0,140.0,0.1603174603174603,1254.201711757975,29.99999999999595,4.303246106300433,1.4877448562459628,2.1000000000000005,185.18518518524604,0.5372551697077235,0.0551989696335385,2.9999999999990137,6.564456498602719,2.503071265297544,7.422812470550894,2.281736682263613e-06,2.547292989801356e-05,600.0,90.09378869547474,180.6557904322528,324.5747067580991,58.88247294356644,191.05949015351675,44.32096059767019,168.9658356228004,220.9849862580692,78.4773858946633,220.9849862580692,33.69507697210756,0.0244131245122733,1087.2589473882604
8,10.0,150.0,0.15555555555555556,1262.1232774064429,29.999999999999577,4.277703477750341,1.4823976891125248,2.1000000000000005,198.41269841267692,0.470964902661575,0.048879442239175085,3.000000000000324,6.525668950446773,2.3384639304821464,7.372886815778867,1.7364937434649619e-06,4.5919275884912055e-05,600.0,94.2440244416631,183.84921013463978,324.77255605049373,59.26426315595556,193.40902626083,48.22513153837653,171.18440970846683,223.98792795366094,79.7748957540362,223.98792795366094,35.24726514118199,0.024234193515197813,1105.2351986082135
9,10.0,160.0,0.1513888888888888,1272.354937616696,29.99999999987755,4.249582737304437,1.4764921562163935,2.070725956058028,214.63112949831856,0.4172896369941132,0.045594544159452,3.0000148069690957,6.479776894656923,2.1926973293209087,7.313928834426927,1.711689456840304e-07,1.866961348173113e-05,600.0,99.51300508656128,187.9547446850978,325.13379960302916,59.75770907682093,196.3578311879613,53.07278412039322,173.96326467215206,227.61364076139645,84.66541511691113,227.61364076139645,37.217863902373914,0.0240772134627548,1140.5154409829497
10,10.0,170.0,0.1477124183006536,1284.78168945905,30.0,4.2581906347939835,1.478306588456432,2.009764069139859,234.95755210848813,0.373250829066603,0.0446334246403541,3.00008243943741,6.459108941051058,2.063711940755075,7.287416122503808,2.854999555168547e-05,7.352042830322187e-05,600.0,105.4656215486127,192.46136685798476,326.50577715060615,60.35749830726624,198.9100510898,58.69917678185377,176.30140338653052,229.272838555253,93.56031403441644,229.272838555253,39.444142459181144,0.0239396955339919,1187.2213519103832
11,10.0,180.0,0.1444444444444444,1299.3902656770074,30.0,4.233546457975463,1.4731158065457302,1.9288165215212725,259.2263007002405,0.3367161011686319,0.0454677302716413,3.0000001703792183,6.407165294964275,1.9490658387387785,7.220891359271626,6.836664567799744e-11,2.543843040392433e-05,600.0,112.79063589446218,198.19005505508736,327.3513528801677,61.063265499776534,202.80267573216284,65.38231720024521,179.94873500050517,233.5167965304786,106.85767522674132,233.5167965304786,42.18369782452885,0.023819810220748,1248.9280769000752
12,10.0,190.0,0.1415204678362573,1316.198408361985,30.0,4.233461135069964,1.473097903784625,1.8841430330248847,280.0950832637356,0.3061141778959332,0.0452025441696823,3.000219301855383,6.37090968711702,1.8464943847068036,7.174549837914573,4.706953404820524e-07,4.930486731432944e-05,600.0,120.9336633090576,204.4569322920238,328.9386453979945,61.87618910537909,206.59505047192,72.93619160038884,183.45379683703817,236.54318084781775,118.3488588633793,236.54318084781775,45.229190077587546,0.0237161060266635,1319.9019941750057
13,10.0,200.0,0.1388888888888889,1335.2636467139314,30.0,4.241801186557355,1.4748545962914152,1.843455765694974,301.3246376503937,0.2802698101057206,0.0452217942586809,3.0004153981487147,6.337286630930953,1.7541776186800349,7.131640115827121,1.2010542427276505e-07,5.0911049750490715e-05,600.0,130.08229216303386,211.4696248063817,330.9194405017804,62.79942444068307,210.69958240436728,81.45845020794268,187.23093496411923,239.39821483794864,131.17316727919518,239.39821483794864,48.650777268974664,0.0236274657227316,1400.42649861894
14,10.0,210.0,0.1365079365079365,1356.6034357661188,29.45503762713637,4.286637818238205,1.4678870692116892,1.796602893609528,324.6861742874068,0.2630542248995603,0.0455134049246079,3.00000623877991,6.266806175390735,1.670627503410296,7.041900986324822,3.0898999021644613e-06,3.489949415426205e-05,600.0,139.7554894823124,219.34987228832975,333.66973940293263,63.83424217192588,216.47445250395583,90.16903465201518,192.64733179302087,245.53868038352633,145.59068714330542,245.53868038352633,52.26855306638484,0.0236518023724575,1476.344322037601
15,10.0,220.0,0.1343434343434343,1379.287459134179,27.018009005721932,4.468217054724405,1.4284135826989266,1.7468937400405211,349.82428459077914,0.2656725130213581,0.0446891116399098,3.000025813426433,6.072505166946172,1.5946859046854185,6.795952009152857,9.673848550662e-06,6.246885580631138e-05,600.0,147.86374741097924,227.85070057154363,338.6450174631946,64.93589741263469,227.1364817673453,96.23968178015996,202.9572100092144,263.6326161467307,156.890661872948,263.6326161467307,55.30104153170623,0.0240857575168639,1504.1111993317072
16,10.0,230.0,0.1323671497584541,1403.2055387079645,24.879780869371466,4.666903863943821,1.3948709582613965,1.556586534341642,410.43913162290346,0.2685403850734234,0.0525212297665936,3.0000228371861244,5.900175382378012,1.5243640075103695,6.579563958290602,2.528391022593723e-05,5.0618578668024145e-05,600.0,156.33102874480514,236.61711609184636,344.1651937402722,66.09931480451664,237.82437771238176,102.68299941975908,213.26725412249405,281.2584118741161,201.53080149489867,281.2584118741161,58.467804750557114,0.0245602595757674,1534.044094363134
17,10.0,240.0,0.1305555555555555,1427.9511488315004,23.398904088054586,4.822655131609104,1.3706953756194735,1.5709238981715112,424.37849154296265,0.2668614795709778,0.0487866639948228,3.0000015859441636,5.763632581579619,1.461552512060048,6.409261604291693,3.8164927218531375e-08,4.404354219854966e-05,600.0,165.79664310250456,245.74235039339575,349.11384621521546,67.30494565127049,247.7519391841849,110.3254641702013,222.79495470669087,296.40378784612346,203.83587981625416,296.40378784612346,62.0079445203367,0.0249492446568553,1580.3045776402596
18,10.0,250.0,0.1288888888888889,1454.0127239722683,21.966712099101574,4.988758071104105,1.3462355716832477,1.5786838665135332,439.8882196899748,0.2667556775790641,0.0458069796254887,3.0000000386662493,5.625681205262214,1.40332171797324,6.23821996293852,4.334373215897359e-08,2.5995672683027947e-05,600.0,175.6706711635999,255.3693610784078,354.400960715019,68.57682961040948,258.4598506243471,118.22287186823796,233.08134894418737,312.88041414242355,207.66779349993143,312.88041414242355,65.70083101518637,0.0253983836352079,1625.9581474038175
19,10.0,260.0,0.1273504273504273,1481.445410498722,20.6631879720471,5.15821303702657,1.3233793810242154,1.5765267106300682,458.1096823978348,0.2671358473385983,0.0437216819031396,3.000000297098802,5.49348823736518,1.349308560752586,6.075265515827177,3.3989534564682344e-07,7.779485733656704e-05,600.0,186.09870708971977,265.5002649263161,359.9372819008779,69.91797672111188,269.672992184154,126.5877288764634,243.8486691057841,329.89005213768365,214.38823843694445,329.89005213768365,69.60091645155516,0.025882801325014,1673.992450548478
