Unnamed: 0,mission_range,cruise_speed,mission_time,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub_non_wing,Aero|Cruise|Cd0_wing,Aero|Cruise|f_total,Aero|Cruise|total_drag
1,10.0,80.0,0.2138888888888888,2018.152216188162,25.762307013363714,8.752988356485838,2.1352712573780104,1.8764808149602832,592.3182464073208,3.083044077449958,0.0230209469050296,0.5998041980217188,7.308991589402167,3.0554347556820223,8.398463138841363,0.4134233458602363,5198.091981319529,600.0,398.94595226377726,306.8026113826002,543.6935122403953,96.61234573512284,276.1191050095647,98.76399629922764,240.30018145279172,172.6235744927674,267.35243885959534,172.6235744927674,67.82081188484213,0.3157602416945057,0.0110881511655129,11.876329411528598,2957.4831573652086
2,10.0,90.0,0.2,868.301176717538,29.999999999999996,4.4957179770886215,1.6172319403797342,2.1,100.00033323226612,0.9000251720744845,0.1378328462414617,3.571416670315868,8.261497196246276,3.8502041063930106,9.697523510633998,0.5381729559188724,74275.12842241359,600.0,104.7195397126592,106.55156483896418,289.0080246086871,40.55668466307068,105.10215716251317,20.980256512120913,89.53844512626203,129.4726579472392,57.14216560787792,129.4726579472392,17.802321751152068,0.3106646940711991,0.0108561907113284,2.511886823532634,791.6717678860898
3,10.0,100.0,0.1888888888888888,1148.9540964226208,29.999999999999996,5.101793867203682,1.7299680262591473,2.0999999999903847,100.09461905167636,0.9646548746145776,0.1735538247802753,3.96450279332541,7.768699965135111,3.4666213719514367,9.018004826279478,0.4944216278981255,17429.275864785664,600.0,145.5662152759067,149.23019212968003,332.34706855104105,53.83060328975213,147.8952851286539,29.395995267860204,127.40668457777264,149.71965554953837,72.0869627728292,149.71965554953837,24.74625659690414,0.3062221961373236,0.0106543620044404,2.566759150756748,998.7233184510944
4,10.0,110.0,0.1797979797979798,1306.848108580166,29.999999999999996,5.404284669009904,1.738104389748166,2.099999999982601,104.7453999051502,0.906794815991744,0.1683481651661638,4.167323213304096,7.381629800681702,3.1723057804587578,8.49546246655919,0.1998352130753229,3155.86368283391,600.0,170.13919502530862,174.82478682970537,356.6373553864915,61.42384569140634,177.04059182966307,34.12260595012832,153.82895442412124,168.7041224410166,76.57365590826616,168.7041224410166,28.923663154302464,0.3022946315778005,0.0104762435452845,2.2533175707956627,1060.883865714675
5,10.0,120.0,0.1722222222222222,1484.0977211445093,29.999999999999996,7.933159225541106,2.131365753764269,2.1,158.73015873015876,0.865305155916726,0.06650312067552,2.9999999999999987,8.317478338906486,2.9114207331865827,9.77575840792326,9.163344039109236e-08,3.240904575776395e-06,600.0,167.2664386352507,187.67278112138465,459.11253010567054,70.04777153345688,178.43120963746645,33.728333511576764,151.8140751045614,127.40862411608327,69.4643542714649,127.40862411608327,28.43529456799261,0.2987825682119003,0.0103172219017609,1.7176232177801367,962.3885893392644
6,10.0,130.0,0.1658119658119658,1680.034430723665,29.999999999999844,10.917445402183766,2.499962290241013,1.4169273139193237,254.49814316564976,0.8346430146395724,0.1221345125454165,3.00420743083277,9.02038481672776,2.6268469280554165,10.777005202721238,-0.3254215247629233,3.138079547863669e-08,600.0,175.73770823820732,206.3187923847071,618.2814887932622,79.69661845374299,186.24864291910723,36.57841736327542,155.89065785172392,104.83433895623963,149.3018782102874,104.83433895623963,29.875410400495245,0.2956121959151543,0.0101738787537909,1.432067578757652,941.695051558521
7,10.0,140.0,0.1603174603174603,1632.2606238974142,29.999999999909743,10.265594351698391,2.4671743059919646,1.4722774964206655,267.7841981855974,0.6992020902862427,0.0920198157438846,2.9591853598550757,9.029470427088777,2.467802243248592,10.790182927463,-0.0009848547044768,6.998838383147317e-06,600.0,175.0195651883484,200.90599137177895,578.9992196648503,77.33320214065944,180.77036046328547,37.85832030814945,151.2727480961431,104.57843328850444,134.45999364662745,104.57843328850444,29.753326082019225,0.2927273157733616,0.0100436157315674,1.2006216342199243,915.634835415859
8,10.0,150.0,0.1555555555555555,1650.3995005098689,29.643095371620554,10.371180870986748,2.4648569132782554,1.6004974463950157,275.18599150040336,0.6232661693475504,0.0630805928055262,2.838106611049839,8.98147792934547,2.3204792319464427,10.72064456059038,-0.0004311160575696,3.5965554759824036e-06,600.0,182.11718930777795,204.63447506014984,585.4199892357227,78.22974336488545,183.7558933499648,40.705436427728294,153.94592099217792,105.93950792445168,115.03258215495944,105.93950792445168,30.95992218232225,0.2900842134563764,0.0099244147624346,1.057397120178157,925.7222716302072
9,10.0,160.0,0.1513888888888888,1623.3891988987446,29.999999997485418,9.61679509297506,2.3781049902768236,1.1906815930547083,557.4389775373055,0.5324170713178111,0.0512605415702401,2.008841928379841,8.7789130520986,2.1039102431470855,10.42901816951316,2.977009754445703e-05,1.076587739142121e-07,600.0,193.9004478221817,205.2633137966936,547.3300288922428,76.89508027366168,184.91915676402257,45.85587186983218,155.6607892049081,111.94711296148978,212.29101913345093,111.94711296148978,32.96307612977088,0.2876482593216056,0.0098146793988212,0.949232803263697,945.5244733598596
10,10.0,170.0,0.1477124183006536,1586.31153018241,29.999999999998337,8.808404049529004,2.262585645694537,2.0957265289555456,225.65081271232495,0.4608503519752262,0.0336809675161965,2.995685120646584,8.503791560620924,2.05824409011193,10.037706964449768,3.022974372157705e-06,3.167048602208578e-05,600.0,199.95302038788915,204.3982147325806,506.8993618241643,75.066560891463,186.54167601287983,48.435264784846595,158.03525006264877,120.8455660041264,70.80926260809275,120.8455660041264,33.992013465941156,0.2853915842792934,0.0097131265154286,0.8688628983849881,977.032851187442
