Unnamed: 0,mission_range,cruise_speed,endurance,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
1,10.0,80.0,0.5472222222222223,686.045941285234,30.0,4.0,1.6273069127637865,2.1,100.0,0.9000000026259178,0.1215688027211362,3.174603174603174,9.158387637963385,4.29941908616467,10.977832386456177,1.2246438199845624,102479.0814495947,600.0,36.26719103516446,78.61660768887684,259.1842767290558,32.10140674969372,74.90903076011259,16.571098059255068,62.49375260380531,101.03376915270704,50.39915049408364,101.03376915270704,13.563929447151509,0.0244818982604994,698.2511801426638
2,10.0,90.0,0.5333333333333333,868.2768919057655,30.0,4.000000000000001,1.5342485480040569,2.1,109.91843095528976,0.9000000000000009,0.127604517337093,3.249162620308217,7.901885644196412,3.823055658587681,9.200052917214723,0.666293631426182,45658.91177174349,600.0,51.89808754880306,110.1951342797324,279.30758131850524,40.55554910001143,109.88223963269787,23.633900176527497,94.37738018670358,143.8530569815218,63.91579079482888,143.8530569815218,19.409884743252345,0.0246714566561973,885.5164405495268
3,10.0,100.0,0.5222222222222223,1071.94678129504,29.99999999999823,4.231394658261935,1.474904892025305,2.1,121.3509180399684,0.9000000009777319,0.1251847753864639,3.2700650578901893,6.977375176327428,3.446637470822317,7.959781196010661,0.013455704491621,10079.324207033404,600.0,70.01598577300682,146.98248485087836,305.1849494401744,50.15919882912682,153.63181055992231,31.345916283272967,134.67038287839944,192.17526413520963,76.42557651597728,192.17526413520963,26.18597867910455,0.0249328364685946,1058.8323111047084
4,10.0,110.0,0.5131313131313131,1246.2666370748566,29.99999999978361,4.486123751778586,1.5255736592401583,2.1,145.50264550074388,0.8647585885699518,0.0963326655024413,3.0000000000392073,6.729126956487721,3.139720360803518,7.6357451135005965,1.9460782354485673e-06,8.251490614308357e-07,600.0,83.9335940042194,175.92853371135797,327.9051702148856,58.5002475215517,185.204803703889,38.06828526172941,163.21480334268352,208.8319290700745,84.55054927035545,208.8319290700745,31.391164157578057,0.0251175337677511,1171.3991254012617
5,10.0,120.0,0.5055555555555555,1245.9304558207132,30.0,4.403753396780018,1.508632215078873,2.099999998011992,158.73015834903353,0.7264414141839127,0.0769969728782502,3.000000010043278,6.664485463737563,2.90076729440277,7.5519690639412,8.400257538454525e-07,3.00497800968227e-07,600.0,84.83446771563534,176.60180333270714,326.0106741967585,58.484058752409354,186.95073499672293,39.19390956873155,164.9808738981368,213.490886998205,80.42547344703294,213.490886998205,31.728090925647617,0.0248500175104279,1114.248575443565
6,10.0,130.0,0.4991452991452991,1253.104398087481,29.999956758339547,4.383010372255687,1.5043392430202511,1.5207166165970147,355.86706343582847,0.6225445865240211,0.0544236414468782,2.001824592282881,6.631173767279742,2.5831998754761147,7.508892444711314,-2.111158082129805e-06,1.0440491965364986e-05,600.0,88.79948079757189,179.23938795394724,326.2391570686305,58.82960344234458,188.97173291864024,42.999171666608184,166.88272036311713,215.94739962410617,149.83809953240382,215.94739962410617,33.21100581829188,0.0246288934709238,1088.6009565316506
7,10.0,140.0,0.4936507936507936,1258.2035041510562,30.0,4.322603843636714,1.491787416541388,1.468081506341998,369.4862009823985,0.5389693944859492,0.058139467148333,2.150791929334427,6.57091665977649,2.4168858282755616,7.431136181787284,7.006483897953331e-06,7.171512558036768e-05,600.0,91.96779841679805,181.78276471233227,325.38609181512703,59.07531768514985,191.48066689889416,45.969923326017295,169.31509171299322,220.49020726549105,160.81639312138563,220.49020726549105,34.39595660788246,0.0244239160203567,1088.8812652915012
8,10.0,150.0,0.4888888888888889,1265.2945230582543,29.999999988364408,4.298537935777465,1.4867600673075094,1.4924416625216337,357.6093408486084,0.4721482622093898,0.05901938687548,2.342091158944249,6.5353278519592335,2.278796223856727,7.385311191959368,8.843294097005128e-09,6.538076008127857e-07,600.0,95.6649420891696,184.67884659037233,325.5343772582633,59.41716570414984,193.6084235894807,49.51743226606291,171.3258236749485,223.2349280199056,158.0409448198678,223.2349280199056,35.77868834134944,0.02424272834941,1105.8958247029047
9,10.0,160.0,0.4847222222222222,1275.3336875362752,30.0,4.274043866759575,1.4816299929574623,1.4609975394649066,375.96721790925034,0.4182665668064763,0.0599731215854636,2.4273884066287805,6.49292145537487,2.14416373482662,7.330803373557397,-1.293795293122457e-09,5.41700187663219e-07,600.0,100.7994793527495,188.67919558858964,325.95431515262294,59.90143344515799,196.41908442932856,54.28231392708512,173.96915761463097,226.5669738413124,170.10538726331862,226.5669738413124,37.69900527792831,0.0240852089089244,1140.688096989123
10,10.0,170.0,0.4810457516339869,1287.391966139283,29.999999998577607,4.259657089729058,1.4786099521419254,1.4530377949759483,382.7655255244887,0.3740091586456799,0.0616390918591735,2.5471701058271092,6.454508804897853,2.0271165502964643,7.281518438279818,4.350166449285098e-09,8.669243009559122e-07,600.0,106.7879963473748,193.3350536998922,326.78629464694825,60.4835525327656,199.4562258807945,59.84288674317709,176.8026788713888,229.644389191214,179.2413355420258,229.644389191214,39.93871063391818,0.0239466796358258,1188.8905243618776
11,10.0,180.0,0.4777777777777778,1303.6196466837764,29.99998938541117,4.263787304360934,1.4794772077661262,1.3215770450905662,485.6380145666754,0.3378121967987596,0.0588082979021536,2.33714736778971,6.422332290064413,1.8987254728833272,7.240299914939247,2.760093682496745e-07,5.545713831112978e-07,600.0,114.65779861516702,199.27699561136183,328.41786779621873,61.267729356525706,202.98227930381688,67.14806128382023,180.05050370827286,232.26653088030844,227.72537193422275,232.26653088030844,42.88201668207247,0.0238310834071626,1249.528787153172
12,10.0,190.0,0.4748538011695906,1317.9089074115875,30.0,4.249038451622216,1.476377901909971,1.4659498089277103,383.68886692973155,0.3065119963456703,0.0657362520996275,2.814971846889153,6.379761269320323,1.8288647494608816,7.185856917124744,1.5902174315129969e-06,1.129950945355591e-06,600.0,121.65188656555338,204.85530217719668,329.4438112354951,61.95897042485026,206.5765240698408,73.64103774767514,183.40316577565792,235.799356350028,195.50777132904284,235.799356350028,45.49780557551696,0.0237206465135861,1319.9336481837945
13,10.0,200.0,0.4722222222222222,1337.4173479825786,29.999999998924384,4.255431839824388,1.4777220327570817,1.4257843172159248,424.1223398503744,0.28072186873887,0.0638088053822859,2.756155823814455,6.34364512083253,1.735203894466249,7.13974989022558,3.2096574287265867e-08,1.5335495912320432e-06,600.0,131.04521227607108,212.04494084970935,331.4246393260976,62.90379389639423,210.82789508361688,82.37387191777003,187.31991575972745,238.85467678000717,219.3476901444647,238.85467678000717,49.01090939125059,0.0236331550448584,1400.8466791953556
14,10.0,210.0,0.4698412698412699,1360.3140718754016,28.86158298644928,4.369584635429342,1.4668298009947984,1.32082110443401,517.5604937079812,0.2691974823601522,0.0606812642930889,2.5599585335698856,6.255258705051928,1.6425251813352872,7.027224938068671,3.1680698953096e-08,0.0001215599677088,600.0,140.5858491540665,220.13542504474427,335.58948911481974,64.0143339854686,217.467276097913,90.76168885549164,193.57770440877104,246.5653446694037,266.57986522925137,246.5653446694037,52.579107583620875,0.023773948924476,1461.050461998843
15,10.0,220.0,0.4676767676767676,1381.2657316868972,26.580315348301117,4.518020410107382,1.4238530954887587,1.3811945350395904,469.89049324252625,0.2704346194769237,0.0628819839233484,2.8248144421495245,6.051430575957142,1.5815821324556356,6.769401774983092,1.4722457759575036e-06,1.533123921635324e-07,600.0,148.15978285472283,228.36266159160945,339.71162578170964,65.03205301011907,228.25441263009537,96.27398671531935,204.0454648136684,265.7046556835408,248.99563977248212,265.7046556835408,55.41175878766633,0.0241904750985003,1492.2834325324816
