,mission_range,cruise_speed,endurance,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
10,110,131.90205314589724,0.7888888888888889,1396.2955214413105,30,5.215543695207582,1.669281041831268,2.1,174.47361218507186,0.6738194129736376,0.062429392,3.0000000530844577,6.9267545817811165,2.6519778906608518,7.893407326687399,2.1733897348497067e-07,1.0357965784407498e-07,600,175.31869073083945,194.5060967787225,360.7080484067514,65.76300736293439,201.58004805221103,41.99693910757696,176.89388924862305,195.42076865211763,78.78611516,195.42076865211763,65.56919033333395,0.022742272,1091.5362134746042
11,120,132.78241923511536,0.8222222222222222,1413.099272,30,5.290241957764526,1.683413460793262,2.0999999726523355,175.6381282229042,0.6729159214486443,0.061971502,2.9999999102543526,6.941528892734507,2.634737103570191,7.9127634911207645,1.2796793491531844e-07,8.175944435138592e-08,600,185.3256973288513,196.80067300811248,364.39207877828557,66.58110903,203.57176265409328,42.523718855754865,178.58479831906723,194.46586331439642,79.25573279704484,194.46586331439642,69.31181080099039,0.022785929526933865,1098.0424664844663
12,130,133.62288559574648,0.8555555555555555,1430.2035134252721,29.999999705511733,5.3683546,1.6980856641134188,2.0999999828680407,176.74985113870437,0.6725203617573566,0.061563108,2.9999999826000994,6.957618340186971,2.6184641439768885,7.933857596135915,8.189986697715312e-07,2.593954148817572e-07,600,195.43870550337218,199.11499515630103,368.2355405205258,67.41478155383506,205.5593514183531,43.04581461146764,180.26584118699517,193.43316765633077,79.73329617443149,193.43316765633077,73.09407586,0.022830190593350765,1104.658842386909
13,140,134.39704743202313,0.8888888888888888,1447.6233353508624,29.999999641500704,5.444474604927233,1.7122811482140003,2.1,177.77384794027205,0.6728920699019961,0.061257801,3.0000004104817855,6.971372121966622,2.603600830910755,7.9519018970104565,9.107046015088827e-07,9.675300718035501e-08,600,205.76329095943876,201.5034034152252,372.09214590931975,68.26480611833286,207.65256968415687,43.57743631,182.04743394722982,192.5562941269837,80.25982846183175,192.5562941269837,76.95547082,0.022875087,1111.953661760638
14,150,135.20969413865856,0.9222222222222223,1465.3717020793608,29.999999945281548,5.520624709597743,1.726383145220913,2.1,178.84880037886512,0.6729788659865222,0.060934198,3.000000023,6.984161718073086,2.588181425866882,7.968691482433089,3.018022098899564e-08,5.5675369622861756e-08,600,216.2663550270105,203.95489597395445,376.0188232823599,69.13186375232354,209.81354115661193,44.13441496962605,183.89113260436298,191.74573833017428,80.80425661325626,191.74573833017428,80.88361678010193,0.022920646,1119.4963999915071
15,160,135.92036507912255,0.9555555555555556,1483.4625651659198,29.999999804770322,5.599346078546619,1.7408596124379205,2.0999999734650645,179.78884845321127,0.6741814749918642,0.060721915518395016,2.999999941861729,6.997616877,2.5747969039542498,7.986365463223748,2.733847548341828e-07,5.9010030378900806e-08,600,226.9186375866743,206.43616364478743,380.0913197,70.01668718879148,211.9953966213735,44.67523980626403,185.74939651798888,190.89800336252605,81.37144541405848,190.89800336252605,84.86757045741619,0.022966895,1127.354445410531
16,170,136.65122056631182,0.9888888888888889,1501.9100626110805,29.99999886493439,5.674487952,1.7545839494919748,2.0999999224024473,180.75559831795567,0.6752835937009722,0.060525785,2.9999998526328597,7.007793931387306,2.5611610518641648,7.999740781112725,5.1661540076963774e-06,2.0670920257331986e-07,600,237.8389155943722,209.01866610157293,384.1329135873587,70.92002198061411,214.31995251517807,45.250764635153985,187.74484120248857,190.26018596016715,81.98322381032281,190.26018596016715,88.95175443229519,0.023013862,1135.8302270123006
17,180,137.4032941642429,1.0222222222222221,1520.7309769272408,30,5.749501210313522,1.7681927147906322,2.099999895519905,181.75039024120377,0.6762813146615924,0.060328198,3.0000001305217707,7.016923795354914,2.547276908234747,8.011745157,-8.48E-07,2.683517166056376e-08,600,248.9724178361391,211.6715578974831,388.24441778344226,71.84274722461907,216.72331370250015,45.84940873908287,189.8126996185557,189.6904614653244,82.61750782502662,189.6904614653244,93.11568427071602,0.023061582454505333,1144.6178364817765
18,190,138.1263165704183,1.0555555555555556,1539.9382373029152,30,5.826095188464117,1.7819978592908532,2.099999957544248,182.7067653,0.6776722888716455,0.060170275973573564,3.0000001047466163,7.026076342948726,2.534049240569376,8.023784433855889,-1.30E-06,1.1453573664934762e-07,600,260.2974800598245,214.37617719932183,392.4793611795451,72.78555729551178,219.17470891821097,46.45314303323109,191.92168608184886,189.1216469200572,83.27072002760028,189.1216469200572,97.35125754237436,0.023110079873411883,1153.6677822860192
19,200,138.84941271069422,1.0888888888888888,1559.5488937001862,29.999999591483977,5.902457348546933,1.7956717605283226,2.1,183.66323003617563,0.6791726549331064,0.060031683,3.0000002334186244,7.0341114606061765,2.5209445672826334,8.034358033814902,1.8431877464308855e-06,2.1278680972643283e-07,600,271.85884341786635,217.15527742217304,396.7858812187897,73.74935292956383,221.71228056795525,47.07611185940519,194.10995715356188,188.62418818559746,83.95103044122429,188.62418818559746,101.67520743828202,0.023159388349008627,1163.093137584905
20,210,139.5628376566435,1.1222222222222222,1579.580353219115,29.999997569722915,5.977817817961583,1.8090781674315413,2.1,184.60678711690747,0.6808813860522638,0.059924890824149896,3.0000022913623283,7.040565740567163,2.5081282484965737,8.042854213515378,-4.79E-06,1.0378782722305532e-07,600,283.6857347895181,220.01828910116842,401.14159422666137,74.73505726294917,224.35417996563865,47.71904763579879,196.3954973303825,188.22588715966714,84.66494996103259,188.22588715966714,106.09846481127978,0.023209542,1172.984081030302
21,220,140.26781870521498,1.1555555555555554,1600.0483195848926,30,6.054799503859727,1.8226887682002955,2.0999999294222325,185.5394740569217,0.6827886554039033,0.059836615,2.9999995943268565,7.047031706588932,2.4955798613378737,8.051368316161328,4.046175639871308e-06,1.2269156048514192e-07,600,295.7319427799023,222.94258355201163,405.6306290471354,75.74351447939424,227.0528055,48.37344963740392,198.7299868487139,187.82801014757266,85.39662549837469,187.82801014757266,110.60374659968343,0.023260569737611987,1183.120944338351
