Unnamed: 0,mission_range,cruise_speed,mission_time,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
1,10.0,80.0,0.2138888888888888,1158.6798125808227,2.0692956802067997,949.746170341978,0.0804605017129874,0.1079717776251394,6.698005648318564,11.999904616929468,7.59538091479775,6.683337889953378e-05,600.0,156.41362403054995,203.03818904231335,144.94037151415623,54.29580316223563,172.98877806585492,96.56153499652982,152.5505864127785,211.05742154117544,211.0462305517364,211.05742154117544,58.49869538742568,0.0313016628039062,104.85820732593996
2,10.0,90.0,0.2,1152.4725123179828,2.0658163007066217,996.3752656279388,0.0732071132536816,0.1159758218922666,6.703885446702145,12.000000374589796,7.603002619852359,4.036786414286661e-05,600.0,151.9748544601062,201.80064491572855,144.70450943219677,53.99885708092693,171.91112847623623,96.04585125597718,151.5812330918758,210.63448044546465,210.628539686409,210.63448044546465,56.83859556807971,0.0310476391960965,131.19187691018467
3,10.0,100.0,0.1888888888888888,1147.552148721948,2.060319340613941,1028.0518825956135,0.0692076892256649,0.1252204487833277,6.700806005740148,11.999999931699652,7.599010632387829,8.724525026763463e-05,600.0,148.50734293045969,200.7597774527032,144.5307956642028,53.76357319117764,171.25583813930956,95.63904705554054,151.01336269105258,210.85584375395297,210.8570625565575,210.85584375395297,55.54174625599192,0.0308729311053177,160.1979248920545
4,10.0,110.0,0.1797979797979798,1143.578928041027,2.054444404193044,1049.1344465058644,0.0669878472384382,0.1353543980001157,6.694234896143244,11.99999996076994,7.590494136389812,4.6655787674603845e-05,600.0,145.72137864080162,199.8933476046515,144.39738913147946,53.57364316829795,170.83041539218743,95.31221330221202,150.65935201221768,211.32926757328892,211.3400276641969,211.32926757328892,54.4997956116598,0.0307399797935944,191.90561328319032
5,10.0,120.0,0.1722222222222222,1140.288825053468,2.0558640645289716,1057.5586455565428,0.0655577474390448,0.1463732460226038,6.706729148131496,12.0000001794366,7.606689505219263,7.522634023288611e-05,600.0,143.30756366488146,199.3178422806827,144.25568183869598,53.41641058116072,170.02160067417572,95.04366692135474,149.906056277316,210.43034512964817,210.4536161868935,210.43034512964817,53.59702881066566,0.0305104283399114,226.99146683866968
6,10.0,130.0,0.1658119658119658,1137.5345981205382,2.054425957966888,1060.3597594574528,0.065241596399137,0.1582508946881444,6.709718132069791,11.999999761800147,7.6105652635528545,5.4966377566504254e-05,600.0,141.32613702948103,198.7810949748031,144.14996300324017,53.28481704433047,169.5353777506054,94.82125628299498,149.46781989614013,210.21607208552405,210.25517886737856,210.21607208552405,52.8559752490259,0.0303517809855382,264.64385590358575
7,10.0,140.0,0.1603174603174603,1135.1923979681987,2.0525532928585215,1057.148632978365,0.0657489541862405,0.1710815837381272,6.71041436083938,12.00000016616423,7.611468125580422,6.400935509891036e-05,600.0,139.65040840224933,198.313875663965,144.06318348583702,53.17293100081969,169.16874829562713,94.63491196804532,149.14237033366453,210.1662039525277,210.22506600548132,210.1662039525277,52.22925274244125,0.0302187853443174,305.0225186657244
8,10.0,150.0,0.1555555555555555,1133.1815920509507,2.051614372819162,1047.4581898093045,0.0669827128400733,0.185060721812201,6.712932181085402,12.000003015731588,7.614733446115843,8.28661253308681e-05,600.0,138.19679859214577,197.93165942541737,143.98534589699204,53.07689121968258,168.80575603666065,94.47820091972363,148.8143478783186,209.98599728166025,210.06913694017717,209.98599728166025,51.68560267346251,0.0300852004912362,348.2866576980278
9,10.0,160.0,0.1513888888888888,1131.4449019679284,2.0504767767620304,1032.1526984371103,0.0690409167874006,0.200408289129409,6.714178358694608,12.000010930636796,7.616349731850336,6.878626983791265e-05,600.0,136.9405170434325,197.5990392904003,143.91968400078758,52.99395538214912,168.51576492643363,94.346576211095,148.55474627647547,209.89688336972335,210.00944310940704,209.89688336972335,51.21575337424375,0.0299679912113474,394.2913517805016
10,10.0,170.0,0.1477124183006536,1129.9330542962732,2.048622822691384,1011.4549521949168,0.0720717029918154,0.2174513714980356,6.7127925659275895,11.99999999987014,7.614552371693432,5.6032278578286614e-05,600.0,135.85626844215224,197.2957858058346,143.86671978836924,52.921765731083234,168.325334530896,94.23637398776994,148.39126440271403,209.99598435467823,210.1437833229921,209.99598435467823,50.81024439736493,0.029874116072361,442.92160385575966
11,10.0,180.0,0.1444444444444444,1128.6079269196532,2.047358200796386,984.0104524211648,0.0762619323393303,0.2367633456423451,6.7126118803251345,11.999997749469856,7.614318032501405,6.437487120625044e-05,600.0,134.89502513938825,197.043920421651,143.8185061644632,52.85849858939254,168.13245679042413,94.1445764075533,148.22180031123426,210.00891027827203,210.19847096820465,210.00891027827203,50.450739402131205,0.02977982263116,494.38436255516575
