,coeff_type,mission_range,cruise_speed,mission_time,weighted_sum_of_takeoff_weight,LiftRotor|radius,LiftRotor|Cruise|RPM,value_1,Point_1|Weight|takeoff,Point_1|Energy|entire_mission,Point_1|LiftRotor|Cruise|CT/sigma,Point_1|LiftRotor|Cruise|mu,Point_1|LiftRotor|HoverClimb|T_to_P,Point_1|LiftRotor|Cruise|T_to_P,Point_1|LiftRotor|HoverDescent|T_to_P,Point_1|Weight|residual,value_2,Point_2|Weight|takeoff,Point_2|Energy|entire_mission,Point_2|LiftRotor|Cruise|CT/sigma,Point_2|LiftRotor|Cruise|mu,Point_2|LiftRotor|HoverClimb|T_to_P,Point_2|LiftRotor|Cruise|T_to_P,Point_2|LiftRotor|HoverDescent|T_to_P,Point_2|Weight|residual,value_3,Point_3|Weight|takeoff,Point_3|Energy|entire_mission,Point_3|LiftRotor|Cruise|CT/sigma,Point_3|LiftRotor|Cruise|mu,Point_3|LiftRotor|HoverClimb|T_to_P,Point_3|LiftRotor|Cruise|T_to_P,Point_3|LiftRotor|HoverDescent|T_to_P,Point_3|Weight|residual,value_4,Point_4|Weight|takeoff,Point_4|Energy|entire_mission,Point_4|LiftRotor|Cruise|CT/sigma,Point_4|LiftRotor|Cruise|mu,Point_4|LiftRotor|HoverClimb|T_to_P,Point_4|LiftRotor|Cruise|T_to_P,Point_4|LiftRotor|HoverDescent|T_to_P,Point_4|Weight|residual
0,uniform,96.56064,241.4016,0.4888888888888889,2376.7276883345476,3.6974949730074607,362.71281150121894,250.0,2987.3772975123757,233.31671747756405,0.13999999999947754,0.47582856030663256,7.349285291075363,10.984089582370508,8.452229526795458,3.966910282780786e-05,400.0,2368.3648412993903,204.93483456757411,0.11114554103903102,0.47516563748184054,8.114235216581458,9.623613481461218,9.492749434563516,1.9071274398243637e-05,550.0,2136.7340039812234,195.15527253261286,0.10035621499265487,0.4747824459037447,8.472853078051104,9.011090482696389,9.994040143479129,1.4854269417963329e-05,700.0,2014.4346105452016,190.16480490742933,0.09466204514176808,0.47453227582162105,8.683677367526426,8.663890255558073,10.292946916156078,1.2950579274385038e-05
1,linear,96.56064,241.4016,0.4888888888888889,2218.3574486048383,3.6292361956402353,377.06789735604775,250.0,2996.686943302287,235.71119607987512,0.14000023396325367,0.46632949165476245,7.2224275418959785,10.928018888556485,8.283297771604413,2.6736927274726614e-05,400.0,2368.3766715240304,206.2370784787742,0.11080269036388513,0.46567265581376327,7.98734366939784,9.576827577044693,9.31748225533181,1.2590125189066756e-05,550.0,2134.6795564398867,196.17301556025728,0.09995077616569327,0.4652932880699876,8.344972300187687,8.967057830172488,9.814261288941918,8.350267131911099e-06,700.0,2011.5238825945933,191.0524709561114,0.09423449517399589,0.4650456140476451,8.555074783674113,8.621223550508414,10.110237669470239,6.3567421314491e-06
