,battery_energy_density,mission_range,cruise_speed,mission_time,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub,Aero|Cruise|f_total,Aero|Cruise|total_drag
10,500,96.56064,241.4016,0.4888888888888889,1652.5077571845893,2.7899203589175516,474.9971905555113,0.14000000459105733,0.47917970649682134,7.4409283918725615,8.273693127150567,8.574894406316668,6.079137468898673e-05,600.0,487.6667711284678,326.3953812272483,160.11939036607382,78.33401134516913,222.08354524545078,201.40574728446785,192.71464800397717,165.5930802383741,166.96613845646132,165.5930802383741,165.80670218367908,0.6302766233350965,0.9270696422317195,2102.0968404841087
11,525,96.56064,241.4016,0.4888888888888889,1609.28003720336,2.742136211798519,485.30790196974476,0.14000000241648128,0.47700341279731767,7.415252238007832,8.14818016324274,8.540473314455449,6.023518186341772e-05,600.0,458.83348737779875,315.4469147304175,158.80861584997052,76.19878037794261,217.02296638741265,199.2288157623122,188.42984199476652,166.93056604267144,168.37417301395587,166.93056604267144,163.80355499387414,0.6302766233350965,0.9218709653083343,2090.309028827329
12,550,96.56064,241.4016,0.4888888888888889,1571.020861512371,2.698801141961803,495.10963141321986,0.14000003773642283,0.47490895866255034,7.390431887374785,8.034689204973075,8.507239065694204,6.004979054274834e-05,600.0,433.2511560838516,305.82246836739296,157.64127415820866,74.31371208290952,212.57497335117532,197.30553704766572,184.6687097165963,168.23737038026053,169.7490419822705,168.23737038026053,162.0359323753605,0.6302766233350965,0.9172308624227417,2079.787763572817
13,575,96.56064,241.4016,0.4888888888888889,1536.9182997782768,2.6592093635119705,504.4770171173564,0.1400000089694881,0.47288007854634473,7.366271000177646,7.931491314565626,8.474925097542423,6.328014267992266e-05,600.0,410.4009634448705,297.2928083385602,156.59523887151224,72.63724400502252,208.6426496854667,195.5960224344113,181.34889477948965,169.52275784960239,171.1002154011572,169.52275784960239,160.46677670694436,0.6302766233350965,0.9130630311987444,2070.337357207935
14,600,96.56064,241.4016,0.4888888888888889,1506.3294519457083,2.622911369972379,513.427500069857,0.1400000145259841,0.47092477840551256,7.342891829996638,7.837255887343257,8.44369154903048,6.141345516802562e-05,600.0,389.86385754557,289.6845658159263,155.65227570520648,71.13658955273668,205.14117418864362,194.06654851144688,178.39702495038063,170.77922016410045,172.42023169150647,170.77922016410045,159.06445387859253,0.6302766233350965,0.9092983285262896,2061.801030234614
15,625,96.56064,241.4016,0.4888888888888889,1478.7402758345202,2.5896230378057212,521.9408143747232,0.14000002175204226,0.46906430548104466,7.320596878739039,7.750942553050322,8.413938381191628,3.1320241870026935e-05,600.0,371.2990683671007,282.863871338697,154.7973127041671,69.78561987359653,201.99722786664776,192.68868582177907,175.74888344084746,171.9891664745301,173.69142568335707,171.9891664745301,157.80210405601778,0.6302766233350965,0.9058808950519842,2054.0521235919496
16,650,96.56064,241.4016,0.4888888888888889,1453.7177391421706,2.5586861921876305,530.167815108817,0.14000006158286682,0.4672418887493109,7.298638578305376,7.671361341449958,8.384664865131352,7.06855158828194e-05,600.0,354.44456452937357,276.69978957532084,154.0193712527718,68.56242125256827,199.17656197735715,191.44521677849042,173.37815673320858,173.1922000175781,174.95391117478113,173.1922000175781,156.66449752198312,0.6302766233350965,0.9027629641058803,2046.9823280856758
17,675,96.56064,241.4016,0.4888888888888889,1430.9351568072461,2.5297938463604157,538.1498796034247,0.14000005428031637,0.4654483144571673,7.276904644463774,7.5977420802593745,8.355720086891301,3.364996232590222e-05,600.0,339.07788532122174,271.1032839481519,153.30932494309224,67.45046345353788,196.64063591872036,190.32007134531085,171.25216521459825,174.3941772193873,176.2136803095926,174.3941772193873,155.63674936244075,0.6302766233350965,0.8999085486532078,2040.5100444177006
18,700,96.56064,241.4016,0.4888888888888889,1410.0911947106117,2.5035536581013242,545.5401035333485,0.14000016235358775,0.46384108039444755,7.257530665907581,7.52994849695555,8.329943039616312,4.1875428184869866e-05,600.0,324.9755436936206,266.033059007137,152.65447184134356,66.4345912911477,194.2935220838333,189.28291914827702,169.2798123593847,175.4751743873554,177.34966397109065,175.4751743873554,154.6883587981634,0.6302766233350965,0.8972837237644089,2034.558349038823
19,725,96.56064,241.4016,0.4888888888888889,1390.9533864473337,2.4785108039027595,552.8949212925778,0.14000015691843015,0.46218652915853947,7.237379825832258,7.466569540004455,8.303157123639114,4.4537364565743985e-05,600.0,312.03115537570653,261.3719796994119,152.05381013212312,65.50311487212923,192.19018759836635,188.34313150942035,167.5210243206509,176.6091634742255,178.53773284892478,176.6091634742255,153.8313596002233,0.6302766233350965,0.8948623391593129,2029.0679471357726
20,750,96.56064,241.4016,0.4888888888888889,1373.3127284746674,2.4540195443498978,560.4519241615667,0.14000468496770832,0.46040158529484476,7.215229893716855,7.406805645857287,8.27374292303808,9.015407941126958e-05,600.0,300.12484270173155,257.0485083725608,151.5033036800342,64.64556867054674,190.33526979792722,187.49700279371112,165.9844572461521,177.86713136773832,179.8498132994963,177.86713136773832,153.0636697778831,0.6302766233350965,0.8926205252669765,2023.9847153208584
21,775,96.56064,241.4016,0.4888888888888889,1357.0220005006333,2.4334964503088092,566.624317684982,0.1400001845255582,0.4591284251896805,7.2000853697513625,7.352605648994002,8.253649094445262,2.5341692124624194e-05,600.0,289.0213078350845,253.1686398514359,150.98253237630533,63.854554491057705,188.47304313941697,186.6785990962706,164.41479216918907,178.73423443168866,180.76532218791482,178.73423443168866,152.3142292290895,0.6302766233350965,0.8905417234442179,2019.2711074703261
22,800,96.56064,241.4016,0.4888888888888889,1341.9040133316291,2.4116637975076998,573.763557249187,0.14000146901367866,0.45742644735031723,7.178886846404004,7.300128851571015,8.225546583335882,5.5049810321436166e-05,600.0,278.80086109767643,249.47982252066586,150.50947967471984,63.121269594505286,186.92368915158565,185.96403298935377,163.13858291802634,179.95760872612726,182.03994717627575,179.95760872612726,151.66766843713597,0.6302766233350965,0.888605116855878,2014.8799221643224
23,825,96.56064,241.4016,0.4888888888888889,1327.8567314121854,2.393362888492316,579.5736334281439,0.14000035687413565,0.4562139572350269,7.1642749207312555,7.252433684511267,8.206191942211824,2.555661395471553e-05,600.0,269.2118435990842,246.15066308320897,150.05868038231193,62.44059970255836,185.34418990116748,185.26387282661366,161.81156141155122,180.80748461885912,182.9355652836659,180.80748461885912,151.02784425908624,0.6302766233350965,0.8867991387081031,2010.7849321166684
24,850,96.56064,241.4016,0.4888888888888889,1314.774378142377,2.361328363569278,592.5217811749064,0.1400000017123378,0.45221339943533195,7.111604650943117,7.197347811175471,8.13653497802441,2.298672066423768e-05,600.0,260.7550935078853,242.51106441106177,149.705735446227,61.8072792240598,184.87731569386608,184.87732004778448,161.58897880896356,183.91652583669358,186.11617009093476,183.91652583669358,150.7164440475577,0.6302766233350965,0.8851114802406659,2006.9582276593032
25,875,96.56064,241.4016,0.4888888888888889,1302.5804972591388,2.329967674053819,605.8051996110269,0.14000000104777172,0.44817040864862634,7.058112614619157,7.144494728391274,8.065965089521294,3.6247212272101515e-05,600.0,252.87511098410357,239.11109971955977,149.382819667772,61.21748745348024,184.55082376571343,184.5508316651413,161.49096640045656,187.14881005503037,189.4211559072545,187.14881005503037,150.46069103554163,0.6302766233350965,0.8835333899083817,2003.379964980453
26,900,96.56064,241.4016,0.4888888888888889,1291.1904612347046,2.300674873723647,618.6606807278698,0.1400000000781621,0.44436883601152777,7.007694563091134,7.094701503804423,7.999610154786629,2.901233081678242e-05,600.0,245.46969764593905,235.97861856744794,149.0805024311561,60.66702889973453,184.2532447169263,184.2526946462732,161.40667310670267,190.26639956096187,192.6097307701963,190.26639956096187,150.22745495931468,0.6302766233350965,0.8820548765256686,2000.0274894286345
