,mission_range,cruise_speed,endurance,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
0,10.0,229.43756826330306,0.45555555555555555,1213.9274982616566,2.1765914336261902,666.924071047291,0.13999999887220477,0.41820619496597045,6.859372052039486,11.99999998217502,7.805294050909131,1.6274462772044866e-06,600.0,193.9872276335661,216.35738128806156,146.63941728103333,56.94474777302203,176.97356099830182,101.41475510860427,155.52617112743664,199.8578486083683,200.34075566103292,199.8578486083683,52.76452591632998,0.027679638069370398,843.8266633073503
1,20.0,229.7915280500199,0.4888888888888889,1244.4197114661167,2.1951514268456322,663.8697928905241,0.14000000031828158,0.4172311085568095,6.8360114434957024,12.000000002962608,7.774809766041959,1.8754077296655177e-06,600.0,215.66698292118636,222.5837842390494,147.75899992510705,58.41131383604143,182.03885727109946,103.95956552167553,160.05789838117576,201.42816810801241,201.9098380329176,201.42816810801241,58.66141935456269,0.02767244797620705,860.7053810032606
2,30.0,230.15280412195983,0.5222222222222223,1276.4166496659036,2.2148125476071545,660.4583282523953,0.14000000001070825,0.41632695063016295,6.813527556549532,11.999999999746727,7.74550026354299,8.594279345958386e-07,600.0,238.39022729528946,229.15073936061896,148.9229163183018,59.953693745054615,187.3356552934086,106.63000869356009,164.7946041230961,202.95548830937915,203.4358496902845,202.95548830937915,64.84214182431873,0.027657710327291245,878.4815790114841
3,40.0,230.52193866600723,0.5555555555555556,1310.0309525994144,2.2355652086398345,656.7257220924809,0.1400000000276993,0.41548175990502434,6.791735024400274,12.000000001137678,7.71712067966352,3.573667288801944e-07,600.0,262.2356772453071,236.0835425187582,150.13454015833128,61.57779047859765,192.8860516337787,109.43547417382277,169.75644245808712,204.45096397040638,204.92994935477108,204.45096397040638,71.32810421072352,0.02763627110199931,897.1986243929773
4,50.0,230.89947051217015,0.5888888888888889,1345.3874894538606,2.257420354250005,652.6969857109825,0.14000000047996874,0.4146868367509067,6.770495879094972,12.000000003564235,7.689488861424131,5.577046227536545e-07,600.0,287.28969468732686,243.41085875962443,151.39751747816652,63.29016532498186,198.71328680783446,112.38637502763675,174.96448901867427,205.92297396171668,206.4005182985898,205.92297396171668,78.1427969549529,0.027608719157397307,916.9105081188305
5,60.0,231.28608407817194,0.6222222222222222,1382.6256491943743,2.280448999196465,648.3645859718551,0.14000000000138205,0.4139437882097058,6.749816655450352,12.000000000156765,7.662611152880605,1.3213027489060324e-06,600.0,313.6464596175863,251.16655975190656,152.71561891323614,65.09816039098351,204.838993378869,115.49434717725546,180.43792404559167,207.37011632856252,207.84615441379376,207.37011632856252,85.31183701598347,0.02757484681837409,937.6975610730126
6,70.0,231.6821070271771,0.6555555555555556,1421.9008087833124,2.3045980957718553,643.7939581706171,0.1399999985856919,0.4132301966782687,6.729368805908168,11.999999979722647,7.63605901451946,1.5601642562978778e-06,600.0,341.41403621948496,259.3842869623557,154.0937509271128,67.00998373971204,211.2977977273187,118.77233269323403,186.20872443228401,208.81476021168214,209.28923043756689,208.81476021168214,92.8646178516999,0.02753627109625189,959.6004836933284
7,80.0,232.08816139568265,0.6888888888888889,1463.385424423479,2.3299323348106964,638.9844990783225,0.1400000015709603,0.41254481236079615,6.709120307775989,12.000000031220175,7.609790034161537,4.846053165104642e-07,600.0,370.7092898970285,268.10535114808863,155.53670104800528,69.03477846634652,218.1188229293473,122.23472095394669,192.3029962527367,210.25890479910697,210.73174456969184,210.25890479910697,100.83292685199174,0.027492980789509437,982.7077148876683
8,90.0,232.50458441470437,0.7222222222222222,1507.2680342282385,2.3564408931555705,633.9786532709944,0.13999999734610472,0.41187202243545357,6.688841562757992,12.000000348025651,7.583505994875302,8.120772574597337e-07,600.0,401.6637887902252,277.37244080225446,157.0501140747153,71.18259171433654,225.34066924538587,125.8972239405131,198.75609450916286,211.71892356044012,212.1900709746182,211.71892356044012,109.25255055094125,0.027446046974358325,1007.0844462268842
9,100.0,232.93415108891014,0.7555555555555555,1553.760506141812,2.3846805485304388,628.5161362427252,0.14000176321731325,0.411299674693254,6.669683216677141,12.000010839420984,7.558696333978561,5.516935663220503e-06,600.0,434.4069073870618,287.25415305232104,158.63704476820823,73.46474975002104,232.95866620122635,129.7775228163702,205.5593236570706,213.11104061538543,213.58042532071457,213.11104061538543,118.15867880928079,0.027388981603937247,1033.029155772689
