Unnamed: 0,mission_range,cruise_speed,endurance,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
26,20.0,80.0,0.6722222222222223,1372.3330059569864,2.2756633391384447,868.2470412257034,0.0779587128697312,0.107396419646571,6.7594678018982295,11.999953651612437,7.675152030753205,0.0002913335319742,600.0,306.6710427394515,248.7369508741298,152.3441084001603,64.59797243854976,203.02382468211485,114.36619703559224,178.80206156936697,206.69300175042812,206.6816735449084,206.69300175042812,83.4145236251308,0.0300062557700341,121.56757419579624
27,20.0,90.0,0.6444444444444445,1348.4223546408743,2.255750343748188,914.7859768489964,0.0714754712190345,0.1156838513184116,6.75946510361948,11.999999879180178,7.67514852379042,7.496863264303773e-08,600.0,289.85637407466515,243.60487565132956,151.52403561987688,63.43734309900681,199.4865472297263,112.3758069884814,175.6868092469105,206.693190636631,206.6868030317663,206.693190636631,78.84093374830891,0.0298507064871299,150.39439161957674
28,20.0,100.0,0.6222222222222222,1329.8707091292536,2.2543826843438013,940.6490286739994,0.066833263096608,0.1250750513425381,6.796874704995015,11.999960590515146,7.723811348678937,0.0001241202442249,600.0,276.46625556229816,240.06673212100765,150.81071454435417,62.53814782813606,195.6591473066192,110.83388099815768,172.17804126672667,204.09691046035536,204.0975670398913,204.09691046035536,75.19882151294509,0.0295032837053598,183.28865285437132
29,20.0,110.0,0.604040404040404,1315.1203356358271,2.23789476113783,962.8098018688032,0.0649671838805712,0.1354001978106901,6.78641734982106,11.999999999993484,7.710199953375187,4.733496934534933e-07,600.0,266.1797104782624,236.79604763816045,150.32124578525853,61.82401973828344,193.78712917950784,109.6090345050212,170.56890140185342,204.818161761237,204.8278593108576,204.818161761237,72.40088125008737,0.0294278637946437,217.98839336177144
30,20.0,120.0,0.5888888888888889,1303.0840089737126,2.2312520624218677,973.0788226002344,0.0637786614868776,0.1465770553186583,6.796048259978685,12.000000000291582,7.7227354036686515,5.7734530242575e-07,600.0,257.6160581130111,234.3417438928857,149.88513548090046,61.24183131933269,191.74142959629305,108.61220935142632,168.7334786006896,204.1537846994088,204.1753794532625,204.1537846994088,70.07156780673901,0.0292530628920317,256.3545620234584
31,20.0,130.0,0.576068376068376,1293.0897175060363,2.225614976575196,976.5163599885524,0.0634885470283354,0.1586217895872625,6.803882445436538,11.999999999997296,7.732936323749637,4.599372972330562e-07,600.0,250.5025429375329,232.306419326601,149.5226475965789,60.75878583209536,190.0517429388173,107.78721275563944,167.2184618324942,203.61552012555325,203.6522274908193,203.61552012555325,68.13669167900895,0.0290969349574088,297.7446466635364
32,20.0,140.0,0.5650793650793651,1284.6647970576803,2.220741926597342,973.982927028532,0.0639677616356903,0.1716276208135749,6.810276334574883,11.999999999367128,7.741264530602708,2.514466039847306e-07,600.0,244.50336059247792,230.59309960386884,149.2169843693395,60.351853936511375,188.6362217837777,107.09492135132668,165.95025166484794,203.17764850874175,203.23321407623396,203.17764850874175,66.504914081154,0.0289565110061625,342.143608213014
33,20.0,150.0,0.5555555555555556,1277.472809109671,2.2164520379611323,965.9321242983216,0.065184041801484,0.1857569570566548,6.81546825424689,11.999999999998726,7.748028928457724,2.915867817630777e-07,600.0,239.37973564951284,229.13276531237796,148.9561836571715,60.00466447836953,187.4372767144276,106.50758155184676,164.8771346758455,202.82303586717688,202.90177227875824,202.82303586717688,65.1112880966675,0.0288296006895903,389.5361476472989
34,20.0,160.0,0.5472222222222223,1271.2692006788022,2.2126156866884976,952.5114884192086,0.0671815098733759,0.2012528847557003,6.819641410780191,12.000000001986669,7.753467172046477,2.805063233148811e-07,600.0,234.95737815097564,227.87551202928577,148.7315102218437,59.705329905173826,186.41291002034737,106.0051144729007,163.96138301353756,202.53861749530896,202.6454413344775,202.53861749530896,63.90840685706537,0.0287144305941931,439.90823484844134
35,20.0,170.0,0.5398692810457516,1265.9173810208972,2.184497723550845,949.0002089390308,0.0709428851110012,0.217351929761579,6.75634990896022,11.999999925458669,7.671099981040245,1.4908870380713052e-07,600.0,231.7124023483497,226.0955573426734,148.66260642498222,59.44720102495586,187.36705441233104,105.5748607069817,165.0242317463879,206.91141932333895,207.05194501777729,206.91141932333895,63.02577343875112,0.028977609702466,488.5100896681713
36,20.0,180.0,0.5333333333333333,1261.13762263041,2.20582603960615,908.9402450811392,0.0741210679092601,0.2379063275126134,6.825160988944105,12.00000027478648,7.7606615946491395,1.6542500954799036e-06,600.0,227.72864299529505,225.82713707473783,148.36638220990827,59.216746527010265,184.77771069038417,105.1986161769868,162.50388027483967,202.16326985918025,202.34361820820703,202.16326985918025,61.942190894720255,0.0285154899051415,549.5134283733479
37,20.0,190.0,0.527485380116959,1256.965490253809,2.2024516456091674,877.9524193777066,0.0796877168157665,0.2603248873947543,6.825910663176131,11.999999975866798,7.7616388876580364,5.970917895986238e-07,600.0,224.75353427180636,224.97848109462365,148.21859516932102,59.01565243520528,184.14619708323823,104.87489521398976,161.9458864870072,202.11236300442008,202.33954425286475,202.11236300442008,61.132961321931326,0.0284338867797936,608.6479170278699
38,20.0,200.0,0.5222222222222223,1253.266351999741,2.199929503039581,838.9933881916379,0.0874267166846225,0.2870018794601324,6.827862649310572,11.999999999914996,7.764183699781161,1.003403737388704e-06,600.0,222.09656115833897,224.24831179394343,148.08507448895998,58.83740625892126,183.55178133618233,104.59452874634664,161.41637040801402,201.979894809176,202.26159727114575,201.979894809176,60.41026463506818,0.0283497491529411,670.8673926132569
39,20.0,210.0,0.5174603174603175,1249.9744087975607,2.197124790023863,791.0729618728975,0.0986137330565304,0.3199151019706131,6.828096987457036,11.99999999998452,7.764489222609781,1.944649311866148e-06,600.0,219.73602028458137,223.59205689625037,147.968905498342,58.67882062522166,183.0633646671566,104.35230449872356,160.98604466572013,201.9639998152049,202.30871380713447,201.9639998152049,59.768197517406115,0.0282786090740424,735.8952943518336
40,20.0,220.0,0.5131313131313131,1247.0382702227068,2.1943803242018047,731.1063395921441,0.1158015631202237,0.3629625839449665,6.827656082187248,12.00000000008296,7.763914386664927,5.105104917597703e-07,600.0,217.62482480277615,223.01036194077315,147.86639108267724,58.53740689664946,182.64515013814471,104.14436813735234,160.61978637536026,201.99390752894973,202.4109398417486,201.99390752894973,59.19395234635512,0.0282144450363108,803.8048434315868
41,20.0,230.0,0.5091787439613527,1247.2753419025642,2.199973871505888,661.7501258051933,0.1400000012240308,0.4179914423794275,6.842263448760387,11.88778893361098,7.782965092716328,1.1817296140300317e-06,600.0,217.61123393380552,223.2682040717996,147.84816705183007,58.54882391900594,182.2898739931642,105.19110624253148,160.25709058747086,201.00625901803105,201.50499187522465,201.00625901803105,59.1902556299951,0.0280589072307229,878.1554776097278
42,20.0,240.0,0.5055555555555555,1266.2134114168996,2.1699636140478047,685.4407336258745,0.1400000000028517,0.4267692278810634,6.716353484501493,11.121215799395989,7.619171077535243,8.364682544722026e-07,600.0,231.9672545505412,226.0365566085439,148.74903824129274,59.461476602906174,188.52691633023568,114.18769481706906,166.1878173532904,209.74146435703676,210.33300055112247,209.74146435703676,63.0950932377472,0.0286064085955643,948.419922049483
43,20.0,250.0,0.5022222222222222,1287.0787199198128,2.1417361614782555,709.5296511018956,0.1399999999269704,0.4349612392213132,6.592415821230129,10.41378716217502,7.45885462209739,5.472538162645162e-07,600.0,247.60040282812807,229.2839922358125,149.72664044528443,60.46842417664294,195.2362767795869,123.99901249357714,172.55715322654905,218.85448999392625,219.5511579392485,218.85448999392625,67.34730956925083,0.0291735538857531,1022.3773924982509
44,20.0,260.0,0.4991452991452991,1309.9897154232988,2.1153085657384345,733.9561357866406,0.1400000000060443,0.4425977593003819,6.470567763486401,9.761981110838096,7.302112389528026,8.465748264374842e-07,600.0,264.5971269492018,233.0323808639379,150.78533196526587,61.575795739902645,202.4535965476798,134.684961936946,179.39873361877554,228.3508959757351,229.16609364132128,228.3508959757351,71.9704185301829,0.0297590812521485,1100.331674520391
45,20.0,270.0,0.4962962962962963,1335.0861188571655,2.0906989736036152,758.6544278390426,0.1399999999997406,0.4497078383429173,6.350899325333163,9.162005745247605,7.149004885292125,1.378455231091526e-06,600.0,283.0579007795215,237.30834264102216,151.93022747241992,62.79082204053321,210.22000987035457,146.31383911619668,186.75132277554897,238.2366416865868,239.18486802429737,238.2366416865868,76.99174901202984,0.0303616781539467,1182.6228238469937
46,20.0,280.0,0.4936507936507936,1362.5301170494809,2.067931499337449,783.5502751172189,0.1400000000003191,0.4563202379819477,6.233488902530333,8.610009163130886,6.999577417353073,7.804142441469174e-07,600.0,303.098223814749,242.14365819771749,153.16720933446996,64.12190911311946,218.58226401853304,158.96322433674368,194.6589109324729,248.51700063109848,249.61387757574465,248.51700063109848,82.44271687761172,0.0309798872297539,1269.6328073317725
47,20.0,290.0,0.4911877394636015,1392.5057446101855,2.0470470313758273,808.5513401895823,0.140000000186646,0.4624662226213623,6.118438082409253,8.102207296630581,6.853904536093062,2.89171247934117e-07,600.0,324.84943359881237,247.5754071831252,154.50281478195333,65.5786267927478,227.59170328350527,172.72097606897927,203.1697023612116,259.1932240780378,260.45550405508413,259.1932240780378,88.35904593887696,0.0316118530637612,1361.7943741996737
48,20.0,300.0,0.4888888888888889,1425.2235150294707,2.0280458717163383,833.5929940916878,0.1399999999999619,0.4681662797798469,6.005715223857202,7.635009343701358,6.711892813856922,5.109246627412399e-07,600.0,348.4616034038256,253.6458823229474,155.9447887713404,67.1719553213004,237.31120472843756,187.68587202770317,212.34300882860495,270.27739307203694,271.72297105553474,270.27739307203694,94.78155612584057,0.0322564603807722,1459.5692662667311
49,20.0,310.0,0.4867383512544803,1460.9254808256703,2.011000187616763,858.5505565327004,0.1399999999999075,0.4734547886423819,5.895450090130612,7.204999876928346,6.573653480369427,1.5063270117125435e-06,600.0,374.10488594991574,260.4057504174909,157.5015129944018,68.91455878900697,247.80558879997304,203.9708767231749,222.23950276484135,281.76440719956895,283.4122808233948,281.76440719956895,101.75652897837708,0.0329111449897992,1563.509575678941
50,20.0,320.0,0.4847222222222222,1499.8906903402687,1.9959436044932304,883.3272720418056,0.1399999999779405,0.4783549511621909,5.787638529739062,6.809034942638125,6.439129944066636,2.510029818262671e-07,600.0,401.97392600152426,267.9132366216812,159.18294349467803,70.8210852243631,259.15417533995367,221.70359096272003,232.93375089011045,293.66038732570536,295.53063383198463,293.66038732570536,109.3369078724146,0.0335740833369275,1674.21256369426
51,30.0,80.0,0.7972222222222223,1491.9447565860114,2.334428344261357,840.2809291020094,0.0817154790742045,0.1081775416914479,6.663849947849833,11.999975486111763,7.551146646547264,1.588376981350884e-05,600.0,391.5779971039583,273.34294913527714,156.59588728011548,70.43190851140525,223.8863072040517,124.33376623205488,197.57857003984927,213.53739336035707,213.52518148923613,213.53739336035707,106.50921521227666,0.0300825308326381,128.25236537955524
52,30.0,90.0,0.7555555555555555,1449.7832580124873,2.308046022608355,892.1208892313443,0.0737242948821611,0.1159355117488242,6.681184433942309,11.999999682626669,7.573587588044155,4.9113892597972866e-08,600.0,361.8251091798495,264.4473307714594,155.14076915486817,68.37027052285427,216.99494638213815,120.82271207008988,191.42622187418144,212.27382291885425,212.26658490328137,212.27382291885425,98.41642969691904,0.0298909943146046,157.66099149069956
53,30.0,100.0,0.7222222222222222,1418.153359830707,2.3563787225966144,899.9710973841453,0.0652280953185208,0.1250697612386178,6.869053994237718,12.000000000037993,7.81793799160087,5.518091195946485e-07,600.0,337.5509416595958,260.10095562211643,153.67485523766047,66.8273501498895,206.45541016570272,118.19112264814316,181.39736607712757,199.21191170329644,199.2125368079769,199.21191170329644,91.81385613141006,0.028785607339693,195.37793976791232
54,30.0,110.0,0.694949494949495,1392.8625681941592,2.2335092153208116,967.4197454489376,0.0686896080323596,0.1350209931941509,6.606678159654325,11.999999984084123,7.477257604207649,6.916857954501909e-07,600.0,322.5454074803028,251.35280897285804,153.36919841222408,65.59598500527112,210.8264599144688,116.08726890878144,186.27986916090185,217.77852895183048,217.7865670327837,217.77852895183048,87.73235083464236,0.0301263177274029,222.28843255101887
55,30.0,120.0,0.6722222222222223,1372.4695188001822,2.267796357679322,959.6486110328968,0.0647220779265314,0.146234379568911,6.738750678693695,12.0000000018025,7.648238590484534,2.22451251311733e-07,600.0,306.94324656166015,248.53083607913777,152.39130358089787,64.60460422586667,203.6682441954115,114.39467526937564,179.44909832019675,208.1502280681766,208.17074483029916,208.1502280681766,83.48856306477155,0.0292870122184704,265.12800937277007
56,30.0,130.0,0.6529914529914529,1355.8471062295405,2.2588675954716013,964.9195511376836,0.0642521105547012,0.1581664791531772,6.75141066008298,12.000000006187111,7.66468205239111,5.349452683114443e-07,600.0,295.1289705588738,245.12583500643495,151.7954919599271,63.7975401038318,200.82426836303213,113.01741697375864,176.8954141818008,207.25807393606885,207.2935647208817,207.25807393606885,80.27507999201367,0.0291282861140455,307.0387085951395
57,30.0,140.0,0.6365079365079366,1341.944982751733,2.251238995163192,963.9365256755854,0.0645970927068683,0.1710690400500641,6.761861157622023,11.99999999999524,7.678262853541329,4.497886918206984e-07,600.0,285.24373199256667,242.28239412482907,151.2962715420352,63.12325575517704,198.4579321388583,111.86878561785392,174.77195146201697,206.5255537063667,206.57973266055365,206.5255537063667,77.58629510197812,0.0289857337077226,351.9601699917397
58,30.0,150.0,0.6222222222222222,1330.1531531844496,2.2446091979372307,957.2402252222618,0.0657063166380761,0.1850948103806591,6.770511809372106,11.999999999999828,7.689509576467496,2.933312192044801e-07,600.0,276.85528790524506,239.87420607793496,150.8723715559634,62.55182924591473,196.46271812762816,110.89823181382856,172.98283329474856,205.92186447676252,205.99901243325397,205.92186447676252,75.30463831022665,0.0288570442981492,399.8764099683492
59,30.0,160.0,0.6097222222222223,1320.4142519132515,2.3084194086961696,904.5588115867469,0.0653073204865971,0.2031230824650212,6.960180863550463,12.000000000005418,7.937218638489681,1.9672989534624944e-07,600.0,268.0591243526289,240.10175283385897,150.1735814660914,62.08023680311169,189.70976154198587,110.10499383492318,166.35729870287463,193.26938246977127,193.37466565924248,193.26938246977127,72.91208182391505,0.027778731494284,463.22474742630607
60,30.0,170.0,0.5986928104575162,1311.3550717087528,2.268087766378229,906.6372731438522,0.0692888673639278,0.2191193543337104,6.874791960802319,12.000000068348765,7.8254340196755585,1.1575429935573457e-07,600.0,262.5857293588642,237.10630870954364,150.02152960866513,61.64184425851495,190.7483279764166,109.36609086905212,167.576017945024,198.8304420340631,198.96879628010072,198.8304420340631,71.42331838561107,0.0281441633857274,511.46490822810006
61,30.0,180.0,0.5888888888888889,1303.5924581455756,2.2287331470619027,903.6595231714782,0.0743746471286972,0.2368424500380495,6.78819437967771,11.999999999997431,7.712512495237608,4.548566815051997e-07,600.0,257.9419708938066,234.46683395134872,149.91791296131848,61.266414769736855,192.0381746946185,108.73754724547976,169.0230594699885,204.69535364567776,204.8733086508964,204.69535364567776,70.1602160831154,0.0285383782819395,561.436170556323
62,30.0,190.0,0.5801169590643276,1296.8426929345878,2.2243305997636407,873.5426019010148,0.0798262868929605,0.2590723048592337,6.7918595707343705,12.000000000042052,7.7172827914989135,3.007349357178473e-07,600.0,253.12852663739037,233.0983699626136,149.67620913519443,60.94013559243799,190.94074007692808,108.19921757104731,168.0439512159829,204.44237452933075,204.6668194020099,204.44237452933075,68.85095924537018,0.028450962280775,621.1732974340341
63,30.0,200.0,0.5722222222222222,1290.863196653546,2.220221026967282,835.9295547119347,0.0874370719787217,0.2854299098568371,6.794596091984415,12.000000003434527,7.720844930949407,1.8254636791395e-06,600.0,248.8611551619954,231.88938623782764,149.46278703499718,60.651219315938945,189.98380171212497,107.7289626060676,167.19195997306645,204.25377230805367,204.53236880525384,204.25377230805367,67.69023420406275,0.0283715560496214,683.8258489788363
