,coeff_type,mission_range,cruise_speed,mission_time,weighted_sum_of_energy,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,value_1,Point_1|Weight|takeoff,Point_1|Energy|entire_mission,Point_1|Aero|Cruise|CL,Point_1|Propeller|Cruise|CT/sigma,Point_1|Propeller|Cruise|J,Point_1|LiftRotor|HoverClimb|T_to_P,Point_1|Propeller|Cruise|T_to_P,Point_1|LiftRotor|HoverDescent|T_to_P,Point_1|LiftRotor|clearance_constraint,Point_1|Weight|residual,value_2,Point_2|Weight|takeoff,Point_2|Energy|entire_mission,Point_2|Aero|Cruise|CL,Point_2|Propeller|Cruise|CT/sigma,Point_2|Propeller|Cruise|J,Point_2|LiftRotor|HoverClimb|T_to_P,Point_2|Propeller|Cruise|T_to_P,Point_2|LiftRotor|HoverDescent|T_to_P,Point_2|LiftRotor|clearance_constraint,Point_2|Weight|residual,value_3,Point_3|Weight|takeoff,Point_3|Energy|entire_mission,Point_3|Aero|Cruise|CL,Point_3|Propeller|Cruise|CT/sigma,Point_3|Propeller|Cruise|J,Point_3|LiftRotor|HoverClimb|T_to_P,Point_3|Propeller|Cruise|T_to_P,Point_3|LiftRotor|HoverDescent|T_to_P,Point_3|LiftRotor|clearance_constraint,Point_3|Weight|residual,value_4,Point_4|Weight|takeoff,Point_4|Energy|entire_mission,Point_4|Aero|Cruise|CL,Point_4|Propeller|Cruise|CT/sigma,Point_4|Propeller|Cruise|J,Point_4|LiftRotor|HoverClimb|T_to_P,Point_4|Propeller|Cruise|T_to_P,Point_4|LiftRotor|HoverDescent|T_to_P,Point_4|LiftRotor|clearance_constraint,Point_4|Weight|residual
0,uniform,96.56064,241.4016,0.4888888888888889,96.19159523008254,25.223455013504466,10.311484396624444,2.2422411653964858,1.4190386317886428,472.54527421905163,250.0,2317.205113060555,104.46935501824451,0.39707281553938784,0.15514697108519654,3.0000000027469933,7.182590392255522,1.4512032201767,8.230454310311258,1.3814904775699688e-10,1.813933509836058e-05,400.0,2055.9298339089514,96.08385336165931,0.3523010730040279,0.14703884711585113,3.0000000027469933,7.562022683608883,1.4520784791643155,8.737796040081472,1.3814904775699688e-10,1.1433294565369759e-05,550.0,1951.1667301250359,92.93380230913608,0.33434902363659785,0.1440598687746484,3.0000000027469933,7.732927127776442,1.452352497910477,8.969306321472349,1.3814904775699688e-10,9.775889042779137e-06,700.0,1894.4441290975756,91.27937023129029,0.32462912324118454,0.14251194114045032,3.0000000027469933,7.830691062779817,1.4524836489692172,9.102593458330604,1.3814904775699688e-10,9.048528897747363e-06
1,linear,96.56064,241.4016,0.4888888888888889,94.05122973633469,25.484172923307536,10.45764293184144,2.273529978903814,1.4656865784573179,457.509042282121,250.0,2326.1960759206827,104.27882810894221,0.39453544567853266,0.14553520516179108,2.999978244629105,7.256942536793303,1.452219469041314,8.329160899762256,-2.990013868497954e-06,5.2944966095174764e-08,400.0,2065.918858971907,96.0503403396853,0.35039102085905116,0.13807672948829408,2.999978244629105,7.63637308872868,1.452812587395697,8.838280507973588,-2.990013868497954e-06,2.6671109337689026e-06,550.0,1961.3234416154853,92.95036906209162,0.33265107192275395,0.13532845159861534,2.999978244629105,7.807477215673732,1.4529797894595862,9.070887935847788,-2.990013868497954e-06,4.278526208533178e-06,700.0,1904.6428760032643,91.3204203471898,0.32303774119512896,0.13389879258034773,2.999978244629105,7.905397788890092,1.4530546273357243,9.204869436622234,-2.990013868497954e-06,5.1930718901146465e-06
