,mission_range,cruise_speed,mission_time,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
0,10.0,228.08621036798732,0.1327319602603072,1124.14041530027,2.0438764587714138,727.8074446194078,0.14000054387983504,0.4057346977442091,6.714262333183405,12.00000311070142,7.61645864960395,3.529741301957757e-05,600.0,131.54991727961988,196.2992275865683,143.65196426504684,52.64524733163328,167.42575126153673,93.9061054543248,147.593582137904,209.89088022978245,210.38106640367158,209.89088022978245,49.19966906257783,0.02893700236855496,768.7246821362457
1,20.0,228.3274911377323,0.17648237095424188,1143.0003132948348,2.0584290320699057,723.5387624301222,0.14000232060573847,0.40567606795408867,6.707077169824313,12.000013548047107,7.607140751255447,5.024374627448878e-05,600.0,144.96868093701693,200.13872610590363,144.35400591583837,53.54598861839771,170.41705117652236,95.48048351496801,150.2536039058038,210.4053809424702,210.89452050228653,210.4053809424702,54.21828667044432,0.028882900102091845,779.9000500974214
2,30.0,228.57233559859395,0.2201383680589505,1162.4747345923997,2.073447564959583,719.146518570278,0.14000000125138307,0.4056361817332388,6.700171217883552,12.000000010429208,7.5981878039182,6.941786407082589e-05,600.0,158.81525635145445,204.11614473016039,145.07425240337054,54.47741284577266,173.4992579726346,97.10636514899001,152.9936827822208,210.90151453493445,211.38958077066218,210.90151453493445,59.39690587544396,0.02882586139117751,791.4540100076001
3,40.0,228.81934771139794,0.2636992814543403,1182.5933320075153,2.088480650239801,714.934203147301,0.14000000285925826,0.4055314966806055,6.692231215253733,12.000000022388695,7.587897767769466,9.111520378938956e-05,600.0,173.11833662174942,208.22762098805782,145.8158602907545,55.44105953537709,176.7113678487389,98.78583668803061,155.85256525604848,211.47391436973356,211.96090478540117,211.47391436973356,64.74625789653429,0.028773637418060348,803.2506924830548
4,50.0,229.07016112885063,0.3071626254314467,1203.3913767076288,2.103866171083004,710.6797857657981,0.1400000342336948,0.4054243257066032,6.684170776094773,12.000000180459061,7.5774554374734135,8.455417532208137e-05,600.0,187.8950394853126,212.48851364284823,146.57827009452205,56.438748819378155,180.03600102669884,100.52201110609279,158.8120691223598,212.05717139401293,212.54306909751315,212.05717139401293,70.27274476750691,0.028720742890012828,815.4153382964414
5,60.0,229.32429798972254,0.35052710396668657,1224.9031635003569,2.1195242004346384,706.4449649721488,0.1400000086459523,0.40529554969045417,6.675727158158721,12.0000000423165,7.566520787774378,5.5422249440845914e-05,600.0,203.17094337999998,216.90445835222923,147.36293951235106,57.47226686788475,183.48610338326142,102.31773410760083,161.88459634968515,212.67051705704546,213.15530665068144,212.67051705704546,75.98593282411998,0.028668685293346027,827.9319181396407
6,70.0,229.58223558760574,0.3937905282550099,1247.1629202079798,2.135528724302331,702.1863519338641,0.13999999999594945,0.40515776379766344,6.667070474395082,11.9999999997652,7.555314555015739,3.3010357766543236e-05,600.0,218.96986375127335,221.48487460762357,148.1705174812426,58.543409831943976,187.06310740192643,104.17587074947447,165.07094590522735,213.3018614530952,213.7855254521232,213.3018614530952,81.89472904297622,0.02861642256627371,840.8386761768693
7,80.0,229.8446260125503,0.43695010479755114,1270.2055734626372,2.1519855825190257,697.8423213460777,0.14000000158846704,0.4050294453068061,6.65845286284244,12.000000005816089,7.544163263993619,4.168058724575784e-05,600.0,235.31613723724269,226.24039802086244,149.00147298441652,59.654021270552576,190.76587303801932,106.0993551270036,168.36931134894797,213.9329053445414,214.41542380665106,213.9329053445414,88.00823532672877,0.02856244434253609,854.1865674148353
8,90.0,230.1109283449316,0.48000460272014084,1294.0759791004389,2.168798640755026,693.4861185071428,0.14000000026809378,0.40488759814697145,6.6495558011453495,12.0000000002774,7.5326549234715126,6.551299365842876e-05,600.0,252.2414464716733,231.17848769641725,149.85769999089845,60.80643895118911,194.61089098275428,108.09190641033064,171.795468164636,214.58709526085187,215.06844985918733,214.58709526085187,94.3383009804058,0.028508560702110282,867.9569586447356
9,100.0,230.3805281719854,0.522953350818359,1318.8216977544819,2.1858614774016383,689.1937319338545,0.1400000162280897,0.40470782158009216,6.6400425473894265,12.000000077644703,7.520354662333111,8.961115625583304e-05,600.0,269.7800874159163,236.30667556633387,150.74125124206768,62.00314984709598,198.61645288296907,110.15746484300605,175.36695501343965,215.28962485855354,215.76979838743094,215.28962485855354,100.89775269355269,0.028456673514563685,882.1265363231616
