,battery_energy_density,mission_range,cruise_speed,mission_time,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub_non_wing,Aero|Cruise|Cd0_wing,Aero|Cruise|f_total,Aero|Cruise|total_drag
10,500,96.56064,241.4016,0.4888888888888889,1590.6800600090153,29.999999999999996,4.8426763521556095,1.5971725176261975,1.5786076990266389,424.7793781255397,0.22917742414230563,0.04534843424134848,3.0000000147784323,6.293566078188721,1.4533129689774333,7.075939909331493,1.9301653608749803e-08,3.474881623068714e-05,600.0,288.76513095892136,257.272277988367,369.3667649802608,75.28178089412043,252.7470181844521,105.36311752833025,224.80123918396822,243.18202684943628,191.6902688825873,243.18202684943628,98.18014452603326,0.2729121403446563,0.009153409031417752,0.6618476221313969,1500.7155147645146
11,525,96.56064,241.4016,0.4888888888888889,1566.9154431175732,29.999999999999996,4.7614009077242265,1.5810900982466731,1.5761620356896104,425.43812384654456,0.22575353405791082,0.04536359084139827,3.0000025977924323,6.279158690380188,1.4533129697729308,7.057608513404643,4.680736509499184e-07,4.377746700905629e-05,600.0,273.6836875309419,254.09150626403542,365.0351648754154,74.11170090144321,249.54225882491596,105.07182709612545,222.0179031100269,244.44694695008636,191.75400644329088,244.44694695008636,97.70507644854625,0.2729121403446563,0.009153409031417752,0.6600178562098665,1496.5665868013302
12,550,96.56064,241.4016,0.4888888888888889,1545.5819299677075,29.999999999999996,4.685859196816165,1.566019005841095,1.5748737040488199,425.78005449904657,0.22267990554234088,0.04533011803410727,3.000045582568824,6.264062174760335,1.4533145917405845,7.038412867818904,2.675865243162434e-06,5.609893271334776e-05,600.0,260.13873324124336,251.2694405435892,361.11844323467795,73.0628028702736,246.73796122191936,104.81960467268838,219.5923937674119,245.78211033189453,191.60702450680532,245.78211033189453,97.29188623222501,0.2729121403446563,0.009153409031417752,0.658434233878015,1492.9757805137988
13,575,96.56064,241.4016,0.4888888888888889,1526.3240982061786,29.999999999999996,4.616591034919429,1.5520920991220315,1.5720469380295468,426.5390571242321,0.21990533107659443,0.045397880327612036,3.0000920809303686,6.249326464284116,1.4533157485999086,7.019688384292035,2.9285878770934914e-06,6.54054349052607e-05,600.0,247.89015722994247,248.7367208775832,357.58813446293135,72.11717299838847,244.23817621456664,104.59646089226203,217.43473707773637,247.09506918610694,191.88750240350927,247.09506918610694,96.92505147690751,0.2729121403446563,0.009153409031417752,0.6570330581805438,1489.7986653625283
14,600,96.56064,241.4016,0.4888888888888889,1508.853601812369,29.99999999999999,4.555052934289205,1.5396310582906347,1.5660492290198529,428.18037630005557,0.2173882671724942,0.045654751264077004,3.0000378128149445,6.236600490831148,1.4533106462039487,7.00352748357519,6.222767030550358e-07,6.739772729265586e-05,600.0,236.73320726859404,246.4238042760801,354.4444894135164,71.260310466063,241.93526650145986,104.39133080170225,215.44194769720863,248.23674706487472,192.98022452163715,248.23674706487472,96.58714856558635,0.2729121403446563,0.009153409031417752,0.6557422109113487,1486.8717159268951
15,625,96.56064,241.4016,0.4888888888888889,1492.927631149626,29.999999999999996,4.50203814087616,1.5288285403636235,1.5615269692379605,429.4252418626523,0.2150937310019504,0.04583218987890952,3.000004042417466,6.227032988983123,1.4533056583790729,6.991383567793217,2.5733493558277587e-07,8.940636115889446e-05,600.0,226.50548762287664,244.27673958964527,351.67482240081426,70.48003702999233,239.74943344461417,104.19538607095696,213.5382241116058,249.09986213972786,193.73460976726355,249.09986213972786,96.26483223972257,0.2729121403446563,0.009153409031417752,0.654509122632945,1484.0757329111746
16,650,96.56064,241.4016,0.4888888888888889,1478.3558968806703,29.999999999999996,4.445517291196283,1.5172421301701877,1.5680427901471221,427.63652478574465,0.21299430660542754,0.045385985340199664,3.000034138300702,6.212155210745986,1.4533138855314747,6.972509592463165,4.696936395376383e-06,3.108118652312243e-05,600.0,217.21428623901073,242.41507555444963,348.96529527524257,69.76681486232795,237.97793949567824,104.04119150592754,212.02636974191878,250.4502705893198,191.8446350944407,250.4502705893198,96.00871451764273,0.2729121403446563,0.009153409031417752,0.6535442405701715,1481.887897776466
17,675,96.56064,241.4016,0.4888888888888889,1464.962117524791,29.99999999999999,4.397910217548067,1.5074254185357652,1.566573325185649,428.03862460016796,0.21106459620703769,0.04540349740548856,3.0000273291332777,6.20149401004744,1.4533135288042685,6.958992410453952,6.69069780556697e-06,4.379786677369965e-05,600.0,208.61247928680535,240.64923888158813,346.5951743050891,69.11184304698483,236.22728896477392,103.8868478691647,210.5135386157474,251.424167263834,191.91952904891866,251.424167263834,95.75312799264364,0.2729121403446563,0.009153409031417752,0.6525745567489333,1479.6891748283322
18,700,96.56064,241.4016,0.4888888888888889,1452.614076781111,29.999999999999993,4.354612157947383,1.498450431759462,1.5634742857940382,428.88824090183374,0.20928555072706553,0.045520349404205136,3.0000190761348278,6.191951475328921,1.4533120712478187,6.946898969540236,5.117814149357969e-06,5.393005460522373e-05,600.0,200.6619099705137,239.01420529561918,344.4367892283225,68.50851599516048,234.59713509850255,103.74321546475166,209.1025194335378,252.30030780056603,192.4145183870183,252.30030780056603,95.5150691459645,0.2729121403446563,0.009153409031417752,0.6516716633374883,1477.6418967156292
19,725,96.56064,241.4016,0.4888888888888889,1441.1938199170181,29.999999999999996,4.315520815524046,1.4903086621509851,1.5599004989830307,429.8732482687239,0.20764017582298744,0.04566888365148672,3.000002261661339,6.183722161991243,1.453309188504578,6.936473892909384,1.5167857529974071e-06,5.9639194783764994e-05,600.0,193.2872616856899,237.49009618055533,342.4732294280021,67.95095526446795,233.0625118921795,103.60782368059422,207.770380479661,253.05926015366177,193.04453659669775,253.05926015366177,95.29062001104514,0.2729121403446563,0.009153409031417752,0.6508198976013889,1475.7105487552137
20,750,96.56064,241.4016,0.4888888888888889,1430.598791316985,29.999999999999996,4.278796522296744,1.48262658750069,1.5578866175676696,430.4288825296492,0.20611369578195646,0.04573224523743742,3.0000027026350993,6.175628848358203,1.4533079394285857,6.926224797903034,2.6510287476355643e-07,6.877488126324372e-05,600.0,186.44086307646617,236.08232466143343,340.649837787257,67.43405885406517,231.6523266610025,103.48390874292338,206.5481316387694,253.80874416225035,193.3123121944178,253.80874416225035,95.08484016899774,0.2729121403446563,0.009153409031417752,0.6500409584347049,1473.9443324035767
21,775,96.56064,241.4016,0.4888888888888889,1420.7425134841362,29.999999999999996,4.243289210607602,1.475167901126964,1.5569475941118482,430.68761704326045,0.20469365134803658,0.045738609541769934,3.000008727793513,6.166954314693294,1.4533080066321071,6.915243730007316,4.1181239573973016e-07,7.892911100903533e-05,600.0,180.0763742681279,234.790562015045,338.9309325586665,66.95352884800187,230.3799316461768,103.37315944107549,205.4508226975585,254.6154558395323,193.33843780613054,254.6154558395323,94.90024923930339,0.2729121403446563,0.009153409031417752,0.6493453094599443,1472.3669735458216
22,800,96.56064,241.4016,0.4888888888888889,1411.5508306748573,29.999999999999996,4.209741150644629,1.4680920500110495,1.5551239675353157,431.1921964588862,0.20336935852339924,0.04580098295939633,3.0000119930355496,6.158420296505959,1.4533066966192512,6.9044446404465605,5.437252834639139e-07,8.83306186961054e-05,600.0,174.1371182083951,233.59203101446994,337.3253961743525,66.50568371467443,229.20664110497864,103.27165026065886,204.44089339292063,255.41255555156857,193.60167062679432,255.41255555156857,94.73059230536693,0.2729121403446563,0.009153409031417752,0.6487070881119419,1470.9198297520331
23,825,96.56064,241.4016,0.4888888888888889,1402.9639566616383,29.999999999999996,4.169183803463061,1.4595010242383493,1.55964137064867,429.9364087091782,0.20213220360000572,0.04550894529185952,3.000059907374918,6.143057642616829,1.453313585704883,6.88501471991296,6.433972657760023e-06,2.7279979046539042e-05,600.0,168.6595687966447,232.59437400287223,335.62768239703263,66.08755448902589,228.3820270428069,103.20639809438582,203.77065463694092,256.8561684704196,192.36107697388567,256.8561684704196,94.61801809491766,0.2729121403446563,0.009153409031417752,0.6483002758137665,1469.9973975983858
24,850,96.56064,241.4016,0.4888888888888889,1394.913637249046,29.999999999999996,4.139515460215251,1.4531894057355932,1.5580742184527152,430.36822991568357,0.2009723528463034,0.04556199607270179,3.0000642306487975,6.135130059931593,1.4533130341695932,6.874993451971678,6.844764884661458e-06,3.100451218758669e-05,600.0,163.44533423445117,231.54953972265923,334.2285610898877,65.69577037160232,227.3649659620418,103.11890571943528,202.89672230145894,257.60552205325575,192.5847614684517,257.60552205325575,94.47140318751276,0.2729121403446563,0.009153409031417752,0.6477504387656031,1468.7506620036975
25,875,96.56064,241.4016,0.4888888888888889,1387.3552580457035,29.999999999999993,4.111258950730301,1.447157160032709,1.5573638585628262,430.56294808212493,0.19988337843839954,0.04556822743486505,3.0000752784665505,6.127284778398074,1.45331331661715,6.865079665347036,7.741043539510883e-06,3.6881738706655756e-05,600.0,158.54777048799863,230.57420493815067,332.9112355310819,65.32812012220407,226.42251963493945,103.03821031773253,202.08873395143212,258.35006990826884,192.60968206027596,258.35006990826884,94.33592344035918,0.2729121403446563,0.009153409031417752,0.6472436693215353,1467.6015806416283
26,900,96.56064,241.4016,0.4888888888888889,1380.2440876203314,29.999999999999996,4.084566810354977,1.4414400050994007,1.5571104979395904,430.62518462936384,0.19885883568986312,0.045551369589263084,3.000129767318576,6.119741498669422,1.453315389347108,6.855550735668441,9.766312292214252e-06,5.05744929686204e-05,600.0,153.93642590364223,229.6582827122352,331.6740970402453,64.98239353878601,225.5396061942207,102.96269406827828,201.33234233671712,259.0687606868904,192.53143285034378,259.0687606868904,94.20909265302905,0.2729121403446563,0.009153409031417752,0.6467702297225483,1466.5280734962587
