,success,mission_range,cruise_speed,mission_time,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub_non_wing,Aero|Cruise|Cd0_wing,Aero|Cruise|f_total,Aero|Cruise|total_drag
0,True,10.0,122.25747178384105,0.17068348069658335,1233.951869769127,29.999999999999996,4.365472936007449,1.5007050372625266,2.1,161.71623251829433,0.6931331731890483,0.06534058369843396,3.000000000000259,6.661929528221359,2.8587046464287393,7.548661586515008,5.044465858361491e-07,3.189067919473566e-05,600.0,79.67433314218549,172.37771084046705,323.997987439061,57.90748553071087,185.22439550611315,35.03159248538558,163.4663119583303,213.67801182165675,70.84208205045617,213.67801182165675,29.79820059517737,0.2729121403446563,0.009153409031417752,1.6875975515691763,981.4762135981083
1,True,20.0,125.01580824412328,0.24886865689506946,1247.1500849594427,29.999999999999996,4.440360571137959,1.5161805824772165,2.099999999999999,165.3648257192857,0.6699742943760505,0.06185655187565482,3.000000000008239,6.690799678641778,2.7985106523364887,7.586042927853264,3.2622832435436067e-07,2.567517922743449e-05,600.0,87.75721888878098,173.90252701348774,326.9526144199603,58.54279170532328,186.39776183115563,35.42288632927966,164.40061001768777,211.5773406791517,70.1250297919256,211.5773406791517,32.821199864404086,0.2729121403446563,0.009153409031417752,1.597612993099315,971.5418678634168
2,True,30.0,127.25939535528524,0.32462786844513636,1260.3482543843415,29.999999999999996,4.5130259137070485,1.5310726762884226,2.1,168.3325335387371,0.6534015173166475,0.05934899202308348,3.0,6.7172532670349945,2.751023840946897,7.620338262784219,4.38071959152353e-07,8.166723984902518e-05,600.0,95.80254121308371,175.4872367636342,329.8888184869024,59.17869491357557,187.62851485286654,35.8256468816757,165.3926913637889,209.67721828641567,69.71890282317743,209.67721828641567,35.8301504136933,0.2729121403446563,0.009153409031417752,1.5328484680903163,965.9152128020497
3,True,40.0,129.12801032132404,0.39865901467696074,1273.6157851084447,29.999999999999996,4.5878219169494585,1.546276653409528,2.0999999999999996,170.80424645677795,0.6413082102597313,0.05744990690077013,2.9999999999999982,6.744588505053336,2.7124759287192446,7.655819896090779,3.703166306934236e-08,2.8158571998065724e-05,600.0,103.81050842608909,177.07946627158867,332.91257573138296,59.818541144497225,188.83520976175149,36.21259867632201,166.35916236205864,207.73818359305594,69.48446746028384,207.73818359305594,38.825130151357314,0.2729121403446563,0.009153409031417752,1.4837994510593464,962.6672459771554
4,True,50.0,130.73594913058446,0.4713391662036459,1286.9654647280154,29.999999999999996,4.660303711825263,1.5608924900231322,2.0999999999999996,172.93114964362763,0.6321878282062902,0.05597023250862125,3.0000000000000457,6.769349467144948,2.6800064326959787,7.687998156351628,9.386231702990244e-08,2.229217924865411e-05,600.0,111.8620387740291,178.72315968848557,335.9220331728644,60.462954552076845,190.1165645198708,36.60215532854086,167.39929414066748,206.00283875263185,69.39123948815593,206.00283875263185,41.83640250148687,0.2729121403446563,0.009153409031417752,1.4455828521253933,961.3756261597092
5,True,60.0,132.16773653912716,0.5428574713215424,1300.4184140914515,29.999999999999993,4.731470617037477,1.5751329909666811,2.1,174.8250483321351,0.6250309037197874,0.05476314892644919,3.0000000000007496,6.792337180536111,2.6516364880483256,7.717904465871289,7.599621731912976e-08,6.609299997773521e-05,600.0,119.96601136896855,180.40679696929658,338.94077108547714,61.11296442785191,191.45374847083357,36.99309499263068,168.4937174127932,204.40944033932033,69.38998651943467,204.40944033932033,44.86728825199423,0.2729121403446563,0.009153409031417752,1.414406649181473,961.3582670002846
6,True,70.0,133.4376601934847,0.6134784230466367,1314.0071981444364,29.999999999999996,4.802889086753873,1.5893165567128693,2.099999999999999,176.50484152577366,0.6195982657163343,0.05377628438667814,2.9999999999999973,6.814701941947593,2.626896990724201,7.747030422121075,1.8439525462099482e-09,5.048652723283368e-05,600.0,128.11920324810973,182.11588424347633,342.0090584039942,61.77015763605419,192.81946728383286,37.37661109798744,169.61430723085655,202.87532251813684,69.45525556633567,202.87532251813684,47.916582014793036,0.2729121403446563,0.009153409031417752,1.3889181994809243,962.2625320241708
7,True,80.0,134.59115327241318,0.6832815963952997,1327.7394708511665,29.999999999999996,4.873311393629491,1.6031994079175718,2.1,178.03062602171048,0.6153881405159853,0.0529517440700611,3.0000000000000018,6.835531939771114,2.604764643023033,7.774184381381958,1.9808155116152193e-11,2.7445575905226593e-05,600.0,136.34899808725146,183.86387457261932,345.096916503822,62.434920540010836,194.2408407348654,37.760709569077484,170.78826610170316,201.46057669185873,69.57781460038353,201.46057669185873,50.99452528463205,0.2729121403446563,0.009153409031417752,1.3676222125041995,963.9605167981631
8,True,90.0,135.66332401884108,0.7522958977537215,1341.6177670242473,29.999999999999996,4.943550628610259,1.6169466072089504,2.1,179.44884129476335,0.6120306593938156,0.052238843116345884,3.0,6.8554600410467685,2.58448253760712,7.800186825926134,6.806560648442428e-09,5.687174021563974e-05,600.0,144.65158512426066,185.64212625648335,348.22420419240126,63.10739278654179,195.70061804625354,38.145226056619514,171.99815811654665,200.11965083992357,69.73903667014311,200.11965083992357,54.09969283647348,0.2729121403446563,0.009153409031417752,1.3492096144540526,966.1941556466569
9,True,100.0,136.6644138502209,0.8206082676409631,1355.6699807230223,29.999999999999996,5.012109118533449,1.6302709799686756,2.1,180.77303419341385,0.6094139321641288,0.05162835763717849,3.000000000000001,6.873386784040527,2.5657912387223574,7.8235981273137885,5.798160174208533e-09,2.0261803491953654e-05,600.0,153.0604973128701,187.4700287101964,351.3550109246922,63.78894508657163,197.2346418610958,38.53658399577723,173.2796034078105,198.92376843277566,69.94500113310048,198.92376843277566,57.244625995013415,0.2729121403446563,0.009153409031417752,1.333442173430468,969.0476745634948
10,True,110.0,137.60700509489303,0.8882667979142659,1369.886411143762,29.999999999999996,5.08059848032784,1.6434912408460816,2.0999999999999988,182.01984800911802,0.6073971603238171,0.051093580472878326,2.999999999999998,6.890534236051199,2.548411079760306,7.846009703106017,5.45894476289277e-08,3.9610641428025124e-05,600.0,161.5562253774125,189.32861444315176,354.52873763649814,64.47912738524876,198.80699583154694,38.929002496652195,174.5965736699844,197.78896793649406,70.17863376994306,197.78896793649406,60.422028291152266,0.2729121403446563,0.009153409031417752,1.3196301046972991,972.2845200816404
11,True,120.0,138.50736898118177,0.9552687853715355,1384.2900319005685,29.999999999999996,5.149196649907074,1.656643464482135,2.1,183.21080553066395,0.6058297799514082,0.050615878417205294,2.999999999999997,6.906998495393433,2.5320069879105254,7.867544927274537,6.790834561343218e-11,2.7317918450842784e-05,600.0,170.14353236767224,191.22019807163935,357.75245163476467,65.17907648110588,200.41846437693735,39.32447873053993,175.94942827738157,196.7076648622718,70.43524398821889,196.7076648622718,63.63368110550941,0.2729121403446563,0.009153409031417752,1.3072921552346184,975.8397067463214
12,True,130.0,139.36559763189211,1.0216872423489043,1398.8814700442376,29.999999999999996,5.217083385084134,1.6695733233867414,2.099999999999999,184.34602861361412,0.6046987067442912,0.050195469193917354,2.9999999999999982,6.922235163268582,2.5165469278270622,7.8874889546598315,3.358541889042499e-09,2.73766345136509e-05,600.0,178.8409697465841,193.1524557467912,361.0044307307452,65.88884608869915,202.08522782743853,39.72519012656984,177.35447594101487,195.71414636313895,70.71852058413344,195.71414636313895,66.88652268522246,0.2729121403446563,0.009153409031417752,1.2964339483481817,979.7643407027474
13,True,140.0,140.18967526460304,1.0875358986330441,1413.669994793301,29.999999999999996,5.284650550910382,1.682359049882751,2.0999999999999996,185.43607839233212,0.6039281400271732,0.0498211506570744,3.0,6.936528498658981,2.5018635808404417,7.906210889530689,1.0081535606332181e-10,3.0048764516732142e-05,600.0,187.64805143187752,195.1228710382959,364.29564284094954,66.60891115751645,203.8007909960439,40.130772955227954,178.80499452212516,194.7883402606602,71.0237009165435,194.7883402606602,70.18037123552219,0.2729121403446563,0.009153409031417752,1.286766158277638,983.9924383030569
14,True,150.0,140.9802590343794,1.1528676404346712,1428.6588328021787,29.999999999999996,5.35185716262143,1.6949957197491083,2.0999999999999996,186.48182411954954,0.60350546551391,0.04949022412535161,2.9999999999999996,6.949872744263707,2.4879241820749507,7.923700768610471,3.074188015261825e-09,6.630252943005133e-05,600.0,196.57053750769714,197.13190254247706,367.62508149949736,67.33945388902303,205.56618593935647,40.54097828994273,180.30196678574396,193.9293818780771,71.34992397149895,193.9293818780771,73.51738102787871,0.2729121403446563,0.009153409031417752,1.2782190842682861,988.512070695256
15,True,160.0,141.76159506470148,1.217544360964907,1443.872695967286,29.999999999999996,5.418880824331045,1.7075192133533745,2.1,187.51533738717117,0.6032273262825439,0.04918156757048496,3.0000000000000013,6.962362112270493,2.4742904450440375,7.94007990763396,1.5739374248369131e-09,1.9288444362106192e-05,600.0,205.61220304020043,199.18323239946864,370.99994640214226,68.08170598662483,207.38259123618397,40.960401780117216,181.8461165081072,193.13011533672326,71.69304639681357,193.13011533672326,76.89896393703495,0.2729121403446563,0.009153409031417752,1.2702471927303574,993.2658341230243
16,True,170.0,142.52098111739613,1.2816957210280044,1459.2892923125537,29.999999999999996,5.48605183897849,1.7199927939380517,2.0999999999999996,188.5198162928521,0.6031885297429153,0.04890178044821866,2.999999999999999,6.974283563626012,2.4611734673230896,7.955723033054385,1.1849237679939506e-07,8.46097344813661e-05,600.0,214.76786893229664,201.2685971517197,374.4274171103948,68.83460747313033,209.23859476024114,41.384278734118915,183.4263568816446,192.3713688614021,72.05095871540094,192.3713688614021,80.32318298067894,0.2729121403446563,0.009153409031417752,1.2630209324833361,998.2245029972258
17,True,180.0,143.2670058550454,1.3452842391352693,1474.9512368678297,29.999999999999996,5.552023320093391,1.7321694713098394,2.1,189.5066215013827,0.6033295245317691,0.04864991461414315,3.000000000000002,6.984696370572766,2.4484136232512674,7.9693935645866,3.1948097500844597e-09,2.337305684218898e-05,600.0,224.07385729819487,203.40874875174052,377.8731965681502,69.60026881868481,211.1689841067321,41.82009366046948,185.07697291071614,191.7119552499645,72.43224353217283,191.7119552499645,83.80362262952488,0.2729121403446563,0.009153409031417752,1.2565158151297522,1003.5069843619212
18,True,190.0,143.99809410867636,1.4083507968819604,1490.8387754163089,29.999999999999996,5.618456930765219,1.7443585764699463,2.1,190.47366945592105,0.6036517682935527,0.048418637077153874,3.000000000000001,6.994747902760608,2.4360310162207113,7.982596012783383,6.411955411067538e-10,2.3355016398470966e-05,600.0,233.49938258114602,205.5837248523263,381.3827452148031,70.37775547083808,213.13688443695327,42.26088345961607,186.76114550064534,191.07833328470932,72.82550991097771,191.07833328470932,87.32876908534861,0.2729121403446563,0.009153409031417752,1.250542446312641,1008.9554633624388
19,True,200.0,144.72062104001347,1.4708619523177862,1506.969517413112,29.999999999999996,5.684560981806527,1.756415894270772,2.0999999999999996,191.42939291007056,0.6041056782352475,0.04820599630002972,3.0000000000000036,7.003912533215594,2.423910415004467,7.994638866256504,5.71917624370144e-10,1.686738746554992e-05,600.0,243.06612025752096,207.80446563741145,384.93507811967663,71.16796039101155,215.1610989238384,42.711091505507675,188.49750972163073,190.5030989965453,73.23511770000185,190.5030989965453,90.90672897631283,0.2729121403446563,0.009153409031417752,1.2450504222974446,1014.6303431823931
20,True,210.0,145.4307161252882,1.5328754523538277,1523.3438871729104,29.999999999999996,5.750357989760801,1.7683477900581333,2.1,192.36867212339695,0.6047208658977168,0.04801396423823146,3.0000000000000027,7.012230225046856,2.412110239999897,8.005573198116354,1.2196172960443619e-08,3.692061700438971e-05,600.0,252.77799397546775,210.07030162962158,388.5307306544581,71.97093714714748,217.2409972695572,43.169600974539755,190.28542360106593,189.98306088947834,73.660953401759,189.98306088947834,94.53896974682493,0.2729121403446563,0.009153409031417752,1.2400906741750655,1020.5300513795328
21,True,220.0,146.14595412061175,1.5942333325567428,1539.9768481486803,29.999999999999996,5.816307143013267,1.7802389667594005,2.1,193.31475412779335,0.605354650648361,0.04782772944704587,3.0,7.019979595563023,2.400337218425099,8.01576419662584,2.4803608056345183e-09,5.128015191864596e-05,600.0,262.6309283903702,212.38060886122878,392.18501820208155,72.78745371112318,219.3705590144482,43.63916532397801,192.11853172987784,189.5002906176155,74.09874345375817,189.5002906176155,98.22396721799845,0.2729121403446563,0.009153409031417752,1.2352806562683958,1026.5953802088159
