Unnamed: 0,mission_range,cruise_speed,mission_time,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub,Aero|Cruise|f_total,Aero|Cruise|total_drag
1,10.0,80.0,0.2138888888888888,1158.750559975751,2.074742184117628,918.9172889339588,0.0850719428104794,0.1112803821263524,6.713245575098897,11.999955841329566,7.615139907880431,5.0544352451274054e-05,600.0,156.3509902535819,203.19130625482825,144.9161845426191,54.29918837986622,172.60660987493827,96.58507230137954,152.16405397576906,209.9635816721787,209.99170017306065,209.9635816721787,58.47527035483962,0.7430318383620341,0.9772845614876446,243.36666072491025
2,10.0,90.0,0.2,1152.5839323904447,2.0619245001640523,959.0896218029442,0.0796390236791693,0.1206765102275605,6.692551272803418,11.99988743851878,7.5883124823405135,5.8778119055273675e-05,600.0,152.0936573989937,201.7653578932773,144.7283977784835,54.00418600861404,172.2189170330619,96.08422382546888,151.8893607864374,211.45080016156817,211.50687446799057,211.45080016156817,56.88302786722364,0.7295437652903939,0.9629646535880406,303.49772233993957
3,10.0,100.0,0.1888888888888888,1147.7313117616518,2.060041309120343,978.0823636563448,0.0765466866209505,0.1315778763591767,6.699557357347555,11.999961546606812,7.597392124516912,3.4652468141744424e-05,600.0,148.58715833164328,200.83840449375944,144.5394966047809,53.77213896617243,171.31449893520343,95.69627366402868,151.06911594807693,210.9456925306165,211.0395101252173,210.9456925306165,55.57159721603458,0.7178013163190394,0.9505665766857064,369.8644672587808
4,10.0,110.0,0.1797979797979798,1143.8183281194383,2.0583885335599876,982.4943196542335,0.0758632718060035,0.1441671199552205,6.704863394569353,11.999999992363056,7.6042704846979055,8.081639342753302e-05,600.0,145.75550967592983,200.09905289814515,144.38766983584088,53.58508550337058,170.59532175493413,95.39239379846585,150.41789089711466,210.56424785961937,210.70800353554625,210.56424785961937,54.51256061879775,0.7074332496076273,0.939669161353342,442.40539607446226
5,10.0,120.0,0.1722222222222222,1140.6238158379351,2.0556932066658464,974.9519788784542,0.0772538544829978,0.1586489910491265,6.705380055675971,11.99999987436735,7.604940334989834,7.461909595112797e-05,600.0,143.45097586355294,199.47882095528817,144.27023937838717,53.43241787524592,170.10576676745112,95.15519000166783,149.98458444045897,210.52715609954473,210.73558052623747,210.52715609954473,53.65066497296879,0.698172701799541,0.9299760120792676,521.0678879510144
6,10.0,130.0,0.1658119658119658,1137.982294020919,2.0510543980592604,956.4044310069232,0.080851757219298,0.1755309608625672,6.698931314382145,11.999997856825583,7.596580677200026,7.120228935275804e-05,600.0,141.5710480771604,198.9285585631819,144.18491997562637,53.306205549850254,169.87519958261836,94.9716714406676,149.80190988248154,210.99076029610933,211.2815815648201,210.99076029610933,52.947571980857994,0.6898218409330498,0.9212671307010332,605.8043007281124
7,10.0,140.0,0.1603174603174603,1135.782222282367,2.054024205102049,921.74430425728,0.0864184924405264,0.1957637213786961,6.713095037971575,11.999989384301337,7.6149446654382515,5.125710074154003e-05,600.0,139.8687943791525,198.63934614391857,144.08013632454364,53.20110484120403,169.18905748510815,94.83374249946914,149.15173677325745,209.97434848133705,210.3649514675815,209.97434848133705,52.31092909780303,0.6822302202470819,0.913377110261304,696.572405652261
8,10.0,150.0,0.1555555555555555,1133.9405747773171,2.051758296515118,874.517826190852,0.0963292174019506,0.2211879690712948,6.711378634751488,11.999998547635064,7.612718632802443,6.698455783408016e-05,600.0,138.50623608637812,198.31361961961167,144.01576355595438,53.11313992481005,168.95792004727286,94.73552726536222,148.95343299452583,210.0971634998658,210.6116646211126,210.0971634998658,51.80133229630541,0.6752809437688733,0.9061778995912032,793.3339780321329
9,10.0,160.0,0.1513888888888888,1132.409779124178,2.0538407961298657,805.3649077972104,0.1130493625715229,0.2557516580233201,6.721304723230817,11.999981953409083,7.625594345540759,3.314951875575342e-05,600.0,137.27671156611987,198.15599287960535,143.94280037260756,53.040031867721126,168.4806485875034,94.67470181163094,148.5011827027464,209.38827005583775,210.049539435374,209.38827005583775,51.341490125728825,0.6688815025623904,0.8995706076158931,896.056291029524
10,10.0,170.0,0.1477124183006536,1131.2360297803316,2.0914340166584733,697.8552407575123,0.1400000000009617,0.3077033423667902,6.831709588504725,11.999999999051097,7.769199633900803,7.390071832776047e-05,600.0,135.63825541907997,198.90781939929565,143.7145701192753,52.98398139538091,165.58608282819708,94.65598084274912,145.60522101198143,201.7191753399677,202.5264351114375,201.7191753399677,50.72870752673591,0.6629575173633668,0.8934871877974537,1004.7227660610612
11,10.0,180.0,0.1444444444444444,1137.3715035510909,2.368627783038868,545.8058122331212,0.1400000000352852,0.3674711240002615,7.5896897394212495,11.886624470235066,8.775146499149024,3.2361200670049104e-05,600.0,132.605128283353,208.68997556562215,142.8050629526061,53.27702544010326,149.8574437955643,96.16720500861904,129.61282226586053,158.1215252001323,158.9032007829672,158.1215252001323,49.594317977974015,0.6574483524664938,0.88881081890361,1120.5065860859436
12,10.0,190.0,0.1415204678362573,1151.8002673882906,2.3589387075988717,554.0312810574975,0.1400132972024682,0.3833101507576054,7.5223618864796356,10.876116383532436,8.684339582891308,6.997372205190517e-05,600.0,143.29954173734188,211.13589189286012,143.4064924678329,53.96670631996592,153.1168381380968,106.54290838014803,132.6295749255832,161.44557700768138,162.40740521937144,161.44557700768138,53.594028609765864,0.6523039704102016,0.8856190416759415,1243.9823504321969
