,battery_energy_density,success,mission_range,cruise_speed,mission_time,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub,Aero|Cruise|f_total,Aero|Cruise|total_drag
18,430,True,60.0,200.0,0.3888888888888889,1426.2476582127795,2.7787571022188646,444.1301095674032,0.14000000087531456,0.4276498178668058,7.896812409394684,11.294878502526442,9.193096979857993,9.572685604906971e-05,600.0,324.9939086169345,281.91585743429295,152.1062218417507,67.22188630957804,180.61055325513374,126.92967369148153,155.1433277966802,144.070831561404,144.8052483570058,144.070831561404,95.02821887959165,0.6474826308414224,0.9165253888472984,1426.4763057716305
19,440,True,60.0,200.0,0.3888888888888889,1412.7218141442129,2.753647216290519,450.1351602355023,0.13999999999585325,0.42575844382468564,7.867932409243537,11.224337312783412,9.153531960210332,4.455716134718217e-05,600.0,316.48601044369417,277.96677036774145,151.71298629587898,66.56272215197949,179.55439125080628,126.52615537030346,154.3362518736157,145.31898024084256,146.07139227968366,145.31898024084256,94.69261432475328,0.6474826308414224,0.9148217078393255,1423.8247037319716
20,450,True,60.0,200.0,0.3888888888888889,1400.0140226795263,2.749318536026709,449.53542853231494,0.14000001301575732,0.4269649251337456,7.887641216613478,11.18547838184725,9.180526643724276,6.940197973290895e-05,600.0,307.4608559140168,275.3313323385597,151.26953784014952,65.94396580173924,177.4946380333227,125.83327947505455,152.498225538789,144.46563650212084,145.2247725545297,144.46563650212084,94.08302190968914,0.6474826308414224,0.9132161060744246,1421.3257518185756
21,460,True,60.0,200.0,0.3888888888888889,1387.8816639315448,2.7151003775495846,458.9534103403286,0.14000000219006714,0.4234421692925392,7.8330418310225145,11.104749738405824,9.105806120625557,8.440715979897171e-05,600.0,300.37665844947685,271.2027360589187,150.95773756686043,65.35371919321527,177.1829761504507,125.65909921376878,152.41722100669975,146.8462795325483,147.6290022134165,146.8462795325483,93.95781876299635,0.6474826308414224,0.911678669898097,1418.9328925439124
22,470,True,60.0,200.0,0.3888888888888889,1376.4742407192266,2.7199134587291205,455.46361828997556,0.14000001427700445,0.42590081133713253,7.872414552315299,11.081919568077577,9.159668786288988,8.807780454543134e-05,600.0,291.84977140648783,269.310290700049,150.5243828849379,64.7991807053515,174.84778419276734,124.89203044273681,150.27554738438323,145.12432286102504,145.9083999660345,145.12432286102504,93.27518694151351,0.6474826308414224,0.9102290075274859,1416.6766440556448
23,480,True,60.0,200.0,0.3888888888888889,1365.556617768761,2.6797728730514474,467.362713137631,0.13999999999709323,0.4212447735103156,7.799861153383932,10.995228231647513,9.060493620771709,3.626075368235315e-05,600.0,285.8581346505775,265.1592905047123,150.27636131673592,64.26885298700321,175.0744777266094,124.88715342795639,150.71547698440435,148.31874028639552,149.1306083231677,148.31874028639552,93.3040951499485,0.6474826308414224,0.9088378342129196,1414.5114276911027
24,490,True,60.0,200.0,0.3888888888888889,1355.2074868888176,2.6629234107981214,471.51506177314445,0.14000000035575355,0.42014832000555574,7.78325069693744,10.943420223879208,9.037837066951337,9.881550558577867e-05,600.0,279.133158582454,262.35717788639397,149.96058796121466,63.76650305760947,174.11844223674638,124.53594359362513,149.94820960475218,149.063299743564,149.88949196163375,149.063299743564,93.00716843967368,0.6474826308414224,0.9075156738561767,1412.4536228072725
25,500,True,60.0,200.0,0.3888888888888889,1345.367596298427,2.6465917236481022,475.63193524405546,0.1400000039780485,0.41905411526257685,7.766638686908637,10.893495229522522,9.015196482791117,3.9677863584441696e-05,600.0,272.73242137030485,259.69175416215296,149.66051910838144,63.289200694306615,173.22391970752602,124.20655777542983,149.2333083218503,149.81294907018594,150.65329007455847,149.81294907018594,92.72902326590365,0.6474826308414224,0.9062554471053265,1410.492211130234
26,510,True,60.0,200.0,0.3888888888888889,1335.9829126900763,2.631634929574314,479.3884908166612,0.14000000206952273,0.4181063907972296,7.752307057311017,10.846604156718898,8.99567835100604,3.366548138711073e-05,600.0,266.5900026780187,257.1933893548685,149.37104413831838,62.83427871512621,172.33359086701068,123.88135249815794,148.51385971805732,150.46375959916512,151.31751203301837,150.46375959916512,92.4534129287369,0.6474826308414224,0.9050506546213045,1408.6170771156808
27,520,True,60.0,200.0,0.3888888888888889,1327.024531021501,2.6167837825816695,483.23164280469877,0.14000031804841856,0.41710903880267847,7.73715277267083,10.800826101783596,8.975054450402629,4.58399126255813e-05,600.0,260.7429145429371,254.79205315080648,149.09603827110615,62.40029557455055,171.5132904844295,123.57995954040325,147.85698943163175,151.15605957897608,152.02327714946063,151.15605957897608,92.19869458238257,0.6474826308414224,0.9038979557134561,1406.8230213265633
28,530,True,60.0,200.0,0.3888888888888889,1318.4703353589978,2.6011192833665664,487.5052091411638,0.14000044379956805,0.4159171129658067,7.718891569649657,10.754740349534153,8.950222158756135,3.064601832049185e-05,600.0,255.21209411802943,252.43932873719046,148.8383049543408,61.986143434038524,170.81083773001362,123.31701137289804,147.31146467343478,151.9959847522585,152.87734445334357,151.9959847522585,91.9784387201378,0.6474826308414224,0.902794841133542,1405.1061383793517
29,540,True,60.0,200.0,0.3888888888888889,1310.2824486648465,2.588155272260957,490.8852695757902,0.1400000052159404,0.41509757726650137,7.706508960410248,10.713490665849964,8.93339616401693,7.425990426831085e-05,600.0,249.82330639822985,250.29466828054467,148.58313534916752,61.589956055558986,170.02282815682278,123.03035545892214,146.6723768439341,152.56909090245944,153.46288776795436,152.56909090245944,91.73511810943,0.6474826308414224,0.9017367275150825,1403.4592947415063
30,550,True,60.0,200.0,0.3888888888888889,1302.7287237430733,2.6303963187617287,473.8864527643556,0.14000039947999968,0.42305892174289333,7.832804393197026,10.754101178081301,9.105481611219309,6.352468933305315e-05,600.0,242.44399290661178,250.90783829969718,148.1442684563375,61.224653842705536,166.31702495654346,121.86595832715135,143.0708203438594,146.85674660066525,147.72530560749763,146.85674660066525,90.67405334707281,0.6474826308414224,0.9007586098668081,1401.9369564991634
