,battery_energy_density,success,mission_range,cruise_speed,mission_time,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub,Aero|Cruise|f_total,Aero|Cruise|total_drag
0,250,True,60.0,200.0,0.3888888888888889,2080.5239169766605,2.783804352807659,553.0466410872459,0.13045049274454232,0.34359997913786694,6.721133973009235,11.99999995493927,7.625372806339597,4.2768450670872306e-05,600.0,797.6291421021837,407.9966650053092,175.13730784758252,99.76734178080633,309.54953811836504,173.87484177801156,272.8422556923316,209.40043690593356,209.98163845216897,209.40043690593356,135.59695415737121,0.6474826308414224,0.9935333997538425,1546.3312538718087
1,260,True,60.0,200.0,0.3888888888888889,1984.264917932002,2.7266608947618103,545.1673495792179,0.1391428200881939,0.35579402974913577,6.738460487558096,11.9999996712384,7.64786178563473,2.736165437331872e-05,600.0,731.2117954136949,386.01282664053474,172.1429387771901,94.90258793745346,294.4685839734093,165.8661152380153,259.4535536271226,208.17073940840936,208.7937022485803,208.17073940840936,129.27824542914124,0.6474826308414224,0.982775599595436,1529.5878584187994
2,270,True,60.0,200.0,0.3888888888888889,1903.9982502095363,2.7432359715265724,526.028994357625,0.14000000001907198,0.36643638558979574,6.897304432503353,11.999999998746528,7.854863141591027,9.47687459647561e-05,600.0,672.5915083887663,371.3318871915358,169.21926337273825,90.86532618053077,276.04961747621263,159.18888297136618,242.39738056389302,197.34335212756338,197.97410780187633,197.34335212756338,123.4878009401775,0.6474826308414224,0.973671427108703,1515.4181622008737
3,280,True,60.0,200.0,0.3888888888888889,1836.9665352032414,2.771116987274383,506.3892292999859,0.14000000002080487,0.37674759716292044,7.067373112213962,11.99999999919114,8.078169590289956,6.50829154922576e-05,600.0,622.8246765723898,359.93715340790226,166.7052795177614,87.50749310349798,259.92211052626647,153.61338664673153,227.39885746039474,186.58374828129598,187.21529896701495,186.58374828129598,118.58581841938299,0.6474826308414224,0.9659699705442293,1503.431647214128
4,290,True,60.0,200.0,0.3888888888888889,1780.3040872500944,2.8024223651619393,487.48495416262824,0.1400000000345106,0.38691852040052643,7.233811450441336,11.999999999146699,8.298416413493339,7.640920350626794e-05,600.0,580.2545545444282,350.8277526074678,164.55148911761245,84.67903221639716,246.10872144607498,148.90095909019024,214.5354003150885,176.81100728726904,177.44031820245021,176.81100728726904,114.42619815616123,0.6474826308414224,0.9593865291064211,1493.1852063236256
5,300,True,60.0,200.0,0.3888888888888889,1731.9466250888422,2.8364029680387532,469.40482136561445,0.14000000002764076,0.396943906186323,7.396593187276297,11.99999999954619,8.515485372691154,4.653659168139501e-05,600.0,543.4393200091687,343.5521400920523,162.68952276090405,82.2724640000703,234.1546413649133,144.87969347157147,203.387892678805,167.91168952884658,168.53637525543797,167.91168952884658,110.86162128187041,0.6474826308414224,0.9537125920645679,1484.3543142947392
6,310,True,60.0,200.0,0.3888888888888889,1690.3303762308071,2.8724762412004505,452.19027721720704,0.1400000000213638,0.4068203214497085,7.555723574184016,11.99999999977106,8.729299117841343,2.863013146581493e-05,600.0,511.2926341249243,337.7692257011621,161.06700497732405,80.20686214057032,223.7152219287423,141.41937806253898,193.63872785342323,159.78683539164973,160.40504578927496,159.78683539164973,107.78048727353404,0.6474826308414224,0.9487872161085369,1476.68847962852
7,320,True,60.0,200.0,0.3888888888888889,1654.264282092903,2.910168408540241,435.8571293766467,0.1400000000160676,0.416541953884717,7.711171046193234,11.999999999731711,8.939730025292207,2.550031442176069e-05,600.0,482.9863521688377,333.2183887447549,159.64369703278345,78.42089393012834,214.52828269314062,138.42084552606417,185.04633556188753,152.35297495252502,152.96330092188705,152.35297495252502,105.09783023193908,0.6474826308414224,0.94448592893951,1469.9939741564424
8,330,True,60.0,200.0,0.3888888888888889,1622.8174949937968,2.9490926902319763,420.4005197790606,0.14000000056903023,0.4261031670168688,7.86290872484813,12.000000006263921,9.14665524965987,6.528595123401182e-05,600.0,457.87546847545343,329.6953978579177,158.38785420664243,76.86685442601299,206.3889524579393,135.8066018894443,177.42195925162295,145.53757210734491,146.1389661183516,145.53757210734491,102.74725512589174,0.6474826308414224,0.940709973161431,1464.1170922777578
9,340,True,60.0,200.0,0.3888888888888889,1595.269527282563,2.9889017265560973,405.8112995387896,0.13999999279263817,0.43549225419079557,8.010816224075079,11.999999885127645,9.349821705442903,7.116749432914742e-05,600.0,435.4560850065354,327.0391363198835,157.27479350741913,75.50794853160333,199.13944879777233,133.51667182413254,170.62031528942344,139.2813884811149,139.87310483700705,139.2813884811149,100.67744685351099,0.6474826308414224,0.9373820797257544,1458.9375727664694
10,350,True,60.0,200.0,0.3888888888888889,1570.7562268902607,2.9795958980329154,405.22232980574,0.13999999999333856,0.4374402822900391,8.042229628783733,11.930880456158079,9.393159582961252,7.993543817198272e-05,600.0,418.29069267582855,321.71449228439195,156.4592936844761,74.30068890762976,195.3135261480732,132.24085932729702,167.2234154032194,137.99912877390665,138.60029944052417,137.99912877390665,99.55318485684718,0.6474826308414224,0.9344046445311016,1454.303505004872
11,360,True,60.0,200.0,0.3888888888888889,1548.0904126952928,2.9489449204892813,410.71543837743985,0.14000000000497753,0.4360304927343108,8.021346005521655,11.834707223936869,9.364341183193552,5.936838241956683e-05,600.0,403.7619542808683,315.3650551346853,155.78504488032226,73.18606348750339,192.99633897224155,131.40537470795,165.31760028924344,138.8498097524616,139.4691238044322,138.8498097524616,98.84092640795656,0.6474826308414224,0.9316377978161445,1449.997196277787
12,370,True,60.0,200.0,0.3888888888888889,1527.0691101149762,2.904707334981503,420.4575833774968,0.14000015464435284,0.43237110746700547,7.965292767449595,11.722160771976784,9.287135101390376,5.369271048746346e-05,600.0,391.15742958879036,308.53471894611215,155.21589975377853,72.15373429529981,191.715377538336,130.8786055676369,164.42843712765188,141.16798619060916,141.81178284800976,141.16798619060916,98.41520928453966,0.6474826308414224,0.9290596054001883,1445.984508317547
13,380,True,60.0,200.0,0.3888888888888889,1507.4078974271301,2.8839031350485045,423.8115052162137,0.140000100444025,0.4320020732873657,7.960509262899018,11.645620578450027,9.280556179754148,6.583230787713256e-05,600.0,378.11154061169117,303.49665270634864,154.60214341665767,71.18944698132873,189.36073656149102,130.0552188284525,162.42646111184501,141.36820313599833,142.02664539717887,141.36820313599833,97.704022094061,0.6474826308414224,0.9266374958370807,1442.2147470607406
14,390,True,60.0,200.0,0.3888888888888889,1489.0105448565016,2.866453627179305,426.3813670407494,0.13999999999302512,0.43197185189287685,7.960987225326206,11.576261473655913,9.28121346953948,7.95718488977337e-05,600.0,365.7832736721212,298.9305825108271,154.01736214024447,70.28824683873516,187.03842911837967,129.24975734202835,160.4327440310867,141.34818062796467,142.01982416452242,141.34818062796467,97.00572417784653,0.6474826308414224,0.9243615296453256,1438.6724427396798
15,400,True,60.0,200.0,0.3888888888888889,1471.8522873166994,2.8430431097285966,430.9471123765534,0.14000000016677533,0.4308757035157965,7.944765633864832,11.500845248948783,9.258914198565666,8.418760500477707e-05,600.0,354.63104216344504,294.2670657478089,153.4962947493909,69.44870927568073,185.26063009875074,128.60975730076152,158.9659711442957,142.02984954141627,142.71760052649304,142.02984954141627,96.45964346845706,0.6474826308414224,0.9222303915976673,1435.3555483401296
16,410,True,60.0,200.0,0.3888888888888889,1455.7122364803956,2.8096992391707523,438.8295407390598,0.13999999038672672,0.42812023611023153,7.902510862594099,11.413142784873354,9.200910275450589,1.114555769401055e-05,600.0,344.7480435207654,289.2544879119237,153.04651984242153,68.65984670896268,184.20882448525225,128.188100890408,158.21393676280644,143.82624923028067,144.53533832746294,143.82624923028067,96.1157545335894,0.6474826308414224,0.9202181484037513,1432.2237013967715
17,420,True,60.0,200.0,0.3888888888888889,1440.544384285422,2.789651632422738,442.8528950202504,0.14000000195383192,0.4272432790559407,7.889612623409299,11.346518642905043,9.183228247782086,7.798201446080933e-05,600.0,334.8022729847783,285.23501504128217,152.57900446633056,67.91926105045397,182.58746697032723,127.60808443164875,156.86688225715605,144.3806486242383,145.1047476493767,144.3806486242383,95.61952916445267,0.6474826308414224,0.9183203239422046,1429.2699352929053
