,battery_energy_density,success,mission_range,cruise_speed,mission_time,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub,Aero|Cruise|f_total,Aero|Cruise|total_drag
12,370,True,60.0,200.0,0.3888888888888889,1530.6434817144702,3.110982194711803,366.9746621376552,0.14000000007962118,0.46254619204533504,8.430968323110791,12.000000000459142,9.935031086745745,4.2346642636272346e-05,600.0,380.64227628749774,323.0600150726207,154.6055130067295,72.32916991781974,181.55014027495548,128.14538272320985,154.06529364125402,123.35628604736688,123.91671864277258,123.35628604736688,95.76959671393443,0.6474826308414224,0.9294988208486363,1446.668101415964
13,380,True,60.0,200.0,0.3888888888888889,1513.7351481978687,3.151946210467617,355.53254236158494,0.14000000006539434,0.4711885860799699,8.563317211493336,12.000000000294017,10.121912481985,3.454889053854829e-05,600.0,365.5940729877153,322.75678814679435,153.89052918749164,71.49963570629528,176.76971561513508,126.74026430152892,149.55030987395097,118.84326924963678,119.39303898690946,118.84326924963678,94.46950846002565,0.6474826308414224,0.9274181071516034,1443.4296872661446
14,390,True,60.0,200.0,0.3888888888888889,1498.6774973155566,3.1926766597534946,344.8042612559218,0.14000000005351665,0.4796147772775032,8.691492477599176,12.00000000028793,10.304088311864541,2.6193501949606284e-05,600.0,351.8262765849086,322.8480941928712,153.24659204763702,70.76165244890768,172.43039687120933,125.48901198705134,145.44493913060887,114.67812979342126,115.21733307409217,114.67812979342126,93.30432855031776,0.6474826308414224,0.9255586052662147,1440.535566260527
15,400,True,60.0,200.0,0.3888888888888889,1485.2110566944968,3.23310606593046,334.7323114740304,0.1400000001206346,0.48783441043622416,8.815709747343096,12.000000000739531,10.481769222930643,5.5201454920558054e-05,600.0,339.17424789078666,323.2777941490004,152.66418349393984,70.10226092893058,168.4732255553348,124.37004305382894,141.69469152644064,110.82316751068092,111.3519618410476,110.82316751068092,92.25539542629396,0.6474826308414224,0.923890323668987,1437.9390597166189
16,410,True,60.0,200.0,0.3888888888888889,1473.1453507712324,3.2731002679699084,325.28305105883334,0.1400000001661306,0.49584013280861716,8.935924187819491,12.00000000113129,10.654798428584025,7.165647206764014e-05,600.0,327.507726457339,323.9977076375073,152.13643660141312,69.51194508956647,164.85651845382358,123.36751322620322,138.2612126024994,107.25295587628254,107.77156372870463,107.25295587628254,91.3091541363061,0.6474826308414224,0.9223912837802348,1435.6059602643484
17,420,True,60.0,200.0,0.3888888888888889,1462.3099473767143,3.312566183551324,316.4175032902644,0.14000000020411968,0.5036305246727686,9.05217974920289,12.0000000015036,10.823147445297515,8.359870457869818e-05,600.0,316.71364267215614,324.96612170257725,151.6571096851191,68.98221654958218,161.54230117950115,122.46724755062041,135.1094914642473,103.9423655023577,104.45105292616194,103.9423655023577,90.4534163471678,0.6474826308414224,0.9210416049107404,1433.505325681649
18,430,True,60.0,200.0,0.3888888888888889,1452.5595686709623,3.351422245934867,308.0989351029056,0.14000000022541734,0.511204358540952,9.164521450256608,12.000000001769823,10.986791942362949,8.82359189120679e-05,600.0,306.6955791946262,326.14667842812884,151.2208506436041,68.5058538022267,158.49813616075832,121.65716425038694,132.20961826629056,100.86905344450987,101.3681186242527,100.86905344450987,89.6777873565087,0.6474826308414224,0.9198242266160659,1431.610603163708
19,440,True,60.0,200.0,0.3888888888888889,1443.7714324542217,3.3895887142165724,300.2944970723353,0.14000000012654154,0.5185590604005248,9.272972666756697,12.000000001043535,11.14567848313185,4.7619280305944606e-05,600.0,297.3712994704715,327.5071452175233,150.82312534627013,68.07676309240988,155.69672038720603,120.9270531000697,129.53643285505336,98.01368651025233,98.50345253318085,98.01368651025233,88.97349280156507,0.6474826308414224,0.9187246527023372,1429.8992308946306
20,450,True,60.0,200.0,0.3888888888888889,1435.8265793197897,3.4270573155881743,292.96125981047487,0.14000000026242365,0.5257042574169567,9.377733748805088,12.000000002262823,11.30001712410192,9.543214652748637e-05,600.0,288.6663557673847,329.0215293953529,150.4594029412061,67.68906015368641,153.11018821607544,120.26702352071307,127.0641065009805,95.35457676402459,95.83536920929622,95.35457676402459,88.3319048648197,0.6474826308414224,0.9177286689672259,1428.349085948993
21,460,True,60.0,200.0,0.3888888888888889,1428.6441069268149,3.463719650973243,286.0799752299343,0.1400000001150955,0.532629156978542,9.478702825766549,12.000000001030745,11.449576799700544,4.063821886300628e-05,600.0,280.52214428263545,330.66285325714756,150.12674839206238,67.33873580624999,150.72147879172272,119.67034832977141,124.77702293452279,92.8797156196767,93.35188272211064,92.8797156196767,87.74732673160835,0.6474826308414224,0.916826676750867,1426.9452290124768
22,470,True,60.0,200.0,0.3888888888888889,1422.127093266836,3.4996146332467952,279.6068431129021,0.14000006460473097,0.5393499360654204,9.576167566501422,12.000000643074959,11.594706153002388,7.870028678984949e-05,600.0,272.880593863153,332.4129904250412,149.82136702664832,67.02101327020382,148.50691400196533,119.1289643881911,122.6531379493894,90.56914182875968,91.0330167596413,90.56914182875968,87.2126377986637,0.6474826308414224,0.9160069456207971,1425.6694028887523
23,480,True,60.0,200.0,0.3888888888888889,1416.2143429360883,3.534660293087712,273.524249093404,0.14000000015456315,0.5458584123008844,9.670065297339379,12.000000001471044,11.735238356694458,5.2069037877160134e-05,600.0,265.6970847952705,334.25059533511893,149.5410095322129,66.73286916136463,146.4534415631863,118.63780309506511,120.68049236751956,88.4129570052861,88.86888404314914,88.4129570052861,86.72352847717629,0.6474826308414224,0.915262136674605,1424.51018534061
24,490,True,60.0,200.0,0.3888888888888889,1410.8517481021597,3.5687698809764643,267.81644289154883,0.14000000026413562,0.5521459254347448,9.760316216684778,12.000000002590067,11.870980257703405,8.735572400807614e-05,600.0,258.93214555024537,336.1549235423978,149.28369895571527,66.47163362539204,144.54979908236768,118.19234715566404,118.84879912816123,86.40255410423649,86.85088746509469,86.40255410423649,86.27619089734176,0.6474826308414224,0.9145857321090041,1423.457432086105
25,500,True,60.0,200.0,0.3888888888888889,1405.8041142202335,3.60109785575073,262.56255472643267,0.14000000000455654,0.5581215041459472,9.845693131236157,11.998862761256023,12.00000000018371,6.273271948875969e-05,600.0,252.54260070844856,338.00055673969166,149.0430506032596,66.2258265677812,142.7836613920274,117.78422602198212,117.15034284989264,84.55460284252193,84.99592792905456,84.55460284252193,85.8644842408725,0.6474826308414224,0.9139482713771164,1422.4652908525259
26,510,True,60.0,200.0,0.3888888888888889,1396.1246715685759,3.5886790460085494,263.47894576978223,0.1400000000020067,0.5580720668015979,9.845693131168266,11.954691018321238,12.000000000080881,2.7508224028483825e-05,600.0,246.688006879794,334.9424327063826,148.74478266120266,65.75469414950922,141.80054699743775,117.41238274719586,116.34372262993048,84.55460284397103,85.00094748543016,84.55460284397103,85.55140078591255,0.6474826308414224,0.9127237253312179,1420.5594124763716
27,520,True,60.0,200.0,0.3888888888888889,1386.8839729809301,3.576781488370835,264.3622544183662,0.14000085271564278,0.558025476781195,9.845689965582217,11.912299683002683,11.999995205273539,6.935041516095933e-05,600.0,241.0980883029422,332.0296548383348,148.45935518765643,65.30520234166198,140.8620399209288,117.05703314774014,115.57371059377155,84.55467041451665,85.00589649200897,84.55467041451665,85.25228402392035,0.6474826308414224,0.9115520416249594,1418.7358088259166
28,530,True,60.0,200.0,0.3888888888888889,1378.076910979321,3.5654080950214446,265.21363873534887,0.14000000000187682,0.5579773787313963,9.845693131164717,11.871654022177434,12.000000000075504,2.5491388223137828e-05,600.0,235.75814689900545,329.2600610657561,148.186687872885,64.87706404137867,139.967485541193,116.71842251382675,114.83974258088752,84.55460284404684,85.01056358384596,84.55460284404684,84.96723614240156,0.6474826308414224,0.910432916964083,1416.994007855239
29,540,True,60.0,200.0,0.3888888888888889,1369.6519663753975,3.5544927329812377,266.03528235481485,0.14000000000303608,0.5579320215688862,9.84569313119545,11.832585995278185,12.000000000122055,4.106386558131503e-05,600.0,230.6491199744059,326.61624096471303,147.92527344376913,64.46774010187028,139.1117870651222,116.39418309476355,114.13766386345553,84.55460284339078,85.01517081840173,84.55460284339078,84.69435685460185,0.6474826308414224,0.9093601151974242,1415.324303644586
30,550,True,60.0,200.0,0.3888888888888889,1361.593427902669,3.5440206297490278,266.82841026224764,0.14000000000436766,0.5578879270976306,9.845693131230743,11.79503322279142,12.000000000175508,5.884124143535748e-05,600.0,225.7573128249044,324.0926582242907,147.67469092190925,64.07643673604889,138.29330345302623,116.0838709539659,113.46611899022956,84.55460284263752,85.01965039126557,84.55460284263752,84.43323499651424,0.6474826308414224,0.9083319101313807,1413.7240095534098
