,scenario,year,battery_energy_density,success,mission_range,cruise_speed,mission_time,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub_non_wing,Aero|Cruise|Cd0_wing,Aero|Cruise|f_total,Aero|Cruise|total_drag
0,conservative,2030,176.05442728293585,TRUE,96.56064,159.9888349887082,0.6924350051339077,2406.576347974366,29.999999999999993,10.075495027920374,2.4414910883242067,2.1,211.62544310675682,0.789386287,0.051499363,3.0000000000000004,7.603530449029499,2.191771710642054,8.793849874846378,6.45670183985203e-11,2.1840269574967066e-05,600,697.7474693509872,324.62786479993036,667.7811185868858,116.42456859398263,316.50775440526274,61.67103430142229,273.665844,157.44963261058268,95.61778923815149,157.44963261058268,83.53224115,0.2729121403446563,0.009153409,1.330110547891351,1324.7293560237558
1,conservative,2031,180.75417127982496,TRUE,96.56064,158.1629109910328,0.6994026901015803,2342.033425620899,29.999999999999993,9.991055803151301,2.429931914010075,2.1,209.21019972358826,0.786055255,0.051410074,3.0000000000000013,7.661260164501779,2.2171034870979356,8.871994957891093,9.160814329334244e-10,4.840560684842967e-05,600,658.9631086481144,314.4462487817112,655.5250930614151,113.10593254346284,305.6981978594907,59.47944428213548,263.98047302064845,154.68819556029123,93.28568741939304,154.68819556029123,80.99502481321367,0.2729121403446563,0.009153409,1.327804414449375,1292.4194295429097
2,conservative,2032,185.5044988742252,TRUE,96.56064,156.47393504412977,0.7059925616045226,2284.042783520966,29.999999999999996,9.913642758,2.419291582815185,2.1,206.97610455572712,0.7832303556855115,0.051347025122174574,3.0000000000000013,7.714738236839291,2.2410551360631255,8.944577328423915,2.335131199515672e-09,8.37303551635384e-05,600,624.1103668864721,305.3335249832369,644.4750304214862,110.13301165900486,296.0622529762893,57.52307463486543,255.35502681191844,152.18789147929354,91.19200860752949,152.18789147929354,78.72719098,0.2729121403446563,0.009153409,1.326175999230238,1263.412716396127
3,conservative,2033,190.30164614658935,TRUE,96.56064,154.94278175235462,0.7120908148381278,2231.6695202461115,29.999999999999996,9.842182785986228,2.4094325579738136,2.1,204.9507695136965,0.7804704593492346,0.051278151,3.0000000000000018,7.764328472917284,2.2632235599057577,9.012049312645686,8.363087999896379e-12,1.2163277311077171e-05,600,592.6299632883815,297.13670270827197,634.4510003943047,107.4553414441931,287.4259542251963,55.77543136095747,247.6317475,149.91760210751556,89.29611039793919,149.91760210751556,76.68935114730884,0.2729121403446563,0.009153409,1.324397144481796,1237.146139493562
4,conservative,2034,195.14168483825276,TRUE,96.56064,153.53582568839118,0.7178016495886277,2184.1150407304804,29.999999999999996,9.776241213467024,2.4003030822309936,2.099999999999999,203.08971651903602,0.777902804,0.05121387,3.000000000000001,7.810572373178066,2.283983779450673,9.075113260722748,2.5867308295346447e-11,2.6910241427487263e-05,600,564.0452410318363,289.71905695321516,625.3258319716765,105.03009828196224,279.6357214780893,54.20125914775584,240.6708299921026,147.84125423341567,87.57185311259764,147.84125423341567,74.84674228876662,0.2729121403446563,0.009153409,1.322736912792071,1213.257548663034
5,conservative,2035,200.0205339618983,TRUE,96.56064,152.2072954112734,0.723291069,2140.8625445372577,29.999999999999993,9.716720398288853,2.392036072802578,2.1,201.3324013376631,0.7758667337957412,0.051178338,3.000000000000002,7.854214663835581,2.303930843041532,9.134758255,1.673381433420218e-09,4.136323254592238e-05,600,537.9815571690017,282.9821783669121,617.0759183011817,102.82932212555215,272.5749977772793,52.76950446442201,234.3644445390689,145.91691157530528,86.00319858505246,145.91691157530528,73.17300366208612,0.2729121403446563,0.009153409,1.3218192025803686,1191.5247443527096
6,conservative,2036,204.9339725385272,TRUE,96.56064,151.0404895060881,0.7281919017151803,2101.1053884076673,29.999999999999996,9.658098931492711,2.3838691905138054,2.0999999999999996,199.78900728318547,0.7732685603902634,0.051098219,2.9999999999999982,7.8940394870736235,2.321754865579885,9.189295733902942,5.6895252953381714e-09,4.0735528259982784e-05,600,514.1530593518903,276.8323171638456,609.3156905817984,100.81070374918558,266.16352652506964,51.48390791303007,228.64705296792872,144.19004895342283,84.55708797876221,144.19004895342283,71.64985168315762,0.2729121403446563,0.009153409,1.3197499077851087,1171.4897154373405
7,conservative,2037,209.8776533858552,TRUE,96.56064,149.91962570007556,0.7329716068725647,2064.7616754543365,29.999999999999996,9.606014006666634,2.3765921302682114,2.1,198.3063832,0.7712980571363075,0.051053731,3.0000000000000027,7.932103483555726,2.339127663567272,9.241520161030348,1.326654341937683e-10,1.7913918520685438e-05,600,492.2701122144518,271.2085115132576,602.3182376,98.96904663382962,260.3044299327226,50.30207245,223.42229843971185,142.56499904185833,83.23422735280852,142.56499904185833,70.25521726882131,0.2729121403446563,0.009153409,1.318600891570001,1153.1622439585337
8,conservative,2038,214.84711786979804,TRUE,96.56064,148.88354618281042,0.7374537738321557,2031.2554741747663,29.999999999999993,9.556882022734769,2.3697095377465867,2.099999999999999,196.93590764922024,0.7693791717014676,0.051007619,3,7.9676997594954315,2.3554205284910124,9.290446100005862,1.3248495633888524e-09,7.239942406694662e-05,600,472.1213102593308,266.04044201931856,595.8279377593889,97.27429292183913,254.9362470334097,49.22155600764297,218.63917537538748,141.06738311669938,82.01361276757514,141.06738311669938,68.97505390000836,0.2729121403446563,0.009153409,1.3174099084585775,1136.251332439526
9,conservative,2039,219.83781151831423,TRUE,96.56064,147.9169274387751,0.741692065,2000.242031153793,29.999999999999996,9.508963262529255,2.3629799412623815,2.099999999999999,195.65731142695032,0.7675666207138083,0.050967689,3.0000000000000147,8.000501074671536,2.370825812246758,9.335605398620167,6.376433496768641e-07,1.8868294331658097e-07,600,453.53949131339016,261.27976328293437,589.7148978256274,95.70831311,250.01459439662833,48.23101337832407,214.25948781526643,139.70590826246544,80.88876092,139.70590826246544,67.79948786107632,0.2729121403446563,0.009153409,1.3163786197216574,1120.6671584735802
