,scenario,year,battery_energy_density,success,mission_range,cruise_speed,mission_time,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub_non_wing,Aero|Cruise|Cd0_wing,Aero|Cruise|f_total,Aero|Cruise|total_drag
0,conservative,2030,176.05442728293585,TRUE,96.56064,241.4016,0.4888888888888889,2989.418492734456,29.999999999999996,10.508350872646984,2.5,1.7098637840578228,392.1715853434289,0.4307008348645381,0.045218109,3.0000000406439216,7.068183245959933,1.453313311042473,8.079237522143048,3.552713678800501e-15,2.046151617458978e-05,600,1044.4886078433526,437.59243591632844,760.5057579464151,146.83621446910485,422.9401514799666,123.25745625967343,370.01245285105836,186.53442541926157,191.13937553223533,186.53442541926157,125.04305368704041,0.2729121403446563,0.009153409,0.7742526554831485,1755.589857208109
1,conservative,2031,180.75417127982496,TRUE,96.56064,241.4016,0.4888888888888889,2919.182170421985,29.999999999999993,10.508350872646988,2.5,1.6981848503708137,394.8686688187066,0.42058152813939464,0.045218786,3.0000000390389334,7.141351200147607,1.4533133110699126,8.175854154,0,2.225067630893726e-05,600,997.6286778515628,425.92921732248703,752.4981194999419,143.13087281024747,408.77168600273393,121.5812469613643,357.0491982073228,182.15180316079864,191.14223445417934,182.15180316079864,122.62137053883175,0.2729121403446563,0.009153409,0.7637233979601805,1731.715147085585
2,conservative,2032,185.5044988742252,TRUE,96.56064,241.4016,0.4888888888888889,2855.137529601194,29.999999999999996,10.50835087264699,2.5,1.6876929319181406,397.32345962555746,0.4113542886822376,0.045220286,3.000000024627255,7.210181724889503,1.4533133106971827,8.267043412167268,0,2.153125429134242e-05,600,954.8732829641962,415.36474676867306,745.1425880955428,139.7615519510424,395.9869027635291,120.08753983313358,345.3638002,178.15553087382227,191.1485791820911,178.15553087382227,120.45063709436842,0.2729121403446563,0.009153409,0.7543405438148045,1710.4398651054332
3,conservative,2033,190.30164614658935,TRUE,96.56064,241.4016,0.4888888888888889,2796.4526199240927,29.999999999999993,10.50835087264699,2.5,1.6782278919457836,399.56432779276304,0.4028992531449557,0.045221648,3.000000002109955,7.275114245976481,1.4533133099593483,8.353336985281473,0,1.931887620628701e-05,600,915.6751833540003,405.74399172833216,738.3556815936001,136.68215857251755,384.3860763383444,118.74792815953644,334.7707179599511,174.49369632840666,191.15433920769425,174.49369632840666,118.49305641493548,0.2729121403446563,0.009153409,0.7459256537667344,1691.359406661678
4,conservative,2034,195.14168483825276,TRUE,96.56064,241.4016,0.4888888888888889,2742.4426477653933,29.999999999999996,10.50835087264699,2.5,1.6696394366145528,401.6196459696395,0.3951177598022541,0.04522318,3.0000000025497267,7.336525023659711,1.4533133099008988,8.435191712512337,0,7.958920294496979e-05,600,879.5880581545305,396.9404064908902,732.0682208446418,133.85488355343128,373.8067598653632,117.53961654998022,325.11918415528044,171.12356961379007,191.1608137733241,171.12356961379007,116.71812102967984,0.2729121403446563,0.009153409,0.7383355370816885,1674.1490919499029
5,conservative,2035,200.0205339618983,TRUE,96.56064,241.4016,0.4888888888888889,2692.355835,29.999999999999996,10.50507777819495,2.4995621478850083,1.6619858394534044,403.46913732159567,0.38790149608331576,0.045215982,3.000000031831724,7.393840227048087,1.4533133103643352,8.511800504806123,3.7020591037162376e-09,5.648212153299494e-06,600,846.2677314332923,388.84465919406165,726.0069449412882,131.23887571215647,364.1349761433694,116.44594715624109,316.30861568757655,168.05710325665208,191.13038248340789,168.05710325665208,115.10422799088781,0.2729121403446563,0.009153409,0.7314655559170273,1658.571658
6,conservative,2036,204.9339725385272,TRUE,96.56064,241.4016,0.4888888888888889,2646.443795158472,29.999999999999996,10.508348870913066,2.5,1.6324096045200955,410.75149819900696,0.38128671337488745,0.046474736,3.0002027215937934,7.449817508346946,1.4532879243144305,8.58682075,1.6065465864301132e-06,4.248975265963984e-05,600,815.3861200318261,381.4147136004052,720.7904866660565,128.8459564437614,355.2360567481466,115.45211477793876,308.19832766851806,165.13341104098996,196.42466135204444,165.13341104098996,113.62821537701096,0.2729121403446563,0.009153409,0.7252100416163801,1644.3875063143364
7,conservative,2037,209.8776533858552,TRUE,96.56064,241.4016,0.4888888888888889,2598.5314342304346,29.937375669048766,10.442635228740796,2.4882697624373455,1.637100367939124,409.5844543351426,0.3751668866248118,0.045830534,3.0001303703117577,7.478220626639105,1.4533099800981937,8.624962202137155,2.5156598795206264e-06,1.3040885130687102e-05,600,786.8384430702662,374.3133400038553,711.0292837441112,126.35397862877387,347.4799105249557,114.51082971584067,301.28032718642544,163.67612892683613,193.7112945849717,163.67612892683613,112.29506809724975,0.2729121403446563,0.009153409,0.7193082956043101,1631.005510960193
8,conservative,2038,214.84711786979804,TRUE,96.56064,241.4016,0.4888888888888889,2555.7360265860043,29.55285281447111,10.420996486953872,2.4673490439768355,1.6332542886217218,410.53774652972726,0.3737892745973081,0.045616609920759485,3.0002123666750573,7.477320903569162,1.4533171828183684,8.623753213366518,1.0626083835063582e-07,2.2185023838985756e-05,600,760.0694855817701,368.34350384771665,703.1856534145214,124.13267364392507,341.7983606088206,113.43465760173365,296.36006079402904,163.72202459844533,192.79656711613404,163.72202459844533,111.04314208345588,0.2729121403446563,0.009153409,0.7125517718563488,1615.6853380451842
9,conservative,2039,219.83781151831423,TRUE,96.56064,241.4016,0.4888888888888889,2516.9770753386224,29.1024012,10.424853786342968,2.4466050483054915,1.6241798075255125,412.80231081119695,0.37381841186553966,0.045699543267604406,3.000424282798277,7.472174423830275,1.453322816696951,8.616838700212595,1.886638100501159e-05,5.1483177401845263e-05,600,734.8813705,362.9656416986116,697.0126281843445,122.12461015004078,336.84667040312576,112.36529169414233,292.09982487852807,163.98488487413238,193.11979870905142,163.98488487413238,109.85720430461568,0.2729121403446563,0.009153409,0.7058371732766558,1600.460228930929
