,coeff_type,mission_range,cruise_speed,mission_time,weighted_sum_of_energy,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,value_1,Point_1|Weight|takeoff,Point_1|Energy|entire_mission,Point_1|Aero|Cruise|CL,Point_1|Propeller|Cruise|CT/sigma,Point_1|Propeller|Cruise|J,Point_1|LiftRotor|HoverClimb|T_to_P,Point_1|Propeller|Cruise|T_to_P,Point_1|LiftRotor|HoverDescent|T_to_P,Point_1|LiftRotor|clearance_constraint,Point_1|Weight|residual,value_2,Point_2|Weight|takeoff,Point_2|Energy|entire_mission,Point_2|Aero|Cruise|CL,Point_2|Propeller|Cruise|CT/sigma,Point_2|Propeller|Cruise|J,Point_2|LiftRotor|HoverClimb|T_to_P,Point_2|Propeller|Cruise|T_to_P,Point_2|LiftRotor|HoverDescent|T_to_P,Point_2|LiftRotor|clearance_constraint,Point_2|Weight|residual,value_3,Point_3|Weight|takeoff,Point_3|Energy|entire_mission,Point_3|Aero|Cruise|CL,Point_3|Propeller|Cruise|CT/sigma,Point_3|Propeller|Cruise|J,Point_3|LiftRotor|HoverClimb|T_to_P,Point_3|Propeller|Cruise|T_to_P,Point_3|LiftRotor|HoverDescent|T_to_P,Point_3|LiftRotor|clearance_constraint,Point_3|Weight|residual,value_4,Point_4|Weight|takeoff,Point_4|Energy|entire_mission,Point_4|Aero|Cruise|CL,Point_4|Propeller|Cruise|CT/sigma,Point_4|Propeller|Cruise|J,Point_4|LiftRotor|HoverClimb|T_to_P,Point_4|Propeller|Cruise|T_to_P,Point_4|LiftRotor|HoverDescent|T_to_P,Point_4|LiftRotor|clearance_constraint,Point_4|Weight|residual
0,uniform,96.56064,241.4016,0.4888888888888889,91.61024184918205,22.731982944952595,10.329173931813347,2.1149292720305595,1.4250456936780935,470.55333218058377,250,2321.3928327582844,105.51968997880633,0.441389065,0.15283427481050424,3.0000000014771904,6.821686895910927,1.4514707770244812,7.756133121700239,1.209940592161729e-09,9.48920399734039e-06,400,1888.2269429318142,90.90518205,0.3590270083432766,0.13861278908442703,3.0000000014771904,7.459548034928208,1.4527773132096715,8.599881736,1.209940592161729e-09,1.1836771551819807e-05,550,1731.575097503473,86.18337079560014,0.32924126483075977,0.13419028559272694,3.0000000014771904,7.741130741998046,1.4530408218353925,8.980466731713284,1.209940592161729e-09,1.2136848498302891e-05,700,1649.5729085078653,83.83272457699789,0.31364938870437614,0.13202787840519187,3.0000000014771904,7.902557530983144,1.4531400405138124,9.200974272572797,1.209940592161729e-09,1.216708956669838e-05
1,linear,96.56064,241.4016,0.4888888888888889,88.01390483248397,20.50520235146872,10.599688788021862,2.0227252192487404,1.437827858,466.59371108203834,250,2350.750060947702,107.40054918857606,0.49551025636035967,0.15025186416396893,2.998562625046915,6.524610584507782,1.4517004220274634,7.3715257532122616,-0.001733016,3.7769762591796313e-07,400,1897.581262897057,90.98571904970844,0.3999876438006628,0.13418417000536695,2.998562625046915,7.163115588617771,1.4529912646687944,8.204656878965757,-0.001733016,1.806265813568877e-06,550,1737.9289220535504,85.84426966532365,0.36633482223782743,0.12934003951785292,2.998562625046915,7.43968954,1.4531847301843297,8.573232661281313,-0.001733016,2.1249468796293816e-06,700,1655.0407914268094,83.30856301021896,0.3488629865295559,0.12699285352276776,2.998562625046915,7.597199601762451,1.453238348287634,8.785293277853333,-0.001733016,2.249540821281488e-06
