,mission_range,cruise_speed,mission_time,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub,Aero|Cruise|f_total,Aero|Cruise|total_drag
0,10.0,189.69041357320302,0.1416063658115744,1167.2223740136644,2.9307521759562816,361.2597829680948,0.14000000009311825,0.4725976849226178,8.979603852660093,12.000000000056477,10.717932615419764,9.158576132440152e-05,600.0,128.72683231171504,241.5668414193327,142.23358265232338,54.70468767529448,129.98595407612441,97.81294155382163,108.90368654999708,105.99312619115567,106.57617284452797,105.99312619115567,48.14383528458143,0.6302766233350965,0.8656697328841145,1212.0012591431437
1,20.0,190.5078833945156,0.1938714210740938,1190.9893935237221,2.9393821608164754,362.76383594647757,0.14000000074850502,0.47131965345765875,8.926846707039946,12.000000006423953,10.641695679174237,6.779391472866328e-05,600.0,145.4732366663523,246.59754540069162,143.08320638786202,55.84363877483041,133.41658399762557,99.79594416199966,111.91725730838972,107.51723213459309,108.09927381432232,107.51723213459309,54.40699051321576,0.6302766233350965,0.8688543738154613,1226.9672379530123
2,30.0,191.357854776478,0.24566322164383383,1215.6986457131945,2.950251402848392,363.79654464616635,0.1399999999976725,0.4703794315854087,8.878450978785608,11.999999999747914,10.571942372962043,4.079267358622032e-05,600.0,162.764637252454,251.9541523026706,143.9563976691105,57.029845403205485,136.9268860770888,101.85771832008065,114.9929315564913,108.94070257586657,109.52112228997741,108.94070257586657,60.873974332417795,0.6302766233350965,0.8721428886817973,1242.6256166182905
3,40.0,192.23512051703824,0.296967412170251,1241.3478307889723,2.962848307307458,364.4797141450333,0.13999999999980037,0.46968423952412114,8.833161711054633,11.999999999851058,10.50682261395023,2.725312046911362e-05,600.0,180.62539952050383,257.6105333062045,144.85369662849433,58.263421785902224,140.53267350867532,103.99802528091517,118.14683433798498,110.29528463097859,110.8736263407483,110.29528463097859,67.55389942066843,0.6302766233350965,0.8755330162149115,1258.9198098898214
4,50.0,193.13343381577616,0.3477772595461072,1267.9294005163413,2.976592191506156,364.9523351824613,0.1400001041486752,0.46913087214243443,8.789600047327667,12.000000955690322,10.444328669301864,3.3469329444170465e-05,600.0,199.081140930649,263.5340377033507,145.77577390435644,59.54423324629736,144.253366898285,106.21616978668794,121.39884148256071,111.6191435842299,112.19512528932941,111.6191435842299,74.45634670806272,0.6302766233350965,0.8790218325067531,1275.7766733106232
5,60.0,194.05861457345725,0.39807382320309387,1295.526494832164,2.9919540581258084,365.1094071673519,0.1399999999978868,0.4687944783750946,8.748723759049701,11.999999999666711,10.385813008261623,5.859228602942899e-05,600.0,218.15936804876273,269.7744962587157,146.72375570737546,60.87652937712947,148.08176946861172,108.51916157872675,124.74001734882083,112.88045413113754,113.45367852479552,112.88045413113754,81.59160365023725,0.6302766233350965,0.8826182371755162,1293.2986401520195
6,70.0,195.00147498370396,0.44786053259491626,1324.1221033853053,3.0080943123361736,365.15162173020553,0.139999999994894,0.4685284003464995,8.708586966744267,11.999999999690068,10.32847396058898,4.560940891418528e-05,600.0,237.89025667958916,276.28007612991325,147.69877723011624,62.25974681952718,152.04787050319052,110.9054691436767,128.20113682213295,114.13725622105146,114.70756464696655,114.13725622105146,88.97095599816635,0.6302766233350965,0.8863179292578967,1311.37046585983
7,80.0,195.9634987601422,0.49712818093132877,1353.7660700129181,3.025139538804865,365.05277559067963,0.1400000000751086,0.4683512882115832,8.66942946973952,12.000000000185564,10.272646119691988,5.696549998502003e-05,600.0,258.30322631875197,283.0720815639673,148.70174532208708,63.69656435738193,156.15399776169969,113.37927071570533,131.78357885976794,115.381210559198,115.94841826485616,115.381210559198,96.60540664321323,0.6302766233350965,0.8901252505587768,1330.0303818498733
8,90.0,196.9444563633463,0.5458705255487063,1384.5077626803284,3.0430419379403406,364.8288570499816,0.1400000000119488,0.46825115046771226,8.631076463437289,11.99999999963781,10.218072226563718,6.719954096816591e-05,600.0,279.43143528086233,290.16085282145673,149.73400969788483,65.18966241273912,160.40962776141996,115.94467769374157,135.4959851508048,116.6169851882069,117.18092864087721,116.6169851882069,104.5073567950425,0.6302766233350965,0.8940443199711161,1349.294160398854
9,100.0,197.94188021038778,0.5940876871104291,1416.3811157977884,3.061571124741637,364.5369095934446,0.14000000501614285,0.4681860276720738,8.592975701613591,12.000000047005296,10.163961640776737,6.320422185577595e-05,600.0,301.3097943045248,297.5413545819365,150.79692212406232,66.74099489555692,164.83010833276532,118.60449350253485,139.35325278240106,117.86197423177802,118.42255630398277,117.86197423177802,112.68986306989227,0.6302766233350965,0.8980771511641228,1369.143915346102
