Unnamed: 0,mission_range,cruise_speed,mission_time,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
1,10.0,80.0,0.2138888888888888,1160.040092355732,30.0,5.619029498265046,1.74577029604046,2.1000000000000005,119.21188964841728,1.5218165771966208,0.1600109932420502,2.662992075677849,7.797147214133367,4.105613622347751,9.056790587991316,0.0078418816561516,23738.663567600805,600.0,158.5449093576682,153.94869933320803,347.25915431037026,54.36089479515676,148.7775029119631,32.460097303723614,128.085118131567,148.4400506850475,94.27358920290496,148.4400506850475,26.95263459080359,0.0259054879272605,1306.1062393291827
2,10.0,90.0,0.2,868.2768919121457,30.0,4.4449353309639,1.654615705923859,2.1000000000000005,118.8914134895322,0.9000000000066143,0.1022309418579008,3.0039415518792003,8.421585610014459,3.828209077629959,9.921829205510136,0.8249642773871919,74657.56556099003,600.0,106.65016316023112,106.50217268812165,287.8043735633983,40.55554910030978,103.10135550716738,22.122113783933266,87.51177569454067,123.68477759062505,59.90794458903824,123.68477759062505,18.13052773723929,0.0246714566562168,829.9900414815086
3,10.0,100.0,0.1888888888888888,1074.9616661857965,30.0,4.89619844281283,1.7145063876685922,2.1000000000000005,105.7619468333833,0.9025312800038168,0.1517389545188384,3.752062142450468,7.930909324669775,3.4681937371583036,9.239880292,0.6409003055425799,29253.370055094827,600.0,137.70398797681736,138.38188767412225,319.6094249485056,50.30253151360412,135.54078380924562,28.680818338280822,116.3393498849234,142.61560763534155,70.36505594398464,142.61560763534155,23.409677956058953,0.0249414040260127,974.8672918496816
4,10.0,110.0,0.1797979797979798,1297.0556040713957,30.0,5.381543483427913,1.7353366190865156,2.1000000000000005,118.38620107811238,0.900000000078687,0.1389290219164152,3.687152155680072,7.395403164675313,3.1597243710492218,8.513892455610062,0.2087060316114861,4607.702817166906,600.0,174.30174915396486,174.66565067311126,355.01784101890195,60.950425225734534,175.3867335139857,36.11477182447332,152.3457820067631,167.9745266908184,80.72280119636426,167.9745266908184,29.631297356174027,0.0252539415496763,1118.367882141181
5,10.0,120.0,0.1722222222222222,1447.323701694787,30.0,5.640971788315076,1.7484731918601837,2.1,158.7301587301587,0.8438640148245563,0.0825046702474295,3.0,7.099703896498022,2.894605474267497,8.1208196701363,1.723835296729703e-09,3.052420612349427e-05,600.0,201.36920690800804,200.01918762614295,377.6906552025651,68.25017682966418,203.8569104844907,42.08690431974228,178.2238444497432,184.6290404811488,86.17841666530217,184.6290404811488,34.23276517436137,0.0253808898422374,1193.9522898592763
6,10.0,130.0,0.1658119658119658,1452.4173787070465,30.0,5.555602114335727,1.7328279540219065,2.1000000000000005,171.9576719576705,0.7215626044978011,0.0684610604302757,3.000000000000025,7.033862278321222,2.685756744741366,8.034030070066924,5.655593326991948e-09,5.42725845120255e-05,600.0,206.16958779257104,202.02252782238335,375.7337208397319,68.4989092452683,206.4893114531802,44.173212877595304,180.78316436957863,188.6395884661129,83.9243163537783,188.6395884661129,35.04882992473708,0.0251534732065895,1162.7230293012788
7,10.0,140.0,0.1603174603174603,1463.557078329152,30.0,5.497875198747542,1.7221804379661525,2.0999999999999996,185.18518518518525,0.6269355233078301,0.0588715223645752,2.9999999999999996,6.973137660825697,2.5009709887849825,7.954219026145965,1.340160338259011e-08,1.891885803596759e-05,600.0,213.92543215119943,205.40504771052025,375.1877799791977,69.04316806959801,209.88501152806023,47.309463230175226,183.99758336027185,192.4441240169433,83.69872136165561,192.4441240169433,36.367323465703905,0.0249633353712554,1159.5975407178455
8,10.0,150.0,0.1555555555555555,1480.0716967546507,30.0,5.461839137467443,1.7155053588961873,2.1,198.4126984126985,0.5522929772966392,0.0521204890524058,2.9999999999999987,6.915797264037898,2.337506946098566,7.879060369453964,1.5584333823426275e-10,2.8477136061989087e-05,600.0,224.39619219074132,210.03813087142953,375.7919493465821,69.85076074319018,214.01317017359867,51.44384569393976,187.84875700314285,196.13309877708747,85.06452590969946,196.13309877708747,38.14735267242602,0.0248052977110106,1178.519975484436
9,10.0,160.0,0.1513888888888888,1501.6436401255644,29.999999999999993,5.443264474317726,1.7120561129736105,2.0999999999999996,211.6402116402116,0.4924886216527819,0.0472464516488937,3.000000000000001,6.860322054325722,2.1925762794984776,7.806534439787329,1.6247820866510663e-09,1.9823192319421503e-05,600.0,237.4894360652723,215.869107864289,377.3825803303204,70.90696819005541,218.888213736076,56.565260037484734,192.3572683510089,199.79434238550377,87.7337410019946,199.79434238550377,40.37320413109629,0.0246757513273879,1215.5004120588274
10,10.0,170.0,0.1477124183006536,1528.1185380142992,30.0,5.439530203014075,1.7113619940615656,2.059965534897953,229.23747293013577,0.4439443026822979,0.045364466341941,3.000005899854916,6.805833048590301,2.0637182453493788,7.735476777607521,1.9114789218122041e-07,2.6258425404212336e-05,600.0,253.1770081842953,222.87652811318856,379.8648883315442,72.20523768282342,224.53071168573845,62.68132855950144,197.54678114190213,203.4818009230571,95.0975715059708,203.4818009230571,43.04009139133019,0.0245719936454973,1267.7663138208934
