,mission_range,cruise_speed,mission_time,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub_non_wing,Aero|Cruise|Cd0_wing,Aero|Cruise|f_total,Aero|Cruise|total_drag
0,10.0,111.72771185524032,0.1783921986224353,1337.296405561524,29.99999999999999,8.10723727009279,2.1580312615660366,2.0999999999956933,147.7879786448079,0.8994461213141914,0.06688320355739702,2.999999999999857,8.777642131247593,3.126601862435247,10.42719796488654,6.971475049155629e-05,1.6254438901611914e-05,600.0,63.58685028403559,163.0101465715277,447.79744447088444,62.89793255566167,152.35257778405807,27.381777082910467,128.25079278871016,111.98620005635667,60.56146351397015,111.98620005635667,23.78148200622931,0.2729121403446563,0.009153409031417752,1.7274398876672201,839.0441694962136
1,20.0,115.98223037711072,0.261329097487835,1356.0888837301952,29.999999999999996,8.273079986463566,2.1831504858250934,2.0999999999990115,153.4156695974313,0.8463978062090137,0.061069844672911204,2.999999590321107,8.811147883934861,3.017137017608921,10.475224053772157,1.675688623059557e-05,7.68959619211907e-05,600.0,70.70393417882423,165.13255797781963,456.4343500117814,63.80927252750603,153.90604057420452,27.91966157543217,129.45679030529794,110.96170067890165,59.58916940121656,110.96170067890165,26.44327138288026,0.2729121403446563,0.009153409031417752,1.5772945795576545,825.5735949947369
2,30.0,118.12443200769819,0.34285836404407855,1374.1973000266416,29.999999999999993,8.41997619060543,2.2051960061777716,2.0999999999999996,156.24924868868317,0.8268731878761457,0.05877760735656957,2.9999999999759686,8.836109584408087,2.964197658468323,10.5110566726506,3.2088144799047313e-06,4.131365817249579e-05,600.0,77.83372689984819,167.2861162375092,464.3953394049328,64.68854505451225,155.5206266852446,28.371320301451096,130.7382637943771,110.20644434282303,59.490669383118586,110.20644434282303,29.10981386054322,0.2729121403446563,0.009153409031417752,1.5180909114839278,824.2089340199472
3,40.0,121.07290994209245,0.41926832735395475,1387.3268397624595,29.999999999984773,8.464049024700497,2.211772914272632,2.099999999264271,160.14935120974616,0.7946101576871974,0.05577409422994904,3.000000011644436,8.823117421263564,2.894023899658815,10.492400682336674,5.224595636121876e-07,6.762961978206324e-05,600.0,85.06259829298253,169.15717268089685,467.7885543421138,65.32673816945426,157.23771695693694,28.968079730432958,132.22206068606786,110.59869741490385,59.30399761989231,110.59869741490385,31.813411761575463,0.2729121403446563,0.009153409031417752,1.4405170376384018,821.6227037619103
4,50.0,122.9925229610884,0.49541766638066115,1401.5449978794536,29.999999999999996,8.526493547072745,2.2210633294944238,2.1,162.68913235635824,0.7778912929678717,0.05416224121083635,2.99998875300924,8.816492756795544,2.8497797950018673,10.482892804816686,3.818772681185578e-06,1.0573708434259976e-05,600.0,92.34883968545783,171.1146994908681,472.05972416172875,66.01848281748158,158.9685418614081,29.48094073926412,133.6983048453449,110.79941219184515,59.431239728268764,110.79941219184515,34.53846604236123,0.2729121403446563,0.009153409031417752,1.3988970687460867,823.3855704071177
5,60.0,123.75431938415167,0.5737204511210817,1414.3543559860732,29.999999999999627,8.55220185916687,2.2248802339420526,2.0255512071184136,176.66836846425983,0.7753660580600016,0.0534425446746511,2.881887974122106,8.795823107831183,2.823986924457113,10.453247841651784,1.683807117380809e-05,1.3992663744628017e-06,600.0,99.97583507234062,173.0252029395448,474.71225041952744,66.64225046056299,160.79840836349146,29.962407097762707,135.30286255631168,111.42874808792207,64.33594235229664,111.42874808792207,37.39096231705539,0.2729121403446563,0.009153409031417752,1.3915832416023803,829.258617001193
6,70.0,126.3862132170755,0.6427467679897606,1430.8937187392141,29.999999999731305,8.660104667128907,2.240827393426303,2.09999999999966,167.17753068492678,0.7521028929030812,0.05167784453937283,3.0000000004579137,8.805518860113208,2.774430634498543,10.467149863630006,5.823568290708181e-06,8.756494059951077e-05,600.0,107.16157549168639,175.14612083521973,481.1469375338244,67.44844249252775,162.4996483990062,30.50880942073219,136.70328001236626,111.13295482789526,59.87717195766093,111.13295482789526,40.07842923389071,0.2729121403446563,0.009153409031417752,1.334720306308981,829.5637044107801
7,80.0,127.44758948808342,0.7165978971277629,1444.7331498014953,29.999999999999996,8.706185992442483,2.2476076928658344,2.0999999999999983,168.5814675768301,0.7467817082611165,0.051136525796723405,3.0,8.792451442764998,2.751539900327787,10.44841506792683,1.9901298369262577e-06,4.467309057910428e-05,600.0,114.72437579018674,177.10785730831435,484.7838925412195,68.12370795490283,164.31516957541072,30.95380142378817,138.27294765847762,111.53185166156848,60.24929313808313,111.53185166156848,42.906916545529846,0.2729121403446563,0.009153409031417752,1.3207392840047056,834.719228876016
8,90.0,128.9246242890315,0.7869712024602065,1454.314924413828,29.99999999999999,8.668037292676082,2.2419950878384256,2.1,170.5352173135207,0.7346085815104654,0.05025774419327012,3.0000000000002296,8.750206373749089,2.7203291397722222,10.387933293958346,5.018632869280282e-07,3.6380933649475265e-05,600.0,122.44758921995161,178.81359389757844,484.45611893599283,68.59159069936892,166.203499928507,31.488257157422897,140.00041040499002,112.83437867420393,60.59436325205568,112.83437867420393,45.7953983682619,0.2729121403446563,0.009153409031417752,1.2980423688805693,839.4999764074976
9,100.0,129.79420275012473,0.8593393241253262,1463.1441616733305,29.999999999999993,8.613487522165524,2.2339482734268614,2.1,171.6854533731804,0.7291985790812691,0.04995853981357112,3.000000000000009,8.702208348912148,2.7022001580738215,10.319372260267722,1.0592976629197892e-07,5.284914768778907e-06,600.0,130.3031334896747,180.4580605356158,483.36227966004515,69.022986882244,168.1348116488427,31.937296365313166,141.7861595425545,114.3386834408307,61.048895680587925,114.3386834408307,48.73337192513834,0.2729121403446563,0.009153409031417752,1.2903146053681274,845.7972612133796
10,110.0,130.88452715479133,0.9293243658028855,1476.1728412627426,29.999999999999996,8.634883553118915,2.2371074566593707,2.1,173.12768142168173,0.7234855800012623,0.04946033684009438,2.9999999999999996,8.68038939533668,2.679837834329437,10.288260825223068,2.971844992316619e-11,1.7556706567369343e-05,600.0,138.21934852575612,182.42119568335352,485.8764652181401,69.66002190787502,170.05836651242618,32.42055976274263,143.48128088313086,115.03124345368828,61.45980417118115,115.03124345368828,51.694036348632785,0.2729121403446563,0.009153409031417752,1.2774471641756233,851.4901615038525
11,120.0,131.90217407774284,0.998654029903716,1489.2597740369026,29.999999999999986,8.653959321350657,2.2399227159076145,2.1,174.4737752340074,0.7186804592832652,0.04904299966133718,3.000000000018952,8.657631379477964,2.659274883548121,10.255846933881363,1.1713627479537081e-05,6.385942322989324e-05,600.0,146.25861177914894,184.40381060722004,488.30489459215073,70.30044826750476,172.01699965732448,32.90129848812122,145.21080351901145,115.75951142390765,61.89255608512067,115.75951142390765,54.7007208054017,0.2729121403446563,0.009153409031417752,1.2666683011439461,857.48568983429
12,130.0,132.85520032338331,1.0673978195409561,1503.026127534463,29.999999999999996,8.681953752880258,2.2440437946125735,2.099999999999999,175.73439196214738,0.7149549844974616,0.0486927213942365,2.9999999999999987,8.637745450199814,2.640284746324192,10.227554187698994,1.020196904732984e-08,2.7645095756787055e-06,600.0,154.41659125084183,186.44961370156597,491.18687748825636,70.97470777524036,174.00676324626977,33.37841690614705,146.95851030955188,116.40085430740635,62.341701364353234,116.40085430740635,57.75180512781484,0.2729121403446563,0.009153409031417752,1.2576214161695225,863.7083387917646
13,140.0,133.74536374853128,1.1356541454642772,1517.2535525222304,29.999999999999993,8.71472779086534,2.2488625368004898,2.1,176.91185681233713,0.712147535845095,0.04840533329128543,2.99999999996421,8.619308130302068,2.622776592812927,10.201347791404405,1.2596415128740546e-06,8.359706155815868e-05,600.0,162.69949251251631,188.54313702669475,494.3296026200481,71.67217722010031,176.0296220514694,33.852030611209095,148.73069554600025,116.99967029702344,62.80701782976506,116.99967029702344,60.849610199681095,0.2729121403446563,0.009153409031417752,1.2501988400385884,870.1550302127201
14,150.0,134.68421622483527,1.2026051371952033,1530.75033171683,29.999999999999993,8.73058409276686,2.2511903289005697,2.1,178.153725165126,0.7085006302996074,0.0480931754495282,3.0000000000000004,8.594967489023439,2.6045580015294947,10.166787800886802,8.974111942450236e-08,1.7061254860286044e-05,600.0,171.12798016038795,190.60938246034803,496.6826847298958,72.33441489338736,178.09844349867973,34.34615798921772,150.5638124544421,117.79645687870203,63.281147459617664,117.79645687870203,64.00186457998508,0.2729121403446563,0.009153409031417752,1.242136518253507,876.7238229471145
15,160.0,135.55623533680208,1.2692108386868093,1544.9691424590428,29.999999999999996,8.755380172924939,2.254826586817694,2.099999999999999,179.3071895989446,0.7059112395696535,0.04784408649510968,3.0000000000000004,8.573429158347766,2.5878497955038307,10.136241937966048,6.7437415651738775e-09,1.1774942250542808e-05,600.0,179.6891060084785,192.7438754650648,499.50003453942907,73.03269498249784,180.20433993494183,34.835619365585245,152.42031039849653,118.50749279886541,63.771223711729,118.50749279886541,67.20372564717094,0.2729121403446563,0.009153409031417752,1.235703121338355,883.513546941307
16,170.0,136.40845281299397,1.3351459682288151,1559.3271130542716,29.999999999999996,8.779350019052222,2.2583368046695944,2.1,180.43446139284924,0.7035969522409519,0.04761919428772642,2.9999999999999987,8.551499213750686,2.5717206704657793,10.105174631204317,2.0441710546492686e-08,5.6550892407098806e-05,600.0,188.38747076021485,194.9054619478143,502.3032538602444,73.73844651873782,182.3454664588984,35.329390917848606,154.30976405287848,119.23729080469016,64.27204148368733,119.23729080469016,70.45691406432036,0.2729121403446563,0.009153409031417752,1.2298946709532388,890.4520885015941
17,180.0,137.2467199048999,1.4003956420173018,1573.9953307884193,29.999999999999996,8.804598848695827,2.262029136788277,2.1,181.54328029748663,0.7015663934112535,0.047414376026784985,3.0000000000000004,8.529768614652143,2.5560454543346895,10.074423437951411,8.404192897160101e-10,8.992047775277852e-05,600.0,197.23157083465742,197.11087910799915,505.20225725185946,74.46010623476714,184.52966333514186,35.82950032756843,156.2367653576098,119.96632211849754,64.78455398353714,119.96632211849754,73.76460749216186,0.2729121403446563,0.009153409031417752,1.2246046846060565,897.5526537760029
18,190.0,138.06975924700336,1.465004854008338,1588.9013575848153,29.999999999999993,8.829861208790652,2.2657181560140933,2.099999999999999,182.63195667593052,0.6997921820410656,0.047229962847609094,2.9999999999999987,8.507827888611166,2.5408353161218766,10.043408855214947,6.393285900685441e-11,6.730976702408958e-05,600.0,206.22559061120378,199.3549031405259,508.13492380645766,75.19414427961195,186.75758118141607,36.33570229498622,158.2033929406143,120.70839094097529,65.30887831406415,120.70839094097529,77.12837088859021,0.2729121403446563,0.009153409031417752,1.2198417147634444,904.8168651561318
