Unnamed: 0,success,mission_range,cruise_speed,mission_time,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub_non_wing,Aero|Cruise|Cd0_wing,Aero|Cruise|f_total,Aero|Cruise|total_drag
1,False,10.0,80.0,0.2138888888888888,686.0459780509966,29.999999999999996,4.0,1.5088297988611103,2.0999999999999996,100.00000302825504,0.9000000508576534,0.1178379161133647,3.174603078468097,8.603278954487404,4.3059821811967955,10.178584050642083,0.5137811365685057,104001.4945355063,600.0,36.77366813507608,80.14996616828158,259.51356240862157,32.101408441570385,79.74238446530441,16.03805799001523,67.40092478852397,117.52357978292092,48.85242837689037,117.52357978292092,13.753351882518457,0.3157602416945057,0.0110881511655129,2.717906885287263,676.8222367359738
2,False,20.0,80.0,0.3388888888888889,1077.2951908630798,29.999999999999957,4.563905825527325,1.6290227452086223,2.0999999999999943,100.11204784522933,1.4132663955263458,0.2256053571442238,3.171050081315926,7.585639262496975,4.116709789324898,8.769675294652476,0.5255642129595852,12442.623336511711,600.0,81.11124719160412,144.9555331253265,312.3614239941585,50.413494056760754,142.01771974435616,32.18924378708302,122.84322448289356,158.3188837188056,93.73961707632049,158.3188837188056,30.335606449659934,0.3157602416945057,0.0110881511655129,5.215207496142468,1298.7083632956362
3,False,30.0,80.0,0.4638888888888889,890.3563709775985,29.999999999999996,4.062437138499682,1.7066387095776867,2.1,100.04018704374276,1.1680278068793064,0.1771201914237454,3.173327907928714,8.552149336116976,4.20067544784073,10.10609514257636,1.6197283063774748,45629.25735174463,600.0,69.2042675375349,111.00325266231678,282.16995947287404,41.588950411986566,104.10907667590573,24.730725805654124,88.1009290350515,119.21557039103692,73.48828962889638,119.21557039103692,25.882396059038054,0.3157602416945057,0.0110881511655129,4.0885240510346135,1018.1378943295176
4,False,40.0,80.0,0.5888888888888889,1180.8387233016033,29.999999999999996,5.174081582064213,1.6748571394883631,2.1,100.2369436767854,1.549101583607171,0.241497822625289,3.1670989339416624,7.468604419099903,4.089178186012408,8.612043235929054,0.0807851778821255,7230.152340372144,600.0,111.94437823976988,160.75663055537046,337.81105711902217,55.35695987056819,158.10701130210816,34.77536877150833,137.1148159562411,164.1675598976631,100.59350216539735,164.1675598976631,41.86719746167394,0.3157602416945057,0.0110881511655129,5.596523678233903,1393.6649906414143
5,False,50.0,80.0,0.7138888888888889,721.9050152794489,29.999999999999996,4.0,1.5344574203767558,2.09999999996099,100.00000001680628,0.9470422847047186,0.1274628203752669,3.1746031741286136,8.541556654497223,4.289000550350444,10.091100654481986,0.6675468656623789,104844.02963164772,600.0,62.787769344939946,85.66831733873198,263.49096563636937,33.7542409362363,84.51679763774185,17.41671919272061,71.53877857306013,119.57012131721277,52.842651441998115,119.57012131721277,23.482625735007534,0.3157602416945057,0.0110881511655129,2.9399031114212915,732.1044773205689
6,False,60.0,80.0,0.8388888888888889,731.4258152269921,29.999999999999996,4.000000000019946,1.6909288816388637,2.0999999999180283,100.00000000434407,0.959532293699944,0.1301006568396715,3.1746031745891847,9.206029916798528,4.284323009992495,11.047497851408725,1.606375633209078,102386.4774760112,600.0,68.46566404863788,84.64424882561522,264.1007969370701,34.19397577433993,79.45073194823502,17.79656604208685,66.2073733857956,99.76354995512578,53.9362273604058,99.76354995512578,25.60615835419057,0.3157602416945057,0.0110881511655129,3.0007442530158452,747.2553413043597
7,False,70.0,80.0,0.9638888888888888,198.9356996072469,6.239844120259991,4.079948040086664,0.8169889585184162,0.812991556514083,113.9909070151662,1.2547278886133395,1.7938199361358471,7.193702883086696,8.642909582843986,3.9303868296292497,10.234898739305248,1.9761295841281088,403904.01537375856,600.0,30.162180076951625,15.384871500993974,178.767976829259,10.155104078197636,23.01721401808143,7.807102093041491,19.436997343537055,116.23385600849286,144.8284299234099,116.23385600849286,11.280655348779907,0.3157602416945057,0.0110881511655129,1.2076350811941874,300.72931535632455
8,False,80.0,80.0,1.0888888888888888,866.5159882675889,29.99999999997665,4.71719300678175,1.5722910905947651,2.1,101.46737264025624,1.1367524312669848,0.1483588490606407,3.128693580998154,8.074499525318334,4.24306555305995,9.43774826622002,3.858029225867199e-05,75124.47708854052,600.0,98.41599645369944,107.98850223902868,293.726722060092,40.47321507967528,107.3151327274896,21.09723167166482,91.81384836985522,136.69825406083123,63.32385740967451,136.69825406083123,36.807582673683584,0.3157602416945057,0.0110881511655129,3.5230254416199935,877.3155446872364
9,False,90.0,80.0,1.2138888888888888,775.3087679932875,29.999999999999996,4.480744263991039,1.5527811018084807,2.1,100.00438603284935,1.017100825525829,0.1322376761747432,3.174463941571906,8.373051702778838,4.280504562449353,9.853638266015189,0.1698564238643403,104574.70786093012,600.0,90.54345885835662,93.31414540724911,278.60567842934404,36.22561434298095,92.5957220276066,18.106615028214023,78.68248732727454,125.4025928450271,54.82698714699659,125.4025928450271,33.86325361302537,0.3157602416945057,0.0110881511655129,3.0503017110377613,759.5963047740472
10,False,100.0,80.0,1.3388888888888888,1108.29347241119,29.999999999999996,5.657389679429003,1.759035179000792,2.099999999999279,114.33101790776196,1.4539319716864898,0.1560344411244988,2.7766770843984068,8.000943793553759,4.146933246738882,9.336215405838445,0.0454006455085309,33061.463973107624,600.0,152.00788604945353,143.59103903779337,342.6332712704745,51.88939261718289,138.52034222564166,28.82441441931852,118.70907259895846,139.68765272214682,84.55702344817783,139.68765272214682,56.85094938249562,0.3157602416945057,0.0110881511655129,4.70433351758941,1171.4888214024852
11,False,110.0,80.0,1.4638888888888888,856.8030541948406,29.999999999999996,4.773746879369518,1.836804074080946,2.1,105.55069525650894,1.1240103681404112,0.1335352245184354,3.0076572843866773,9.23354927204013,4.247136277165231,11.08781719018007,1.519573706140369,84608.92023826178,600.0,113.51845593915714,101.1388904313222,293.00254196846197,40.01929110213148,92.79238448310484,20.528667900313987,77.2742767578878,99.03931598861088,61.6764139062584,99.03931598861088,42.45590252124477,0.3157602416945057,0.0110881511655129,3.4313698537644153,854.4911645300015
12,False,120.0,80.0,1.5888888888888888,813.2414048766573,29.99999999999999,4.69330016647833,1.844280731070036,2.0999999999999934,102.64500898464824,1.066863343223528,0.1313150670480242,3.092798379586077,9.463651284685916,4.267635652169157,11.427231185302466,1.6606334527951088,100263.5624170534,600.0,111.36510149935948,94.13046053568708,286.40195691536167,37.98810649099178,85.93315417196794,18.999484909753004,71.16696876865818,93.2433178820052,57.35764485359152,93.2433178820052,41.65054796076044,0.3157602416945057,0.0110881511655129,3.1910949578339096,794.6571086337119
13,False,130.0,80.0,1.7138888888888888,1839.439781783582,29.999999999999996,4.0,0.8,0.7999999999999999,1477.1319852708334,2.4130975912984,0.1464828036060827,0.5641563121257178,3.120511973914206,1.9858794834061857,3.2958764668502516,-3.739197656598156,764969.9081777142,600.0,1175.621616405,463.39431665045686,387.4182696980861,87.631160737843,589.467304455264,198.6525095983799,558.1033756224084,1120.8768385050766,1922.9487485477384,1120.8768385050766,439.68248453546994,0.3157602416945057,0.0110881511655129,15.525925969133723,3866.317863467046
14,False,140.0,80.0,1.8388888888888888,686.0476471587033,29.999999999999996,4.494255543858796,1.5820361901575375,2.1,102.26228577256198,0.9000022405024716,0.1046574084151343,3.104373377359958,8.948127180407921,4.318318994810355,10.672422268036884,0.3287930480287855,153417.0140904813,600.0,99.12143915676322,78.10438962389694,268.4051733891823,32.10148525011132,76.66941174694259,14.853376009535769,64.28228099757308,106.8990253185659,45.37347531974711,106.8990253185659,37.071418244629434,0.3157602416945057,0.0110881511655129,2.524355187208858,628.6233473896868
