Unnamed: 0,mission_range,cruise_speed,endurance,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
1,10.0,80.0,0.5472222222222223,1158.688550538751,2.064394933672172,950.8832947756914,0.0810336994724457,0.1080986895706827,6.6841002437516766,11.999986955447785,7.577364079385828,5.482515804832252e-06,600.0,156.49992631595117,202.9295378912528,144.96520654184147,54.29622126697544,173.3499660813582,96.56158332693848,152.9144618629262,212.06228484882976,212.0510025809897,212.06228484882976,58.53097244216574,0.0313845233716053,104.63838410458769
2,10.0,90.0,0.5333333333333333,1152.4814425383738,2.0630450998157364,997.4375739601198,0.0734451152449242,0.116007941278453,6.695994258769391,11.999986217620584,7.59277411204888,1.2325424516606766e-06,600.0,152.0245384531631,201.7400935225452,144.71863657380544,53.99928418814469,172.11505834686608,96.04669348932327,151.78660994398808,211.20236975250327,211.19637930561177,211.20236975250327,56.857177381483,0.0310945308224546,131.03774627555657
3,10.0,100.0,0.5222222222222223,1147.5657465126071,2.0605648465059607,1027.9339841818453,0.0691914021835522,0.1252198873456394,6.701469809390593,11.999999934360766,7.599871097223891,2.1257864333120015e-06,600.0,148.50505305322827,200.76779287173412,144.53013529855778,53.76422329678011,171.2409037349618,95.64018216532632,150.99805402381023,210.80809984734256,210.80932248880103,210.80809984734256,55.540889841907365,0.0308689104667986,160.21523742008327
4,10.0,110.0,0.5131313131313131,1143.58858148123,2.0580688316310187,1047.146263261664,0.0667706293102202,0.1353725082033263,6.7045414608881035,12.000000000013854,7.603853106139286,5.319804256942655e-07,600.0,145.65993243775264,199.97542348650825,144.37985036793992,53.574104558911785,170.56924595850688,95.31305990152752,150.39593289327308,210.5873644067338,210.5981802741659,210.5873644067338,54.47681473171949,0.030678452980821,192.197865777808
5,10.0,120.0,0.5055555555555555,1140.3024845476343,2.056061241842357,1057.441590884573,0.0655478993895267,0.1463754056414667,6.7072566714451884,11.999999999979735,7.607373496414771,4.935416381224223e-07,600.0,143.30609121331065,199.3247631877736,144.25526938930463,53.41706328243228,170.0102650614588,95.04480979583998,149.89437354233232,210.3925065687302,210.4157799218247,210.3925065687302,53.59647811377818,0.0305072201588959,227.01113749352527
6,10.0,130.0,0.4991452991452991,1137.546100420144,2.054303649925475,1060.4391367180654,0.0652480236869266,0.1582484753212594,6.709339062206902,11.99999999982534,7.610073701800052,4.652389459874972e-07,600.0,141.32984854110555,198.7805317044809,144.15103570537804,53.28536655344563,169.54667067399205,94.82221016159212,149.47898601180094,210.2432301715748,210.28233527384583,210.2432301715748,52.85736335437347,0.0303539765916515,264.6314879598682
7,10.0,140.0,0.4936507936507936,1135.20360933079,2.0525319092027225,1057.164409414693,0.0657503803329732,0.1710808148712113,6.710324230020374,12.000002821338198,7.611351243290095,1.9745949075727577e-06,600.0,139.65230653659376,198.31549339429935,144.06374808599824,53.173466516698056,169.17269127655,94.63582460274884,149.14613358982038,210.17265875801328,210.231520270646,210.17265875801328,52.22996264468606,0.0302192640601555,305.0209951669002
8,10.0,150.0,0.4888888888888889,1133.1948677003138,2.0513600393659024,1047.6352132750987,0.0669940693411678,0.1850524120080883,6.712169939600831,11.999999992831762,7.613744868024049,1.7601241248109315e-06,600.0,138.2030108244983,197.92852093070957,143.98713740027432,53.07752524152826,168.8269036537094,94.47932123856336,148.83541376064068,210.04053050724312,210.1236687851764,210.04053050724312,51.68792604836237,0.0300896649834,348.25198178711656
9,10.0,160.0,0.4847222222222222,1131.4571430160845,2.050752634136772,1031.9622022322571,0.0690300101244003,0.2004182940236355,6.714936574704818,12.000010544057202,7.617333178722788,1.2296333129555349e-06,600.0,136.93747021672013,197.60740620571912,143.91883556499891,52.99453991696931,168.49855995338606,94.34761257933044,148.53717389919893,209.84268878392535,209.95524749534457,209.84268878392535,51.21461386105332,0.0299634214555187,394.3373087017816
10,10.0,170.0,0.4810457516339869,1129.9444010985835,2.0486380315658463,1011.4467311528824,0.0720714581120984,0.2174515245809725,6.71280667390765,12.00000000306193,7.6145706690409725,6.404843476771362e-07,600.0,135.857548194665,197.29823462089763,143.8671110834143,52.92230750226684,168.32667109133683,94.23732029126428,148.39239797099373,209.9949751408805,210.1427734115492,209.9949751408805,50.8107230248047,0.0298739736278172,442.9260683841962
