,scenario,year,battery_energy_density,success,mission_range,cruise_speed,mission_time,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub,Aero|Cruise|f_total,Aero|Cruise|total_drag
11,conservative,2041,229.86428804438393,True,96.56064,241.4016,0.4888888888888889,3343.2893571135405,4.126292178129597,308.02723125238566,0.13999999999870985,0.5023354458610808,7.693875383877025,11.702815312019727,8.916239421774865,2.856818107854563e-05,600.0,1570.1607489149342,800.4326438383707,207.0380700217052,165.66323925958488,434.5390574065708,286.5165593656205,374.9663057441796,153.15680660669813,153.58926862879358,153.15680660669813,245.42824021190629,0.6302766233350965,1.1050364770315004,2505.6301934294206
12,conservative,2042,234.89063307652265,True,96.56064,241.4016,0.4888888888888889,3239.7200627774305,4.06250583128008,312.8361206815036,0.13999999999869858,0.5023124020073421,7.694892583689292,11.55032582339122,8.917620423000388,2.864431661300959e-05,600.0,1505.9319821132258,769.3428968442122,204.32430976693308,160.12622609160684,421.02212961940484,281.34388833457086,363.29423199282195,153.10937391722027,153.5622522312209,153.10937391722027,240.53593532115556,0.6302766233350965,1.0951803209701763,2483.281716495204
13,conservative,2043,239.91936692347736,True,96.56064,241.4016,0.4888888888888889,3144.8707094988135,4.00270057251919,317.52295822258606,0.1399999999987261,0.5022257322243512,7.695065767516603,11.40588224812392,8.917855552702202,2.7840795013930086e-05,600.0,1446.908618237612,741.0660934696148,201.8266085675747,155.07466566173213,408.6866577247909,276.6022709629462,352.6487607826172,153.10130020788,153.57451962662262,153.10130020788,236.05615178491007,0.6302766233350965,1.086061461235184,2462.6050322801975
14,conservative,2044,244.94571195561613,True,96.56064,241.4016,0.4888888888888889,3057.7323958504094,3.9465225024415593,322.09131671656934,0.1399999999970401,0.5020842345769457,7.694508313454351,11.268938047742823,8.9170987106544,6.616159262022246e-05,600.0,1392.5113026564602,715.258087475827,199.52082227639605,150.45031741938902,397.3915253952958,272.24212356534844,342.90664430987454,153.12729036964305,153.62075500955092,153.12729036964305,231.94097725609174,0.6302766233350965,1.077602813878011,2443.425355722696
15,conservative,2045,249.96489961443308,True,96.56064,241.4016,0.4888888888888889,2977.472602421396,3.8936709727000522,326.5442296596515,0.13999999999706855,0.5018946460865737,7.693306327352841,11.139032109821194,8.915466871556147,6.482747983152722e-05,600.0,1342.253602551508,691.6347151640332,197.3870843043655,146.20525195288212,387.0211942341704,268.2226922818744,333.96709845007746,153.18335069072285,153.69694008987625,153.18335069072285,228.15107517285125,0.6302766233350965,1.0697405104309303,2425.5978673850886
16,conservative,2046,254.9721884816858,True,96.56064,241.4016,0.4888888888888889,2903.354949174394,3.8438737833967522,330.88439354112296,0.13999999999709864,0.5016638029142857,7.691547701226879,11.01571230717433,8.913079496494602,6.34834450036342e-05,600.0,1295.7094767126143,669.9483882977311,195.40766933517892,142.29738247877418,377.47343733060114,264.50775255599854,325.74094624829115,153.26542223260816,153.79899584168197,153.26542223260816,224.6515190214351,0.6302766233350965,1.0624169201712672,2408.991891690773
17,conservative,2047,259.96288213020193,True,96.56064,241.4016,0.4888888888888889,2834.7524228389852,3.796892764237599,335.1141852264629,0.1399999999971398,0.5013974492186442,7.689306040399537,10.898575957396469,8.910036681961081,6.206068819487062e-05,600.0,1252.51273598256,649.9890826621727,193.567472496274,138.69100955861433,368.6616721906014,261.0664970263754,318.15272192740986,153.37012166372065,153.92351814398086,153.37012166372065,221.41263811055143,0.6302766233350965,1.0555825489101145,2393.4952023588044
18,conservative,2048,264.9323466141448,True,96.56064,241.4016,0.4888888888888889,2771.1213838751137,3.752516095720687,339.2357449255994,0.13999999999718757,0.5011006744105341,7.686646518463283,10.787253655347753,8.906427088832238,6.046312607052275e-05,600.0,1212.3445821306013,631.5759000658397,191.8533576605365,135.35531982202193,360.5110989843094,257.8722003731686,311.1372670809623,153.49446241539405,154.06750039720833,153.49446241539405,218.40872063318741,0.6302766233350965,1.049194001285993,2379.0094019785656
19,conservative,2049,269.8760274614728,True,96.56064,241.4016,0.4888888888888889,2711.987777757841,3.710554399360096,343.2510295952049,0.13999999999722937,0.5007780039347345,7.683627071533577,10.681405260730074,8.902329549787082,5.9020011926534786e-05,600.0,1174.9259398888935,614.5521257752412,190.25383353849475,132.26356100351433,352.9567159506291,254.9015428938449,304.63798970716647,153.6357949272954,154.22827389617726,153.6357949272954,215.61735474868317,0.6302766233350965,1.0432130184205304,2365.4477399288703
20,conservative,2050,274.7894660381017,True,96.56064,241.4016,0.4888888888888889,2656.9362319858546,3.6708376094637933,347.1618549858921,0.1399999999972676,0.5004334661930011,7.680299272404211,10.580716825362595,8.897814246777187,5.7687102219678114e-05,600.0,1140.0113218296358,598.7813161063577,188.75879854243937,129.392390710001,345.9417579640927,252.1340775104715,298.6054954955037,153.79176316046255,154.40346440237133,153.79176316046255,213.01890963401019,0.6302766233350965,1.0376057170601138,2352.733387159213
21,conservative,2051,279.6683151617472,True,96.56064,241.4016,0.4888888888888889,2605.601017811515,3.6332123236970277,350.9699304967841,0.13999999999730556,0.500070655732776,7.676709157158777,10.484897704852193,8.892943827269622,5.6440126409608755e-05,600.0,1107.383772836239,584.1440894941053,187.35932821870932,126.72133992686278,339.41640414782535,249.5517869009423,292.9964552144828,153.96026428440442,154.59095191340688,153.96026428440442,210.59610471086756,0.6302766233350965,1.0323419483893512,2340.797982322514
22,conservative,2052,284.50835385341065,True,96.56064,241.4016,0.4888888888888889,2557.6587301815266,3.5975396276536733,354.676886995671,0.13999999999734467,0.49969278324758376,7.67289787546021,10.393678208016311,8.887774283584454,5.514100039074575e-05,600.0,1076.8507420281903,570.5355308373693,186.0475034256823,124.23237958893137,333.33673557177656,247.13872560576928,287.77269185441315,154.13941729934692,154.78883933192597,154.13941729934692,208.33366173297966,0.6302766233350965,1.0273947770502567,2329.580450469988
23,conservative,2053,289.3055011257748,True,96.56064,241.4016,0.4888888888888889,2512.8221636464095,3.563693238938729,358.2842997925102,0.13999999999738205,0.49930272184657853,7.668902292896455,10.306807425346852,8.882355768859444,5.393887014102214e-05,600.0,1048.2406428798095,557.863039175064,184.8162659892585,121.909559910968,327.66386474554315,244.88072006559477,282.9004184290936,154.32753438791718,154.99542387333295,154.32753438791718,206.21801345234837,0.6302766233350965,1.0227400391711594,2319.0260008977016
24,conservative,2054,294.05582872017504,True,96.56064,241.4016,0.4888888888888889,2470.8302893568757,3.5315558709454633,361.79377224400105,0.13999999999558896,0.49890324295057625,7.6647582134351735,10.224042778651915,8.8767369662389,8.679998534935977e-05,600.0,1021.3986549102635,546.0433409349513,183.65915320837593,119.73845695425779,322.3624569168901,242.76484088411607,278.3489359608426,154.52296890356732,155.20904661777774,154.52296890356732,204.23679498785052,0.6302766233350965,1.0183554553480039,2309.084115863795
25,conservative,2055,298.7555727170641,True,96.56064,241.4016,0.4888888888888889,2431.4669069717797,3.5010175283783767,365.2087295272774,0.14000000003139657,0.4984947232468656,7.660469662602274,10.145180808919616,8.870923451230803,6.741391552164467e-05,600.0,996.1914798740925,535.0056056773872,182.57092475091454,117.70710726714222,317.40441696962563,240.7806577964666,274.0940016379494,154.72556696655926,155.42954113582152,154.72556696655926,202.38007415183802,0.6302766233350965,1.01422271594687,2299.713278936426
26,conservative,2056,303.4011439587491,True,96.56064,241.4016,0.4888888888888889,2394.5179031344687,3.4720558694789174,368.51434587720934,0.1400000002439917,0.4980907123010772,7.656214320827936,10.070058595310337,8.86515613078209,5.6252365309690365e-05,600.0,972.4853945558299,524.6904229461328,181.54581029577562,115.80377549441607,312.7548162569629,238.91618352950348,270.10442543928696,154.92694913684392,155.6484870607008,154.92694913684392,200.63616321016167,0.6302766233350965,1.0103231220144497,2290.8710909161405
27,conservative,2057,307.98913723739133,True,96.56064,241.4016,0.4888888888888889,2359.7943385632952,3.444381720296772,371.7542905175146,0.1400000016986938,0.49766474975549596,7.651644417392256,9.99833504706295,8.858963785510653,7.870756031981327e-05,600.0,950.186082107536,515.0188806940795,180.58011731802657,114.01813017180052,308.40355482273344,237.16541023948207,266.37362965890827,155.14361024463358,155.88245272576034,155.14361024463358,198.99995431742843,0.6302766233350965,1.006640078355765,2282.5199227993107
28,conservative,2058,312.51633921558044,True,96.56064,241.4016,0.4888888888888889,2327.1384823161475,3.418132749815667,374.8839883520478,0.140000001348881,0.49724909282132973,7.647183185472335,9.930002221095934,8.852919995957457,7.227875347803821e-05,600.0,929.1743856835049,505.9622560810969,179.66880814557715,112.34153409718141,304.31316026757503,235.51690808768444,262.86676976396467,155.35551216957552,156.11129742508263,155.35551216957552,197.45988070455246,0.6302766233350965,1.0031598334158716,2274.6285934331054
29,conservative,2059,316.97973506097327,True,96.56064,241.4016,0.4888888888888889,2296.392524411085,3.393076137116112,377.9384761579548,0.1400000023985536,0.4968231766878183,7.642560369065662,9.864769535365257,8.846658659433071,8.419676291520558e-05,600.0,909.3706428195509,497.4569499791121,178.80868525367484,110.76542223815557,300.4742407670153,233.96540538135986,259.5773854078198,155.5754997179308,156.34792698523844,155.5754997179308,196.0114044945544,0.6302766233350965,0.9998682241540697,2267.1649886356436
30,conservative,2060,321.3765137903132,True,96.56064,241.4016,0.4888888888888889,2267.4296882030167,3.3692617356913623,380.8936677500614,0.1400000021050296,0.4964047094473426,7.638008381226254,9.802580361629891,8.840494605301357,4.169805938636132e-05,600.0,890.6832910554289,489.4739682417124,177.9959989314659,109.28288737786497,296.8613773423209,232.50272503061257,256.4822206716028,155.7925260651305,156.58123214938897,155.7925260651305,194.64638986006008,0.6302766233350965,0.996754050012549,2260.1037115477116
31,conservative,2061,325.704072331395,True,96.56064,241.4016,0.4888888888888889,2240.1110444088868,3.3465532955192594,383.7657078021704,0.1400000023687547,0.49598597309616294,7.633426179389765,9.743213188700159,8.834290988537502,4.0732633118468055e-05,600.0,873.0381112084686,481.96536165545325,177.22749593953563,107.88645781767252,293.46075952855637,231.12294483671405,253.56998624059725,156.01140417713088,156.81605468408623,156.01140417713088,193.35940632235315,0.6302766233350965,0.9938044903856047,2253.415691910165
32,conservative,2062,329.960018324043,True,96.56064,241.4016,0.4888888888888889,2214.329043900262,3.3249157521122896,386.5508865972186,0.1400000025306963,0.4955711068404166,7.628868097298247,9.686555475215958,8.82812137097795,3.9502933516202865e-05,600.0,856.3647826801778,474.89987875814165,176.50034951623866,106.57031808162274,290.25656436299687,229.8203675445639,250.8267558690084,156.22954051557923,157.04978312504153,156.22954051557923,192.1449747819472,0.6302766233350965,0.9910098233906266,2247.078885706257
33,conservative,2063,334.14217169275435,True,96.56064,241.4016,0.4888888888888889,2189.979649037285,3.3042896188014153,389.2513953675622,0.14000000262387186,0.4951606048444799,7.6243407926099644,9.632472658233803,8.82199473929811,3.819099498764407e-05,600.0,840.599516207073,468.2455222743017,175.8119157075992,105.328874734636,287.2352782498868,228.58985431749974,248.24086997942632,156.44661006536532,157.28208979665396,156.44661006536532,190.9982285511308,0.6302766233350965,0.9883604694087202,2241.0715714970647
34,conservative,2064,338.248565034208,True,96.56064,241.4016,0.4888888888888889,2166.967559394923,3.2846369057967766,391.86524470607213,0.14000000189973524,0.49475751561582304,7.619884644682722,9.580849995088979,8.815965692242127,3.710003809332704e-05,600.0,825.6822924108245,461.97466581288904,175.15967400528072,104.15701814598866,284.3832499363448,227.42640144435603,245.80036209780292,156.66066409686778,157.51101522262653,156.66066409686778,189.91437839583938,0.6302766233350965,0.985847582532134,2235.373691507111
35,conservative,2065,342.2774428722358,True,96.56064,241.4016,0.4888888888888889,2145.205435682333,3.2658771915985496,394.40137150386096,0.14000000180732652,0.49435788191328955,7.615447769647052,9.53154772853479,8.809963992629479,3.5914235588485815e-05,600.0,811.5615984367113,456.0582210247124,174.54153140799212,103.05007766162095,281.69130700790754,226.3261617419279,243.49763943156145,156.87418381364012,157.73905432879386,156.87418381364012,188.8898754794308,0.6302766233350965,0.9834629939948357,2229.966723355244
36,conservative,2066,346.22725984103323,True,96.56064,241.4016,0.4888888888888889,2124.612862046499,3.2479711714054442,396.85979812247996,0.1400000015829563,0.49396335145466,7.61105218567099,9.484458972947953,8.804019397625868,3.5043484905740286e-05,600.0,798.1869685774546,450.47267748153206,173.95537149610163,102.00376424519803,279.1483766260884,225.28499568308308,241.32305553750047,157.08610254839846,157.96513596599775,157.08610254839846,187.92077914054724,0.6302766233350965,0.9811991230750021,2224.833478029262
37,conservative,2067,350.09667786430396,True,96.56064,241.4016,0.4888888888888889,2105.115857559267,3.2308803042783274,399.241004650955,0.1400000011934367,0.4935751808502371,7.606714800521265,9.439481483969038,8.798154730563493,3.4450591255543654e-05,600.0,785.511992673124,445.1963443777542,173.39924823763423,101.01414173335834,276.7444176315129,224.29911881704928,239.26788309898723,157.2955930075705,158.18842998480633,157.2955930075705,187.0034945590525,0.6302766233350965,0.9790489447145538,2219.9580264643773
38,conservative,2068,353.88456240366537,True,96.56064,241.4016,0.4888888888888889,2086.6462077535607,3.214572202417918,401.54455308746634,0.14000000076444366,0.493195101002903,7.602458827077273,9.396521104027432,8.792401319135134,3.3940315064707874e-05,600.0,773.4934882980638,440.2096144538181,172.87134135816592,100.07758947521873,274.4699123291091,223.36497515986645,237.3238131444635,157.50151681013477,158.40779370039442,157.50151681013477,186.13463514734258,0.6302766233350965,0.9770059347058826,2215.325575256109
39,conservative,2069,357.5899778540019,True,96.56064,241.4016,0.4888888888888889,2069.140858603639,3.199008855084944,403.7719581870918,0.14000000037599064,0.49282355801790056,7.598290588091338,9.355483261995623,8.786767640743921,3.348480150242824e-05,600.0,762.092061882635,435.49381578904706,172.36999889992134,99.19076863738795,272.3166263009954,222.47939758331987,235.48373454296302,157.70354726788523,158.6229011075239,157.70354726788523,185.31120880129902,0.6302766233350965,0.9750640191737785,2210.9223521123804
40,conservative,2070,361.21218216657013,True,96.56064,241.4016,0.4888888888888889,2052.5414801505,3.1841541850674013,405.9248237463989,0.14000000011876423,0.4924608852376279,7.5942149494902225,9.31627813721879,8.78126019905953,3.296788653667694e-05,600.0,751.2712091211225,431.0317270386231,171.89368823402137,98.35059752358086,270.27697975394824,221.63945866177568,233.74110704182604,157.90142671508806,158.83349606859707,157.90142671508806,184.53045273497963,0.6302766233350965,0.9732175406578597,2206.735528946657
41,nominal,2030,312.9344482485471,True,96.56064,241.4016,0.4888888888888889,2324.203911075604,3.4157917169850225,375.16301078033325,0.14000000109085634,0.49721515703050756,7.646828886358394,9.92383951046154,8.852440069498506,4.0552899605828836e-05,600.0,927.2796829872563,505.1529813760378,179.58661584821817,112.1909989799518,303.9434967901376,235.36819035692105,262.5495222592646,155.37235752324668,156.12968567065911,155.37235752324668,197.32087405803918,0.6302766233350965,1.002846291710484,2273.9176489708652
42,nominal,2031,322.66674649083257,True,96.56064,241.4016,0.4888888888888889,2259.1643030160126,3.3624143662123043,381.75429184819416,0.14000000219780442,0.49628019071165996,7.636647731636255,9.784690086714507,8.838652347505594,4.145355653007471e-05,600.0,885.3470441812833,487.19980741038603,177.76369852789205,108.86019134009311,295.831938621052,232.08531766232866,255.60053888233134,155.85747712223974,156.65094650952622,155.85747712223974,194.25699417765006,0.6302766233350965,0.9958629028261503,2258.0830675749185
43,nominal,2032,332.3954606822468,True,96.56064,241.4016,0.4888888888888889,2200.0342891719492,3.3128296645675954,388.12780517130227,0.14000000259236053,0.49533237949362047,7.626237263602059,9.654873379207691,8.824561001463703,3.874453708544119e-05,600.0,847.111667515784,470.9911317909573,176.09639290834062,105.84132146785899,288.48227679357814,229.09800720875734,249.30807196041098,156.35563111721527,157.1847571145824,156.35563111721527,191.4717296217864,0.6302766233350965,0.9894556560809755,2243.554867614869
44,nominal,2033,342.1027074770989,True,96.56064,241.4016,0.4888888888888889,2146.1331144421033,3.266680116127527,394.2920196848906,0.14000000181240307,0.4943752506308257,7.61564088594667,9.53365889077535,8.810225191975423,3.596443713293775e-05,600.0,812.1638341709154,456.3101282203092,174.56790977253567,103.09723931403855,281.80597622485266,226.37306699896266,243.59571607736606,156.86488216109225,157.72912457583905,156.86488216109225,188.93354367769916,0.6302766233350965,0.9835648086054941,2230.1975842977563
45,nominal,2034,351.770761094457,True,96.56064,241.4016,0.4888888888888889,2096.8796273304843,3.2236221945668966,400.26240927194965,0.1400000010051557,0.4934071894519807,7.6048347512777825,9.420366669286022,8.795613053851866,3.422103901560193e-05,600.0,780.1539252644078,442.9711921644503,173.16396914618244,100.5963906305719,275.72980819578777,223.88257991875997,238.4006225026233,157.3865138581461,158.28529962998851,157.3865138581461,186.6160312415404,0.6302766233350965,0.9781386399326774,2217.893943337619
46,nominal,2035,361.38218207552205,True,96.56064,241.4016,0.4888888888888889,2051.774501322683,3.18346550134224,406.02528042753534,0.14000000011193267,0.49244387661743283,7.594023642695863,9.314459734574452,8.78100171096635,3.293004854299705e-05,600.0,750.7710043478668,430.82578197365115,171.87165850690786,98.31179496518112,270.18279081816337,221.6006448356819,233.66064247092433,157.9107232033008,158.84338769185956,157.9107232033008,184.49437937737906,0.6302766233350965,0.9731321035516717,2206.5418034024297
47,nominal,2036,370.91994161589054,True,96.56064,241.4016,0.4888888888888889,2010.3860880678362,3.1459832606861595,411.58206538485445,0.14000000007427843,0.49149056342870984,7.583275643435012,9.215407857013785,8.766483109863342,3.0857885802978385e-05,600.0,723.7496799428766,419.7416994900613,170.68002669358336,96.22023692878598,265.10787456450515,219.50575002472186,229.32640864908655,158.43420365725538,159.40002837484215,158.43420365725538,182.54816853967324,0.6302766233350965,0.9685057391594996,2196.0516896842173
48,nominal,2037,380.3675396150067,True,96.56064,241.4016,0.4888888888888889,1972.338733100178,3.110958810125596,416.93795247683727,0.14000000091275355,0.49054966749044954,7.57262202102027,9.12271646249652,8.752099316201015,2.8893283642429876e-05,600.0,698.8591033726728,409.6038573669395,169.5795436853685,94.30160392250697,260.45651395584144,217.57935053340972,225.3560730794246,158.955394619347,159.95362180668164,158.955394619347,180.75985602744097,0.6302766233350965,0.9642247507145885,2186.3447034188343
49,nominal,2038,389.7091147487687,True,96.56064,241.4016,0.4888888888888889,1937.2998047517196,3.0783276364059105,422.06204571744865,0.1400000094095119,0.48964438410461936,7.562369405841109,9.036013942632996,8.738263810463433,5.42749579381764e-05,600.0,675.8865585071726,400.3213916108323,168.56104549779795,92.53817628990858,256.1762988271065,215.80278699469386,221.70305758358364,159.45914899615187,160.48890202586853,159.45914899615187,179.111423622767,0.6302766233350965,0.9602578504683372,2177.3499007693954
50,nominal,2039,398.9295450753591,True,96.56064,241.4016,0.4888888888888889,1904.9906009221754,3.0477005233525993,427.01826665597684,0.14000001450194396,0.4887413250419221,7.552076354208131,8.954755712558644,8.724380513514658,5.064808263410383e-05,600.0,654.6708463389883,391.7932595949961,167.61848092034458,90.91513081447914,252.24726440440264,214.16589633045217,218.35253494173202,159.96705443706628,161.02756498140164,159.96705443706628,177.59392917479678,0.6302766233350965,0.9565787479884329,2169.0076691327226
51,nominal,2040,408.0145379210378,True,96.56064,241.4016,0.4888888888888889,1875.1526728303322,3.019022122997191,431.78352405538305,0.14000002005025144,0.48785860739535203,7.541983042410915,8.878623225353223,8.710773212554525,4.5910354369114144e-05,600.0,635.0454350654579,383.95058358131814,166.744619231264,89.41881067028872,248.62859837867123,212.6540696515803,215.26822327640699,160.46722128852048,161.55763278869907,160.46722128852048,176.1932834280261,0.6302766233350965,0.9531625371717498,2161.2615348219388
52,nominal,2041,416.95070805300065,True,96.56064,241.4016,0.4888888888888889,1847.5624575965076,2.992250248227029,436.3334476197106,0.14000001400258655,0.48701359868302496,7.532320754030153,8.80733674726099,8.697753099688876,3.3548819748681226e-05,600.0,616.8636096942223,376.7340521177729,165.93315391427043,88.0374340045419,245.28462314990676,211.25453815647052,212.41836097446776,160.9480041067101,162.06736560644148,160.9480041067101,174.89716880721238,0.6302766233350965,0.9499875132360753,2154.0622830294024
53,nominal,2042,425.725643421061,True,96.56064,241.4016,0.4888888888888889,1822.0171857820305,2.9670811956969825,440.7225293670722,0.1400000068796672,0.48617946802209494,7.522735032515491,8.740449246102934,8.684842056033002,3.259953570772497e-05,600.0,600.0106964490375,370.0722690324406,165.17956606384035,86.76036383702278,242.2014304513893,209.95994104837976,209.7927831072472,161.42689624893976,162.57437091375064,161.42689624893976,173.69915906759405,0.6302766233350965,0.9470336975159044,2147.3646128545965
54,nominal,2043,434.32795802938244,True,96.56064,241.4016,0.4888888888888889,1798.3410861111565,2.9434223167877405,444.9493360241516,0.140000004675985,0.48536063381313577,7.513285277721631,8.677684656481858,8.672119887041905,2.983062602672296e-05,600.0,584.3731716248934,363.91588261794857,164.47909381621855,85.57839979412823,239.35482543749424,208.761081300171,207.37041340933052,161.90087647285688,163.07560260902775,161.90087647285688,172.5905323241158,0.6302766233350965,0.9442836653842175,2141.129014586776
55,nominal,2044,442.74733177469426,True,96.56064,241.4016,0.4888888888888889,1776.3704434468295,2.9211779037378895,449.0151294049916,0.13999999999660914,0.4845601083401747,7.504013268298062,8.618766757763096,8.659642550434391,5.44421261072752e-05,600.0,569.8484906772799,358.2190384511068,163.82727680448252,84.48301600473468,236.7227215537316,207.6494555396667,205.13207480575764,162.367765736747,163.56887168835738,162.367765736747,171.5632511589776,0.6302766233350965,0.9417209105671054,2135.3180608476177
