,mission_range,cruise_speed,mission_time,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
0,10.0,222.86062775312476,0.13375998209552548,1241.644952690608,2.8552449467106236,392.18582946096876,0.14000001062787426,0.5259992523080969,8.564811198618418,12.000000166855315,10.124029125769367,4.9715759816829545e-05,600.0,187.21188164908642,250.99885385010606,145.16354318492864,58.277724946836784,144.9704989283239,103.84796968616847,122.64336039197738,118.79358101420722,119.21564865108377,118.79358101420722,50.9216318085515,0.02102226229425467,1040.5018011844152
1,20.0,224.9387895990371,0.17780196624495914,1266.41004626695,2.7700103181508307,420.78684031020396,0.1399999999921161,0.5101433770951285,8.281389411629958,11.999999999540346,9.725298527945036,8.296837616189357e-05,600.0,209.73195247324148,250.88790899083347,146.32833434073726,59.4709591599681,152.92241232956258,105.89868013203879,130.21811542627717,128.73417775610503,129.16646284340794,128.73417775610503,57.04709107272168,0.02175560442032866,1032.4584392202723
2,30.0,226.55654340987678,0.22130616339561204,1294.368237287792,2.7091074357705347,444.71304291652723,0.14000000008461305,0.4971765632623682,8.053112448682603,12.00000000063414,9.408188988306245,3.790327559708237e-05,600.0,233.10360658278108,252.8935583162243,147.5566683546864,60.82056059771941,160.7289412057739,108.21945665645505,137.57889418426925,137.55857890350808,137.99866518416073,137.55857890350808,63.40418099051645,0.022382483087655617,1030.6800866890374
3,40.0,227.8479781215363,0.26444453932640827,1325.0579254437641,2.666406279428711,464.45080340159177,0.13999999999775445,0.4864925614115981,7.866838116005859,11.999999999873696,9.152033886022195,2.619947222065675e-05,600.0,257.4561832022629,256.4636105329294,148.83818974696072,62.30506050361258,168.4358958331433,110.77083571809668,144.7828910978478,145.36655795598983,145.81250752026,145.36655795598983,70.0280818310155,0.022913387366108724,1033.813611557303
4,50.0,228.91063641335663,0.3073147374357962,1358.2355572906156,2.637431575379542,480.591435129749,0.1399999999930386,0.47758856016804485,7.712352459114786,11.999999999622078,8.941335305177818,8.049606441562393e-05,600.0,282.9109846654681,261.25028507474536,150.16980965042725,63.913449859873104,176.11170709468743,113.53180961188583,151.90522566624674,152.29827457421845,152.74856916820724,152.29827457421845,76.95178782900732,0.023361620741765003,1040.8958116472968
5,60.0,229.81230984639797,0.3499715090501101,1393.8369567260986,2.6191157887009875,493.6586971515694,0.14000000012008715,0.4700870909875489,7.582259876752374,12.000000001807912,8.76511137680218,3.263993071966083e-05,600.0,309.5938789323251,267.0521404635249,151.55326276648495,65.64338770044327,183.8286974309176,116.49655476251955,159.02102059022772,158.4837971950384,158.93724392290505,158.4837971950384,84.20953506959242,0.023739126095694535,1051.3096333685824
6,70.0,230.6014592067447,0.39244290906203017,1431.8370496285338,2.609085730435876,504.1759495110866,0.14000003852549692,0.46367570240221023,7.470731799510806,12.000000497233865,8.614900775273298,2.6320867341175632e-05,600.0,337.624432845627,273.73197619926543,152.99132025619858,67.49445071410867,191.65954394485055,119.6626045059683,166.2047058903137,164.05867008649565,164.5143413919656,164.05867008649565,91.83384573401054,0.024057998303329872,1064.5602233219151
7,80.0,231.35468029735964,0.4346783058013809,1471.9440950412331,2.5997348929055506,514.8509426903029,0.14000000302537668,0.4572215343153047,7.359795267977822,11.999999980784482,8.466270367782897,6.08530313748902e-05,600.0,367.13395857906875,280.86228760334575,154.50245084038974,69.45319885372872,199.99796753118986,123.00421368952834,173.85980261656803,169.86952768094486,170.32714037554015,169.86952768094486,99.86043673350667,0.02438503983038924,1078.321138346486
8,90.0,231.96251877590578,0.47688260647283676,1515.4021574408519,2.60837399794341,518.9264024511992,0.13999999996823387,0.4533420837698032,7.288920530653808,12.000000032185449,8.371718942478863,5.309192123233347e-05,600.0,398.2615097430028,289.5164120376532,156.05014157164538,71.58138050888098,207.90488126023266,126.62856482405591,181.0144568699701,173.7282587276464,174.1862841263339,173.7282587276464,108.32713065009676,0.024551252016414758,1098.648948185306
9,100.0,232.5759462432795,0.5188559668058709,1561.2536604698212,2.6156625669160145,523.7712355413761,0.1400000020225848,0.44910891390678953,7.213101354613836,12.00000001843199,8.270917910310892,9.211677446722246e-05,600.0,431.1613756271034,298.58573641358595,157.68295359341747,73.83319258412055,216.44693228539907,130.45203681884016,188.7642553583434,177.98865662727013,178.44707093951442,177.98865662727013,117.27589417057212,0.024739907015537847,1119.1828182724696
