Unnamed: 0,mission_range,cruise_speed,mission_time,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|Cd0,Aero|Cruise|total_drag
1,10.0,80.0,0.2138888888888888,1270.9184813562747,2.2183808400119314,894.7062045445592,0.0752899722902538,0.1069113069681672,6.835959484911719,11.999984752307917,7.774741999271742,9.168790647947788e-05,600.0,234.6431207794734,227.9075925749603,148.68893235869243,59.68841102337494,185.91661992167116,105.91456228840433,163.4676085039634,201.43167952893776,201.4210732763356,201.43167952893776,63.822928852016766,0.0300031364116507,115.51244739767117
2,10.0,90.0,0.2,1260.6032475867542,2.2057828869042635,936.7010430277834,0.0697045078241172,0.115536234378886,6.82630614037805,11.99997099355104,7.762154454544096,3.509104445205084e-05,600.0,227.46445295631884,225.60820357675644,148.3455281576311,59.19098666549404,184.66843145668537,105.05763997600626,162.40378299207583,202.08551505089252,202.07987186441744,202.08551505089252,61.87033120411871,0.029849145801905,143.79785108114083
3,10.0,100.0,0.1888888888888888,1252.4682298808675,2.20299323849435,962.0981214076908,0.0659820582590378,0.1251387774276824,6.838053606052955,11.999997624885967,7.777473375604487,6.945342853358157e-05,600.0,221.63453090754425,224.00468015174755,148.03839848144284,58.79895421249415,183.16151086797555,104.38305444062634,161.03793216566584,201.29022250671215,201.29156651960895,201.29022250671215,60.28459240685203,0.029602356985605,175.615386460322
4,10.0,110.0,0.1797979797979798,1245.9459958798882,2.1954793210771943,980.050217665642,0.0641291519584326,0.1355874938103498,6.833248829859932,11.999983625603337,7.771206861609404,7.852811981851831e-05,600.0,217.05945986595097,222.57510869659237,147.81775863444523,58.48480707357518,182.33581520335585,103.84433702532208,160.32850727922266,201.61498456628155,201.6255275383727,201.61498456628155,59.040173083538654,0.0294643268348901,210.06347188418937
5,10.0,120.0,0.1722222222222222,1240.5456424599724,2.1898983083616246,989.7811666747864,0.0632462373095509,0.1468239728598349,6.831023968222166,12.000000019106489,7.768305605098954,5.589539102552468e-05,600.0,213.26751401076532,221.41432143128185,147.63152396010724,58.224806735792754,181.6046391040311,103.40023429045311,159.69320795588993,201.76560840770105,201.78813218560148,201.76560840770105,58.008763810928166,0.0293281828339617,247.57425854763764
6,10.0,130.0,0.1658119658119658,1236.0286065492985,2.1896518733853108,990.3051773106724,0.0629824332123673,0.1589808793762324,6.841225822608629,12.000034331866193,7.781611416888829,9.70298301664262e-05,600.0,209.9857950357502,220.57178340415112,147.4537667372154,58.0074110000991,180.67355742950585,103.0313166254948,158.83967218752176,201.07619851159393,201.11401633323428,201.07619851159393,57.11613624972405,0.0291373782505253,288.60062435272147
7,10.0,140.0,0.1603174603174603,1232.163776713974,2.1920952388826045,983.5127824436554,0.0633784947286643,0.1721838450007045,6.857234040072957,12.00000000187745,7.802502711332373,6.072186549774426e-05,600.0,207.13149622742912,219.9299543630769,147.28865799437364,57.8214605526904,179.68816136555034,102.71935384379474,157.91904499108685,200.0008721822599,200.05777500243497,200.0008721822599,56.33976697386071,0.0289265713257936,333.0288152124587
8,10.0,150.0,0.1555555555555555,1228.878270067993,2.189829197026276,974.2277385123382,0.0646947333177806,0.1864118360796237,6.85903162741008,12.000000006343582,7.804849582018773,8.105831900860822e-05,600.0,204.7878840461968,219.26655458176455,147.16941069072067,57.66342398867297,179.1620649709715,102.4574498173537,157.45060262264994,199.88061217981695,199.96088558873225,199.88061217981695,55.70230446056553,0.0288023095068435,379.8746024923149
9,10.0,160.0,0.1513888888888888,1226.0420582680945,2.1878951949495913,959.5937614819252,0.0667741120328726,0.2020214011457007,6.860656293952674,11.99999999424334,7.806970859046204,5.994983825907734e-05,600.0,202.7565618545595,218.69993967472467,147.06627039541658,57.52702907148243,178.70623534206035,102.23548870814643,157.04452858914382,199.7720055116312,199.88059854370167,199.7720055116312,55.149784824440175,0.028687251926836,429.7262517629804
10,10.0,170.0,0.1477124183006536,1223.645045787753,2.161240774638016,955.4416913731496,0.0706130575715102,0.2182056557580867,6.793494389015083,12.000000055991952,7.719410786839653,7.722216410121877e-05,600.0,201.58287227226765,217.53999982546907,147.10160885544602,57.41177722032618,180.1201231234337,102.05132953645008,158.51534263131452,204.32967358170097,204.4722412114601,204.32967358170097,54.8305412580568,0.0289571516433462,477.8261699902946
11,10.0,180.0,0.1444444444444444,1237.599832602035,2.699520995784026,645.9472347769345,0.0642383554614991,0.2734063668698558,8.18250608029983,11.999996571988063,9.587498669082931,4.2253276176875006e-05,600.0,192.57507003013865,241.4592568866008,145.4889830157073,58.08302292159664,151.24948523798537,103.28758650039984,129.08474622196886,132.46133042939886,132.64673949564707,132.46133042939886,52.38041904819771,0.0229919304819323,663.5960782632703
12,10.0,190.0,0.1415204678362573,1219.5041792484585,2.1826461331948015,881.4331097575911,0.0795277178811277,0.2616426931377123,6.862278981125016,12.000000000729525,7.809089709042243,6.908764479618842e-05,600.0,198.05974891730725,217.4080055395472,146.8320113918307,57.212725297558805,177.71125053393422,101.75206409193,156.16470352957776,199.6636114469259,199.89344845041504,199.6636114469259,53.872251705507566,0.0283997712072574,597.0334275083603
13,10.0,200.0,0.1388888888888889,1217.8271819309002,2.180468249372023,841.876952657014,0.0874289991749733,0.2885628538610103,6.86042370212942,12.00000067157706,7.806667161402553,7.531805307608752e-05,600.0,196.859261882602,217.068607918052,146.7758619362076,57.132128791452686,177.51486421354653,101.63995354696816,155.99834817501102,199.78754901212767,200.0722890777128,199.78754901212767,53.54571923206773,0.0283278165022794,658.5406224793156
14,10.0,210.0,0.1365079365079365,1216.3465321394383,2.1787936225923104,792.6975421911498,0.0988283312189294,0.3219341968061673,6.859466947167585,12.000000281524072,7.805417950147236,8.712017564299057e-05,600.0,195.78440944832352,216.78542254402635,146.72505708975453,57.06097687625447,177.3237689616236,101.5485023613788,155.83361966113472,199.85150377486963,200.19965986289264,199.85150377486963,53.253359369944,0.0282554836911476,723.0752062866485
15,10.0,220.0,0.1343434343434343,1215.0456523331998,2.1779016129764823,730.7750740767619,0.1163948117697372,0.3658593545429153,6.860217519971648,12.000003376742203,7.806397949844728,4.598848766628907e-05,600.0,194.81277374179953,216.5635900062705,146.67760005173758,56.99847001462165,177.1147414489302,101.47677195716696,155.6474138443541,199.8013290026088,200.22220774097175,199.8013290026088,52.98907445776946,0.028177884225096,790.7518176047752
16,10.0,230.0,0.1323671497584541,1216.98480970914,2.178694675046579,666.5081784636994,0.1400000102389802,0.4190458914482705,6.857627534768824,11.858090773035595,7.803016428521398,7.67513445255399e-05,600.0,196.1506610878218,217.00033143111403,146.7509299109963,57.09164806367775,177.46440784934896,102.89722496885946,155.96337914410208,199.97453864709635,200.4778684615087,199.97453864709635,53.35297981588752,0.0281083201369726,862.7664546405257
17,10.0,240.0,0.1305555555555555,1234.3920984037902,2.150042643957978,689.3880398159001,0.1400000262658048,0.4282374300712705,6.73695801318812,11.08931376990612,7.645910945319533,4.191551042909743e-05,600.0,209.3492638737849,219.5343911338958,147.58625103311644,57.92866658189797,183.22692467243695,111.64342250917666,161.44473918564628,208.27698173391656,208.8740140997573,208.27698173391656,56.94299977366949,0.0286312450457604,931.8946290661564
18,10.0,250.0,0.1288888888888889,1253.5358254437074,2.122882940470287,712.7360741427972,0.140000007653654,0.4368247246884434,6.617677894968302,10.379446157242183,7.491458877615805,8.449127631549166e-05,600.0,223.7073860605657,222.4954448575536,148.49179695476417,58.85038948446123,189.4223087522624,121.17400449790928,167.32866667522194,216.95364261260633,217.6568270175852,216.95364261260633,60.848409008473865,0.0291749297716027,1004.5044718429344
19,10.0,260.0,0.1273504273504273,1274.544427821233,2.0972489056117194,736.506332926596,0.1399999999972579,0.4448318972437584,6.499886670532605,9.725229155876477,7.339749113948699,3.3586628299292124e-05,600.0,239.30612764383895,225.9083403422353,149.47240642876616,59.86334880355754,196.08717696562488,131.5451925951426,173.6495904742912,226.01502740480743,226.83790034141708,226.01502740480743,65.09126671912419,0.0297385041720878,1080.875598692132
20,10.0,270.0,0.1259259259259259,1297.5187077176722,2.073156009817472,760.6477868621157,0.1400000000161041,0.4522864561772203,6.383716463941788,9.122991867848055,7.19091075634595,8.635310303921542e-05,600.0,256.2304957153478,229.79285549639815,150.53184237628977,60.97280676667019,203.25443885966175,142.81696907312684,180.43871655236677,235.4680288423793,236.42526083529347,235.4680288423793,69.69469483457459,0.0303209388163095,1161.2990909738542
21,10.0,280.0,0.1246031746031746,1322.629330109633,2.050646280756075,785.1007330608574,0.1399999999981101,0.4592119615952906,6.269236279480878,8.568993018833174,7.044990440268165,2.545572958541457e-05,600.0,274.587268501758,234.18319503254904,151.676441019105,62.187470923361744,210.97136415779707,155.0622006411997,187.74040097338835,245.32337445234745,246.43079033739255,245.32337445234745,74.68773703247818,0.0309211799018117,1246.1306361414934
22,10.0,290.0,0.1233716475095785,1350.0114596769397,2.029760169385741,809.784225876251,0.1399999999950317,0.4656405768232108,6.156610720784878,8.059451212947904,6.902155295282969,6.404424842232401e-05,600.0,294.4866130294246,239.10740515541536,152.91102427266767,63.51441998448043,219.27835312362137,168.35809628670555,195.5927390679773,255.58201695792167,256.8566251947127,255.58201695792167,80.10035874400349,0.031537573688192,1335.7453460014858
