,mission_range,cruise_speed,mission_time,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub_non_wing,Aero|Cruise|Cd0_wing,Aero|Cruise|f_total,Aero|Cruise|total_drag
0,10.0,122.51427608824456,0.1705120296304397,1287.197528955616,29.999999999999996,4.737338822671032,1.5763024199173825,2.099999999999999,162.05592075164606,0.7200142409365496,0.06569389854863342,3.0000000000000044,6.82710668292107,2.8523990990742747,7.763198116465678,4.6916609264258113e-08,3.0096501776139723e-05,600.0,111.04916106696533,177.88857010004375,337.7911217473299,60.474162069145734,188.542172949445,35.44732589334063,165.80763618868374,202.03118311789203,71.52467903249756,202.03118311789203,30.20537181021457,0.2729121403446563,0.009153409031417752,1.69672286454312,990.9332013369816
1,20.0,125.66905277034061,0.24803706068699952,1306.558035099791,29.999999999999993,4.839292176873606,1.5965055747022696,2.1,166.22890578087325,0.6946104412541521,0.06188760079134837,3.0000000000000107,6.858553667211113,2.7839393574901816,7.80422555412891,2.2412613986944052e-08,1.8879574333317077e-05,600.0,122.72063274315366,180.25472773489457,342.17720229733106,61.40981738762564,190.50051927800624,35.999452498857835,167.41674443385895,199.91257846847495,70.89536055054087,199.91257846847495,33.3800121061378,0.2729121403446563,0.009153409031417752,1.5984149154530833,982.2143565071785
2,30.0,128.23239412114393,0.32283913372061485,1326.0388869668507,29.999999999999996,4.939513941623726,1.6161592715159667,2.1,169.61956894331206,0.6770645012606176,0.059211399587053036,3.0,6.887507611305508,2.7302454502837774,7.842052650677134,4.126780286384246e-07,1.9284025658097565e-05,600.0,134.3962598033234,182.70121332452004,346.59324215358055,62.35256304349208,192.52811928515658,36.5674328689985,169.09334150572832,197.9886245350759,70.62497608349643,197.9886245350759,36.555782666503966,0.2729121403446563,0.009153409031417752,1.52929477075527,978.4683355652545
3,40.0,130.39237340906706,0.39565529672558014,1345.7274319782239,29.99999999999999,5.037387963250058,1.6351609177946107,2.1,172.47668440352382,0.6645413506575385,0.05723397124391953,3.00000000000007,6.91345873393296,2.6863091528424325,7.87599935042168,2.5149518023681594e-09,2.1706151076958562e-05,600.0,146.1663973603958,185.22965878022828,351.0293852847752,63.30664953888138,194.65328191995445,37.1447642934713,170.86434014321924,196.2855832525933,70.5855409780427,196.2855832525933,39.757260082027656,0.2729121403446563,0.009153409031417752,1.4782223278508357,977.9219849094958
4,50.0,132.26753191201357,0.46691060954260744,1365.6739808422149,29.999999999999996,5.1337361526254535,1.6536869481650214,2.1,174.95705279366888,0.6554051068099331,0.055711773076028134,2.9999999999999973,6.937016362920782,2.6491197506857724,7.906850128916741,1.1389659171356925e-07,7.792277577195014e-05,600.0,158.06915482765146,187.83032298691532,355.50877856065716,64.27455185481357,196.8676314707736,37.726561672041726,172.72035748441786,194.7568457100704,70.6986247247986,194.7568457100704,42.9948101131212,0.2729121403446563,0.009153409031417752,1.4389074372311181,979.4886950395909
5,60.0,133.95362990988508,0.5368050822788248,1385.9403050312844,29.999999999999996,5.2303072165394155,1.6720821553203185,2.1,177.1873411506417,0.6484923193256323,0.05447906014832546,2.9999999999999996,6.9593551084783805,2.616430526448596,7.9361355230581525,7.113705180472607e-09,4.717468431080368e-05,600.0,170.1133544070107,190.49200925478857,360.0824941701809,65.2593155822516,199.1478065751859,38.311107733439556,174.6366731017238,193.32214047390667,70.90813548381696,193.32214047390667,46.2708323987069,0.2729121403446563,0.009153409031417752,1.407069287021435,982.3913458442771
6,70.0,135.48292275582835,0.60555917157947,1406.5457036589576,29.999999999999993,5.3253638800578615,1.6900237939592626,2.0999999999999943,179.2102152854885,0.6433599466325931,0.053479557573710035,2.9999999999999867,6.979308983312679,2.587380553074142,7.962319874785699,2.6118096130289814e-08,4.368098276589249e-05,600.0,182.3527948308132,193.23198405168466,364.7055990220421,66.26193491342353,201.5307972496943,38.90379311177426,176.65023834486604,192.0527386661963,71.20564185451158,192.0527386661963,49.59996019398118,0.2729121403446563,0.009153409031417752,1.3812544258397073,986.5131251282671
7,80.0,136.8945445415695,0.6732803287954452,1427.5231240040732,29.999999999999996,5.418541549119436,1.707456029095433,2.1,181.07743986980097,0.6395583228455051,0.052655344944819577,2.999999999999999,6.99667221752761,2.561064622309937,7.985124251663392,8.732675382816524e-08,3.7750349946146194e-05,600.0,194.81849715799038,196.05752430059937,369.369171679126,67.28407499769938,204.02886967148964,39.50840929842049,178.77281292231663,190.9573545301627,71.57679206016623,190.9573545301627,52.990631226973385,0.2729121403446563,0.009153409031417752,1.3599669022860763,991.6551972975042
8,90.0,138.22498217067783,0.7400012897490282,1448.895750462265,29.999999999999996,5.51378966097839,1.725121359353095,2.099999999999999,182.8372780035424,0.6366977847264229,0.05194041548358835,2.999999999999997,7.014086287816498,2.5367038465877143,8.008013726966718,7.003789548321038e-09,4.8509718165123994e-05,600.0,207.4564247767149,198.9337362914764,374.1856206696433,68.32693361625752,206.5694220185178,40.11474850937053,180.93072762639716,189.86727974713344,71.98400238391989,189.86727974713344,56.42814753926644,0.2729121403446563,0.009153409031417752,1.341501912535035,997.296861618029
9,100.0,139.48364442330652,0.8058188229571361,1470.6868049188647,29.999999999999996,5.606292004518011,1.7421320200545358,2.1,184.50217516310383,0.6346626037286266,0.051339393771785445,3.0000000000000004,7.028399833831064,2.5140373964163323,8.02684156703513,1.7004192542913188e-07,9.349470658264765e-05,600.0,220.37366548076938,201.90995401613606,379.0211374587433,69.39171722929888,209.2491661956599,40.73998938451021,183.22110790858574,188.97761518481786,72.45273663035552,188.97761518481786,59.94163701076927,0.2729121403446563,0.009153409031417752,1.325978898936625,1003.7909044250683
