,battery_energy_density,mission_range,cruise_speed,mission_time,Weight|takeoff,LiftRotor|radius,LiftRotor|Cruise|RPM,LiftRotor|Cruise|CT/sigma,LiftRotor|Cruise|mu,LiftRotor|HoverClimb|T_to_P,LiftRotor|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|LiftRotor|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub,Aero|Cruise|f_total,Aero|Cruise|total_drag
14,600,96.56064,241.4016,0.4888888888888889,1575.7421102522019,3.502121548161234,294.4578594069751,0.14000000000021834,0.6153846964213999,9.189247730656223,8.375049948380926,11.022938198230376,6.430283485918708e-05,600.0,374.7043790868945,371.5511402781105,154.94851979698166,74.54608999505686,171.4767254554878,189.84785884699704,142.95118796049965,100.2086014794337,101.1047189225055,100.2086014794337,152.87938666745293,0.6302766233350965,0.9178054801590438,2081.0906884804417
15,625,96.56064,241.4016,0.4888888888888889,1549.0135809211038,3.479280439823963,295.83185136020745,0.14000000000014448,0.6163967374934322,9.20440766611679,8.295263767135362,11.045122854011959,3.9172756709210954e-05,600.0,356.73279570928713,364.932612837683,154.1230005878449,73.23143060061015,168.29041445255876,188.46875108656408,140.24412416186482,99.80645824118021,100.72364383122387,99.80645824118021,151.61143817644702,0.6302766233350965,0.9145447453648066,2073.6970904200825
16,650,96.56064,241.4016,0.4888888888888889,1524.7507333668668,3.458323542965621,297.1083237589993,0.14000000000078505,0.6173242896243257,9.218389394676384,8.221914982035802,11.065598892605234,5.201002881104024e-05,600.0,340.40653773136194,358.9414362627598,153.37000500721078,72.03996616342465,165.40315971544982,187.21519262825606,137.7919756684662,99.43743165516787,100.37454172186781,99.43743165516787,150.45968967726196,0.6302766233350965,0.9115685346979681,2066.9486405147272
17,675,96.56064,241.4016,0.4888888888888889,1502.631869627846,3.439024939611219,298.2978907343536,0.14000000000126295,0.6181765115442005,9.231315353366147,8.154267102924695,11.084542057517368,5.405809309439075e-05,600.0,325.50998007605364,353.4933993544124,152.68045343887812,70.9553891794022,162.7754888776408,186.07099532315775,135.56102379608765,99.09785062488147,100.05382828300326,99.09785062488147,149.4090808549086,0.6302766233350965,0.9088415323627357,2060.765261476357
18,700,96.56064,241.4016,0.4888888888888889,1482.3834129762715,3.421208521951763,299.4065204576823,0.14000000000201754,0.6189650631452567,9.243338243910342,8.091678671986372,11.102173238601754,8.000471826795404e-05,600.0,311.86272132818476,348.5192530659873,152.04650638357793,69.96387673418684,160.37316539323757,185.02227149777335,133.52191333333653,98.78334917506703,99.75720978466468,98.78334917506703,148.44665535221594,0.6302766233350965,0.9063333758310275,2055.0781073721073
19,725,96.56064,241.4016,0.4888888888888889,1463.7802306009075,3.404665604125976,300.4501421595544,0.14000000006488422,0.6196884435470644,9.25444837719743,8.033601343405996,11.118475735423667,4.31147235219498e-05,600.0,299.3147270556651,343.95614714978086,151.46184777409204,69.05407480165353,158.17044635611128,184.05785310884028,131.65295904161368,98.49387881306652,99.48473540170467,98.49387881306652,147.56216043844287,0.6302766233350965,0.9040189337305486,2049.8301937254173
20,750,96.56064,241.4016,0.4888888888888889,1446.6442351763187,3.389471754758976,301.3987645308424,0.14000000453725792,0.6203893091457242,9.265173328923995,7.979647141163491,11.134222016095642,6.633570518127974e-05,600.0,287.7370675767731,339.77744250762925,150.92086608502007,68.21700368032012,156.1378491064154,183.16786643948552,129.92773388971844,98.21549104792531,99.22238975820146,98.21549104792531,146.74590446415428,0.6302766233350965,0.9018783358477818,2044.9764655467243
21,775,96.56064,241.4016,0.4888888888888889,1430.770572606164,3.375064606142113,302.33251103392155,0.14000000000615576,0.6210006726810081,9.274707490785627,7.92920136493508,11.14822740605964,2.9421596517894723e-05,600.0,277.02254739328856,335.89245066272497,150.41856210820345,67.44243660976511,154.26584331933134,182.3436170182327,128.34063394046538,97.96887207235429,98.99119756661752,97.96887207235429,145.99088247626307,0.6302766233350965,0.8998878731271147,2040.4631634110365
22,800,96.56064,241.4016,0.4888888888888889,1415.9281454171658,3.3606798397680717,303.36670787011735,0.1400002237210194,0.6214241670843911,9.281862608554551,7.881513150904907,11.158742643389557,5.013786904888035e-05,600.0,267.0767898672607,332.1901139904113,149.9493975026244,66.7189248667841,152.54784574296409,181.5755788560431,126.88957803466882,97.78432071300101,98.82197006271039,97.78432071300101,145.28977368778982,0.6302766233350965,0.8980200515730833,2036.227945679318
23,825,96.56064,241.4016,0.4888888888888889,1404.1974123815828,3.3646166393065187,301.4221734331547,0.14000024083701737,0.624612924240352,9.32239383127091,7.846290869525108,11.218382206859923,6.336869511967386e-05,600.0,257.8227043292861,330.69606493528414,149.5390019388855,66.14760162378792,150.626270225933,180.90519497709855,125.16933248387016,96.74739534443593,97.78787588921352,96.74739534443593,144.6385371287295,0.6302766233350965,0.8965391950724575,2032.8701571924876
24,850,96.56064,241.4016,0.4888888888888889,1387.8799540113473,3.322779961088142,307.28977752451124,0.140000797100256,0.6202749690480974,9.271712391511654,7.788530980643151,11.14382694502697,3.0439571366428157e-05,600.0,249.18683095280883,324.26034133081924,149.0846628960833,65.35363603848059,149.689711609472,180.16541457829368,124.54248983386279,98.04625901022429,99.12074528793492,98.04625901022429,144.02998829072348,0.6302766233350965,0.8944724453923694,2028.1838771389996
25,875,96.56064,241.4016,0.4888888888888889,1377.7418757011467,3.327109312045194,305.3895290293747,0.14000012347886093,0.6232420934837009,9.309452217542779,7.757824940617982,11.199325531988325,5.1855044014906876e-05,600.0,241.10901913449828,323.0538406973707,148.7254349388612,64.86078197506393,147.9938715518538,179.58039365250153,123.0200757863445,97.07692452019147,98.1534347830361,97.07692452019147,143.4598663850265,0.6302766233350965,0.8931842891019908,2025.2630294003807
26,900,96.56064,241.4016,0.4888888888888889,1366.4933815151016,3.3160929516502917,306.18690960284334,0.1399999999983345,0.6235930618702352,9.315406197975411,7.72073971505334,11.208091230009423,2.815665947844037e-05,600.0,233.54040076515201,320.27856958674505,148.36537620656284,64.3143412415453,146.69176549833028,178.99588915905943,121.92025863033173,96.92513877352373,98.01427336842046,96.92513877352373,142.926725268273,0.6302766233350965,0.8917513384588042,2022.0138657104112
