,coeff_type,mission_range,cruise_speed,mission_time,weighted_sum_of_energy,LiftRotor|radius,LiftRotor|Cruise|RPM,value_1,Point_1|Weight|takeoff,Point_1|Energy|entire_mission,Point_1|LiftRotor|Cruise|CT/sigma,Point_1|LiftRotor|Cruise|mu,Point_1|LiftRotor|HoverClimb|T_to_P,Point_1|LiftRotor|Cruise|T_to_P,Point_1|LiftRotor|HoverDescent|T_to_P,Point_1|Weight|residual,value_2,Point_2|Weight|takeoff,Point_2|Energy|entire_mission,Point_2|LiftRotor|Cruise|CT/sigma,Point_2|LiftRotor|Cruise|mu,Point_2|LiftRotor|HoverClimb|T_to_P,Point_2|LiftRotor|Cruise|T_to_P,Point_2|LiftRotor|HoverDescent|T_to_P,Point_2|Weight|residual,value_3,Point_3|Weight|takeoff,Point_3|Energy|entire_mission,Point_3|LiftRotor|Cruise|CT/sigma,Point_3|LiftRotor|Cruise|mu,Point_3|LiftRotor|HoverClimb|T_to_P,Point_3|LiftRotor|Cruise|T_to_P,Point_3|LiftRotor|HoverDescent|T_to_P,Point_3|Weight|residual,value_4,Point_4|Weight|takeoff,Point_4|Energy|entire_mission,Point_4|LiftRotor|Cruise|CT/sigma,Point_4|LiftRotor|Cruise|mu,Point_4|LiftRotor|HoverClimb|T_to_P,Point_4|LiftRotor|Cruise|T_to_P,Point_4|LiftRotor|HoverDescent|T_to_P,Point_4|Weight|residual
0,uniform,96.56064,241.4016,0.4888888888888889,200.86100667374413,4.332618682980513,265.47670474857165,250.0,3017.2401638533966,222.63407362429612,0.14000000409210553,0.5548369168194982,8.373983682128467,11.466744849035898,9.854946163140102,2.161641610505445e-05,400.0,2444.4556149371956,200.4178556258264,0.11356138129945725,0.5541597867596247,9.138525872130097,10.055175582253408,10.94884022450054,3.7894618330936224e-06,550.0,2221.8133778182337,192.30717796246714,0.10329111002366342,0.5537683757314397,9.502083492463122,9.426504606159407,11.48432323376487,6.4672091031447e-08,700.0,2102.7580479824646,188.0849194823869,0.09780130229274175,0.5535134571502786,9.716476308489279,9.071124645055477,11.804960663649563,2.7363855220700466e-06
1,linear,96.56064,241.4016,0.4888888888888889,195.208395944681,4.251033717789785,275.1795897868375,250.0,3004.3930355744806,223.16982676616541,0.14000000751758013,0.5455347199630531,8.256123589747858,11.406356790789824,9.690025154101148,3.045515185746646e-05,400.0,2428.4998155657513,200.42959542343218,0.11330529693000621,0.5448557895467319,9.021003433993451,9.99892082604371,10.777902246326095,6.1151531739358975e-06,550.0,2205.455981158886,192.1732725192368,0.10297306235927976,0.5444631280106481,9.38433984054134,9.371635850067191,11.309778011551305,1.648664805007008e-08,700.0,2086.3358646608685,187.88378106901743,0.09745712484090858,0.5442072677918942,9.598565739533477,9.016972202383037,11.628164469677719,3.2084347228297124e-06
