,coeff_type,mission_range,cruise_speed,mission_time,weighted_sum_of_energy,LiftRotor|radius,LiftRotor|Cruise|RPM,value_1,Point_1|Weight|takeoff,Point_1|Energy|entire_mission,Point_1|LiftRotor|Cruise|CT/sigma,Point_1|LiftRotor|Cruise|mu,Point_1|LiftRotor|HoverClimb|T_to_P,Point_1|LiftRotor|Cruise|T_to_P,Point_1|LiftRotor|HoverDescent|T_to_P,Point_1|Weight|residual,value_2,Point_2|Weight|takeoff,Point_2|Energy|entire_mission,Point_2|LiftRotor|Cruise|CT/sigma,Point_2|LiftRotor|Cruise|mu,Point_2|LiftRotor|HoverClimb|T_to_P,Point_2|LiftRotor|Cruise|T_to_P,Point_2|LiftRotor|HoverDescent|T_to_P,Point_2|Weight|residual,value_3,Point_3|Weight|takeoff,Point_3|Energy|entire_mission,Point_3|LiftRotor|Cruise|CT/sigma,Point_3|LiftRotor|Cruise|mu,Point_3|LiftRotor|HoverClimb|T_to_P,Point_3|LiftRotor|Cruise|T_to_P,Point_3|LiftRotor|HoverDescent|T_to_P,Point_3|Weight|residual,value_4,Point_4|Weight|takeoff,Point_4|Energy|entire_mission,Point_4|LiftRotor|Cruise|CT/sigma,Point_4|LiftRotor|Cruise|mu,Point_4|LiftRotor|HoverClimb|T_to_P,Point_4|LiftRotor|Cruise|T_to_P,Point_4|LiftRotor|HoverDescent|T_to_P,Point_4|Weight|residual
0,uniform,96.56064,241.4016,0.4888888888888889,192.9292351718541,3.8797512065130726,328.86614095411505,250,2977.009658367756,228.41873201365263,0.1400000000009703,0.5001386881744054,7.670325002900152,11.12775971875105,8.884285024762658,7.261442632020494e-06,400,2072.812931181994,190.24530892388066,0.097717294,0.4989154127244008,8.930611963,8.905705997790154,10.64712984007765,3.1183556412030595e-05,550,1782.9346927445881,179.27488470338258,0.084180525,0.4981521976871295,9.499229311178198,8.012805227923034,11.480079275411056,1.5146152351802119e-05,700,1631.7841775955085,173.77801504650049,0.077128506,0.49760649812993163,9.845693131126295,7.510193037401962,12.00000000001731,7.702908974040131e-06
1,linear,96.56064,241.4016,0.4888888888888889,184.18460759525237,3.8797511448794126,328.86616358014027,250,2977.009879936561,228.4187469588608,0.1400000000008891,0.500138662,7.670324655025296,11.127759919834881,8.884284553013375,7.682433646991356e-06,400,2072.812696627124,190.24530397282538,0.097717276,0.498915386,8.930612263667806,8.905705110661678,10.64713027334026,2.9484306389961722e-05,550,1782.9345712972538,179.2748842188849,0.084180513,0.4981521709382148,9.499229451491152,8.012804650435015,11.480079484030345,1.4490599405243898e-05,700,1631.7841257506107,173.77801709783932,0.077128498,0.4976064715891024,9.845693131126074,7.510192686675771,12.000000000016975,7.492281887329919e-06
