,success,mission_range,cruise_speed,mission_time,Weight|takeoff,Wing|area,Wing|aspect_ratio,LiftRotor|radius,Propeller|radius,Propeller|Cruise|RPM,Aero|Cruise|CL,Propeller|Cruise|CT/sigma,Propeller|Cruise|J,LiftRotor|HoverClimb|T_to_P,Propeller|Cruise|T_to_P,LiftRotor|HoverDescent|T_to_P,LiftRotor|clearance_constraint,Weight|residual,Weight|payload,Weight|battery,Weight|propulsion,Weight|structure,Weight|equipment,Power|segment_1,Power|segment_3,Power|segment_5,DiskLoading|LiftRotor|segment_1,DiskLoading|Propeller|segment_3,DiskLoading|LiftRotor|segment_5,Energy|entire_mission,Aero|Cruise|f_total_non_hub_non_wing,Aero|Cruise|Cd0_wing,Aero|Cruise|f_total,Aero|Cruise|total_drag
0,True,10.0,122.51946175501006,0.17050857491065743,1287.1985580564049,29.99999999999999,4.737587282538834,1.5763519099460535,2.0999999999999996,162.06278009921968,0.7199538682569083,0.06568450641407042,3.0000000000000004,6.827291256030468,2.852286734318126,7.76343874859745,8.704148513061227e-14,2.4241458796127775e-05,600.0,111.0460582545865,177.88599173837264,337.79721985517733,60.4742117698651,188.53722652002537,35.446654802891004,165.8026294454827,202.01865917265982,71.52050740057814,202.01865917265982,30.204527845247526,0.2729121403446563,0.009153409031417752,1.6964802872290665,990.8754057812574
1,True,20.0,125.67465798947438,0.24802996251468745,1306.556765654592,29.999999999999996,4.839019332502236,1.5964517895875485,2.1,166.23632009189697,0.6945478071344818,0.06188215402162524,3.000000000000006,6.858355191192273,2.78381944875718,7.803966426579241,9.282103974328493e-10,2.5343054182668597e-05,600.0,122.7243334488147,180.257372089828,342.17033830813625,61.409755996345766,190.50584713555162,36.00104594290926,167.42214077249724,199.92585472155483,70.8954448804059,199.92585472155483,33.3810186980776,0.2729121403446563,0.009153409031417752,1.5982742378721964,982.215524848851
2,True,30.0,128.22790966632587,0.32284731555330126,1326.0376321919177,29.999999999999993,4.9393715237380125,1.6161314750681075,2.1,169.61363712476964,0.6771112186875852,0.0592175457209405,3.000000000000001,6.887407279510673,2.730336667853524,7.8419214848506815,3.509551831371027e-07,2.5642613923909163e-05,600.0,134.39825977832564,182.7024123483648,346.5895216392636,62.352502279627146,192.53074174032702,36.5674490005105,169.09600979219275,197.99524779923382,70.62736682258037,197.99524779923382,36.55632665970457,0.2729121403446563,0.009153409031417752,1.52945351130996,978.5014578772459
3,True,40.0,130.37770683519673,0.3956898057861449,1345.7179235658,29.999999999999993,5.037966209816256,1.6352726327107108,2.0999999999999983,172.45728417354093,0.6646861750513756,0.05724629387816903,2.9999999999999973,6.913891098031695,2.6866036782188867,7.876565268673858,1.8376878685444353e-08,9.387117478168946e-05,600.0,146.15626501242164,185.22178636025592,351.0433724473757,63.30618845953042,194.63973390453177,37.14033218291317,170.85085664406265,196.25737867359277,70.58485675079204,196.25737867359277,39.754504083378684,0.2729121403446563,0.009153409031417752,1.4785405932567401,977.9125053353233
4,True,50.0,132.27189709292895,0.46689813423049004,1365.6815893377247,29.999999999999996,5.134320853821455,1.6537988234482859,2.1,174.96282684249863,0.6553654998995164,0.05570439829460125,2.9999999999999996,6.937407788243142,2.649036464189942,7.907363016527026,1.007194327939942e-12,2.3580012774800624e-05,600.0,158.06065888483408,187.82592699120957,355.5249380806381,64.27492130657522,196.85762045762277,37.725243583283856,172.71011669545715,194.73158188103085,70.6939320214329,194.73158188103085,42.99249921667487,0.2729121403446563,0.009153409031417752,1.4387169635258799,979.4236803393223
5,True,60.0,133.95348564975484,0.5368055646585709,1385.9404557918763,29.999999999999993,5.2303301623257,1.6720865051910776,2.1,177.18715033036358,0.6484937866457846,0.054479092172868344,3.0,6.959370519672003,2.6164333278937186,7.936155737031021,3.177058616188333e-09,4.61150333771025e-05,600.0,170.11299384227715,190.49180354292943,360.08312629883375,65.25932291289702,199.14738723484373,38.311006716268174,174.63624728593942,193.32115566371513,70.90802443816168,193.32115566371513,46.27073432509938,0.2729121403446563,0.009153409031417752,1.407070114141994,982.3898073707295
6,True,70.0,135.4823777701613,0.6055612499154374,1406.5453389041463,29.999999999999996,5.325385473016985,1.6900278533245827,2.099999999999996,179.2094944049763,0.6433649557061429,0.053479954321316574,2.999999999999988,6.979324337407853,2.587390776898538,7.96234003236323,3.8345001840411896e-08,4.61612165112186e-05,600.0,182.35237410351786,193.2316864442338,364.70615540812463,66.2619171528969,201.53030163182567,38.90361501607132,176.6497453245139,192.0517662603323,71.20559724784246,192.0517662603323,49.59984575615685,0.2729121403446563,0.009153409031417752,1.3812646729212543,986.5125071285794
7,True,80.0,136.89358948380297,0.6732844058861656,1427.522535278572,29.999999999999996,5.417455679523968,1.7072538123439405,2.1,181.0761765658769,0.6395669830531849,0.052661280828712374,3.000000000000001,6.995953698144801,2.561079966713591,7.98418020699252,4.899303593930426e-07,4.1778501529216986e-05,600.0,194.83831764959928,196.0679030129851,369.3387319534902,67.28404629162729,204.04974030304473,39.51207505473148,178.79387717581227,191.00251456560198,71.58386214197783,191.00251456560198,52.99602240069099,0.2729121403446563,0.009153409031417752,1.3601202125651826,991.7531492058253
8,True,90.0,138.22509631794824,0.7400007520557635,1448.8953870797332,29.999999999999996,5.5138101561304405,1.7251251444492424,2.099999999999999,182.8374289919952,0.6366965734644023,0.05194020672261716,2.9999999999999987,7.0141004135169736,2.5367018331352207,8.008032301589731,9.528639210998335e-09,5.104444198408594e-05,600.0,207.4559646521171,198.93348184761427,374.1861692464725,68.32691587284145,206.568954200819,40.11468537263716,180.93026258049719,189.86639895421936,71.98383195244641,189.86639895421936,56.42802238537585,0.2729121403446563,0.009153409031417752,1.341496520717515,997.2945003882002
9,True,100.0,139.48387476090357,0.8058176390502613,1470.686419448539,29.999999999999996,5.606289487449865,1.7421315592319357,2.099999999999999,184.50247984246528,0.6346603412760322,0.05133918971211911,2.999999999999998,7.02839901965835,2.5140333181300982,8.026840495729946,1.7084664882816014e-07,9.71644020332667e-05,600.0,220.37362906447783,201.9099233725503,379.02102583149843,69.39169838052942,209.2491355904874,40.74002809549879,183.22108433958576,188.97766562875327,72.45268794131366,188.97766562875327,59.94162710553796,0.2729121403446563,0.009153409031417752,1.3259736285430397,1003.7902298664568
